Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
6900	-97.1917177280412	2	2	0
7000	-97.7874924776637	3	1	0
7100	-101.3101473182	3	1	0
7200	-112.255808613752	5	2	0
7300	-96.2710989893136	3	1	0
7400	-96.9972640884038	3	1	0
7500	-99.3258835747626	3	2	0
7600	-98.1379159523488	2	2	0
7700	-92.2803110333797	2	1	0
7800	-101.069056325557	4	1	0
7900	-100.140415466607	4	2	0
8000	-102.268066332574	3	2	0
8100	-92.4722144419038	2	1	0
8200	-106.857906703228	5	1	0
8300	-108.195250889935	3	3	0
8400	-101.472701939457	2	2	0
8500	-102.79819123814	4	1	0
8600	-109.298822754218	2	5	0
8700	-106.67471051895	2	4	0
8800	-104.070379246068	3	2	0
8900	-96.1836931400505	2	2	0
9000	-112.898654940179	4	3	0
9100	-109.952081687469	2	5	0
9200	-97.4464091496056	2	1	0
9300	-116.308821191234	6	3	0
9400	-111.622473416263	3	4	0
9500	-100.948697650479	2	3	0
9600	-102.780107188966	2	2	0
9700	-99.7917421523168	2	1	0
9800	-105.965783108812	3	2	0
9900	-108.821556788676	5	2	0
10000	-92.7119354760757	2	1	0
10100	-96.2048466128173	3	1	0
10200	-117.225466453998	4	4	0
10300	-95.1506833389963	2	1	0
10400	-100.367074718582	3	2	0
10500	-110.459302319847	5	2	0
10600	-99.0629775392185	3	2	0
10700	-104.895787908514	2	5	0
10800	-108.200851821543	3	3	0
10900	-111.443166150575	2	5	0
11000	-99.5546906414302	2	3	0
11100	-96.7191625532133	2	2	0
11200	-105.113542944226	3	3	0
11300	-99.4264704322715	2	2	0
11400	-105.72186333121	4	1	0
11500	-108.52327683846	5	1	0
11600	-101.918141407651	3	1	0
11700	-103.404206483207	3	2	0
11800	-98.6639176774137	2	2	0
11900	-102.08009390926	3	2	0
12000	-102.232484518204	4	2	0
12100	-94.1128819360288	2	2	0
12200	-98.9463173437056	3	2	0
12300	-98.6132489027567	3	2	0
12400	-105.620680427015	2	5	0
12500	-94.6072543721675	3	1	0
12600	-113.060418180581	4	4	0
12700	-98.3161926344845	3	1	0
12800	-105.807262773838	4	2	0
12900	-97.5348867953717	2	1	0
13000	-105.446800990687	3	3	0
13100	-97.2726809057193	3	1	0
13200	-99.6377352191526	2	3	0
13300	-94.2820062733938	2	2	0
13400	-98.529165374095	3	1	0
13500	-106.94028093117	5	1	0
13600	-99.4091415727851	3	2	0
13700	-96.4745597074488	2	2	0
13800	-108.598377896266	4	2	0
13900	-96.0681494725034	2	2	0
14000	-101.053996841264	3	1	0
14100	-93.8477669918387	2	1	0
14200	-97.2144176917871	2	3	0
14300	-105.187637503472	4	2	0
14400	-102.297526153944	4	1	0
14500	-106.004985943045	3	4	0
14600	-99.5853242853488	3	2	0
14700	-107.169880395834	5	2	0
14800	-99.7997560292027	2	2	0
14900	-111.63615947297	5	2	0
15000	-103.401963576707	2	2	0
15100	-101.07022963427	3	3	0
15200	-101.911103874947	4	1	0
15300	-98.2323138065007	3	1	0
15400	-101.55048744655	3	2	0
15500	-104.23077634924	3	3	0
15600	-112.114636640382	2	5	0
15700	-102.441691370422	1	3	0
15800	-100.65128086587	1	2	0
15900	-102.512208554658	1	3	0
16000	-101.577415372986	2	3	0
16100	-103.918335559192	3	3	0
16200	-99.1249037181643	3	1	0
16300	-109.342371824146	4	1	0
16400	-103.978416052425	4	1	0
16500	-101.679912179602	2	2	0
16600	-98.3427815202077	2	2	0
16700	-101.373965186076	2	2	0
16800	-101.811242687935	4	2	0
16900	-104.401577002467	3	3	0
17000	-107.883515545572	4	3	0
17100	-97.8976998426757	2	2	0
17200	-106.440609884707	2	5	0
17300	-99.9024812706703	2	3	0
17400	-108.510156329865	4	3	0
17500	-112.200972569296	5	3	0
17600	-117.812557895143	6	3	0
17700	-106.628603403155	3	2	0
17800	-111.636310735977	2	5	0
17900	-113.553929958322	5	3	0
18000	-116.264715196433	3	6	0
18100	-98.407873152496	2	2	0
18200	-112.634802474381	3	3	0
18300	-108.500487531398	4	3	0
18400	-95.8181577265044	2	1	0
18500	-107.017472155616	3	3	0
18600	-101.061634968467	2	1	0
18700	-105.54534653596	2	4	0
18800	-103.704953531414	3	2	0
18900	-98.2319274377248	2	3	0
19000	-101.113877605063	2	3	0
19100	-103.0789292487	2	3	0
19200	-97.4930796993924	3	1	0
19300	-99.7396875672918	3	1	0
19400	-110.973213590693	3	5	0
19500	-99.3383749495469	2	3	0
19600	-94.0401404752157	2	1	0
19700	-99.6284643576095	3	2	0
19800	-99.7892703111219	2	3	0
19900	-104.363607243508	4	2	0
20000	-97.5056995742715	3	1	0
20100	-106.487978481944	4	3	0
20200	-98.0725727750793	3	1	0
20300	-96.5163605930061	3	1	0
20400	-101.041425367698	2	3	0
20500	-96.3470115286929	2	1	0
20600	-101.02887062959	2	2	0
20700	-114.866634159051	4	4	0
20800	-102.546280136786	3	2	0
20900	-109.2900270523	3	2	0
21000	-99.8821114637243	2	3	0
21100	-112.697817741805	6	1	0
21200	-99.8474567172671	3	1	0
21300	-112.90028935771	2	6	0
21400	-99.8730067281927	4	1	0
21500	-104.307986852665	3	3	0
21600	-104.633852181326	4	2	0
21700	-94.5565037055343	2	1	0
21800	-96.9130604241599	2	2	0
21900	-98.3108935791544	2	2	0
22000	-110.978876588915	6	1	0
22100	-121.354093099829	4	7	0
22200	-101.327644808317	1	3	0
22300	-100.274290045173	2	2	0
22400	-113.241887850333	2	4	0
22500	-108.765163089332	3	4	0
22600	-112.132202863818	2	6	0
22700	-100.082464543094	3	1	0
22800	-103.223264685909	4	2	0
22900	-104.342080646379	3	3	0
23000	-103.303984291921	3	3	0
23100	-101.710001782469	1	3	0
23200	-101.125027805883	1	3	0
23300	-101.659986734715	4	1	0
23400	-102.46214894843	3	3	0
23500	-97.57406266591	2	3	0
23600	-105.811071999776	3	4	0
23700	-94.3805127061813	2	1	0
23800	-96.0754349917142	2	2	0
23900	-110.760345257785	5	3	0
24000	-100.771912830396	2	2	0
24100	-98.5086086401898	3	1	0
24200	-105.220105745141	4	2	0
24300	-102.319363533036	2	3	0
24400	-93.8946824732559	2	1	0
24500	-100.163635325858	3	3	0
24600	-99.9364815026163	2	3	0
24700	-110.044492793371	5	3	0
24800	-103.802228600949	3	1	0
24900	-114.881407651918	5	4	0
25000	-130.171407393039	5	6	0
25100	-105.660367306991	3	3	0
25200	-98.2444816432553	3	1	0
25300	-92.3830146678025	2	1	0
25400	-100.562990054642	3	1	0
25500	-93.0070205689948	2	1	0
25600	-94.0501927582663	2	1	0
25700	-92.8984480287726	2	1	0
25800	-105.515690695918	4	3	0
25900	-101.043448182498	3	2	0
26000	-95.7623242502595	2	2	0
26100	-103.127804668201	4	1	0
26200	-104.351903459776	4	2	0
26300	-105.444624601612	3	4	0
26400	-104.792630607344	3	2	0
26500	-113.055482581095	4	4	0
26600	-116.596369273699	5	3	0
26700	-106.334369266756	3	4	0
26800	-112.722791231822	5	1	0
26900	-103.001348682556	4	1	0
27000	-95.2487668615309	2	2	0
27100	-111.948320825236	4	3	0
27200	-102.934453353577	4	1	0
27300	-105.436013703992	2	2	0
27400	-110.692924813643	5	1	0
27500	-113.497587505838	6	3	0
27600	-95.7869848933014	2	2	0
27700	-104.97861851499	4	1	0
27800	-100.604427564998	4	1	0
27900	-105.162502706531	3	4	0
28000	-101.802006824576	3	2	0
28100	-99.7079362812699	3	2	0
28200	-94.6757493817742	2	2	0
28300	-101.489805227895	2	3	0
28400	-116.405820405453	4	5	0
28500	-104.441730802078	5	1	0
28600	-109.596501981606	4	4	0
28700	-110.68273273095	5	1	0
28800	-110.105587725212	2	5	0
28900	-124.848795838433	6	2	0
29000	-97.8388266698842	2	3	0
29100	-106.855799249523	4	2	0
29200	-100.231725557157	3	2	0
29300	-105.233852201216	3	2	0
29400	-126.377163191418	6	4	0
29500	-110.719063724213	3	3	0
29600	-105.114946510312	1	4	0
29700	-103.185216329984	1	2	0
29800	-111.334033525195	1	5	0
29900	-117.874139641244	3	6	0
30000	-112.204391100587	2	4	0
30100	-110.861116289826	1	5	0
30200	-110.170600151353	1	5	0
30300	-103.062253313523	1	4	0
30400	-105.26047676564	4	1	0
30500	-104.332237593785	3	2	0
30600	-104.162786966785	2	4	0
30700	-100.591105371563	2	1	0
30800	-116.281899783958	3	5	0
30900	-101.456946648067	2	3	0
31000	-105.485756334159	2	5	0
31100	-105.522088860445	2	3	0
31200	-118.102059656524	6	2	0
31300	-104.9108419167	4	2	0
31400	-99.2636908072432	2	3	0
31500	-98.4682168526755	3	1	0
31600	-99.373750592405	2	2	0
31700	-112.616063607799	5	2	0
31800	-94.6661650565036	2	1	0
31900	-101.340959130498	3	2	0
32000	-96.7479644021413	2	2	0
32100	-103.328796081829	2	3	0
32200	-96.5793692874017	2	2	0
32300	-98.1313531656206	2	3	0
32400	-105.921896546917	2	4	0
32500	-98.8831573823532	2	2	0
32600	-103.313139745085	3	2	0
32700	-94.2279290800664	2	2	0
32800	-96.0351648224335	2	2	0
32900	-97.2038379622335	3	1	0
33000	-97.2911543645907	2	2	0
33100	-101.151075287149	3	2	0
33200	-104.746043468474	2	4	0
33300	-104.34414639665	2	4	0
33400	-114.831648314636	4	3	0
33500	-93.3388651194485	2	1	0
33600	-92.4842747651667	2	1	0
33700	-104.766171102413	4	2	0
33800	-102.606404328831	3	1	0
33900	-116.425537882093	6	2	0
34000	-95.3822198413742	3	1	0
34100	-104.402365003234	4	2	0
34200	-100.628333404429	2	2	0
34300	-100.074524414943	3	1	0
34400	-98.9324242458822	3	2	0
34500	-96.0015610452652	2	2	0
34600	-105.960722198944	4	2	0
34700	-113.876491793292	7	1	0
34800	-106.385382602671	4	1	0
34900	-110.29573984374	2	5	0
35000	-94.0398259766908	2	1	0
35100	-106.567981442943	3	3	0
35200	-106.426774194284	1	4	0
35300	-100.708555887137	1	3	0
35400	-107.096324328265	2	4	0
35500	-101.153324316181	1	3	0
35600	-114.458647134546	2	6	0
35700	-101.138080668833	1	3	0
35800	-103.547389790855	1	3	0
35900	-118.74446568355	3	5	0
36000	-113.919555367882	4	2	0
36100	-103.67530068705	4	1	0
36200	-115.273934985987	6	2	0
36300	-98.1760899117005	3	1	0
36400	-107.158948114753	3	3	0
36500	-99.2712643039322	2	2	0
36600	-101.685899712333	3	1	0
36700	-115.800119362457	4	4	0
36800	-108.007366764581	3	3	0
36900	-111.698167633485	2	5	0
37000	-108.74260172158	3	3	0
37100	-105.832284905738	4	1	0
37200	-103.108700503925	3	2	0
37300	-99.0079013110512	2	2	0
37400	-107.464826290162	2	4	0
37500	-107.502839436341	3	2	0
37600	-103.969511611312	2	4	0
37700	-98.8397861697703	2	2	0
37800	-114.881098028609	3	5	0
37900	-107.87190435067	2	4	0
38000	-110.869504550525	4	2	0
38100	-107.873534560171	3	3	0
38200	-111.035144653347	3	3	0
38300	-138.633353251203	7	6	0
38400	-110.723118062195	3	4	0
38500	-112.701204662507	3	5	0
38600	-98.3761599593732	2	2	0
38700	-111.10236943516	3	4	0
38800	-121.804658704258	3	6	0
38900	-108.424076597731	3	3	0
39000	-102.918758470246	3	2	0
39100	-116.505654625814	3	4	0
39200	-105.915754840961	4	2	0
39300	-104.972427495828	2	3	0
39400	-110.555427594679	3	4	0
39500	-105.768188577667	3	3	0
39600	-100.600470215246	3	2	0
39700	-107.267623475428	2	4	0
39800	-109.279209356175	3	4	0
39900	-104.594222468434	2	4	0
40000	-99.5958348380703	2	3	0
40100	-111.594132782974	6	2	0
40200	-108.077396644264	4	2	0
40300	-100.650499093074	2	2	0
40400	-100.427856953162	3	1	0
40500	-112.279088726187	4	3	0
40600	-97.1306473355772	2	3	0
40700	-99.7163604046803	4	1	0
40800	-102.78478421602	3	3	0
40900	-115.318710188965	5	3	0
41000	-106.928468228708	4	2	0
41100	-102.654689203549	3	3	0
41200	-97.050542412218	3	2	0
41300	-99.7057061515485	4	1	0
41400	-117.743227967976	5	4	0
41500	-110.246239692177	3	4	0
41600	-103.438960540121	2	3	0
41700	-109.215313058237	4	4	0
41800	-101.28193726019	3	2	0
41900	-101.079799861385	3	1	0
42000	-94.0357975710437	2	1	0
42100	-104.239391702858	3	3	0
42200	-112.735933487109	5	2	0
42300	-102.905500971171	3	2	0
42400	-101.173736662116	3	1	0
42500	-92.3418407743986	2	1	0
42600	-111.119120892964	4	4	0
42700	-102.77870765848	4	2	0
42800	-94.7215065759551	2	1	0
42900	-112.704274098804	4	3	0
43000	-96.6134342641449	3	1	0
43100	-96.2167100845343	2	2	0
43200	-106.538973044113	3	2	0
43300	-104.336020938503	4	2	0
43400	-101.479395301858	2	2	0
43500	-110.953863893062	5	2	0
43600	-111.379635571596	3	5	0
43700	-118.673358385078	6	3	0
43800	-103.112460468497	4	1	0
43900	-105.831432379419	2	4	0
44000	-94.8013195795728	2	1	0
44100	-104.386643630775	4	1	0
44200	-100.476300428392	2	2	0
44300	-110.704583939673	4	2	0
44400	-107.185501570332	5	2	0
44500	-94.3864732337849	2	2	0
44600	-93.5593490323278	2	1	0
44700	-105.025049812239	3	2	0
44800	-102.171210998745	3	3	0
44900	-100.253522079156	2	3	0
45000	-96.4582325102321	3	1	0
45100	-96.4539800582246	3	1	0
45200	-97.9252652957466	3	1	0
45300	-112.027895525432	5	3	0
45400	-105.6339485611	3	3	0
45500	-105.878834792099	2	4	0
45600	-109.116582825205	2	4	0
45700	-122.845007301854	5	4	0
45800	-104.293772553526	3	1	0
45900	-111.867257946077	3	3	0
46000	-102.153653454459	3	2	0
46100	-106.51365232504	5	1	0
46200	-92.5818915797822	2	1	0
46300	-101.342001102059	2	3	0
46400	-121.081841125341	4	5	0
46500	-113.07719192855	4	3	0
46600	-99.2295656493781	3	2	0
46700	-92.1413775587694	2	1	0
46800	-101.016545782665	3	1	0
46900	-135.207285865723	4	6	0
47000	-110.416386865069	5	2	0
47100	-101.907462590164	2	3	0
47200	-104.953433715349	2	3	0
47300	-103.400224506131	2	3	0
47400	-105.407650065555	2	4	0
47500	-107.084536162449	2	5	0
47600	-104.660110466177	3	3	0
47700	-100.847886498956	3	1	0
47800	-106.667653161326	3	5	0
47900	-103.10157402262	2	4	0
48000	-106.039399440763	4	2	0
48100	-98.5491428196038	3	2	0
48200	-102.277041250739	2	3	0
48300	-92.188898814241	2	1	0
48400	-97.6991184661474	2	2	0
48500	-103.2012438757	4	1	0
48600	-95.7504735416068	3	1	0
48700	-92.9623290710638	2	1	0
48800	-104.625838153537	3	2	0
48900	-101.919659831143	2	3	0
49000	-102.554956092096	3	1	0
49100	-106.10120662057	3	3	0
49200	-109.731952194505	4	3	0
49300	-115.230285575677	4	6	0
49400	-97.7578751943309	3	1	0
49500	-97.5087459784567	2	3	0
49600	-93.4360294805977	2	2	0
49700	-109.72293178714	5	2	0
49800	-109.029748488131	4	3	0
49900	-97.3033004550546	2	3	0
50000	-111.734108720349	5	2	0
50100	-100.217733210972	2	4	0
50200	-100.564720657615	3	3	0
50300	-104.7329195785	2	4	0
50400	-100.584474285054	2	3	0
50500	-99.0737361523918	4	1	0
50600	-92.0071217203451	2	1	0
50700	-97.8660957533105	3	1	0
50800	-102.234686367157	3	2	0
50900	-94.165632809659	2	1	0
51000	-94.6910462461711	2	1	0
51100	-92.5595827384375	2	1	0
51200	-94.029148026981	2	1	0
51300	-93.0603445320685	2	1	0
51400	-103.325954747945	3	2	0
51500	-100.470065981932	2	3	0
51600	-112.848900671861	3	3	0
51700	-112.22634307339	4	1	0
51800	-121.6242234494	5	3	0
51900	-100.109919940767	2	2	0
52000	-105.790758922865	2	3	0
52100	-100.055583445379	2	2	0
52200	-99.8932094916529	3	2	0
52300	-97.8297330291796	3	1	0
52400	-97.8218292338763	2	3	0
52500	-96.8186557828206	2	2	0
52600	-94.3183600726632	2	2	0
52700	-109.4670478651	4	2	0
52800	-101.117190564677	2	2	0
52900	-101.929651418527	3	3	0
53000	-115.262329632657	6	2	0
53100	-103.637364101472	3	2	0
53200	-123.527677342055	5	4	0
53300	-102.843229418432	2	3	0
53400	-109.99770543765	3	4	0
53500	-104.024921036578	4	2	0
53600	-108.361277466274	4	2	0
53700	-103.346960364198	3	2	0
53800	-99.9985534629781	2	1	0
53900	-94.5907330111711	2	2	0
54000	-93.8442114457949	2	1	0
54100	-100.209265697903	4	1	0
54200	-104.28308186273	3	2	0
54300	-100.995720372233	2	3	0
54400	-96.7435840441874	3	1	0
54500	-118.102132400984	4	5	0
54600	-111.328339836599	4	3	0
54700	-106.277897708053	3	2	0
54800	-104.218054365122	3	2	0
54900	-104.058708836731	2	4	0
55000	-107.027637966381	4	3	0
55100	-125.352564746911	6	5	0
55200	-100.654981902651	2	1	0
55300	-115.970984677615	3	5	0
55400	-98.0580791680084	2	3	0
55500	-99.6994284309828	3	2	0
55600	-108.575645149121	2	4	0
55700	-137.795591160056	8	3	0
55800	-111.81234204122	4	3	0
55900	-99.6399403092105	2	2	0
56000	-115.501493154254	3	4	0
56100	-112.273897734794	3	4	0
56200	-104.859702067962	2	3	0
56300	-103.994163794275	3	2	0
56400	-113.20168833317	5	2	0
56500	-118.440663957447	5	3	0
56600	-113.414058067024	5	2	0
56700	-114.847656222728	4	2	0
56800	-124.305470472824	4	4	0
56900	-116.322535493755	4	4	0
57000	-113.644919161828	4	3	0
57100	-123.724946957222	6	3	0
57200	-121.40992659286	4	4	0
57300	-114.344797176539	6	2	0
57400	-101.32590302632	2	3	0
57500	-115.198025218128	2	5	0
57600	-103.736049677988	2	3	0
57700	-102.048185037024	2	2	0
57800	-112.804942988239	2	5	0
57900	-111.140060839571	2	4	0
58000	-98.9793004614208	2	2	0
58100	-100.317712605456	2	3	0
58200	-102.279258511052	2	2	0
58300	-109.777992511981	4	2	0
58400	-107.207397344189	3	2	0
58500	-107.350496932949	3	2	0
58600	-118.03752364103	4	4	0
58700	-100.967813684796	2	2	0
58800	-99.8055074860634	2	3	0
58900	-99.1853703044968	2	1	0
59000	-132.235479825603	7	4	0
59100	-117.551138027149	3	7	0
59200	-101.537339519849	2	3	0
59300	-94.3440318643939	2	2	0
59400	-101.668122828631	3	2	0
59500	-105.919331182234	5	1	0
59600	-118.208611060929	3	6	0
59700	-129.241868962318	4	8	0
59800	-106.591961596111	3	3	0
59900	-106.650380430616	3	3	0
60000	-103.533966394446	2	4	0
60100	-100.368401081844	3	2	0
60200	-94.9369884646761	2	1	0
60300	-95.6175459713365	2	2	0
60400	-95.6876452228482	2	1	0
60500	-97.4826440313709	2	3	0
60600	-120.825611651893	5	4	0
60700	-105.330606581578	5	1	0
60800	-98.5415067350955	2	3	0
60900	-105.803079334671	4	1	0
61000	-97.8900352265407	2	2	0
61100	-99.85254673913	3	1	0
61200	-100.564709889976	3	1	0
61300	-109.433369237526	5	3	0
61400	-97.9126112071201	3	1	0
61500	-107.877797182094	3	3	0
61600	-117.210106080194	5	3	0
61700	-98.116213033562	2	3	0
61800	-98.9325654064743	3	1	0
61900	-99.245405506165	3	2	0
62000	-94.2212386983684	2	2	0
62100	-99.6611002674822	3	2	0
62200	-96.7369741401864	2	3	0
62300	-113.889861706661	6	2	0
62400	-98.6809531116861	2	2	0
62500	-102.540361123578	3	3	0
62600	-107.081517064762	2	3	0
62700	-114.106341161602	4	4	0
62800	-117.301673343432	3	6	0
62900	-127.11187273508	5	5	0
63000	-105.134044165334	4	2	0
63100	-92.2375737332335	2	1	0
63200	-110.374782873622	4	3	0
63300	-104.161022599711	3	2	0
63400	-102.222533888116	2	3	0
63500	-121.175725264703	5	3	0
63600	-115.972045093167	2	6	0
63700	-106.829478561588	2	2	0
63800	-99.7021929050414	3	2	0
63900	-108.387701263239	5	1	0
64000	-94.2529744908336	2	2	0
64100	-99.4234426787505	2	2	0
64200	-118.101371005808	4	5	0
64300	-99.3283888380668	3	2	0
64400	-96.583760942943	2	2	0
64500	-105.607895361432	2	4	0
64600	-100.335617210786	2	3	0
64700	-102.915011602491	3	1	0
64800	-97.9911586670421	3	1	0
64900	-95.2214998150353	2	1	0
65000	-100.246550807279	3	1	0
65100	-120.841185953285	4	4	0
65200	-104.256753548763	4	1	0
65300	-106.342846965374	4	2	0
65400	-109.454172458421	5	2	0
65500	-91.7909333650447	2	1	0
65600	-107.262925290765	4	3	0
65700	-102.546784969217	2	3	0
65800	-107.155938085738	4	2	0
65900	-99.0712689999132	3	2	0
66000	-97.3238228604608	3	1	0
66100	-97.8895226231331	3	1	0
66200	-103.609765129058	4	2	0
66300	-95.4346283726831	2	2	0
66400	-96.0497024034333	2	2	0
66500	-104.257477070183	3	3	0
66600	-98.7570254208011	3	1	0
66700	-106.921768095909	4	2	0
66800	-105.170626227187	4	2	0
66900	-99.4887363669201	3	2	0
67000	-111.857291593727	2	6	0
67100	-104.105703063035	4	2	0
67200	-92.5183462196389	2	1	0
67300	-93.6942532122858	2	1	0
67400	-102.889869452747	3	3	0
67500	-95.2430527496029	3	1	0
67600	-101.736338116961	3	1	0
67700	-99.25851735454	3	2	0
67800	-96.7507077091323	3	1	0
67900	-102.926394167235	4	1	0
68000	-94.3887832286778	2	2	0
68100	-94.6610784884044	2	2	0
68200	-107.694974159608	5	1	0
68300	-102.371699301509	3	2	0
68400	-112.03284351927	3	4	0
68500	-134.242676556557	3	8	0
68600	-105.937639423214	1	4	0
68700	-97.9444273277921	1	2	0
68800	-104.418650710997	2	4	0
68900	-92.5790219596262	2	1	0
69000	-97.4268672566796	2	1	0
69100	-92.9095462523064	2	1	0
69200	-96.3158755696294	2	1	0
69300	-99.1762855880083	2	3	0
69400	-97.477841512778	3	1	0
69500	-94.0144692378638	2	1	0
69600	-94.3258270721769	2	1	0
69700	-106.657546462786	3	2	0
69800	-100.076823767695	2	2	0
69900	-103.906444014552	3	3	0
70000	-119.748963977365	6	4	0
70100	-100.200235834571	3	1	0
70200	-108.624263614151	5	1	0
70300	-101.184503051742	2	1	0
70400	-98.5094308046459	3	1	0
70500	-97.5729222113261	3	1	0
70600	-95.6527450092832	2	2	0
70700	-98.3241268594238	2	3	0
70800	-101.479972935456	4	1	0
70900	-108.750221742017	3	4	0
71000	-102.728922356056	2	4	0
71100	-96.3949362177928	3	1	0
71200	-111.117956610736	4	2	0
71300	-106.806318599991	5	1	0
71400	-112.365554552417	4	3	0
71500	-92.9908014103816	2	1	0
71600	-106.221370756887	4	1	0
71700	-95.1058086640473	3	1	0
71800	-93.0110112326862	2	1	0
71900	-111.017432193147	4	4	0
72000	-106.718528615429	3	4	0
72100	-101.892737065025	3	2	0
72200	-101.922983023841	3	3	0
72300	-115.570769868777	6	2	0
72400	-116.827511418537	6	2	0
72500	-109.952815283787	4	3	0
72600	-106.329009652736	3	4	0
72700	-101.559120492905	3	2	0
72800	-101.599255015293	4	2	0
72900	-97.0343834185692	3	1	0
73000	-97.7156420127202	2	1	0
73100	-99.2768890141313	3	1	0
73200	-110.412686148831	3	4	0
73300	-97.9833926959018	2	2	0
73400	-97.4223782360063	2	2	0
73500	-105.288275519244	4	2	0
73600	-106.101001841398	3	3	0
73700	-111.327274715045	4	2	0
73800	-99.6331363870448	2	1	0
73900	-96.3856898424094	3	1	0
74000	-102.994791115229	4	2	0
74100	-95.3918668117798	2	2	0
74200	-109.450997664909	2	5	0
74300	-115.207861864879	4	4	0
74400	-105.614733124598	4	2	0
74500	-107.471851931956	3	4	0
74600	-120.876925510487	4	5	0
74700	-92.1189910576692	2	1	0
74800	-99.0131386748889	3	1	0
74900	-106.046249332762	5	1	0
75000	-101.970416658303	4	2	0
75100	-94.6109838590854	2	2	0
75200	-103.191193457456	4	1	0
75300	-95.2063070401143	2	1	0
75400	-110.484168682475	3	4	0
75500	-97.4333670205215	2	1	0
75600	-102.228716619404	2	3	0
75700	-98.7705808300546	3	2	0
75800	-95.6581217798185	2	2	0
75900	-99.9361051325422	3	1	0
76000	-116.640167138236	7	2	0
76100	-109.704642940149	6	1	0
76200	-115.928727858051	6	3	0
76300	-108.228948888716	3	4	0
76400	-104.24226628035	4	1	0
76500	-118.828587537375	2	6	0
76600	-115.896774760713	3	5	0
76700	-94.7382438251744	2	1	0
76800	-99.2852211647122	2	2	0
76900	-92.8160059951252	2	1	0
77000	-102.686225306301	2	4	0
77100	-101.347839923582	3	3	0
77200	-96.9919087746617	2	2	0
77300	-101.217348069099	2	2	0
77400	-106.254253062882	4	2	0
77500	-98.5168518784568	3	1	0
77600	-94.0490822128906	2	1	0
77700	-98.1886289973568	2	3	0
77800	-109.36372381262	4	3	0
77900	-97.7495966499154	2	1	0
78000	-102.754207684633	4	2	0
78100	-98.0880532704311	3	2	0
78200	-100.71502767293	2	2	0
78300	-101.08625665552	3	1	0
78400	-111.534732901223	4	3	0
78500	-107.085103303018	3	4	0
78600	-98.0135444808088	2	2	0
78700	-104.251203621164	3	3	0
78800	-102.228016751212	2	3	0
78900	-105.255822454095	2	4	0
79000	-101.236579216101	3	2	0
79100	-109.862509446055	3	4	0
79200	-104.037776291062	4	2	0
79300	-100.608425193134	2	3	0
79400	-105.18837724446	3	3	0
79500	-108.728857774089	5	1	0
79600	-98.4531951655841	2	1	0
79700	-106.572161255639	2	5	0
79800	-107.495105436904	4	2	0
79900	-99.2265424971478	3	1	0
80000	-96.2686869385725	2	2	0
80100	-111.748172326687	4	4	0
80200	-113.139518743591	5	2	0
80300	-116.7315275287	5	2	0
80400	-108.394960426011	4	3	0
80500	-103.271582237696	4	1	0
80600	-99.1779491262637	2	2	0
