"Iteration"	"speciation"	"extinction"
2	1.53060564367908	1.39959658883221
3	0.91645397947935	0.785444924632484
4	0.96608177898984	0.827978324147359
5	0.96608177898984	0.827978324147359
6	0.661371315350409	0.513896117152966
7	0.661371315350409	0.513896117152966
8	0.688432753279689	0.534923288355673
9	0.688432753279689	0.534923288355673
10	0.680536591682894	0.528787844179575
11	0.571822772166323	0.444315463183078
12	0.544004368142023	0.422700117186546
13	0.581738080185128	0.452019816506203
14	0.581738080185128	0.452019816506203
15	0.581738080185128	0.452019816506203
16	0.581738080185128	0.452019816506203
17	0.581738080185128	0.452019816506203
18	0.911201145037063	0.781482881358138
19	1.09581674161394	0.939816668735768
20	0.574780362889915	0.418780290011741
21	0.62640850215048	0.456396131693595
22	0.489001147082695	0.31898877662581
23	0.628389743582024	0.458377373125139
24	0.577677054939232	0.421385125492819
25	0.577677054939232	0.421385125492819
26	0.487873728217333	0.33158179877092
27	0.480806261590867	0.326778417975402
28	0.480806261590867	0.326778417975402
29	0.480806261590867	0.326778417975402
30	0.31977237354513	0.165744529929665
31	0.31977237354513	0.165744529929665
32	0.31977237354513	0.165744529929665
33	0.586738856044892	0.432711012429426
34	0.395606942746246	0.241579099130781
35	0.281423806279454	0.109938091472363
36	0.266602742255422	0.091230016292856
37	0.280538471204172	0.105165745241606
38	0.29264761196537	0.109705111293331
39	0.29264761196537	0.109705111293331
40	0.317421377306199	0.118992078187125
41	0.272392796268773	0.0739634971496991
42	0.38281557925306	0.184386280133987
43	0.310748083655389	0.112318784536316
44	0.310748083655389	0.112318784536316
45	0.296115725408451	0.116986104837936
46	0.357494509061345	0.178364888490829
47	0.357494509061345	0.178364888490829
48	0.330121098633506	0.153869549470776
49	0.330121098633506	0.153869549470776
50	0.332725446404009	0.155083436798097
51	0.332725446404009	0.155083436798097
52	0.332725446404009	0.155083436798097
53	0.316162139105996	0.119772716766067
54	0.394786906844718	0.212527837488041
55	0.435990428501356	0.253731359144679
56	0.435990428501356	0.253731359144679
57	0.388780459572985	0.226256789066276
58	0.388780459572985	0.226256789066276
59	0.388780459572985	0.226256789066276
60	0.445936593955685	0.259519683644553
61	0.672813439075921	0.486396528764789
62	0.672813439075921	0.486396528764789
63	0.496841034036562	0.359180926342975
64	0.565460460010705	0.408787917911836
65	0.571632714989426	0.413250021701594
66	0.496753462894882	0.359117618601394
67	0.496753462894882	0.359117618601394
68	0.496753462894882	0.359117618601394
69	0.591860391562124	0.42787320117234
70	0.673442148157754	0.50945495776797
71	0.446608859598307	0.282621669208523
72	0.472848191118105	0.299226363704981
73	0.472848191118105	0.299226363704981
74	0.472848191118105	0.299226363704981
75	0.472848191118105	0.299226363704981
76	0.472848191118105	0.299226363704981
77	0.44358990172833	0.280711221410308
78	0.89996444596897	0.746498828730769
79	0.89996444596897	0.746498828730769
80	0.60549593667121	0.452030319433009
81	0.574031223393033	0.428540476590801
82	0.650406544367802	0.48555813541577
83	0.582476243745594	0.434845069266639
84	0.582476243745594	0.434845069266639
85	0.489286028872789	0.365274325607199
86	0.489286028872789	0.365274325607199
87	0.489286028872789	0.365274325607199
88	0.489286028872789	0.365274325607199
89	0.582241761656153	0.43467001769755
90	0.582241761656153	0.43467001769755
91	0.582241761656153	0.43467001769755
92	0.54881206694488	0.409713226638041
93	0.561727122963017	0.419354904713485
94	0.702855190902547	0.548485871370389
95	0.702855190902547	0.548485871370389
96	0.635522656154876	0.495941699440422
97	0.485586400166666	0.331487239905451
98	0.692908961974871	0.544734761097056
99	0.692908961974871	0.544734761097056
100	0.637200392617841	0.500939117101819
101	0.697150146051936	0.548068994772436
102	0.697150146051936	0.548068994772436
103	0.697150146051936	0.548068994772436
104	0.697150146051936	0.548068994772436
105	0.697150146051936	0.548068994772436
106	0.705605944463943	0.554716574152447
107	0.773878733965121	0.608389659246276
108	0.773878733965121	0.608389659246276
109	0.773878733965121	0.608389659246276
110	0.497178578010272	0.331689503291427
111	0.469269995852693	0.303780921133848
112	0.469269995852693	0.303780921133848
113	0.469269995852693	0.303780921133848
114	0.573520013924601	0.403791246505723
115	0.573520013924601	0.403791246505723
116	0.428988813356584	0.27660279553778
117	1.23732240110363	1.07774244474451
118	1.25404534600561	1.09230859783922
119	1.25404534600561	1.09230859783922
120	1.03717518018561	0.903408613086241
121	1.03717518018561	0.903408613086241
122	1.03717518018561	0.903408613086241
123	1.14459071228966	0.996970548172915
124	1.14459071228966	0.996970548172915
125	1.14459071228966	0.996970548172915
126	1.14459071228966	0.996970548172915
127	1.14459071228966	0.996970548172915
128	1.14459071228966	0.996970548172915
129	1.14459071228966	0.996970548172915
130	1.14459071228966	0.996970548172915
131	1.10547408792607	0.962898873454864
132	1.04310112329604	0.908570275406067
133	1.04310112329604	0.908570275406067
134	1.04310112329604	0.908570275406067
135	1.04310112329604	0.908570275406067
136	1.04310112329604	0.908570275406067
137	1.04310112329604	0.908570275406067
138	1.04310112329604	0.908570275406067
139	1.12325589347378	0.978387323810139
140	1.12325589347378	0.978387323810139
141	0.870767546950078	0.758462906690362
142	0.94345854838921	0.821778803607819
143	0.94345854838921	0.821778803607819
144	1.45623648332123	1.33964177919526
145	1.67288087094482	1.53894036580038
146	0.556855840671122	0.422915335526682
147	0.556855840671122	0.422915335526682
148	0.556855840671122	0.422915335526682
149	0.556855840671122	0.422915335526682
150	0.556855840671122	0.422915335526682
151	0.80974125621769	0.67580075107325
152	1.40925067677722	1.27531017163278
153	0.660795240173753	0.524227932643737
154	0.660795240173753	0.524227932643737
155	1.91886743654838	1.78199091523442
156	1.9352541417438	1.79720872509074
157	1.91537133935674	1.77874420140958
158	1.42838309939391	1.32649377341714
159	1.63343725563404	1.51692102054801
160	1.63343725563404	1.51692102054801
161	1.68477324159359	1.56459511145294
162	1.68477324159359	1.56459511145294
163	1.68477324159359	1.56459511145294
164	1.78416946791407	1.65690121292616
165	0.645832611992207	0.518564357004291
166	0.660298139283547	0.530179296725936
167	0.660298139283547	0.530179296725936
168	0.660298139283547	0.530179296725936
169	0.660298139283547	0.530179296725936
170	0.684584031889632	0.549679393267517
171	0.789323689301258	0.633778975868287
172	0.828677976175253	0.665378077693175
173	0.885621578264343	0.711100331191259
174	0.810078536973713	0.633697773489712
175	0.438639973449034	0.263131996572801
176	0.449674232904284	0.269751244468363
177	0.449674232904284	0.269751244468363
178	0.449674232904284	0.269751244468363
179	0.449674232904284	0.269751244468363
180	0.449674232904284	0.269751244468363
181	0.428980841774259	0.257337662365733
182	0.428980841774259	0.257337662365733
183	0.347852405133182	0.182019409764949
184	0.347852405133182	0.182019409764949
185	0.322617529956597	0.156784534588364
186	0.332867784559943	0.151507234644968
187	0.321525156074177	0.146344553378724
188	0.348531159612011	0.166127244210204
189	0.269638003801286	0.0872340883994786
190	0.311274775295268	0.100704540464729
191	0.315993439989516	0.10223113689128
192	0.303871363078971	0.0763651774167631
193	0.301041455904365	0.0756540002881516
194	0.287677601445014	0.0825873352745702
195	0.253536372332327	0.0484461061618827
196	0.257743159150535	0.052652892980091
197	0.235725846490617	0.0495251922626003
198	0.251895569276954	0.0656949150489368
199	0.429406106783774	0.243205452555757
200	0.429406106783774	0.243205452555757
201	0.374090202968364	0.211875834256379
202	0.374090202968364	0.211875834256379
203	0.430826534690655	0.244009949293131
204	0.617118051494473	0.45762985057027
205	0.353881153578574	0.194392952654371
206	0.417467920467955	0.229322248098265
207	0.405127594492079	0.216981922122389
208	0.25230535005349	0.0641596776837995
209	0.24548391362191	0.0724358415520753
210	0.24548391362191	0.0724358415520753
211	0.223550333674375	0.0505022616045405
212	0.194535346883101	0.0214872748132659
213	0.194535346883101	0.0214872748132659
214	0.194535346883101	0.0214872748132659
215	0.239711437573289	0.0226834242921091
216	0.238021840242815	0.0209938269616358
217	0.251962003395491	0.0373624436728172
218	0.221689473957585	0.0328734506472215
219	0.227588173861714	0.0387721505513508
220	0.254464823677773	0.0656488003674095
221	0.946446565466701	0.767152956166596
222	0.696128476067861	0.564254800823191
223	0.696128476067861	0.564254800823191
224	0.755299168252695	0.612216273857472
225	0.509469787949429	0.356102849259074
226	0.525629803520172	0.367398175743446
227	0.367815471973598	0.209583844196872
228	0.367815471973598	0.209583844196872
229	0.470133390750814	0.284051710672047
230	0.652458827308146	0.48970147010313
231	0.616929864227895	0.463035288693002
232	0.616929864227895	0.463035288693002
233	0.597865612205232	0.448726658245881
234	0.597865612205232	0.448726658245881
235	0.658153530193138	0.49397561623751
236	0.658153530193138	0.49397561623751
237	0.673078978295044	0.508901064339417
238	0.673078978295044	0.508901064339417
239	0.296358358847409	0.132180444891781
240	0.395001705439759	0.215698407650898
241	0.395001705439759	0.215698407650898
242	0.356333943823783	0.177030646034922
243	0.369593062012917	0.190289764224056
244	0.369593062012917	0.190289764224056
245	0.359665571634451	0.185178467509864
246	0.564394691406175	0.385237019479117
247	0.564394691406175	0.385237019479117
248	0.564394691406175	0.385237019479117
249	0.446031559593743	0.304446287727141
250	0.291800182249679	0.108516907607065
251	0.252111989421298	0.068828714778685
252	0.254388768990004	0.0711054943473902
253	0.345611838304543	0.162328563661929
254	0.297600105509708	0.139778191366411
255	0.297600105509708	0.139778191366411
256	0.300049784765539	0.140928768027738
257	0.253649921118923	0.0790251480122493
258	0.268173159177412	0.0957498171411758
259	0.247963231009122	0.0755398889728853
260	0.390023408439002	0.181881898452326
261	0.448776392169609	0.240634882182934
262	0.355080176467294	0.146938666480619
263	0.276413358854408	0.0719770314081311
264	0.234309776165029	0.0298734487187518
265	0.213828063044894	0.0184100228163414
266	0.203814030347323	0.00839599011877006
267	0.206226686555355	0.0108086463268024
268	0.213002478534206	0.020155922635177
269	0.219606068176622	0.0267595122775925
270	0.239382827086152	0.0465362711871233
271	0.222222125298795	0.0385910788963181
272	0.247805366777696	0.0536551423921172
273	0.232891130814364	0.0387409064287846
274	0.257557967767376	0.0634077433817972
275	0.262825522524721	0.0686752981391423
276	0.247861985923722	0.0673766583193345
277	0.255386291118211	0.0662099644740679
278	0.267144089613896	0.0626321264066155
279	0.262047090370132	0.0684589399453743
280	0.263183731181331	0.067997952829624
281	0.263183731181331	0.067997952829624
282	0.277406417168136	0.0716726234732094
283	0.294585767535427	0.0941386052994443
284	0.282956377930535	0.0825092156945525
285	0.284452050096199	0.0829453491304824
286	0.223339902524345	0.0220816675519153
287	0.234371894059409	0.0331136590869787
288	0.245288285797762	0.0412657700631344
289	0.27793052190782	0.0673692825550816
290	0.237837654402171	0.0576509266836551
291	0.253752379424122	0.0615085944181322
292	0.245263788779847	0.053020003773858
293	0.320752186176544	0.128508401170554
294	0.320752186176544	0.128508401170554
295	0.35080634838677	0.148661985072782
296	0.337332093297429	0.146595516326437
297	0.421775104556569	0.225248107458491
298	0.400813571174454	0.214053644644681
299	1.09680125551584	0.940765487275866
300	1.09680125551584	0.940765487275866
301	0.839969146500527	0.712716291871838
302	0.839969146500527	0.712716291871838
303	0.839969146500527	0.712716291871838
304	1.1211284110337	0.977768285311055
305	1.1211284110337	0.977768285311055
306	1.1211284110337	0.977768285311055
307	1.1211284110337	0.977768285311055
308	1.05630664232269	0.921235359180893
309	1.05630664232269	0.921235359180893
310	0.78263844715826	0.635809523253945
311	0.78263844715826	0.635809523253945
312	0.762052048992812	0.619085289924219
313	0.762052048992812	0.619085289924219
314	0.762052048992812	0.619085289924219
315	0.762052048992812	0.619085289924219
316	0.731730752203784	0.594452498977296
317	1.04417556856528	0.906897315338791
318	0.3661234759483	0.192924375595748
319	0.333741740347342	0.16054263999479
320	0.581344112064417	0.408145011711865
321	0.385230040639442	0.21203094028689
322	0.385230040639442	0.21203094028689
323	0.385230040639442	0.21203094028689
324	0.386006910500037	0.212458530115422
325	0.386006910500037	0.212458530115422
326	0.42876597596451	0.25888158650918
327	0.465557489186321	0.295673099730991
328	0.514100672063742	0.326502618502691
329	0.266955220827837	0.0883328531165979
330	0.25039138878077	0.0828520442426441
331	0.25039138878077	0.0828520442426441
332	0.25039138878077	0.0828520442426441
333	0.303928466937591	0.115248614045818
334	0.472799999484317	0.284120146592544
335	0.472799999484317	0.284120146592544
336	0.413856922619762	0.248699428196523
337	0.480548117037561	0.315390622614322
338	0.423656774821972	0.258499280398732
339	0.244674965810719	0.0745454162057854
340	0.244674965810719	0.0745454162057854
341	0.278612759513119	0.108483209908186
342	0.246657021834511	0.076527472229578
343	0.290187074983589	0.0828820179322356
344	0.204978916432119	0.0202639787776402
345	0.204978916432119	0.0202639787776402
346	0.223859929573539	0.0391449919190602
347	0.203002746334268	0.0182878086797894
348	0.218327030952958	0.0239410641622253
349	0.219456635235115	0.0250706684443823
350	0.229064968094347	0.0346790013036136
351	0.231584173872043	0.0371982070813099
352	0.207872891807198	0.0134869250164647
353	0.21079366957417	0.0164077027834366
354	0.21079366957417	0.0164077027834366
355	0.213479977616255	0.0127704938079548
356	0.221837473718481	0.02112798991018
357	0.215541161084253	0.0160486569480364
358	0.226327587788661	0.0268350836524444
359	0.245674740277251	0.0461822361410348
360	0.258490628507868	0.058819131533815
361	0.581009149188448	0.381337652214395
362	0.326461850341998	0.155679615531649
363	0.266797854650229	0.0960156198398806
364	0.266797854650229	0.0960156198398806
365	0.337124969625492	0.141521808789628
366	0.337124969625492	0.141521808789628
367	0.221277767954341	0.0256746071184776
368	0.273817711994727	0.078214551158863
369	0.336671102457052	0.141067941621188
370	0.37438690897671	0.178783748140846
371	0.243719575608576	0.0481164147727121
372	0.262435061881106	0.0520894692080494
373	0.262435061881106	0.0520894692080494
374	0.258490270425557	0.0481446777525006
375	0.268768326375044	0.0513226690548614
376	0.207891762400615	0.0408634323748332
377	0.207891762400615	0.0408634323748332
378	0.207891762400615	0.0408634323748332
379	0.257291123037601	0.0902627930118199
380	0.280602383341414	0.113574053315632
381	0.26532651975379	0.084561182701354
382	0.27845012305884	0.0976847860064042
383	0.27845012305884	0.0976847860064042
384	0.625231227186404	0.4411432886652
385	0.580508556725297	0.409588393344495
386	0.580508556725297	0.409588393344495
387	0.434036739602619	0.263116576221817
388	0.511695888692773	0.370817860707375
389	0.511695888692773	0.370817860707375
390	0.625067288696028	0.452976308612842
391	0.557361156316611	0.403910752839382
392	0.555133775871081	0.402296605706203
393	0.593603723942636	0.44716024291771
394	0.540929005923288	0.407480505821873
395	0.55386428531727	0.420415785215855
396	0.620639076585591	0.471101805325663
397	0.491685254677491	0.342147983417564
398	0.53583029247308	0.386293021213153
399	0.640645154433884	0.47358927727883
400	0.505104497252954	0.350134071686093
401	0.972735328656878	0.817764903090017
402	1.04038874422645	0.874640177583597
403	0.814278145434583	0.684552178863564
404	0.79582012797967	0.669034783318681
405	0.79582012797967	0.669034783318681
406	0.79582012797967	0.669034783318681
407	0.801996246982956	0.674226959658331
408	0.81245850568437	0.68302243333037
409	0.81245850568437	0.68302243333037
