Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
9600	-830.550702001284	2	5	0
9700	-818.577407984777	2	2	0
9800	-820.171446202138	2	2	0
9900	-825.596383406528	2	2	0
10000	-822.271839880202	2	1	0
10100	-826.558062885833	2	2	0
10200	-822.987572009204	2	1	0
10300	-827.448344740676	2	2	0
10400	-827.566061378463	3	2	0
10500	-827.821402502576	3	2	0
10600	-823.635340829029	2	1	0
10700	-825.994336609781	2	2	0
10800	-825.022905659393	2	1	0
10900	-833.51128022395	3	2	0
11000	-835.932305905771	3	4	0
11100	-827.734861260745	3	3	0
11200	-828.738301026899	3	3	0
11300	-831.890914051504	3	3	0
11400	-821.16368392042	2	2	0
11500	-829.202700321251	2	3	0
11600	-823.963023683388	2	2	0
11700	-821.110831093086	2	1	0
11800	-826.725418089611	3	2	0
11900	-825.157984596851	3	2	0
12000	-825.218922464148	4	2	0
12100	-825.473581732849	2	3	0
12200	-816.887989155812	2	2	0
12300	-821.628793182128	2	2	0
12400	-825.60541828427	4	2	0
12500	-838.060559331507	7	2	0
12600	-825.813906109711	4	2	0
12700	-833.1801784676	5	2	0
12800	-828.097537084681	5	1	0
12900	-839.972744198311	6	3	0
13000	-854.666649250895	9	4	0
13100	-828.615867295493	4	2	0
13200	-825.453539951214	4	2	0
13300	-818.818546283228	3	1	0
13400	-827.186882844039	3	3	0
13500	-820.975815850741	3	1	0
13600	-833.701639394618	6	2	0
13700	-836.773152369036	3	6	0
13800	-830.369125269303	6	1	0
13900	-823.31018819472	4	1	0
14000	-827.359150624543	5	1	0
14100	-820.075295187792	3	1	0
14200	-822.23353069886	3	2	0
14300	-857.749986289949	7	6	0
14400	-846.28440397434	6	4	0
14500	-825.250468251053	4	2	0
14600	-823.603117879893	3	2	0
14700	-827.047743490182	4	2	0
14800	-838.137144911821	3	6	0
14900	-842.654057330286	5	5	0
15000	-844.512137514482	5	6	0
15100	-834.892798210186	3	5	0
15200	-834.404479755898	4	4	0
15300	-835.186404664999	3	6	0
15400	-857.691738324868	9	3	0
15500	-823.765795601534	2	2	0
15600	-830.260519987413	3	4	0
15700	-835.937748137326	3	5	0
15800	-844.880178757984	6	3	0
15900	-838.778420513922	4	5	0
16000	-827.887186894169	3	2	0
16100	-830.460863324263	2	5	0
16200	-834.540308205753	3	5	0
16300	-837.276560426168	3	5	0
16400	-838.989188170675	6	2	0
16500	-844.117199828346	7	3	0
16600	-828.469125760851	4	3	0
16700	-836.740665024969	6	3	0
16800	-831.267164282402	4	4	0
16900	-833.709170904572	4	4	0
17000	-826.834600747809	4	2	0
17100	-837.226229766608	6	3	0
17200	-827.763360114697	5	1	0
17300	-828.230709360887	5	1	0
17400	-827.18902642323	5	1	0
17500	-823.783298014183	4	1	0
17600	-826.989464612379	4	2	0
17700	-826.817288694306	3	3	0
17800	-827.970023086448	4	3	0
17900	-841.468287338968	4	6	0
18000	-824.307502295041	4	2	0
18100	-829.106730700976	5	1	0
18200	-841.227866450951	8	1	0
18300	-842.799236015201	7	3	0
18400	-833.44706637125	5	3	0
18500	-832.117104425214	6	2	0
18600	-831.142953404953	4	4	0
18700	-838.546199426285	7	2	0
18800	-825.884351886644	4	2	0
18900	-838.931643708908	5	3	0
19000	-834.129193496902	4	3	0
19100	-825.699244334381	4	2	0
19200	-830.035783636427	4	1	0
19300	-829.669947019606	3	2	0
19400	-839.292991986886	6	3	0
19500	-827.951925570467	3	4	0
19600	-822.658041640421	3	1	0
19700	-839.139046844942	5	3	0
19800	-861.329325655368	7	6	0
19900	-828.832304193006	3	3	0
20000	-829.023196447984	4	3	0
20100	-830.025031861832	4	3	0
20200	-824.253236568438	3	2	0
20300	-839.265035273103	2	5	0
20400	-823.95471019581	3	2	0
20500	-842.40097183119	6	3	0
20600	-836.898224687534	6	3	0
20700	-827.071780029436	4	2	0
20800	-832.823484649136	3	3	0
20900	-839.122308688529	6	4	0
21000	-840.57478898764	7	3	0
21100	-832.704095136692	5	1	0
21200	-832.219613501072	5	2	0
21300	-820.136484378407	3	1	0
21400	-825.221481293615	5	1	0
21500	-826.488778870953	4	2	0
21600	-828.262727712836	4	3	0
21700	-825.24695377943	5	1	0
21800	-836.689607431391	7	2	0
21900	-829.744980389049	3	4	0
22000	-827.447877232399	4	2	0
22100	-824.42576145822	3	1	0
22200	-823.950630017708	3	1	0
22300	-822.889040142236	3	3	0
22400	-833.757502230913	5	2	0
22500	-852.092837911534	7	5	0
22600	-849.120034087803	6	4	0
22700	-827.530761058081	5	2	0
22800	-835.927140431387	5	5	0
22900	-847.265700031749	8	3	0
23000	-830.25119688706	4	4	0
23100	-824.533998927057	3	3	0
23200	-824.166663120394	3	3	0
23300	-830.851807869011	7	1	0
23400	-840.538487911887	5	5	0
23500	-829.891065380919	4	4	0
23600	-823.440959899029	4	2	0
23700	-838.399841578209	8	1	0
23800	-819.951906056202	3	1	0
23900	-831.897225038707	4	3	0
24000	-833.959615376537	2	5	0
24100	-853.500561951722	6	5	0
24200	-828.856206831795	4	2	0
24300	-845.223419912887	8	2	0
24400	-837.352111684957	5	4	0
24500	-830.806932810258	3	4	0
24600	-839.948863698111	6	4	0
24700	-822.98742859595	3	3	0
24800	-823.205649865	3	2	0
24900	-819.698867499135	3	2	0
25000	-831.18802286071	4	4	0
25100	-828.660446003769	5	1	0
25200	-824.315975082378	4	2	0
25300	-818.26374694575	3	1	0
25400	-825.069027710876	4	1	0
25500	-837.910750613787	5	4	0
25600	-828.834821535277	4	2	0
25700	-829.633153876057	5	2	0
25800	-839.63323542007	5	4	0
25900	-825.247726543811	3	2	0
26000	-833.299380644408	4	4	0
26100	-826.006708455336	3	4	0
26200	-827.06565218434	4	1	0
26300	-821.671757143449	4	1	0
26400	-843.451607915146	5	5	0
26500	-836.834606192227	4	4	0
26600	-842.437790568385	5	5	0
26700	-827.899408341662	4	2	0
26800	-826.131588291432	2	4	0
26900	-824.240457817659	4	2	0
27000	-824.802107259281	4	2	0
27100	-832.073136252183	5	1	0
27200	-852.445537518702	7	4	0
27300	-832.307701949439	3	4	0
27400	-839.281242351176	6	5	0
27500	-845.150751248963	5	6	0
27600	-832.297900019748	6	2	0
27700	-830.908768755548	6	1	0
27800	-835.770767881744	5	2	0
27900	-836.003248385897	4	4	0
28000	-835.262142475804	2	5	0
28100	-827.851721345675	4	3	0
28200	-822.246675994712	3	2	0
28300	-832.305863185947	5	4	0
28400	-819.675360396968	3	1	0
28500	-829.6544599991	5	2	0
28600	-819.399524134642	3	2	0
28700	-833.288555447757	3	4	0
28800	-842.390057928391	6	4	0
28900	-832.435711578637	4	4	0
29000	-831.937357673369	5	3	0
29100	-828.304515478278	4	3	0
29200	-827.174822319821	4	3	0
29300	-840.566575603724	3	7	0
29400	-831.407080371954	5	3	0
29500	-836.525303300015	4	5	0
29600	-819.882615862749	4	1	0
29700	-825.913886236497	5	1	0
29800	-837.285180988227	5	3	0
29900	-830.616863374517	4	3	0
30000	-819.721564668555	3	1	0
30100	-824.897806621306	4	1	0
30200	-836.108262470767	4	4	0
30300	-832.707405543137	4	4	0
30400	-856.584618970091	8	5	0
30500	-837.528187737021	4	4	0
30600	-819.4081815003	3	2	0
30700	-825.008810112951	3	2	0
30800	-819.8394954342	3	1	0
30900	-831.487219959635	4	3	0
31000	-829.850669043835	3	4	0
31100	-825.135804055843	4	2	0
31200	-826.374973853969	4	3	0
31300	-832.559362637135	6	2	0
31400	-828.495223196396	5	2	0
31500	-822.492295450715	4	2	0
31600	-828.845088082124	5	1	0
31700	-824.259024294983	3	3	0
31800	-827.85199573143	4	2	0
31900	-817.86383390673	3	1	0
32000	-834.611212103224	5	3	0
32100	-820.077535514561	4	1	0
32200	-818.869958737839	3	2	0
32300	-831.35738617971	5	3	0
32400	-828.271826606446	5	2	0
32500	-846.319768423731	7	5	0
32600	-839.50350663017	7	2	0
32700	-828.363556998248	4	3	0
32800	-834.537499747961	6	2	0
32900	-840.140264503254	7	4	0
33000	-838.128054207345	7	3	0
33100	-828.807746967145	4	3	0
33200	-837.201993291844	3	5	0
33300	-821.721906295382	3	2	0
33400	-817.759114172894	2	2	0
33500	-829.874224175451	3	4	0
33600	-842.918700888739	6	3	0
33700	-837.535985172273	4	3	0
33800	-837.528556434772	5	4	0
33900	-840.829099640387	5	5	0
34000	-828.090154225015	3	4	0
34100	-828.400311417543	6	1	0
34200	-825.318413623674	5	1	0
34300	-827.791207562059	3	3	0
34400	-820.486168613099	3	1	0
34500	-846.960989792542	6	6	0
34600	-830.660571233837	4	3	0
34700	-827.937979813589	4	3	0
34800	-841.647195121707	5	5	0
34900	-834.369703785493	3	5	0
35000	-836.055398739944	7	1	0
35100	-849.594948137547	4	8	0
35200	-837.902713883845	4	5	0
35300	-823.677887215634	2	3	0
35400	-824.97178195732	4	1	0
35500	-834.829935800546	3	5	0
35600	-822.282999976549	3	1	0
35700	-835.119117988168	6	1	0
35800	-824.491066012174	4	1	0
35900	-834.567902313026	5	3	0
36000	-828.236899666817	3	3	0
36100	-830.033031276647	4	2	0
36200	-819.959034299211	3	2	0
36300	-827.489245550847	6	1	0
36400	-821.089627437162	3	2	0
36500	-837.07399635963	6	3	0
36600	-822.000287395934	4	1	0
36700	-822.600532308994	3	2	0
36800	-835.255426352777	5	3	0
36900	-828.343170641834	5	2	0
37000	-835.748419612482	6	2	0
37100	-835.893295900183	6	3	0
37200	-822.17765930058	5	1	0
37300	-840.65086220337	6	4	0
37400	-831.10427578783	7	2	0
37500	-842.395336913651	7	3	0
37600	-820.341390438782	3	1	0
37700	-830.908385386455	3	5	0
37800	-820.306156708218	3	2	0
37900	-829.869872558258	4	4	0
38000	-824.874568727448	4	2	0
38100	-830.22249790361	3	4	0
38200	-832.665300877377	4	2	0
38300	-843.920398882433	5	4	0
38400	-831.00464511366	5	3	0
38500	-832.735094695118	4	4	0
38600	-824.381271078916	4	1	0
38700	-819.641145642251	3	1	0
38800	-839.755512678311	4	6	0
38900	-820.987320969221	2	3	0
39000	-825.498009701126	3	3	0
39100	-844.549170822704	5	5	0
39200	-829.166238933437	3	4	0
39300	-819.116478264323	2	2	0
39400	-819.248714220568	3	2	0
39500	-822.900423447346	2	3	0
39600	-828.907141628166	4	2	0
39700	-822.078932912666	2	3	0
39800	-816.723195803806	2	2	0
39900	-835.09723222464	4	3	0
40000	-829.963783549215	5	2	0
40100	-816.774325417025	2	2	0
40200	-822.483397190186	2	2	0
40300	-826.681443415599	3	3	0
40400	-847.982463037891	6	4	0
40500	-836.378754256474	4	4	0
40600	-838.72668945151	6	3	0
40700	-815.996308133881	2	2	0
40800	-835.328964585792	4	3	0
40900	-818.469845901734	2	2	0
41000	-827.682281595243	2	4	0
41100	-835.919184492707	5	3	0
41200	-824.483390490171	4	2	0
41300	-832.671146897019	6	2	0
41400	-834.11571919937	5	3	0
41500	-838.319429337869	5	3	0
41600	-831.647874797854	3	4	0
41700	-834.904951075854	3	5	0
41800	-829.267793326148	4	2	0
41900	-819.058279526882	2	2	0
42000	-820.198635518006	2	3	0
42100	-826.627271665896	3	3	0
42200	-843.136972289575	3	6	0
42300	-830.231330966516	3	4	0
42400	-829.102861688613	4	2	0
42500	-826.339884592207	3	3	0
42600	-834.527347352918	6	2	0
42700	-821.927775946068	4	1	0
42800	-822.34673806186	3	2	0
42900	-827.137650834614	3	3	0
43000	-824.620584412789	5	1	0
43100	-817.144330529145	3	1	0
43200	-834.474442561125	6	2	0
43300	-831.125548109526	6	1	0
43400	-828.899811134733	4	3	0
43500	-826.577654358218	5	1	0
43600	-819.728218135193	4	1	0
43700	-835.568025500476	6	2	0
43800	-827.080970186134	5	1	0
43900	-827.623450657585	4	2	0
44000	-835.060712753591	5	4	0
44100	-830.267316723342	6	1	0
44200	-848.306790570017	8	3	0
44300	-846.637822824781	5	6	0
44400	-840.503192605921	5	5	0
44500	-825.999783119301	3	3	0
44600	-831.108800996569	3	5	0
44700	-820.867183919933	3	2	0
44800	-825.778145933577	4	2	0
44900	-827.950712895567	5	2	0
45000	-822.955105909565	4	1	0
45100	-829.588379132482	6	1	0
45200	-830.13458458814	5	3	0
45300	-820.792044874892	3	2	0
45400	-829.942270489341	5	1	0
45500	-834.862729603782	4	4	0
45600	-842.445045150298	7	3	0
45700	-820.760266849028	3	2	0
45800	-823.860533690814	3	2	0
45900	-834.155354842213	3	5	0
46000	-824.112674363467	4	2	0
46100	-829.356379618831	5	2	0
46200	-830.212838410977	4	1	0
46300	-826.60988554054	3	3	0
46400	-830.813251924904	3	3	0
46500	-824.1514890733	3	2	0
46600	-826.033582971079	5	1	0
46700	-822.478151360041	3	1	0
46800	-826.747091022144	4	2	0
46900	-845.55453263764	4	6	0
47000	-830.851821606333	3	4	0
47100	-832.232239691484	6	1	0
47200	-830.730997615504	5	2	0
47300	-823.463555447934	3	3	0
47400	-834.044959661165	4	3	0
47500	-825.60376830834	3	2	0
47600	-832.458404728818	4	3	0
47700	-827.737689970918	4	2	0
47800	-826.868036221439	3	2	0
47900	-835.334059297355	3	6	0
48000	-823.028542375056	3	3	0
48100	-830.44627209779	3	4	0
48200	-830.160193968322	3	4	0
48300	-839.861986665907	6	1	0
48400	-829.047593039166	5	2	0
48500	-834.13906046621	5	4	0
48600	-823.004105696195	3	1	0
48700	-837.70320141893	3	6	0
48800	-839.023166857792	5	4	0
48900	-825.927685990939	3	3	0
49000	-831.754364555195	5	3	0
49100	-825.486174102647	4	2	0
49200	-825.925356967023	4	3	0
49300	-827.54994716532	4	3	0
49400	-831.40997908915	5	3	0
49500	-829.518788499078	4	4	0
49600	-819.220048264933	3	1	0
49700	-827.207097466337	4	2	0
49800	-824.371214874155	3	2	0
49900	-829.745087076489	5	2	0
50000	-820.540259755288	3	1	0
50100	-828.585614148973	4	3	0
50200	-823.533554296778	3	1	0
50300	-836.525110647675	5	4	0
50400	-820.928047584978	3	2	0
50500	-828.699589040012	4	2	0
50600	-861.095343400965	9	4	0
50700	-831.247736552896	2	4	0
50800	-832.810358599026	4	3	0
50900	-827.237513830911	3	3	0
51000	-816.337188127962	2	2	0
51100	-835.802381582766	2	5	0
51200	-866.17189416428	9	6	0
51300	-832.091094691426	6	1	0
51400	-827.495866755047	5	2	0
51500	-837.585830409007	7	2	0
51600	-834.423550902746	7	1	0
51700	-833.541684617578	6	3	0
51800	-826.587390893016	4	2	0
51900	-824.979394445205	5	1	0
52000	-830.025872144721	3	4	0
52100	-845.296666790554	6	5	0
52200	-831.035033910258	4	4	0
52300	-834.302335804403	5	4	0
52400	-821.888888611081	3	2	0
52500	-831.122036156715	4	3	0
52600	-845.374532096156	7	3	0
52700	-843.245181205784	6	2	0
52800	-834.798356945393	6	3	0
52900	-839.23821501507	8	1	0
53000	-833.751216812416	6	2	0
53100	-818.680832955662	3	1	0
53200	-833.136774799097	4	4	0
53300	-827.7660011778	5	2	0
53400	-831.83350039178	5	2	0
53500	-831.238056133196	5	2	0
53600	-822.03736352188	4	1	0
53700	-839.814915721817	6	3	0
53800	-836.931548531888	6	2	0
53900	-830.297099493259	5	1	0
54000	-825.996160883347	4	2	0
54100	-830.739684728691	4	4	0
54200	-847.977998688281	5	5	0
54300	-852.514985386663	8	5	0
54400	-839.412426119207	4	3	0
54500	-830.860857046332	3	3	0
54600	-835.145151464992	4	4	0
54700	-833.25562837324	4	3	0
54800	-829.906596461443	4	3	0
54900	-849.352118737517	3	7	0
55000	-832.161421851747	4	2	0
55100	-825.003441074415	3	3	0
55200	-858.850667447649	6	6	0
55300	-820.395199746508	2	2	0
55400	-821.915337945562	2	3	0
55500	-824.693009700585	3	2	0
55600	-827.03774299832	2	3	0
55700	-824.907201271312	2	3	0
55800	-817.474973298507	2	2	0
55900	-823.309118147672	3	2	0
56000	-821.464525528452	3	2	0
56100	-835.217394766553	3	4	0
56200	-825.779165422199	3	2	0
56300	-840.454828976288	6	5	0
56400	-815.960698015518	3	1	0
56500	-829.720517881099	4	3	0
56600	-822.214939476206	3	2	0
56700	-829.179366908442	5	2	0
56800	-824.067341505152	4	1	0
56900	-834.089492479583	5	2	0
57000	-828.032452270269	5	2	0
57100	-832.616730983752	5	1	0
57200	-829.764489192271	3	4	0
57300	-820.653957454687	3	2	0
57400	-826.913155086031	3	2	0
57500	-828.362001865581	4	2	0
57600	-850.345569232278	4	6	0
57700	-831.007187123021	2	4	0
57800	-823.005829560961	3	2	0
57900	-820.097101510833	2	2	0
58000	-822.488399662102	3	2	0
58100	-832.088673809368	2	5	0
58200	-823.768071766428	3	3	0
58300	-834.687519566173	2	5	0
58400	-840.909261843269	4	5	0
58500	-828.428625298189	4	3	0
58600	-845.722786897285	3	7	0
58700	-854.955199178483	7	6	0
58800	-830.931474464991	3	4	0
58900	-859.853191129269	9	4	0
59000	-826.006913440661	4	2	0
59100	-822.205198007692	4	2	0
59200	-838.062921566766	3	6	0
59300	-855.026292677794	7	5	0
59400	-849.196016760989	4	6	0
59500	-817.719983816096	2	2	0
59600	-828.83759307065	3	4	0
59700	-826.546127243268	3	3	0
59800	-826.457849426134	3	3	0
59900	-826.260080982849	3	3	0
60000	-845.572208403652	7	3	0
60100	-833.126353645169	4	4	0
60200	-833.882665405786	5	3	0
60300	-826.46508907622	3	3	0
60400	-821.826940650504	3	2	0
60500	-832.174218586845	6	1	0
60600	-822.928310314562	4	2	0
60700	-830.044581648842	4	2	0
60800	-821.715260360116	3	2	0
60900	-834.435937094601	4	3	0
61000	-831.245447894455	5	2	0
61100	-838.876360254848	4	5	0
61200	-827.740430635808	4	2	0
61300	-823.274606573948	4	1	0
61400	-826.718173345491	3	3	0
61500	-826.315149180317	4	2	0
61600	-822.248366723612	4	1	0
61700	-831.66164057654	5	3	0
61800	-824.955430076139	3	3	0
61900	-828.603358657429	5	2	0
62000	-832.136329103647	4	3	0
62100	-858.001225811741	4	8	0
62200	-822.024849189022	3	2	0
62300	-834.517312377267	5	4	0
62400	-835.910251163453	4	5	0
62500	-830.768362266804	5	3	0
62600	-819.774511805134	3	1	0
62700	-830.946361063798	4	3	0
62800	-823.12063601712	4	2	0
62900	-832.470707498187	4	3	0
63000	-844.187789395186	8	2	0
63100	-845.907370452735	7	3	0
63200	-832.297670733723	5	3	0
63300	-827.627390122787	5	2	0
63400	-839.285242418717	5	5	0
63500	-835.322028747467	6	2	0
63600	-833.587440447245	4	4	0
63700	-840.121539622217	3	6	0
63800	-832.05782619758	4	1	0
63900	-823.404850672373	3	2	0
64000	-839.667155047703	3	4	0
64100	-836.08037681533	5	3	0
64200	-847.270415123388	6	5	0
64300	-823.619729529709	3	3	0
64400	-822.440215842296	2	3	0
64500	-833.619698761337	4	3	0
64600	-842.434422106582	7	2	0
64700	-819.449318151694	3	1	0
64800	-833.06251419058	4	2	0
64900	-841.347669249611	5	4	0
65000	-833.626033596341	7	1	0
65100	-823.830827789436	5	1	0
65200	-829.089672627112	4	4	0
65300	-833.045226157381	4	3	0
65400	-830.568434992488	3	4	0
65500	-842.741010678307	3	6	0
65600	-827.495804946223	3	3	0
65700	-838.234357062252	4	4	0
65800	-832.832733224801	4	3	0
65900	-828.858436399811	3	4	0
66000	-831.966154301588	3	5	0
66100	-827.710522184496	4	3	0
66200	-833.82526601443	3	5	0
66300	-830.105863914605	4	3	0
66400	-837.753991921987	5	4	0
66500	-833.394710699209	4	4	0
66600	-824.038721648437	4	2	0
66700	-836.361079995817	4	5	0
66800	-837.627732538723	6	4	0
66900	-822.613844059847	4	2	0
67000	-826.607164772003	4	3	0
67100	-841.174407038313	6	4	0
67200	-834.148890875623	6	3	0
67300	-848.13923329744	9	2	0
67400	-831.246415889879	5	3	0
67500	-824.218202637197	3	2	0
67600	-835.600562452685	5	3	0
67700	-836.463585931511	5	4	0
67800	-841.970409496399	8	1	0
67900	-843.238935815292	5	5	0
68000	-830.471396846207	6	1	0
68100	-818.452175360197	3	1	0
68200	-825.547089212953	3	2	0
68300	-825.526242964151	2	4	0
68400	-825.111754201546	2	3	0
68500	-830.988262770189	4	4	0
68600	-824.460097721172	3	2	0
68700	-820.432592571535	3	2	0
68800	-828.439121183911	4	2	0
68900	-823.188177600492	3	2	0
69000	-818.413721989586	2	2	0
69100	-821.831829083364	2	2	0
69200	-825.244156244346	2	3	0
69300	-835.437291341589	4	4	0
69400	-826.640372823247	3	2	0
69500	-837.122868561802	5	3	0
69600	-840.38446159018	6	1	0
69700	-823.645322446651	3	2	0
69800	-823.515428194092	4	1	0
69900	-829.694849497068	4	2	0
70000	-844.273150208261	8	2	0
70100	-830.889108969467	6	1	0
70200	-832.99192108102	4	4	0
70300	-833.287813120899	6	2	0
70400	-818.559842208247	3	1	0
70500	-843.481993207959	6	3	0
70600	-828.480877619708	5	1	0
70700	-824.507518061064	3	2	0
70800	-823.462359382241	2	3	0
70900	-824.091497396985	3	2	0
71000	-837.19024932818	6	1	0
71100	-840.141262823924	7	1	0
71200	-843.138480308883	6	3	0
71300	-842.222822072531	7	3	0
71400	-826.323478126101	4	3	0
71500	-823.936810762773	3	3	0
71600	-835.32821190452	3	4	0
71700	-836.281718403989	6	3	0
71800	-837.97891235672	4	5	0
71900	-836.082530722495	6	3	0
72000	-844.83578826963	5	6	0
72100	-824.963208643926	3	2	0
72200	-863.328451725462	6	7	0
72300	-823.147517598399	3	2	0
72400	-836.05165580846	5	3	0
72500	-829.915174767793	4	3	0
72600	-825.780394564095	3	3	0
72700	-836.950256131174	3	6	0
72800	-836.334514463319	4	4	0
72900	-822.880236790745	3	3	0
73000	-847.729287700537	3	7	0
73100	-833.938507356872	5	3	0
73200	-823.910500265835	3	2	0
73300	-819.263838539678	2	2	0
73400	-827.985231300093	3	3	0
73500	-821.421702981941	2	3	0
73600	-832.46882067159	4	3	0
73700	-826.11458042338	4	1	0
73800	-823.228897987938	4	2	0
73900	-841.010368539351	6	4	0
74000	-826.515878965848	4	2	0
74100	-825.898074096908	4	2	0
74200	-849.037899159217	9	2	0
74300	-830.502916369322	5	3	0
74400	-839.775960291214	5	4	0
74500	-837.50808177308	6	2	0
74600	-824.681299005029	4	2	0
74700	-820.74155520056	3	2	0
74800	-833.892913468993	4	4	0
74900	-826.346870438769	4	2	0
75000	-828.055973680404	4	2	0
75100	-822.207572097096	4	1	0
75200	-830.165423762028	5	1	0
75300	-832.28345112708	4	3	0
75400	-826.502833842662	4	3	0
75500	-825.421401772159	3	3	0
75600	-825.928495988562	4	2	0
75700	-826.228380723308	4	2	0
75800	-826.221420527256	5	2	0
75900	-829.921340321867	4	4	0
76000	-828.78078188455	5	2	0
76100	-829.51224459535	3	3	0
76200	-853.177547121354	4	8	0
76300	-829.740390392728	6	1	0
76400	-834.7082174279	4	5	0
76500	-841.458321991043	6	3	0
76600	-851.419850525472	7	5	0
76700	-821.225229125138	3	2	0
76800	-869.820523777528	9	7	0
76900	-831.00704945844	4	4	0
77000	-823.878251590675	4	1	0
77100	-823.445831552683	3	3	0
77200	-826.413798482306	5	2	0
77300	-848.142176800304	5	6	0
77400	-839.065634988042	5	3	0
77500	-831.692603749767	5	2	0
77600	-826.870954612812	3	4	0
77700	-823.26438180041	3	3	0
77800	-838.997104104483	5	4	0
77900	-839.961526283897	7	2	0
78000	-825.795912475348	3	3	0
78100	-825.89333909213	4	1	0
78200	-847.043290689985	4	6	0
78300	-833.125871448294	3	5	0
78400	-823.97340936329	3	3	0
78500	-825.571796539758	3	3	0
78600	-838.144717029569	6	3	0
78700	-833.073744712789	4	3	0
78800	-831.394580204382	4	4	0
78900	-820.611265045211	3	2	0
79000	-815.661336446439	2	2	0
79100	-828.015678749304	4	2	0
79200	-828.286599997428	4	1	0
79300	-828.750991156438	3	3	0
79400	-825.514380062408	4	2	0
79500	-829.900558724653	4	3	0
79600	-830.99634993003	3	4	0
79700	-834.650194379555	6	2	0
79800	-824.627497823235	3	2	0
79900	-822.496742832034	3	2	0
80000	-827.484734138263	2	4	0
80100	-827.07390450137	3	2	0
80200	-824.736415693318	3	2	0
80300	-822.260789946125	2	1	0
80400	-820.781834590488	2	3	0
80500	-829.881668914385	3	3	0
80600	-821.711035654185	3	1	0
80700	-849.699201791341	8	2	0
80800	-841.761029348409	8	2	0
80900	-825.738088039542	4	3	0
81000	-835.930756785743	5	3	0
81100	-832.945774594521	6	2	0
81200	-839.914414738823	5	4	0
81300	-842.930543829297	6	2	0
81400	-829.02314582445	4	1	0
81500	-832.59052352537	5	2	0
81600	-834.880524958118	4	4	0
81700	-830.935557207548	5	2	0
81800	-829.490347891218	5	2	0
81900	-832.48234168323	3	4	0
82000	-822.928018604566	4	2	0
