"Iteration"	"speciation"	"extinction"
2	0.530417086822342	0.478248219377807
3	0.530417086822342	0.478248219377807
4	0.530417086822342	0.478248219377807
5	0.530417086822342	0.478248219377807
6	0.512065390208971	0.46210987858409
7	0.502991955892688	0.453921620384239
8	0.551297479183268	0.497514606611332
9	0.54274802602296	0.489114234902352
10	0.54274802602296	0.489114234902352
11	0.528555640586133	0.474921849465525
12	0.573525825872516	0.510178151286258
13	0.573525825872516	0.510178151286258
14	0.560170249291235	0.498297738823168
15	0.560170249291235	0.498297738823168
16	0.507986998350248	0.446597618370733
17	0.521014118853745	0.45347220692401
18	0.458055546368564	0.39051363443883
19	0.479673528177748	0.412131616248013
20	0.479673528177748	0.412131616248013
21	0.520868864380288	0.447526315962903
22	0.492181868302042	0.422995594592422
23	0.536961468629772	0.466233343412853
24	0.536961468629772	0.466233343412853
25	0.536961468629772	0.466233343412853
26	0.506076310250244	0.435348185033326
27	0.506076310250244	0.435348185033326
28	0.49085989408554	0.420131768868622
29	0.49085989408554	0.420131768868622
30	0.49085989408554	0.420131768868622
31	0.517527415301173	0.442956760265684
32	0.555868925408292	0.47162200290389
33	0.457651350649136	0.388290182737379
34	0.457651350649136	0.388290182737379
35	0.457651350649136	0.388290182737379
36	0.522605382951893	0.453244215040136
37	0.522605382951893	0.453244215040136
38	0.489089606305822	0.419728438394065
39	0.449362630964644	0.380001463052887
40	0.449362630964644	0.380001463052887
41	0.471603971001394	0.399661019555982
42	0.442407568194402	0.37046461674899
43	0.572636383627124	0.500693432181712
44	0.547885242080739	0.475942290635327
45	0.534084883805141	0.462141932359729
46	0.557375515738436	0.485432564293024
47	0.557375515738436	0.485432564293024
48	0.561634086091495	0.489691134646083
49	0.53921266658831	0.470141804167765
50	0.544647857717533	0.468433886756493
51	0.544647857717533	0.468433886756493
52	0.544647857717533	0.468433886756493
53	0.57675381681163	0.496047176689403
54	0.592285987626554	0.509405891024738
55	0.472824614768935	0.38994451816712
56	0.472062845910784	0.389182749308969
57	0.496184496728275	0.413304400126459
58	0.509816591223412	0.426936494621597
59	0.464678628710724	0.381798532108908
60	0.494489232159988	0.406292115275814
61	0.501042301222856	0.411676378709561
62	0.501042301222856	0.411676378709561
63	0.501042301222856	0.411676378709561
64	0.501042301222856	0.411676378709561
65	0.477719102627939	0.389292738335915
66	0.505100058459268	0.416673694167244
67	0.478514493746751	0.39971878865322
68	0.52294716926088	0.436834854028929
69	0.433897902227487	0.347785586995536
70	0.436722865559661	0.35061055032771
71	0.436722865559661	0.35061055032771
72	0.520441956999884	0.417822045391467
73	0.488618818630775	0.395497403205309
74	0.478616832696854	0.387401604777309
75	0.440318824775891	0.356402465769275
76	0.493519427491155	0.397720642157592
77	0.526373251012877	0.437083291660155
78	0.526373251012877	0.437083291660155
79	0.433551171517808	0.354835785622394
80	0.48911924441391	0.400314940326514
81	0.472255994362937	0.387363219619352
82	0.523089492066703	0.438196717323118
83	0.529331628511146	0.444438853767561
84	0.570474372291856	0.47652915535818
85	0.504042075341379	0.421036870530145
86	0.501788130758581	0.418782925947346
87	0.505572588465375	0.42256738365414
88	0.496753069689005	0.412667250721285
89	0.507904576235295	0.423818757267575
90	0.487292875810537	0.406619413792581
91	0.491048772965094	0.415595254408039
92	0.46765494097123	0.392201422414175
93	0.413496755216444	0.338043236659389
94	0.400036435173243	0.327039111242508
95	0.400036435173243	0.327039111242508
96	0.484535565963506	0.382926606053492
97	0.484535565963506	0.382926606053492
98	0.476109737558423	0.374500777648409
99	0.476109737558423	0.374500777648409
100	0.493470695332413	0.391861735422399
101	0.535704033102494	0.43409507319248
102	0.533007693105194	0.439132288534901
103	0.471620894988047	0.3942439741272
104	0.460434781749558	0.383057860888711
105	0.479826401250273	0.402449480389426
106	0.480570552533203	0.397401628463216
107	0.516277124259063	0.433108200189077
108	0.5365601236014	0.453391199531414
109	0.60926330707156	0.526094383001574
110	0.493809691366472	0.416409807668101
111	0.538591704464201	0.461191820765831
112	0.498050308940364	0.426476544122967
113	0.498050308940364	0.426476544122967
114	0.498050308940364	0.426476544122967
115	0.498050308940364	0.426476544122967
116	0.498050308940364	0.426476544122967
117	0.521932626229018	0.450358861411621
118	0.517851432795227	0.446837330977085
119	0.517851432795227	0.446837330977085
120	0.564934230436936	0.493920128618795
121	0.484289484806693	0.423412694322748
122	0.484289484806693	0.423412694322748
123	0.484289484806693	0.423412694322748
124	0.484289484806693	0.423412694322748
125	0.465390479515743	0.404174661541884
126	0.518185089425977	0.455470804316795
127	0.487928490903295	0.425214205794112
128	0.545701777002139	0.482987491892957
129	0.545701777002139	0.482987491892957
130	0.545701777002139	0.482987491892957
131	0.545701777002139	0.482987491892957
132	0.545701777002139	0.482987491892957
133	0.545701777002139	0.482987491892957
134	0.545701777002139	0.482987491892957
135	0.535807735750908	0.473093450641725
136	0.554043054475374	0.489194393728744
137	0.554043054475374	0.489194393728744
138	0.506006040225971	0.44115737947934
139	0.536799799188768	0.471951138442138
140	0.45562946116998	0.395987207416365
141	0.54910969400875	0.489467440255135
142	0.54910969400875	0.489467440255135
143	0.576022960864214	0.513457488109649
144	0.543977841274369	0.484892990288087
145	0.543977841274369	0.484892990288087
146	0.574216618944211	0.511847344334268
147	0.574216618944211	0.511847344334268
148	0.552169472730504	0.490612913370131
149	0.552169472730504	0.490612913370131
150	0.552169472730504	0.490612913370131
151	0.468482587392561	0.406926028032188
152	0.488025391265745	0.422771888618543
153	0.481667083612935	0.416413580965733
154	0.481667083612935	0.416413580965733
155	0.510377713543319	0.445124210896118
156	0.549731906928114	0.479446838650069
157	0.549731906928114	0.479446838650069
158	0.549731906928114	0.479446838650069
159	0.611209933845484	0.540924865567439
160	0.613883580847705	0.54359851256966
161	0.550822441477177	0.48775740094483
162	0.550822441477177	0.48775740094483
163	0.550822441477177	0.48775740094483
164	0.550822441477177	0.48775740094483
165	0.550822441477177	0.48775740094483
166	0.547045094217601	0.484412531631126
167	0.575916327106301	0.513283764519825
168	0.482001347193704	0.424288712980849
169	0.524624342931222	0.454313176613819
