#RevBayes version (1.0.2)
#Build from development (ac3593) on Mon Oct 17 10:49:29 CDT 2016
Iteration	Posterior	Likelihood	Prior	allopatry	clock_bg	d[1][1][1]	d[1][1][2]	d[1][1][3]	d[1][2][1]	d[1][2][2]	d[1][2][3]	d[1][3][1]	d[1][3][2]	d[1][3][3]	d[2][1][1]	d[2][1][2]	d[2][1][3]	d[2][2][1]	d[2][2][2]	d[2][2][3]	d[2][3][1]	d[2][3][2]	d[2][3][3]	e[1][1]	e[1][2]	e[1][3]	e[2][1]	e[2][2]	e[2][3]	rates[1]	rates[2]	subset_sympatry	widespread_sympatry
84	26.3021	-0.154151	26.4562	0.191657	0.0713652	0	0.0741191	0	0.0130869	0	0	0.00694388	0.00676009	0	0	0.0921673	0	0.0156324	0	0	0.00152384	0.0344818	0	0.0274269	0.0093129	0.00315919	0.0199222	0.00173691	0.0201617	1.13038	0.625994	0.105174	0.703168
85	27.1567	-0.154151	27.3108	0.0857367	0.0561755	0	0.0761865	0	0.0128702	0	0	0.00694388	0.00287305	0	0	0.0860856	0	0.0156324	0	0	0.000949781	0.0400241	0	0.0352734	0.00990989	0.00139643	0.0174587	0.00175866	0.0113474	1.00486	0.690617	0.0419112	0.872352
86	24.7685	-0.154151	24.9227	0.0820381	0.0531433	0	0.0676064	0	0.0180236	0	0	0.00603351	0.00287305	0	0	0.0842864	0	0.0156324	0	0	0.000684141	0.0348285	0	0.0492475	0.00658725	0.000595287	0.0296963	0.00175866	0.0105713	0.865341	0.793133	0.515303	0.402659
87	23.6665	-0.154151	23.8207	0.44156	0.0668481	0	0.0522736	0	0.0278491	0	0	0.00784759	0.00212198	0	0	0.094125	0	0.0156127	0	0	0.00101486	0.0348285	0	0.0565935	0.00698156	0.000374528	0.0191294	0.001564	0.00897386	1.41211	1.14012	0.206985	0.351454
88	19.651	-0.154151	19.8052	0.386599	0.0533481	0	0.0489044	0	0.0451403	0	0	0.0125438	0.00540311	0	0	0.149464	0	0.0156127	0	0	0.00115986	0.050872	0	0.0565935	0.00706251	0.000436106	0.0191294	0.00140298	0.0124154	1.7971	1.49648	0.0729523	0.540449
89	16.432	-0.154151	16.5862	0.532113	0.04015	0	0.0729957	0	0.060535	0	0	0.0125438	0.0078448	0	0	0.105943	0	0.0156127	0	0	0.00184434	0.050872	0	0.0504312	0.019682	0.000507933	0.0220987	0.001303	0.023931	1.49544	1.59585	0.0232001	0.444687
90	20.5011	-0.154151	20.6552	0.517969	0.0344182	0	0.0806238	0	0.0376408	0	0	0.0100315	0.00566195	0	0	0.0620536	0	0.023132	0	0	0.00332202	0.050872	0	0.0361128	0.0195208	0.000507933	0.0211273	0.000873634	0.0333772	1.08119	1.00573	0.169079	0.312952
91	19.0293	-0.154151	19.1835	0.309362	0.0837121	0	0.0530483	0	0.0402273	0	0	0.00841133	0.0104994	0	0	0.0375285	0	0.023132	0	0	0.00249009	0.0420682	0	0.0297055	0.0195208	0.000578002	0.0211273	0.00143443	0.042521	1.87415	0.753895	0.503725	0.186914
92	21.1401	-0.154151	21.2942	0.600401	0.0425748	0	0.0287809	0	0.0402273	0	0	0.00841133	0.0170721	0	0	0.0178133	0	0.0250725	0	0	0.00314089	0.0281283	0	0.0297187	0.0300696	0.000649622	0.0148007	0.00189002	0.0222781	1.87415	0.857104	0.0875765	0.312022
93	20.5457	-0.154151	20.6998	0.569281	0.0509569	0	0.0289781	0	0.0460464	0	0	0.00565663	0.0170721	0	0	0.0226525	0	0.0229925	0	0	0.00277124	0.0129788	0	0.0372992	0.0217684	0.000649622	0.0111682	0.00270118	0.0112844	1.31242	1.83369	0.27182	0.158899
94	21.3327	-0.154151	21.4868	0.503826	0.0717833	0	0.0500593	0	0.0357026	0	0	0.0077873	0.0330547	0	0	0.0194692	0	0.0242379	0	0	0.00334639	0.0148427	0	0.0411656	0.00590104	0.000649622	0.00784296	0.00312572	0.0118419	1.31242	1.83369	0.144652	0.351523
95	19.8173	-0.154151	19.9714	0.482215	0.195841	0	0.0521851	0	0.0357026	0	0	0.0077873	0.0520591	0	0	0.0139988	0	0.0204398	0	0	0.00277201	0.00956816	0	0.0559298	0.00806726	0.000316417	0.010273	0.00412633	0.0105121	0.822284	1.83369	0.109065	0.408719
96	26.4138	-0.154151	26.5679	0.252105	0.0960998	0	0.048919	0	0.0363771	0	0	0.0039979	0.0546423	0	0	0.0139988	0	0.0107899	0	0	0.00220756	0.00680409	0	0.0220779	0.0088829	0.000251534	0.00747382	0.00262827	0.0105121	1.08479	1.51475	0.00342532	0.744469
97	22.9313	-0.154151	23.0855	0.397728	0.267142	0	0.078177	0	0.0393964	0	0	0.00647566	0.130469	0	0	0.0139988	0	0.0123729	0	0	0.00215776	0.00784686	0	0.0437784	0.0088829	0.000363143	0.00359476	0.00201362	0.00763242	0.808171	0.575342	0.00209068	0.600182
98	18.0538	-0.154151	18.208	0.222344	0.218715	0	0.111316	0	0.0366959	0	0	0.00609738	0.130469	0	0	0.00819388	0	0.0262599	0	0	0.00317726	0.00915123	0	0.0417888	0.0114261	0.000363143	0.0113006	0.00261427	0.007522	1.74365	0.366135	0.00312193	0.774534
99	18.5726	-0.154151	18.7267	0.0498814	0.157331	0	0.0817191	0	0.0241832	0	0	0.00403145	0.0639692	0	0	0.0104007	0	0.0247088	0	0	0.00317726	0.00941806	0	0.0531609	0.0212792	0.000957971	0.0113006	0.00395561	0.007522	2.05867	0.234988	0.00728272	0.942836
100	17.0036	-0.154151	17.1578	0.0501652	0.102965	0	0.053064	0	0.0313137	0	0	0.00422713	0.0341027	0	0	0.0100807	0	0.0247088	0	0	0.00339592	0.0163446	0	0.0531609	0.0158737	0.00184152	0.00916255	0.00541087	0.0108405	3.29095	0.191744	0.00163532	0.948199
101	15.4002	-0.154151	15.5544	0.106137	0.0465055	0	0.0485331	0	0.0336794	0	0	0.00422713	0.069134	0	0	0.00747734	0	0.0359281	0	0	0.00339592	0.0163446	0	0.0531609	0.0152383	0.00156576	0.0329173	0.00999746	0.0106495	2.08826	0.191744	0.00466432	0.889199
102	17.5432	-0.154151	17.6973	0.0172295	0.122182	0	0.0315503	0	0.0362279	0	0	0.00440998	0.0819848	0	0	0.0105667	0	0.0286059	0	0	0.00626518	0.0163446	0	0.0292565	0.0179779	0.00177923	0.0382513	0.00999746	0.0109727	1.36279	0.191744	0.00617686	0.976594
103	25.3427	-0.154151	25.4969	0.00528395	0.0604363	0	0.0266481	0	0.0119905	0	0	0.00584526	0.0531654	0	0	0.01249	0	0.0187854	0	0	0.00734276	0.0153221	0	0.0234426	0.0179779	0.00177923	0.0254346	0.00608571	0.0118543	0.769462	0.193676	0.00625194	0.988464
104	27.8525	-0.154151	28.0067	0.179071	0.0650136	0	0.0389609	0	0.00960694	0	0	0.00452454	0.0335008	0	0	0.0183467	0	0.0156801	0	0	0.00734276	0.0153221	0	0.0199464	0.0189425	0.00156068	0.0130099	0.00496683	0.00691226	0.605204	0.508537	0.0782026	0.742726
105	25.6142	-0.154151	25.7684	0.178584	0.174641	0	0.0363844	0	0.0147373	0	0	0.00464689	0.0537995	0	0	0.0288951	0	0.0156801	0	0	0.00572396	0.0153221	0	0.0140128	0.0237824	0.00201843	0.0043183	0.00496683	0.0062818	0.409504	0.75808	0.558149	0.263267
106	26.634	-0.154151	26.7881	0.178584	0.225533	0	0.0363844	0	0.00604284	0	0	0.00301315	0.123587	0	0	0.0288951	0	0.0130278	0	0	0.00741928	0.0229769	0	0.0222825	0.017376	0.0017612	0.00476502	0.0093376	0.00273144	0.252576	0.616977	0.558149	0.263267
107	23.8563	-0.154151	24.0105	0.230991	0.268984	0	0.0494185	0	0.0112128	0	0	0.00268059	0.123587	0	0	0.0283954	0	0.0188114	0	0	0.0036991	0.0160187	0	0.020797	0.0221226	0.00155982	0.00352493	0.0093376	0.00272855	0.252576	0.617752	0.606922	0.162087
108	24.7297	-0.154151	24.8838	0.106576	0.268984	0	0.0494185	0	0.0112128	0	0	0.00255892	0.262409	0	0	0.0283954	0	0.0133727	0	0	0.00392735	0.0281317	0	0.0145658	0.0221226	0.00214102	0.00406646	0.00768655	0.00267617	0.308776	0.840649	0.127909	0.765515
109	24.0392	-0.154151	24.1933	0.136979	0.177571	0	0.0424282	0	0.00847515	0	0	0.00473603	0.426034	0	0	0.0267186	0	0.0165321	0	0	0.00410876	0.0310078	0	0.0153928	0.0221226	0.00228127	0.00622665	0.00768655	0.00170214	0.692536	0.784006	0.259866	0.603155
110	22.5509	-0.154151	22.705	0.118623	0.0943553	0	0.0424282	0	0.0128004	0	0	0.00473603	0.303726	0	0	0.0183973	0	0.0120656	0	0	0.00410876	0.0310078	0	0.00524742	0.0438251	0.00119507	0.00723054	0.00763415	0.00282349	0.962001	1.75811	0.0824705	0.798907
111	22.9461	-0.154151	23.1002	0.11278	0.130732	0	0.032451	0	0.0136533	0	0	0.00413175	0.303726	0	0	0.0183973	0	0.013256	0	0	0.00317998	0.0340203	0	0.00625579	0.0402944	0.00196359	0.00478057	0.00513195	0.00133639	1.34271	1.52586	0.176691	0.710529
112	23.2496	-0.154151	23.4038	0.100091	0.0564992	0	0.032451	0	0.0136533	0	0	0.0065905	0.373774	0	0	0.0179189	0	0.0119127	0	0	0.00393726	0.0586465	0	0.00580864	0.0450505	0.00148788	0.0053614	0.00812837	0.00130931	0.928909	0.837725	0.771069	0.12884
113	22.851	-0.154151	23.0052	0.0147668	0.0673649	0	0.0466832	0	0.0136533	0	0	0.0065905	0.2932	0	0	0.0202311	0	0.0126712	0	0	0.00266609	0.0659024	0	0.00771721	0.0327026	0.00117367	0.00334597	0.00645998	0.00108098	0.882487	1.08586	0.966998	0.0182354
114	25.5851	-0.154151	25.7392	0.00445928	0.225308	0	0.0323978	0	0.0136533	0	0	0.00317505	0.224535	0	0	0.015205	0	0.011508	0	0	0.00221649	0.0483306	0	0.00771721	0.0225842	0.00111367	0.00334597	0.00790278	0.00108098	0.882487	0.515974	0.990679	0.00486148
115	24.5979	-0.154151	24.752	0.0746647	0.145643	0	0.0344606	0	0.0136533	0	0	0.00317505	0.252963	0	0	0.0338068	0	0.011508	0	0	0.00144661	0.0558332	0	0.00859122	0.0180397	0.00176068	0.00159337	0.00769267	0.00108098	0.925932	0.527359	0.843936	0.0813991
116	25.4673	-0.154151	25.6215	0.0229068	0.102973	0	0.0532504	0	0.0179591	0	0	0.00521622	0.248941	0	0	0.035012	0	0.00806504	0	0	0.00178478	0.0472225	0	0.00859122	0.0237925	0.00243647	0.000980347	0.00769267	0.000737466	0.696551	1.16381	0.952369	0.0247237
117	23.0081	-0.154151	23.1622	0.0356624	0.146218	0	0.0619601	0	0.020417	0	0	0.00906144	0.219556	0	0	0.035012	0	0.00806504	0	0	0.00169885	0.0472225	0	0.0105178	0.0158942	0.00304753	0.00133493	0.012002	0.00104394	0.767547	1.54166	0.788323	0.176015
118	20.0679	-0.154151	20.222	0.503525	0.24827	0	0.0361021	0	0.0156969	0	0	0.00906144	0.219556	0	0	0.0351819	0	0.0112848	0	0	0.00192325	0.0541918	0	0.0186915	0.0158942	0.00587774	0.00100029	0.0180801	0.00120887	0.767547	1.56898	0.35615	0.140325
119	24.4048	-0.154151	24.559	0.447092	0.0458246	0	0.0632366	0	0.00973742	0	0	0.009254	0.141462	0	0	0.0285454	0	0.00761686	0	0	0.00192325	0.0877764	0	0.0213571	0.0135804	0.00579874	0.00111134	0.0150622	0.000937565	0.602995	1.43772	0.517724	0.0351839
120	17.1072	-0.154151	17.2613	0.626359	0.0942379	0	0.0962917	0	0.00817415	0	0	0.0156103	0.14332	0	0	0.00834792	0	0.0127888	0	0	0.00152128	0.0734886	0	0.0213571	0.0223302	0.00409458	0.00166259	0.0227971	0.0014345	1.12161	1.43772	0.349865	0.0237764
121	17.5554	-0.154151	17.7095	0.62861	0.101498	0	0.0962917	0	0.00701668	0	0	0.0129055	0.204824	0	0	0.00902586	0	0.0119574	0	0	0.00122387	0.139638	0	0.0187394	0.0193994	0.00409458	0.00128569	0.0227971	0.00460907	0.716892	1.46903	0.282585	0.0888051
122	22.471	-0.154151	22.6252	0.787811	0.113224	0	0.0986021	0	0.00527661	0	0	0.0178764	0.138958	0	0	0.00820571	0	0.0158628	0	0	0.00115619	0.226132	0	0.016132	0.0142014	0.00272743	0.00102325	0.0130396	0.00460907	0.776987	0.94312	0.161448	0.0507412
123	20.0115	-0.154151	20.1656	0.297498	0.177304	0	0.143944	0	0.00608208	0	0	0.0217381	0.189531	0	0	0.0108813	0	0.0194931	0	0	0.00144955	0.226132	0	0.015206	0.0109085	0.00389557	0.00102325	0.0143036	0.00344905	0.548505	1.18425	0.6754	0.0271022
124	22.0459	-0.154151	22.2001	0.0668349	0.143966	0	0.100042	0	0.0039826	0	0	0.0136364	0.34629	0	0	0.0141037	0	0.0305964	0	0	0.00140209	0.226132	0	0.0113055	0.00672774	0.00389557	0.00146202	0.0236679	0.0025209	0.826802	1.18425	0.912361	0.0208044
125	22.9547	-0.154151	23.1088	0.0479271	0.149301	0	0.0929515	0	0.0033585	0	0	0.0113143	0.34629	0	0	0.0151747	0	0.0288904	0	0	0.0011885	0.136639	0	0.0105686	0.00586383	0.00657672	0.000996724	0.0178673	0.0011644	1.23908	1.65857	0.937154	0.0149188
126	22.2216	-0.154151	22.3758	0.319827	0.148845	0	0.215942	0	0.00367921	0	0	0.00851784	0.267508	0	0	0.0236591	0	0.0198947	0	0	0.00108889	0.136639	0	0.0237082	0.00907485	0.00715898	0.00156944	0.0153411	0.00191995	1.57214	1.25633	0.370178	0.309995
127	22.3715	-0.154151	22.5256	0.253981	0.106797	0	0.176331	0	0.00588112	0	0	0.00619583	0.341006	0	0	0.0250707	0	0.026618	0	0	0.000732838	0.132722	0	0.0237082	0.00834997	0.00439069	0.00167369	0.0149892	0.00286288	0.643241	1.53627	0.13291	0.613109
128	21.2794	-0.154151	21.4336	0.0707691	0.0514129	0	0.127797	0	0.00656754	0	0	0.0230044	0.341006	0	0	0.0190311	0	0.0370261	0	0	0.00122415	0.132722	0	0.0237082	0.0108202	0.00443872	0.00173081	0.0196514	0.00254476	0.643241	1.06951	0.541552	0.387679
129	23.2965	-0.154151	23.4507	0.014412	0.0187275	0	0.0791565	0	0.0121907	0	0	0.0230044	0.228874	0	0	0.0129393	0	0.0370261	0	0	0.0024604	0.126444	0	0.0188408	0.0127241	0.0049384	0.00187556	0.0128159	0.00254476	0.570544	1.10211	0.875954	0.109634
130	24.0663	-0.154151	24.2204	0.0239931	0.0214851	0	0.101108	0	0.0157199	0	0	0.017164	0.20608	0	0	0.0206673	0	0.0233224	0	0	0.00439856	0.153865	0	0.0188408	0.010325	0.00366197	0.00216412	0.0128159	0.00253284	0.367479	1.22659	0.36762	0.608387
131	28.3256	-0.154151	28.4797	0.0852119	0.0137119	0	0.139123	0	0.0157199	0	0	0.0117901	0.098409	0	0	0.0290397	0	0.0124391	0	0	0.00419526	0.122936	0	0.00588934	0.010325	0.00246003	0.00206041	0.0128159	0.00186137	0.647245	0.908464	0.58629	0.328498
132	28.3654	-0.154151	28.5195	0.012063	0.00877998	0	0.110669	0	0.0094217	0	0	0.0133295	0.170916	0	0	0.0630469	0	0.0124391	0	0	0.00751465	0.122936	0	0.00373886	0.0152972	0.00181765	0.00343373	0.0128159	0.0012294	0.423741	0.823376	0.621851	0.366086
133	26.3576	-0.154151	26.5117	0.0025021	0.00785605	0	0.153215	0	0.0135952	0	0	0.0130534	0.173874	0	0	0.0959236	0	0.017482	0	0	0.00765073	0.0372619	0	0.00308807	0.0275348	0.00211461	0.00343373	0.0128159	0.00236672	0.423741	0.586459	0.84418	0.153317
134	24.1997	-0.154151	24.3538	0.00329242	0.0192707	0	0.12926	0	0.00762001	0	0	0.0124934	0.189827	0	0	0.15899	0	0.0271054	0	0	0.00765073	0.0301133	0	0.00387447	0.0329317	0.00352671	0.00310195	0.0128159	0.00458556	0.583962	0.296267	0.871216	0.125491
135	22.4371	-0.154151	22.5913	0.0128243	0.0329012	0	0.070732	0	0.00762001	0	0	0.0340072	0.119216	0	0	0.15899	0	0.0385089	0	0	0.00990906	0.0319008	0	0.00617276	0.0274809	0.00408751	0.00310195	0.00875943	0.00474084	0.541024	0.320032	0.237786	0.749389
136	17.4775	-0.154151	17.6316	0.0162294	0.0434023	0	0.180571	0	0.00817253	0	0	0.0568541	0.246687	0	0	0.15899	0	0.0525277	0	0	0.00768406	0.0240572	0	0.00468642	0.0234002	0.00273553	0.00137141	0.0101944	0.00474084	0.57791	0.440682	0.0354057	0.948365
137	14.4925	-0.154151	14.6467	0.117554	0.0657743	0	0.112684	0	0.00817253	0	0	0.0898501	0.143306	0	0	0.175646	0	0.0525277	0	0	0.00768406	0.0269777	0	0.00468642	0.02375	0.00593006	0.00101019	0.00688224	0.00497529	0.414976	0.43501	0.0317591	0.850687
138	18.0172	-0.154151	18.1713	0.146589	0.046123	0	0.176912	0	0.00414924	0	0	0.0898501	0.221693	0	0	0.0700826	0	0.0305171	0	0	0.00768406	0.033036	0	0.00437607	0.0147738	0.00850746	0.00139863	0.00423959	0.00553693	0.680099	0.787055	0.0288978	0.824513
139	24.6991	-0.154151	24.8532	0.148294	0.0238995	0	0.128549	0	0.00518261	0	0	0.0215341	0.248978	0	0	0.101776	0	0.0193315	0	0	0.00811502	0.0258971	0	0.00437607	0.0202083	0.00713167	0.00193498	0.00423959	0.00459148	0.41915	0.787055	0.071868	0.779838
140	27.1743	-0.154151	27.3284	0.243561	0.0509714	0	0.0532388	0	0.00625991	0	0	0.0215341	0.192788	0	0	0.104644	0	0.0110396	0	0	0.00894995	0.0118706	0	0.00576097	0.0104373	0.00713167	0.00295131	0.005743	0.00515947	0.619953	0.73683	0.0393431	0.717095
141	25.3636	-0.154151	25.5177	0.0602482	0.0509714	0	0.0467864	0	0.00616098	0	0	0.0218504	0.192788	0	0	0.147717	0	0.0124476	0	0	0.00894995	0.0118706	0	0.00760744	0.00976362	0.0153479	0.00455744	0.00801627	0.00349629	0.597656	0.720291	0.0612518	0.8785
142	24.2288	-0.154151	24.383	0.104087	0.07635	0	0.0254752	0	0.00506916	0	0	0.0200957	0.28676	0	0	0.260643	0	0.0120213	0	0	0.00660788	0.0115734	0	0.00879877	0.00577861	0.008238	0.00694305	0.00894928	0.0042731	0.764817	0.720291	0.11534	0.780574
143	23.7732	-0.154151	23.9273	0.380679	0.0815241	0	0.0141336	0	0.0062144	0	0	0.0170569	0.28676	0	0	0.278769	0	0.0120213	0	0	0.0135528	0.0266086	0	0.0114275	0.00453077	0.00313856	0.00745706	0.00560312	0.00363118	0.368676	0.618971	0.122712	0.49661
144	23.5162	-0.154151	23.6704	0.293864	0.073248	0	0.0250935	0	0.00443969	0	0	0.0105614	0.28676	0	0	0.315552	0	0.0229858	0	0	0.0117412	0.0324832	0	0.0103106	0.0037996	0.00270091	0.00610166	0.00614804	0.00363118	0.525528	0.57276	0.552332	0.153805
145	25.8074	-0.154151	25.9616	0.0392182	0.0659489	0	0.0250935	0	0.00552704	0	0	0.00732521	0.214496	0	0	0.167144	0	0.0161535	0	0	0.00594555	0.0344238	0	0.0187509	0.00604855	0.00271353	0.00571991	0.0103935	0.00360001	0.996464	0.431298	0.943966	0.0168158
146	24.5687	-0.154151	24.7229	0.0282402	0.0708196	0	0.0300341	0	0.00531365	0	0	0.00828198	0.120256	0	0	0.13424	0	0.0278424	0	0	0.00490465	0.0553742	0	0.0187509	0.0109581	0.00368249	0.00571991	0.00786239	0.00438408	0.996464	0.4389	0.954752	0.0170079
147	20.7173	-0.154151	20.8715	0.0161802	0.0636527	0	0.022845	0	0.00466817	0	0	0.00770243	0.176009	0	0	0.141009	0	0.0221543	0	0	0.00490465	0.327025	0	0.0288964	0.011353	0.00756508	0.00686616	0.00786239	0.00348408	0.996464	0.421113	0.907441	0.0763789
148	19.5276	-0.154151	19.6818	0.17342	0.0794092	0	0.0540039	0	0.00466817	0	0	0.00909294	0.281411	0	0	0.1578	0	0.0221543	0	0	0.00372441	0.327025	0	0.0218611	0.00616541	0.00855306	0.00733625	0.00786239	0.00324301	0.94151	0.813215	0.719012	0.107568
149	16.559	-0.154151	16.7131	0.202419	0.103473	0	0.0648739	0	0.00405945	0	0	0.00818286	0.337794	0	0	0.137738	0	0.0329449	0	0	0.0032059	0.341783	0	0.0249812	0.00616541	0.00855306	0.00991203	0.0078442	0.00288729	0.956793	0.902391	0.472114	0.325467
150	18.4064	-0.154151	18.5605	0.114231	0.107576	0	0.0571693	0	0.00731441	0	0	0.00570259	0.337794	0	0	0.115896	0	0.041432	0	0	0.00372949	0.220513	0	0.0249812	0.00321633	0.00855306	0.00804632	0.011073	0.00385347	1.12427	0.935718	0.209065	0.676705
151	17.6626	-0.154151	17.8168	0.238776	0.264256	0	0.0650128	0	0.00460938	0	0	0.00570259	0.337794	0	0	0.0926181	0	0.0401672	0	0	0.00561018	0.19246	0	0.0191649	0.00464291	0.0143648	0.00470688	0.00900855	0.0020695	1.16248	0.935718	0.537103	0.224121
152	19.1903	-0.154151	19.3444	0.0457722	0.1446	0	0.0198078	0	0.0039238	0	0	0.00570259	0.310444	0	0	0.0728529	0	0.03687	0	0	0.00527591	0.148924	0	0.016074	0.00504135	0.0240495	0.00470688	0.00969212	0.00147728	1.65882	0.935718	0.767703	0.186525
153	19.6176	-0.154151	19.7717	0.0102132	0.197174	0	0.0264324	0	0.0040112	0	0	0.00695249	0.0707763	0	0	0.118661	0	0.0550717	0	0	0.00426179	0.139617	0	0.0169664	0.00328712	0.034305	0.00970072	0.00969212	0.00218765	1.10013	0.584128	0.298293	0.691494
154	20.2121	-0.154151	20.3662	0.00907108	0.0935296	0	0.0246423	0	0.0040112	0	0	0.00763589	0.130702	0	0	0.118661	0	0.0532071	0	0	0.00360448	0.17637	0	0.0169664	0.00379441	0.0378891	0.00924305	0.00651923	0.00167158	0.66689	0.64093	0.166908	0.824021
155	18.4593	-0.154151	18.6135	0.0221484	0.25458	0	0.017319	0	0.00339717	0	0	0.00848126	0.0685106	0	0	0.097106	0	0.0655452	0	0	0.00409818	0.17637	0	0.0164363	0.00614853	0.0305641	0.00840454	0.005943	0.00275386	0.540723	0.539118	0.436609	0.541243
156	17.504	-0.154151	17.6581	0.0015418	0.128719	0	0.0191641	0	0.00431894	0	0	0.0076465	0.0685106	0	0	0.152791	0	0.0814935	0	0	0.00448343	0.108633	0	0.00846564	0.00274023	0.0422926	0.0077588	0.00794129	0.00275386	0.654647	0.893993	0.0193254	0.979133
157	20.3291	-0.154151	20.4833	0.00164025	0.158883	0	0.0191201	0	0.00661459	0	0	0.0076465	0.100943	0	0	0.149747	0	0.061413	0	0	0.00423333	0.0876025	0	0.00667895	0.00351648	0.0287592	0.00773105	0.00771204	0.00415865	0.996911	0.892399	0.696991	0.301369
158	16.1067	-0.154151	16.2608	0.00215271	0.157319	0	0.0150978	0	0.0102706	0	0	0.00414131	0.161717	0	0	0.18774	0	0.0480331	0	0	0.0074577	0.0731248	0	0.00771262	0.00938048	0.045123	0.00773105	0.00311987	0.0054266	2.47846	0.820578	0.941354	0.0564931
159	18.9665	-0.154151	19.1207	0.00430168	0.196934	0	0.0150978	0	0.00885621	0	0	0.00355625	0.177048	0	0	0.306639	0	0.043664	0	0	0.00974226	0.0731248	0	0.00771262	0.00902013	0.0228513	0.0106906	0.00244827	0.00462653	1.26011	0.79984	0.987477	0.00822104
160	23.8577	-0.154151	24.0118	0.0105166	0.246664	0	0.0129692	0	0.00885621	0	0	0.00355625	0.116989	0	0	0.382689	0	0.0171105	0	0	0.0049266	0.0421951	0	0.00452923	0.00723648	0.0228513	0.00440477	0.00284157	0.0083518	0.825818	0.899092	0.969452	0.0200309
161	24.5323	-0.154151	24.6864	0.01015	0.0948012	0	0.0129692	0	0.00686828	0	0	0.00211193	0.0957701	0	0	0.463137	0	0.0241459	0	0	0.00407438	0.0421951	0	0.00942247	0.00974845	0.0168166	0.00356364	0.00117575	0.00974712	0.677087	1.29226	0.935652	0.0541982
162	22.4815	-0.154151	22.6356	0.00484214	0.053042	0	0.0170957	0	0.00686828	0	0	0.00341729	0.0751333	0	0	0.463137	0	0.0302624	0	0	0.00547912	0.0449194	0	0.00942247	0.0099698	0.0190534	0.00433208	0.00117575	0.00677631	0.851588	1.25907	0.879386	0.115772
163	23.5411	-0.154151	23.6952	0.030747	0.0370231	0	0.0165282	0	0.00487151	0	0	0.00302612	0.0751333	0	0	0.151169	0	0.0301714	0	0	0.00874755	0.212245	0	0.00942247	0.0101683	0.0134916	0.00292572	0.00117575	0.00677631	0.557671	1.03525	0.92794	0.0413129
164	23.9693	-0.154151	24.1234	0.0326822	0.143602	0	0.0154182	0	0.00429525	0	0	0.00443716	0.0427507	0	0	0.10099	0	0.0259298	0	0	0.0123981	0.118918	0	0.00654982	0.00659504	0.0070738	0.00272854	0.00185967	0.00996762	0.430493	1.47078	0.809999	0.157318
165	21.9171	-0.154151	22.0712	0.0555234	0.242882	0	0.0134253	0	0.00429525	0	0	0.00584642	0.100974	0	0	0.0732649	0	0.0158787	0	0	0.0170621	0.185517	0	0.0102437	0.00641725	0.0074022	0.00230915	0.00188418	0.0130889	0.430493	1.81052	0.429497	0.51498
166	22.5242	-0.154151	22.6783	0.0253576	0.202032	0	0.032181	0	0.00429525	0	0	0.00948784	0.21177	0	0	0.0637426	0	0.0137128	0	0	0.0105816	0.137821	0	0.0102437	0.0056699	0.0103012	0.00330678	0.00178263	0.0155152	0.202452	1.81052	0.174591	0.800051
167	22.1217	-0.154151	22.2758	0.0455728	0.100811	0	0.020098	0	0.00651408	0	0	0.00794497	0.168161	0	0	0.0673493	0	0.0181326	0	0	0.00967927	0.154426	0	0.0102437	0.00379351	0.0103012	0.00330678	0.00203985	0.011521	0.215696	2.71592	0.407409	0.547018
168	21.082	-0.154151	21.2361	0.151861	0.0989412	0	0.0152202	0	0.0111261	0	0	0.0177641	0.177424	0	0	0.0897237	0	0.0178478	0	0	0.0100492	0.101174	0	0.00535833	0.00414118	0.0127203	0.00445326	0.00203985	0.0136981	0.187537	2.71592	0.12495	0.72319
169	19.7438	-0.154151	19.8979	0.284185	0.0448358	0	0.0190964	0	0.00577732	0	0	0.0133617	0.29756	0	0	0.208492	0	0.0166072	0	0	0.0068494	0.0837145	0	0.00696086	0.00411416	0.0146472	0.00668006	0.00171981	0.0212291	0.285142	2.71592	0.119751	0.596064
170	21.2803	-0.154151	21.4344	0.361314	0.0633975	0	0.0262142	0	0.00449233	0	0	0.00838949	0.409604	0	0	0.202961	0	0.0104084	0	0	0.00270319	0.100646	0	0.00796184	0.0034325	0.0175185	0.0118994	0.00211885	0.0195416	0.349459	1.28511	0.290574	0.348112
171	21.2709	-0.154151	21.425	0.236694	0.122107	0	0.0160008	0	0.0033819	0	0	0.00838949	0.405772	0	0	0.23327	0	0.00558884	0	0	0.00270319	0.100646	0	0.00837675	0.00462676	0.0175185	0.0175445	0.00211885	0.0303413	0.404593	1.28511	0.189857	0.573449
172	21.8894	-0.154151	22.0435	0.22619	0.110054	0	0.0329431	0	0.0033819	0	0	0.011289	0.450906	0	0	0.13069	0	0.007806	0	0	0.00353524	0.0824611	0	0.0128712	0.00217076	0.0145193	0.012872	0.00137508	0.032254	0.690728	1.28511	0.57405	0.199759
173	22.4972	-0.154151	22.6514	0.171459	0.0836625	0	0.0297435	0	0.00402678	0	0	0.0158385	0.208548	0	0	0.0718355	0	0.007806	0	0	0.00353524	0.113034	0	0.00600177	0.00252486	0.0261085	0.0366382	0.00198922	0.021539	0.481034	1.28727	0.614653	0.213888
