#RevBayes version (1.0.2)
#Build from development (ac3593) on Mon Oct 17 10:49:29 CDT 2016
Iteration	Posterior	Likelihood	Prior	allopatry	clock_bg	d[1][1][1]	d[1][1][2]	d[1][1][3]	d[1][2][1]	d[1][2][2]	d[1][2][3]	d[1][3][1]	d[1][3][2]	d[1][3][3]	d[2][1][1]	d[2][1][2]	d[2][1][3]	d[2][2][1]	d[2][2][2]	d[2][2][3]	d[2][3][1]	d[2][3][2]	d[2][3][3]	e[1][1]	e[1][2]	e[1][3]	e[2][1]	e[2][2]	e[2][3]	rates[1]	rates[2]	subset_sympatry	widespread_sympatry
264	17.2267	-0.154151	17.3809	0.126999	0.0240391	0	0.0387083	0	0.0205741	0	0	0.0266733	0.0577771	0	0	0.0573532	0	0.00376523	0	0	0.0525565	0.108139	0	0.000732692	0.0342315	0.00450998	0.000150277	0.017279	0.0190993	0.64125	2.00407	0.863798	0.00920322
265	15.9576	-0.154151	16.1117	0.0789394	0.0268319	0	0.0648886	0	0.0130684	0	0	0.0358503	0.0833862	0	0	0.052117	0	0.00270202	0	0	0.0264726	0.147307	0	0.00109287	0.056875	0.00450998	0.000104965	0.0251465	0.0178037	0.551504	1.22032	0.89382	0.0272406
266	18.0421	-0.154151	18.1962	0.255409	0.0289653	0	0.0400354	0	0.00492403	0	0	0.0358503	0.0564515	0	0	0.0579491	0	0.00526767	0	0	0.0279592	0.0774749	0	0.000951299	0.0638486	0.00450998	9.77584e-05	0.0328166	0.0259309	0.551504	0.754019	0.115763	0.628829
267	22.4603	-0.154151	22.6145	0.213534	0.0211479	0	0.0427151	0	0.00791635	0	0	0.0333156	0.0674759	0	0	0.053253	0	0.00284055	0	0	0.0215488	0.0836533	0	0.000951299	0.0419108	0.00383476	6.67132e-05	0.030053	0.0232588	0.985471	0.451407	0.122273	0.664193
268	22.8192	-0.154151	22.9733	0.1022	0.103341	0	0.0427151	0	0.0111906	0	0	0.0308523	0.068827	0	0	0.0441733	0	0.00355186	0	0	0.0219644	0.0836533	0	0.00101578	0.0329208	0.00208642	5.4149e-05	0.0231363	0.0141467	1.88923	0.449123	0.610597	0.287203
269	25.0887	-0.154151	25.2428	0.502712	0.172874	0	0.0358904	0	0.0158115	0	0	0.026569	0.117159	0	0	0.0411209	0	0.00447565	0	0	0.0256118	0.069701	0	0.00132311	0.0247566	0.00261103	7.07379e-05	0.0126029	0.00679072	1.1905	0.56214	0.23142	0.265868
270	26.7365	-0.154151	26.8907	0.502494	0.244027	0	0.0358904	0	0.0112425	0	0	0.0110026	0.122195	0	0	0.0344575	0	0.00248044	0	0	0.0164319	0.0957412	0	0.00104262	0.030421	0.00212351	3.05691e-05	0.0126029	0.00589288	0.907064	0.444005	0.231754	0.265753
271	27.0688	-0.154151	27.223	0.251344	0.0982314	0	0.0272481	0	0.0149305	0	0	0.0140998	0.138625	0	0	0.046236	0	0.00326143	0	0	0.0236723	0.0724694	0	0.00104262	0.0227669	0.00380761	4.28364e-05	0.0187767	0.00423858	0.907064	0.216126	0.547135	0.201522
272	26.8115	-0.154151	26.9657	0.480895	0.160168	0	0.0421602	0	0.0104297	0	0	0.00847266	0.0902773	0	0	0.0508283	0	0.00253962	0	0	0.0114174	0.0724694	0	0.00104262	0.0325045	0.00380761	4.28364e-05	0.0317568	0.00239428	0.638868	0.216126	0.384991	0.134114
273	24.519	-0.154151	24.6732	0.512975	0.0436965	0	0.0575714	0	0.0201876	0	0	0.00373153	0.0656543	0	0	0.038014	0	0.00272282	0	0	0.0115624	0.112289	0	0.00102637	0.0542002	0.00363224	3.13808e-05	0.0428251	0.00247531	0.638868	0.394888	0.380931	0.106094
274	25.2918	-0.154151	25.446	0.719031	0.0379925	0	0.0399156	0	0.0255062	0	0	0.00462402	0.0371707	0	0	0.0311208	0	0.00272282	0	0	0.0149825	0.153017	0	0.00102637	0.0303608	0.00438333	2.78577e-05	0.0429011	0.00285416	1.00521	0.394888	0.109201	0.171769
275	26.2954	-0.154151	26.4495	0.83976	0.0258943	0	0.0399156	0	0.0255062	0	0	0.00462402	0.0371707	0	0	0.0432488	0	0.00669947	0	0	0.00949199	0.138386	0	0.00167079	0.0380487	0.00315151	3.48285e-05	0.0375631	0.00212193	0.966964	0.526583	0.131934	0.028306
276	25.1149	-0.154151	25.2691	0.769421	0.0378768	0	0.0399156	0	0.0211824	0	0	0.00300005	0.0371707	0	0	0.0620375	0	0.00607376	0	0	0.00949199	0.138386	0	0.00125889	0.0521832	0.00405423	3.3025e-05	0.0321489	0.00212193	1.5444	0.762099	0.221918	0.00866058
277	24.3626	-0.154151	24.5167	0.768822	0.130116	0	0.0444844	0	0.0157234	0	0	0.00242337	0.0782936	0	0	0.0935392	0	0.0150797	0	0	0.00649264	0.131832	0	0.0011177	0.0264699	0.00405423	3.4405e-05	0.0376208	0.001463	2.42813	0.762099	0.221746	0.00943206
278	22.7783	-0.154151	22.9324	0.354725	0.149497	0	0.071198	0	0.0170453	0	0	0.00226011	0.0700509	0	0	0.0815592	0	0.0215602	0	0	0.00649264	0.131832	0	0.0011177	0.0230663	0.0025553	2.64087e-05	0.0395579	0.001463	3.00884	0.518533	0.332163	0.313112
279	23.1807	-0.154151	23.3349	0.127668	0.0824652	0	0.0978543	0	0.017347	0	0	0.00267271	0.0683677	0	0	0.0815592	0	0.0295883	0	0	0.00481311	0.0999849	0	0.0011177	0.0295969	0.00279276	2.68633e-05	0.0276161	0.00152179	2.86208	0.41653	0.364767	0.507564
280	23.9591	-0.154151	24.1133	0.0693626	0.0522443	0	0.0674451	0	0.0132658	0	0	0.00362858	0.0683677	0	0	0.0544904	0	0.0167087	0	0	0.00562852	0.1414	0	0.00117408	0.0381747	0.00279276	2.00886e-05	0.0251994	0.00166502	2.97252	0.479841	0.654877	0.275761
281	23.3626	-0.154151	23.5168	0.0450487	0.0826225	0	0.0834365	0	0.00983274	0	0	0.00343221	0.0922622	0	0	0.118552	0	0.0148899	0	0	0.00562852	0.1414	0	0.0010411	0.0381747	0.00362946	2.23497e-05	0.0251994	0.00151909	1.93446	0.479841	0.777807	0.177144
282	25.0126	-0.154151	25.1667	0.00236508	0.0661628	0	0.184453	0	0.0130502	0	0	0.00211903	0.0713083	0	0	0.13782	0	0.00923097	0	0	0.00488849	0.162331	0	0.00120614	0.0381747	0.00293218	2.23497e-05	0.0144212	0.00151909	1.73043	0.465885	0.431008	0.566627
283	24.6293	-0.154151	24.7835	0.00142849	0.119095	0	0.205121	0	0.0130502	0	0	0.0040969	0.0932494	0	0	0.0919126	0	0.0120591	0	0	0.00584059	0.115892	0	0.000914416	0.0340323	0.00201108	1.78934e-05	0.0102101	0.00186948	2.03656	0.465885	0.631339	0.367233
284	26.9418	-0.154151	27.0959	0.000416519	0.0781394	0	0.184128	0	0.0130502	0	0	0.0040969	0.0597482	0	0	0.0736781	0	0.0129943	0	0	0.00637123	0.0984091	0	0.00143392	0.012981	0.0015732	2.6364e-05	0.0111825	0.00186948	2.03656	0.49223	0.323407	0.676176
285	28.4691	-0.154151	28.6232	0.000561797	0.0614354	0	0.181702	0	0.0163323	0	0	0.0040969	0.0291854	0	0	0.0403256	0	0.0140916	0	0	0.00364828	0.103551	0	0.0034485	0.012981	0.00174285	2.98829e-05	0.0074334	0.0020137	1.4929	1.06643	0.0874183	0.91202
286	23.8907	-0.154151	24.0448	0.00125823	0.332791	0	0.120569	0	0.0270932	0	0	0.00571388	0.0291854	0	0	0.0334294	0	0.0189248	0	0	0.00851814	0.0821472	0	0.00270527	0.00679845	0.0012636	3.33289e-05	0.00474551	0.00307117	2.10094	1.42443	0.483128	0.515614
287	24.5243	-0.154151	24.6784	0.00289978	0.204725	0	0.167496	0	0.0303314	0	0	0.00372054	0.0281667	0	0	0.0174756	0	0.00899649	0	0	0.00981439	0.172746	0	0.00270527	0.00563111	0.0012636	2.53265e-05	0.00723925	0.00260252	2.02954	1.8506	0.514422	0.482678
288	20.5726	-0.154151	20.7268	0.000368053	0.314534	0	0.167496	0	0.0382262	0	0	0.00567774	0.0383462	0	0	0.0174756	0	0.0146302	0	0	0.00981439	0.281763	0	0.00309129	0.00682906	0.00189182	2.04377e-05	0.0107498	0.00766086	1.43678	2.2842	0.823601	0.176031
289	21.5394	-0.154151	21.6936	0.000502166	0.257366	0	0.0689958	0	0.0358644	0	0	0.003459	0.0700364	0	0	0.0173346	0	0.015625	0	0	0.0153616	0.240408	0	0.00684698	0.00441165	0.00137964	3.29704e-05	0.00659202	0.00708747	1.43678	2.2842	0.660225	0.339273
290	19.9782	-0.154151	20.1324	0.000313265	0.337581	0	0.0480143	0	0.0301133	0	0	0.00500748	0.0423499	0	0	0.0142352	0	0.0192429	0	0	0.0164532	0.240408	0	0.00312449	0.00488127	0.00161935	3.14492e-05	0.00659202	0.00365888	0.779935	2.2842	0.840521	0.159166
291	21.4367	-0.154151	21.5909	0.00599598	0.192193	0	0.106735	0	0.0291	0	0	0.00500748	0.0387808	0	0	0.0161636	0	0.0118479	0	0	0.0105048	0.29358	0	0.00564144	0.00492024	0.00161935	4.00053e-05	0.00544312	0.00245845	1.25889	2.2274	0.407614	0.58639
292	23.0385	-0.154151	23.1927	0.0352069	0.166747	0	0.0673081	0	0.0338458	0	0	0.00396736	0.0717585	0	0	0.0161636	0	0.00861862	0	0	0.0117038	0.29358	0	0.0049969	0.00448888	0.00161935	4.00053e-05	0.00351267	0.00299538	0.890598	1.68202	0.718723	0.24607
293	24.4197	-0.154151	24.5739	0.0643692	0.0935933	0	0.0673081	0	0.0175564	0	0	0.00303903	0.0226075	0	0	0.0148403	0	0.00679588	0	0	0.00617186	0.420415	0	0.00480036	0.00448888	0.00121236	2.49594e-05	0.00372905	0.00467063	0.907146	1.74199	0.589893	0.345738
294	25.0733	-0.154151	25.2274	0.208494	0.112313	0	0.0970178	0	0.0105797	0	0	0.0102967	0.0203698	0	0	0.0145462	0	0.0040914	0	0	0.00617186	0.311654	0	0.00726809	0.00448888	0.0011976	1.90012e-05	0.00542414	0.0058876	0.558778	1.74199	0.444445	0.347061
295	22.9364	-0.154151	23.0906	0.195976	0.0509448	0	0.110264	0	0.0134536	0	0	0.0129493	0.0176132	0	0	0.010502	0	0.00385605	0	0	0.00730285	0.286297	0	0.0142384	0.00528014	0.00182713	1.90012e-05	0.0189896	0.00299655	0.63133	1.86559	0.393341	0.410683
296	27.3313	-0.154151	27.4855	0.0415193	0.0369115	0	0.106836	0	0.0134536	0	0	0.0187754	0.0438876	0	0	0.010502	0	0.00385605	0	0	0.00911015	0.234066	0	0.0157896	0.00772369	0.00154036	1.60401e-05	0.00794554	0.00263955	0.590705	1.08546	0.273974	0.684507
297	28.576	-0.154151	28.7301	0.00495579	0.0233238	0	0.0961615	0	0.0134536	0	0	0.0100399	0.036447	0	0	0.0216234	0	0.00215478	0	0	0.00865381	0.355234	0	0.0199903	0.00772369	0.000997893	2.20297e-05	0.00282447	0.00203463	0.590705	1.08217	0.0327019	0.962342
298	25.9116	-0.154151	26.0657	0.0238794	0.0184418	0	0.123836	0	0.0167194	0	0	0.00621153	0.0675938	0	0	0.0216234	0	0.00121049	0	0	0.0152261	0.477763	0	0.0199903	0.0118979	0.0010938	2.85155e-05	0.00264289	0.00272248	0.590705	1.34697	0.0663153	0.909805
299	23.8999	-0.154151	24.054	0.122362	0.0104137	0	0.123836	0	0.0128835	0	0	0.00749392	0.051425	0	0	0.0779734	0	0.000685261	0	0	0.00671172	0.342871	0	0.0199903	0.0334912	0.0011593	2.25431e-05	0.00359226	0.00232528	0.691098	1.98001	0.148635	0.729003
300	24.4614	-0.154151	24.6156	0.657866	0.00625199	0	0.123836	0	0.0116727	0	0	0.0113783	0.051425	0	0	0.0897343	0	0.000808683	0	0	0.00527889	0.316473	0	0.0139579	0.0362214	0.00111989	5.51402e-05	0.00209005	0.00256329	0.853947	1.62614	0.168789	0.173346
301	21.7584	-0.154151	21.9126	0.828818	0.005987	0	0.100599	0	0.00514992	0	0	0.0129687	0.080528	0	0	0.0963352	0	0.000635799	0	0	0.00479592	0.344474	0	0.0135093	0.0549685	0.000708441	5.04625e-05	0.00183932	0.00194533	1.52366	1.62614	0.0835453	0.0876371
302	15.6756	-0.154151	15.8297	0.885608	0.00399167	0	0.154889	0	0.00405018	0	0	0.0134208	0.0703502	0	0	0.185017	0	0.000856021	0	0	0.00194609	0.344474	0	0.0355111	0.0805691	0.000759188	5.63299e-05	0.00308176	0.00238751	1.68354	1.5007	0.0880295	0.0263629
303	15.0034	-0.154151	15.1576	0.796468	0.00728696	0	0.179044	0	0.00453721	0	0	0.0147639	0.172958	0	0	0.227831	0	0.000771334	0	0	0.00145446	0.261	0	0.0295079	0.0805691	0.000440174	5.58084e-05	0.00351188	0.00218753	1.68354	1.80684	0.0984961	0.105036
304	17.7751	-0.154151	17.9293	0.46998	0.00861236	0	0.124767	0	0.00402232	0	0	0.0150866	0.200212	0	0	0.227831	0	0.0005761	0	0	0.00145446	0.247934	0	0.018818	0.0805691	0.000314983	7.73296e-05	0.00532365	0.00298288	1.17008	1.15871	0.156509	0.373511
305	19.3291	-0.154151	19.4832	0.674756	0.00973541	0	0.11656	0	0.00636141	0	0	0.00933847	0.128509	0	0	0.168745	0	0.000538413	0	0	0.00135575	0.255245	0	0.019562	0.0805691	0.000498343	5.78313e-05	0.0119233	0.00322497	0.57691	0.84859	0.145864	0.17938
306	16.6323	-0.154151	16.7865	0.553817	0.00707668	0	0.178299	0	0.0124237	0	0	0.00911892	0.0929586	0	0	0.139044	0	0.000552409	0	0	0.00253762	0.255245	0	0.0211012	0.0789347	0.000488648	3.98178e-05	0.0124313	0.00436967	0.245406	0.84859	0.263397	0.182786
307	20.3878	-0.154151	20.5419	0.491036	0.00936088	0	0.123994	0	0.0135151	0	0	0.0143798	0.0929586	0	0	0.104428	0	0.000882915	0	0	0.00249807	0.321268	0	0.017104	0.0322995	0.000488648	4.73031e-05	0.0127413	0.00993389	0.302394	1.14572	0.169277	0.339687
308	21.5823	-0.154151	21.7365	0.126121	0.012767	0	0.0553572	0	0.010474	0	0	0.0168475	0.0573199	0	0	0.104428	0	0.000783873	0	0	0.00249807	0.261629	0	0.0205253	0.0322995	0.000158262	5.39603e-05	0.0127413	0.0146964	0.484672	1.14572	0.552384	0.321495
309	21.3951	-0.154151	21.5492	0.430827	0.00703705	0	0.0553572	0	0.0137143	0	0	0.0113447	0.0482746	0	0	0.0959868	0	0.000938683	0	0	0.00183722	0.133936	0	0.0213298	0.0417835	0.000152559	6.38487e-05	0.0099638	0.0146964	0.632705	1.13735	0.48178	0.0873931
310	21.5509	-0.154151	21.7051	0.574453	0.00770142	0	0.114852	0	0.0137143	0	0	0.0113447	0.062681	0	0	0.133118	0	0.000357628	0	0	0.00123689	0.081715	0	0.0162392	0.0307103	0.000163196	6.38487e-05	0.00857942	0.0199753	1.41565	1.23887	0.378194	0.0473529
311	20.724	-0.154151	20.8781	0.547415	0.0174372	0	0.0991711	0	0.0206435	0	0	0.00903351	0.0465095	0	0	0.116166	0	0.000428534	0	0	0.000678156	0.0849413	0	0.0295705	0.0307103	0.000166356	6.38487e-05	0.00898069	0.0171783	1.06241	1.23887	0.417855	0.0347297
312	21.7659	-0.154151	21.9201	0.903413	0.0104888	0	0.167799	0	0.0206435	0	0	0.00447209	0.0235777	0	0	0.0744728	0	0.000359964	0	0	0.0015272	0.126372	0	0.0179884	0.0380305	0.000223839	0.000110512	0.0144835	0.0171783	0.262438	1.12674	0.0693623	0.0272246
313	21.2223	-0.154151	21.3764	0.73113	0.00658348	0	0.213032	0	0.0206435	0	0	0.00517385	0.0306991	0	0	0.0796003	0	0.000322009	0	0	0.00163504	0.122169	0	0.0183511	0.0407508	0.000204093	0.000305143	0.00768043	0.0201279	0.262438	1.20056	0.193085	0.0757855
314	23.3936	-0.154151	23.5478	0.667293	0.00623261	0	0.20142	0	0.0139797	0	0	0.0051085	0.0139135	0	0	0.048448	0	0.000677014	0	0	0.0028771	0.153926	0	0.0194687	0.030192	0.000320257	0.000211178	0.011983	0.019515	0.343231	1.49599	0.176226	0.156481
315	26.8031	-0.154151	26.9572	0.243	0.0103991	0	0.10759	0	0.00804963	0	0	0.00547636	0.0139135	0	0	0.048448	0	0.00121634	0	0	0.00378929	0.200877	0	0.0228728	0.0148858	0.000386072	0.000166734	0.00820602	0.0149991	0.343231	1.49599	0.466667	0.290332
316	24.192	-0.154151	24.3462	0.138671	0.0118427	0	0.102794	0	0.00791501	0	0	0.0118676	0.0139135	0	0	0.0733844	0	0.000795161	0	0	0.00331017	0.11331	0	0.0295095	0.0148376	0.000386072	0.0002268	0.00515634	0.0207374	0.35594	1.09367	0.300612	0.560717
317	20.0797	-0.154151	20.2339	0.755342	0.0219381	0	0.103727	0	0.0108659	0	0	0.0158107	0.0139135	0	0	0.0754039	0	0.000481771	0	0	0.00683455	0.176748	0	0.0506018	0.0132427	0.000371325	0.000172651	0.0047735	0.0207374	0.438182	1.56632	0.165073	0.0795847
318	23.939	-0.154151	24.0931	0.687803	0.038806	0	0.100049	0	0.00993554	0	0	0.0184936	0.0158213	0	0	0.0754039	0	0.000690553	0	0	0.00620139	0.177247	0	0.0343601	0.00882641	0.000371325	0.000172651	0.0047735	0.0207374	0.537534	1.04873	0.279728	0.032469
319	24.3107	-0.154151	24.4649	0.882055	0.0515327	0	0.128466	0	0.00777463	0	0	0.0213176	0.010771	0	0	0.12097	0	0.000889102	0	0	0.00989069	0.257526	0	0.026961	0.00882641	0.000480253	0.000224176	0.00236083	0.0205317	0.537534	0.617717	0.0763064	0.041639
320	21.5877	-0.154151	21.7419	0.728615	0.113185	0	0.146361	0	0.00585029	0	0	0.0139555	0.010771	0	0	0.118124	0	0.00253708	0	0	0.00662646	0.257526	0	0.0294923	0.00761927	0.000493418	0.00028606	0.00201576	0.0205317	0.394898	1.01648	0.201815	0.0695702
321	20.2849	-0.154151	20.4391	0.352224	0.0936057	0	0.224985	0	0.00774536	0	0	0.0132939	0.00878614	0	0	0.118124	0	0.00379138	0	0	0.0125912	0.259729	0	0.0313928	0.00761927	0.000352962	0.000574366	0.00201576	0.0221286	0.638508	1.01648	0.0775167	0.57026
322	17.9035	-0.154151	18.0577	0.0250778	0.0974124	0	0.174896	0	0.0154131	0	0	0.0119657	0.00878614	0	0	0.0711805	0	0.00264943	0	0	0.00988813	0.235181	0	0.0651231	0.00506319	0.00046237	0.000894643	0.00168803	0.0345059	0.638508	1.30657	0.00672904	0.968193
323	18.6491	-0.154151	18.8032	0.0248387	0.0914789	0	0.174896	0	0.00725628	0	0	0.00797684	0.0052035	0	0	0.140982	0	0.00263784	0	0	0.00793945	0.235181	0	0.0573703	0.00248437	0.00046237	0.000894643	0.0017449	0.0485924	0.530244	0.847495	0.0161962	0.958965
324	16.2667	-0.154151	16.4208	0.0319404	0.125208	0	0.263163	0	0.00633801	0	0	0.0159505	0.0052035	0	0	0.177236	0	0.00257555	0	0	0.00793945	0.235181	0	0.0573703	0.00200961	0.00133326	0.000890369	0.000914031	0.0500484	0.530244	0.826424	0.0179741	0.950085
325	16.53	-0.154151	16.6841	0.111384	0.197708	0	0.249587	0	0.00527906	0	0	0.00988216	0.00449999	0	0	0.255249	0	0.00482216	0	0	0.00793945	0.132557	0	0.0438324	0.00206213	0.00133326	0.00145556	0.00231194	0.0500484	0.530244	1.30379	0.238758	0.649858
326	15.9585	-0.154151	16.1127	0.0592219	0.363898	0	0.175722	0	0.00527906	0	0	0.00820855	0.00399814	0	0	0.255249	0	0.00994863	0	0	0.00915568	0.11715	0	0.0339867	0.00181168	0.00106516	0.00121352	0.0019384	0.0455842	0.530244	0.897586	0.23596	0.704818
327	16.321	-0.154151	16.4752	0.240273	0.421211	0	0.11851	0	0.00781948	0	0	0.00569403	0.00399814	0	0	0.200592	0	0.0208394	0	0	0.00764863	0.142725	0	0.0266984	0.00136636	0.000476473	0.000704522	0.0019384	0.0441531	0.656443	1.02705	0.281187	0.478541
328	17.813	-0.154151	17.9672	0.253644	0.405858	0	0.173401	0	0.0115645	0	0	0.00405981	0.00399814	0	0	0.266483	0	0.0207778	0	0	0.00923519	0.142725	0	0.0118146	0.00119364	0.000390332	0.000704522	0.00244194	0.0484083	0.638333	1.02705	0.505302	0.241054
329	17.6228	-0.154151	17.7769	0.257936	0.400124	0	0.101446	0	0.00982361	0	0	0.00329122	0.0027079	0	0	0.293414	0	0.0207778	0	0	0.0137478	0.142725	0	0.0163378	0.00118707	0.000544697	0.000872157	0.00320793	0.0484083	0.629661	1.88697	0.513854	0.22821
330	17.3826	-0.154151	17.5368	0.438069	0.173663	0	0.101446	0	0.0161531	0	0	0.00577226	0.00246764	0	0	0.343178	0	0.0207778	0	0	0.0264633	0.142021	0	0.0237532	0.00171044	0.000809922	0.00102725	0.00385537	0.0484083	0.415339	1.88697	0.3698	0.192131
331	22.3206	-0.154151	22.4747	0.251122	0.116091	0	0.0367485	0	0.0129023	0	0	0.00534044	0.00465356	0	0	0.298914	0	0.0129393	0	0	0.0185915	0.153685	0	0.0237532	0.000579091	0.000771948	0.000675298	0.00385537	0.0340686	0.415339	1.19991	0.710845	0.038033
332	22.333	-0.154151	22.4872	0.259239	0.0900661	0	0.0367485	0	0.00884219	0	0	0.00476914	0.00285402	0	0	0.419293	0	0.00915684	0	0	0.0181522	0.112031	0	0.0355686	0.0010324	0.00102175	0.000673101	0.00372434	0.0340686	1.02058	0.984548	0.691243	0.0495184
333	21.8531	-0.154151	22.0073	0.0465197	0.122683	0	0.0367485	0	0.0106018	0	0	0.0075756	0.00148373	0	0	0.257573	0	0.00639377	0	0	0.0228723	0.0617293	0	0.0313818	0.000951617	0.00132999	0.000746665	0.00286681	0.0340686	1.03277	1.04562	0.944594	0.00888594
334	22.4952	-0.154151	22.6494	0.163027	0.1209	0	0.0540725	0	0.00916341	0	0	0.00952338	0.00179659	0	0	0.229334	0	0.00639377	0	0	0.0141838	0.052503	0	0.0313818	0.000869357	0.00107199	0.00070389	0.00598764	0.0340686	1.07667	1.41173	0.816746	0.0202276
335	21.8811	-0.154151	22.0352	0.239188	0.0826399	0	0.034927	0	0.0157161	0	0	0.0112258	0.00158555	0	0	0.298628	0	0.0104924	0	0	0.0327667	0.052503	0	0.0192678	0.000956624	0.000456511	0.000542471	0.00434846	0.0258353	0.855572	1.41173	0.722363	0.0384494
336	22.6623	-0.154151	22.8164	0.545504	0.30983	0	0.0329362	0	0.0133962	0	0	0.0136713	0.00158555	0	0	0.214597	0	0.0130033	0	0	0.024365	0.0633896	0	0.0320134	0.00105513	0.000572877	0.000542471	0.00392838	0.0155819	0.509146	1.08521	0.366806	0.0876898
337	23.1153	-0.154151	23.2695	0.247346	0.341743	0	0.0335381	0	0.00562154	0	0	0.0192832	0.00103023	0	0	0.216343	0	0.0184677	0	0	0.0234045	0.0614894	0	0.0218086	0.00270892	0.000322776	0.000542471	0.00335713	0.0128158	0.91879	1.08521	0.7094	0.0432534
338	20.181	-0.154151	20.3351	0.264394	0.438943	0	0.0374838	0	0.00352266	0	0	0.0230867	0.0012997	0	0	0.297484	0	0.0196911	0	0	0.0328753	0.0870768	0	0.023056	0.0015464	0.000170856	0.000542471	0.00335713	0.00837814	0.780224	1.14171	0.625001	0.110605
339	22.0346	-0.154151	22.1888	0.553913	0.422261	0	0.0366752	0	0.00584359	0	0	0.0182704	0.00235245	0	0	0.189013	0	0.0196911	0	0	0.0209945	0.183994	0	0.0265152	0.00230957	0.000235746	0.000359589	0.00316903	0.00747406	0.438152	1.28477	0.173347	0.27274
340	27.6492	-0.154151	27.8034	0.39245	0.0945551	0	0.0440802	0	0.00584359	0	0	0.00867187	0.00230809	0	0	0.290667	0	0.0196911	0	0	0.00527746	0.183994	0	0.0214363	0.00523335	0.000243486	0.000359589	0.00359226	0.00747406	0.469071	0.796348	0.373044	0.234506
341	27.2743	-0.154151	27.4285	0.203406	0.0913547	0	0.051018	0	0.00516676	0	0	0.00896181	0.00086092	0	0	0.290667	0	0.00873731	0	0	0.00773467	0.142414	0	0.026509	0.0107648	0.000243486	0.000381997	0.00359226	0.00709572	0.567277	0.659508	0.659511	0.137083
342	26.9175	-0.154151	27.0717	0.435158	0.0459278	0	0.0366409	0	0.00735709	0	0	0.00597696	0.00130513	0	0	0.47006	0	0.00918778	0	0	0.00781165	0.142414	0	0.0077095	0.00573248	0.000243486	0.000353818	0.00650338	0.00851479	0.789935	0.716084	0.435261	0.129581
343	27.5481	-0.154151	27.7023	0.940742	0.0944603	0	0.0249271	0	0.0121849	0	0	0.0047289	0.00130513	0	0	0.310539	0	0.0112144	0	0	0.00731984	0.122247	0	0.0101933	0.00674331	0.000329132	0.00100972	0.00570509	0.00920211	0.789935	1.00281	0.0280568	0.0312013
344	27.5696	-0.154151	27.7237	0.940742	0.266227	0	0.0245664	0	0.0160345	0	0	0.0047289	0.00123909	0	0	0.254591	0	0.00793267	0	0	0.00592282	0.0778581	0	0.00664883	0.0047112	0.000852662	0.00090567	0.00570509	0.00677837	0.639325	0.861374	0.0280568	0.0312013
345	25.8808	-0.154151	26.035	0.980235	0.213563	0	0.0361258	0	0.0160345	0	0	0.00309294	0.00199319	0	0	0.378772	0	0.00972186	0	0	0.00592282	0.0805735	0	0.00753639	0.00349233	0.000852662	0.00101824	0.00741927	0.00994953	0.778702	0.861374	0.00900522	0.0107598
346	22.3193	-0.154151	22.4735	0.281609	0.148923	0	0.0543374	0	0.0150571	0	0	0.00403435	0.00199319	0	0	0.29275	0	0.0156291	0	0	0.008997	0.0805735	0	0.00753639	0.00417594	0.000852662	0.00187502	0.0134042	0.0196878	0.765976	1.11348	0.0285077	0.689883
347	22.5828	-0.154151	22.7369	0.578951	0.123156	0	0.0661141	0	0.0156767	0	0	0.00267212	0.00259543	0	0	0.261976	0	0.0222028	0	0	0.00882977	0.0408751	0	0.00433557	0.00941438	0.00162443	0.00147095	0.015455	0.0106932	0.88308	1.11348	0.0149587	0.406091
348	20.0772	-0.154151	20.2313	0.698973	0.406915	0	0.0528689	0	0.0207731	0	0	0.00206189	0.00259543	0	0	0.261976	0	0.0104676	0	0	0.0101528	0.0408751	0	0.00507435	0.00980195	0.00113668	0.000742829	0.015455	0.0129976	0.88308	1.11348	0.141204	0.159823
349	20.0128	-0.154151	20.1669	0.460516	0.328899	0	0.13457	0	0.0207731	0	0	0.00272139	0.00302161	0	0	0.449995	0	0.0138039	0	0	0.00841193	0.0518744	0	0.00812273	0.0118448	0.000985603	0.000452672	0.0106214	0.0119376	0.657365	1.1081	0.279337	0.260147
350	22.6798	-0.154151	22.834	0.285082	0.307451	0	0.139804	0	0.0220701	0	0	0.00468827	0.00137447	0	0	0.199393	0	0.00821193	0	0	0.00841193	0.0773244	0	0.00345949	0.0134978	0.000985603	0.00110517	0.0100938	0.0108961	1.26749	0.696467	0.26438	0.450538
351	16.6173	-0.154151	16.7714	0.143281	0.307451	0	0.192458	0	0.0220701	0	0	0.00508266	0.000653901	0	0	0.199393	0	0.00866206	0	0	0.0125572	0.118163	0	0.00440243	0.0174384	0.000667996	0.00143275	0.00667979	0.0094258	0.874089	1.13404	0.146982	0.709737
352	16.3518	-0.154151	16.5059	0.508319	0.172191	0	0.163265	0	0.0248273	0	0	0.011918	0.000727728	0	0	0.142997	0	0.0115282	0	0	0.0110924	0.074255	0	0.00272142	0.0197556	0.000376949	0.00264615	0.00667979	0.01144	0.874089	1.13404	0.0356153	0.456066
353	18.0066	-0.154151	18.1608	0.15158	0.263406	0	0.163265	0	0.0217545	0	0	0.0162018	0.000585597	0	0	0.10182	0	0.0120963	0	0	0.00986662	0.074255	0	0.00166591	0.00551009	0.000472613	0.00276559	0.00407149	0.01144	0.874089	1.79216	0.0239328	0.824487
