Iteration	Posterior	Likelihood	Prior	clock_bg	extirpation_rate[1]	extirpation_rate[2]	extirpation_rate[3]	dispersal_rate[1][1]	dispersal_rate[1][2]	dispersal_rate[2][1]	dispersal_rate[2][2]	dispersal_rate[3][1]	dispersal_rate[3][2]	allopatry_prob	sympatry_prob
469	-1617.87	-48.488	-1569.39	0.551769	0.174969	0.236725	0.191305	0.0797407	0.0861023	0.066663	0.0262612	0.00555462	0.293415	0.321831	0.678169
470	-1616.87	-49.2943	-1567.57	0.442275	0.152217	0.209096	0.192673	0.0757848	0.0850253	0.048912	0.0262612	0.00555462	0.293415	0.321831	0.678169
471	-1617.09	-48.0487	-1569.04	0.438037	0.152217	0.246505	0.312073	0.0718096	0.0967642	0.0327229	0.0305763	0.00399428	0.293415	0.321831	0.678169
472	-1617.86	-48.9464	-1568.91	0.354055	0.152217	0.246505	0.364376	0.0718096	0.0972731	0.0589213	0.0223919	0.00399428	0.293415	0.321831	0.678169
473	-1617.03	-49.6432	-1567.39	0.356985	0.101089	0.246505	0.249169	0.0718096	0.101789	0.0589213	0.0367138	0.00644196	0.293415	0.230861	0.769139
474	-1618.05	-46.9845	-1571.06	0.446763	0.128205	0.3684	0.319343	0.0559951	0.101789	0.0589213	0.0367138	0.00644196	0.367853	0.230861	0.769139
475	-1616.09	-46.3317	-1569.76	0.428174	0.128205	0.3684	0.319343	0.0559951	0.0895626	0.0496333	0.0367138	0.00766556	0.325727	0.0715587	0.928441
476	-1617.65	-45.4148	-1572.24	0.517198	0.168313	0.3684	0.319343	0.0559951	0.0561541	0.0352818	0.0395224	0.00766556	0.491548	0.0682152	0.931785
477	-1616.89	-46.6714	-1570.22	0.415478	0.141178	0.40915	0.319343	0.0559951	0.0561541	0.0352818	0.0711242	0.0109032	0.36068	0.0466163	0.953384
478	-1615.49	-45.765	-1569.73	0.559992	0.141178	0.232614	0.309044	0.0559951	0.0445722	0.0352818	0.0760638	0.0109032	0.36068	0.0466163	0.953384
479	-1616.51	-45.076	-1571.43	0.528938	0.141178	0.29767	0.404084	0.0610636	0.0445722	0.0352818	0.0760638	0.010374	0.36068	0.102755	0.897245
480	-1618.33	-43.3066	-1575.03	0.779691	0.141178	0.410226	0.404084	0.0540489	0.0543173	0.0230737	0.0817819	0.010374	0.36068	0.102755	0.897245
481	-1619.13	-44.2549	-1574.87	0.742596	0.193862	0.410226	0.404084	0.0540489	0.0543173	0.0171468	0.0920291	0.00537191	0.330459	0.102755	0.897245
482	-1619.94	-48.2562	-1571.68	0.479577	0.257571	0.328123	0.346419	0.0540489	0.0543173	0.0171468	0.0920291	0.00483108	0.330459	0.167254	0.832746
483	-1622.49	-45.7824	-1576.7	0.489428	0.236493	0.328123	0.778264	0.10168	0.0543173	0.0629169	0.0920291	0.00483108	0.326876	0.136507	0.863493
484	-1622.15	-45.4845	-1576.66	0.638682	0.236493	0.241925	0.769834	0.0620836	0.0543173	0.0451232	0.0920291	0.0033451	0.326876	0.136507	0.863493
485	-1617.89	-45.2522	-1572.63	0.550264	0.200697	0.241925	0.604034	0.031237	0.0572983	0.0451232	0.0604686	0.00162358	0.275262	0.136507	0.863493
486	-1615.19	-46.1424	-1569.05	0.54623	0.172608	0.158781	0.435617	0.0456675	0.0572983	0.0451232	0.0673532	0.00172848	0.174901	0.150536	0.849464
487	-1618.62	-49.0816	-1569.54	0.387342	0.172608	0.159694	0.596477	0.0547737	0.0572983	0.0666157	0.0673532	0.00172848	0.174901	0.224479	0.775521
488	-1619.68	-50.4889	-1569.19	0.333691	0.172608	0.159694	0.613287	0.0627145	0.0572983	0.102271	0.0673532	0.00172848	0.174901	0.0823333	0.917667
489	-1618.85	-48.6902	-1570.16	0.416463	0.172608	0.159694	0.613287	0.0627145	0.0540783	0.102271	0.0673532	0.00105517	0.174901	0.123609	0.876391
490	-1618.18	-47.3002	-1570.88	0.45655	0.172608	0.220062	0.613287	0.0637442	0.0540783	0.102271	0.0378479	0.00122819	0.174901	0.123609	0.876391
491	-1618.7	-47.2321	-1571.47	0.45655	0.26259	0.220062	0.613287	0.0483319	0.0693563	0.106622	0.0234656	0.001287	0.174901	0.0771957	0.922804
492	-1620.09	-44.9935	-1575.1	0.816387	0.26259	0.220062	0.613287	0.0392078	0.0693563	0.106622	0.0234656	0.000823064	0.174901	0.103336	0.896664
493	-1618.01	-45.2636	-1572.75	0.625469	0.26259	0.220062	0.613287	0.0399606	0.0693563	0.0754159	0.0277734	0.00116061	0.151917	0.114045	0.885955
494	-1618.15	-45.5603	-1572.59	0.604761	0.171726	0.220062	0.613287	0.0399606	0.0693563	0.0754159	0.0206734	0.00180006	0.24178	0.153571	0.846429
495	-1618.84	-47.2061	-1571.64	0.407649	0.265466	0.245154	0.580639	0.0403851	0.0693563	0.0863122	0.0206734	0.00180006	0.24178	0.170382	0.829618
496	-1617.7	-46.1537	-1571.54	0.506658	0.191942	0.301418	0.580639	0.0403851	0.0516961	0.0863122	0.0206734	0.00145326	0.168767	0.170382	0.829618
497	-1617.43	-45.3082	-1572.12	0.612948	0.169777	0.261989	0.580639	0.0514041	0.0724438	0.0863122	0.0206734	0.0012209	0.168767	0.109294	0.890706
498	-1616.91	-45.2561	-1571.66	0.593518	0.169777	0.367803	0.460513	0.0519628	0.0698648	0.0757425	0.0206734	0.0012209	0.168767	0.109294	0.890706
499	-1617.86	-48.4146	-1569.45	0.466115	0.169777	0.391516	0.313581	0.0519628	0.0698648	0.083695	0.0417042	0.00192264	0.168767	0.109294	0.890706
500	-1617.08	-48.0101	-1569.07	0.419267	0.169777	0.391516	0.378777	0.0435705	0.051054	0.0535779	0.0417042	0.00295271	0.168767	0.109294	0.890706
501	-1620.1	-45.5148	-1574.58	0.708802	0.258045	0.391516	0.378777	0.0435705	0.051054	0.0904651	0.081481	0.00295271	0.24373	0.185132	0.814868
502	-1620.9	-47.7732	-1573.13	0.476848	0.258045	0.407076	0.516782	0.0655043	0.0530066	0.06237	0.081481	0.00295271	0.182083	0.180067	0.819933
503	-1619.4	-46.5771	-1572.82	0.574591	0.185004	0.318414	0.516782	0.0534286	0.0558363	0.06237	0.108368	0.00295271	0.182083	0.279185	0.720815
504	-1620.75	-52.9877	-1567.76	0.337059	0.174707	0.318414	0.274481	0.035322	0.0585187	0.06237	0.108368	0.00295271	0.182083	0.279185	0.720815
505	-1618.1	-50.4195	-1567.68	0.330354	0.174707	0.270643	0.274481	0.0373419	0.0585187	0.0689839	0.0888093	0.00330628	0.274298	0.110668	0.889332
506	-1617.59	-49.4122	-1568.18	0.351038	0.170534	0.270643	0.274481	0.117072	0.035741	0.0745123	0.0600872	0.00284607	0.274298	0.110668	0.889332
507	-1616.02	-48.6962	-1567.32	0.440983	0.279814	0.299016	0.179523	0.0732823	0.0220021	0.0745123	0.0364988	0.00284607	0.193177	0.0333304	0.96667
508	-1614.81	-45.9493	-1568.86	0.498004	0.279814	0.309332	0.289272	0.0569219	0.0220021	0.0745123	0.030006	0.00284607	0.193177	0.0333304	0.96667
509	-1616.24	-43.9948	-1572.25	0.759492	0.305865	0.258047	0.289272	0.0865161	0.0220021	0.0608858	0.030006	0.00316111	0.243012	0.0715243	0.928476
510	-1614.06	-44.4734	-1569.59	0.59998	0.254867	0.258047	0.289272	0.0865161	0.025005	0.0608858	0.0208173	0.0022712	0.221424	0.0405586	0.959441
511	-1613.17	-45.0836	-1568.09	0.584211	0.185214	0.258047	0.302732	0.0865161	0.025005	0.0588796	0.0208173	0.0022712	0.135052	0.0499468	0.950053
512	-1613.55	-44.8462	-1568.71	0.704345	0.130808	0.278264	0.26348	0.0865161	0.025005	0.0588796	0.0287529	0.00185382	0.142875	0.0499468	0.950053
513	-1612.99	-47.1837	-1565.81	0.425957	0.130808	0.278264	0.268967	0.0865161	0.0202627	0.0466416	0.0287529	0.00204273	0.142875	0.0499468	0.950053
514	-1612.65	-48.0111	-1564.63	0.396147	0.130808	0.278264	0.268967	0.0865161	0.0202627	0.0401357	0.0404148	0.00178308	0.142875	0.0074976	0.992502
515	-1613.21	-48.6978	-1564.52	0.361056	0.130808	0.288036	0.268967	0.0865161	0.0202627	0.0383707	0.0404148	0.00178308	0.158126	0.0074976	0.992502
516	-1613.82	-49.4638	-1564.36	0.340766	0.0922733	0.300712	0.268967	0.0865161	0.0307923	0.0575887	0.0404148	0.00230249	0.158126	0.0074976	0.992502
517	-1614.8	-45.7492	-1569.05	0.549867	0.135594	0.300712	0.362397	0.0865161	0.0307923	0.0575887	0.101515	0.00278979	0.220047	0.0074976	0.992502
518	-1613.75	-46.6128	-1567.14	0.479899	0.106054	0.218073	0.362397	0.0631058	0.0450992	0.0575887	0.101515	0.00278979	0.220047	0.0074976	0.992502
519	-1612.94	-44.5768	-1568.37	0.666151	0.110851	0.218073	0.339611	0.0631058	0.0261741	0.0363465	0.0963721	0.00279918	0.220047	0.0074976	0.992502
520	-1612.36	-45.1035	-1567.26	0.6675	0.13974	0.17234	0.329948	0.0631058	0.0261741	0.0363465	0.0963721	0.00345064	0.133719	0.0074976	0.992502
521	-1611.1	-45.7206	-1565.38	0.557993	0.0679693	0.145949	0.329948	0.0590947	0.0288554	0.0265215	0.0963721	0.00348536	0.164255	0.0074976	0.992502
522	-1610.77	-44.4284	-1566.34	0.600298	0.0679693	0.225695	0.329948	0.0461298	0.0228555	0.024632	0.0918872	0.00348536	0.164255	0.0074976	0.992502
523	-1612.82	-43.4871	-1569.33	0.882019	0.0679693	0.261999	0.329948	0.0478953	0.0228555	0.0257581	0.0918872	0.00241106	0.143126	0.0074976	0.992502
524	-1612.39	-44.2324	-1568.16	0.568819	0.092556	0.303678	0.391581	0.0395695	0.0304455	0.0257581	0.0918872	0.00396759	0.210642	0.0074976	0.992502
525	-1612.01	-43.8035	-1568.2	0.68963	0.101234	0.196806	0.391581	0.0348735	0.0304455	0.0257581	0.0793065	0.00285338	0.210642	0.0074976	0.992502
526	-1613.64	-44.3066	-1569.33	0.895777	0.101234	0.148504	0.391581	0.0348735	0.0304455	0.0257581	0.136936	0.00299546	0.107861	0.0074976	0.992502
527	-1615.25	-43.924	-1571.33	1.08463	0.107941	0.148504	0.391581	0.0387606	0.0304455	0.0258771	0.136936	0.00313196	0.107861	0.0074976	0.992502
528	-1612.25	-46.1541	-1566.1	0.634589	0.107941	0.0930242	0.391581	0.0245407	0.0350929	0.0390554	0.115943	0.00313196	0.107861	0.0074976	0.992502
529	-1611.63	-46.6348	-1565	0.533392	0.119926	0.0930242	0.391581	0.0234063	0.0366356	0.0506193	0.0792334	0.00409015	0.110732	0.0074976	0.992502
530	-1611.68	-48.0482	-1563.63	0.528284	0.0745683	0.0930242	0.337788	0.0181243	0.0366356	0.0506193	0.0888954	0.00409015	0.0734143	0.0074976	0.992502
531	-1614.78	-46.4207	-1568.35	0.890063	0.0745683	0.0930242	0.34447	0.0207104	0.0420565	0.0455637	0.0888954	0.00435319	0.0734143	0.0597499	0.94025
532	-1611.5	-47.2385	-1564.26	0.47607	0.0555738	0.0930242	0.34447	0.0207104	0.0420565	0.0455637	0.0677265	0.00645061	0.115979	0.0597499	0.94025
533	-1611.08	-46.6226	-1564.45	0.492819	0.0360499	0.12521	0.34447	0.0207104	0.0420565	0.0455637	0.056164	0.00548777	0.118547	0.0597499	0.94025
534	-1611.27	-44.7986	-1566.47	0.526155	0.0461385	0.12521	0.506663	0.0168412	0.0420565	0.0229101	0.0653323	0.00775915	0.12968	0.0597499	0.94025
535	-1611.18	-44.1835	-1566.99	0.567336	0.0732851	0.143839	0.506663	0.0168412	0.0420565	0.0166753	0.0422451	0.00775915	0.12968	0.0533628	0.946637
536	-1609.43	-43.9804	-1565.45	0.536315	0.0583392	0.155878	0.386415	0.0151127	0.0420565	0.017824	0.0424628	0.00775915	0.12968	0.0533628	0.946637
537	-1609.38	-45.3525	-1564.03	0.430018	0.0583392	0.1446	0.301711	0.0147821	0.0341972	0.0289226	0.0424628	0.0133714	0.181538	0.0533628	0.946637
538	-1611.21	-44.4448	-1566.77	0.65421	0.0698977	0.1446	0.359837	0.0216261	0.0296988	0.0289226	0.0424628	0.0102574	0.162442	0.0533628	0.946637
539	-1610.51	-46.7007	-1563.81	0.339818	0.0442877	0.146649	0.359837	0.0226735	0.034772	0.0289226	0.0424628	0.0105839	0.162442	0.116765	0.883235
540	-1611.06	-44.2306	-1566.83	0.658906	0.0594093	0.140643	0.38153	0.0290563	0.0315288	0.0253274	0.0424628	0.0164791	0.109162	0.116765	0.883235
541	-1610.69	-43.6859	-1567.01	0.655838	0.0838268	0.140643	0.398957	0.0465728	0.0177655	0.0223941	0.0555708	0.0164791	0.109162	0.0540829	0.945917
542	-1612.49	-45.1041	-1567.38	0.737396	0.0415639	0.140643	0.398957	0.0413177	0.0128454	0.0330104	0.0555708	0.0140429	0.109162	0.0540829	0.945917
543	-1610.68	-45.5887	-1565.09	0.48876	0.0901541	0.0990648	0.398957	0.0522823	0.0152444	0.0260642	0.0634	0.0123418	0.109162	0.0540829	0.945917
544	-1609.9	-45.88	-1564.02	0.535694	0.0901541	0.112335	0.198351	0.0332515	0.013988	0.0204334	0.0634	0.0123418	0.168081	0.0540829	0.945917
545	-1609.69	-45.8994	-1563.79	0.535694	0.0870105	0.112335	0.183314	0.0332515	0.013988	0.0181411	0.0602769	0.0131718	0.168081	0.0540829	0.945917
546	-1609.57	-46.3337	-1563.24	0.529471	0.0596733	0.103273	0.183314	0.0332515	0.013988	0.0232324	0.0379147	0.0136774	0.168081	0.0596082	0.940392
547	-1608.2	-47.4087	-1560.79	0.327527	0.0596733	0.109759	0.177663	0.0208442	0.0118863	0.0232324	0.0379147	0.0132168	0.12844	0.0755891	0.924411
548	-1607.18	-44.6219	-1562.56	0.562561	0.0456209	0.109759	0.177663	0.0208442	0.0118863	0.0119761	0.0460248	0.0195393	0.0808732	0.0755891	0.924411
549	-1607.43	-46.5916	-1560.84	0.387479	0.0328138	0.109759	0.177663	0.0208442	0.0118863	0.0119761	0.0460248	0.0305764	0.0853969	0.0755891	0.924411
550	-1607.89	-46.2199	-1561.67	0.404968	0.0224974	0.169429	0.177663	0.0208442	0.0127835	0.0119761	0.0460248	0.0271516	0.104218	0.0756182	0.924382
551	-1609.8	-43.4253	-1566.38	0.750465	0.0224974	0.169429	0.306343	0.0168271	0.0189478	0.0119761	0.0460248	0.021582	0.104218	0.0756182	0.924382
552	-1607.7	-43.9706	-1563.73	0.454343	0.0294085	0.18561	0.306343	0.0106277	0.0130178	0.0119761	0.0365854	0.021582	0.104218	0.149481	0.850519
553	-1608.38	-42.9274	-1565.45	0.631236	0.0294085	0.227253	0.273931	0.0106277	0.0130178	0.0105631	0.0248114	0.0207592	0.104218	0.149481	0.850519
554	-1608.84	-43.8112	-1565.03	0.544068	0.0490219	0.227253	0.273931	0.0137586	0.0130178	0.0130458	0.03738	0.0207592	0.104218	0.179429	0.820571
555	-1609.36	-45.3658	-1564	0.444623	0.026733	0.227253	0.273931	0.0137586	0.00985239	0.0100705	0.0660922	0.0166839	0.104218	0.179429	0.820571
556	-1607.43	-44.24	-1563.19	0.486467	0.0287075	0.149459	0.273931	0.0137586	0.0116771	0.0150493	0.0402871	0.0166839	0.0879724	0.135245	0.864755
557	-1608.74	-46.5573	-1562.18	0.427683	0.0239177	0.0938384	0.241844	0.0137586	0.0116771	0.0258933	0.0402871	0.0166839	0.141662	0.0980065	0.901993
558	-1607.55	-44.7015	-1562.85	0.411705	0.0239177	0.184901	0.241844	0.0137586	0.0116771	0.0185329	0.0392419	0.016469	0.141662	0.0980065	0.901993
559	-1608.44	-46.1484	-1562.29	0.367924	0.0239177	0.135457	0.30462	0.0137586	0.0116771	0.0242766	0.0490507	0.0216921	0.0959283	0.0980065	0.901993
560	-1607	-47.2874	-1559.72	0.350528	0.0239177	0.100756	0.210182	0.0218011	0.0170359	0.0235664	0.0490507	0.0216921	0.0959283	0.00749354	0.992506
561	-1607.36	-44.9272	-1562.43	0.558415	0.0239177	0.121048	0.210182	0.0208013	0.0170359	0.0143806	0.0490507	0.0206155	0.0959283	0.0227617	0.977238
562	-1606.51	-45.1021	-1561.41	0.398391	0.0239177	0.121048	0.210182	0.014196	0.0177344	0.00630225	0.0490507	0.028235	0.160201	0.0227617	0.977238
563	-1608.34	-45.5916	-1562.75	0.287607	0.0239177	0.128068	0.440248	0.0159197	0.0177344	0.00832155	0.0490507	0.028235	0.164063	0.0227617	0.977238
564	-1607.49	-44.5219	-1562.97	0.438824	0.0239177	0.128068	0.302256	0.0238857	0.0234941	0.00832155	0.0424136	0.0298315	0.164063	0.0227617	0.977238
565	-1608.82	-46.5153	-1562.31	0.349372	0.0239177	0.1704	0.302256	0.0238857	0.0148579	0.00832155	0.0697282	0.0468823	0.0985431	0.028366	0.971634
566	-1610.2	-47.6891	-1562.51	0.298449	0.0333776	0.105044	0.276869	0.0390265	0.0184534	0.00832155	0.0697282	0.0468823	0.15234	0.163045	0.836955
567	-1608.5	-45.5618	-1562.94	0.338386	0.074744	0.128725	0.276869	0.0189314	0.0155741	0.00746041	0.0309386	0.0468823	0.15234	0.163045	0.836955
568	-1608.93	-45.3736	-1563.56	0.393811	0.105903	0.0730137	0.333783	0.0235613	0.0124159	0.00697973	0.0309386	0.0323396	0.15234	0.122496	0.877504
569	-1609.93	-47.1229	-1562.81	0.264109	0.126028	0.0927837	0.333783	0.0183239	0.0124159	0.00852042	0.0392925	0.051592	0.143429	0.122496	0.877504
570	-1609.46	-43.8824	-1565.58	0.450059	0.171374	0.0989097	0.403874	0.0183239	0.0124159	0.00533823	0.0392925	0.0427864	0.143429	0.0798001	0.9202
571	-1611.86	-46.6056	-1565.26	0.278548	0.171374	0.143356	0.403874	0.0153807	0.0156801	0.00405532	0.0392925	0.0427864	0.239711	0.0798001	0.9202
572	-1612.13	-45.0344	-1567.1	0.330273	0.19072	0.143356	0.571724	0.010354	0.024429	0.00291339	0.0410921	0.0580787	0.16794	0.0752984	0.924702
573	-1612.53	-42.7212	-1569.81	0.619822	0.223141	0.143356	0.571724	0.010354	0.0317795	0.00280321	0.0410921	0.0580787	0.10971	0.0752984	0.924702
574	-1611.92	-43.7306	-1568.19	0.469501	0.218989	0.141725	0.571724	0.010354	0.0378345	0.00280321	0.038199	0.0346964	0.149949	0.0436004	0.9564
575	-1613.07	-46.5519	-1566.52	0.304638	0.153086	0.19614	0.575453	0.0135537	0.0378345	0.00280321	0.0386266	0.0367385	0.149949	0.0436004	0.9564
576	-1612.03	-43.1809	-1568.85	0.491734	0.153086	0.20819	0.575453	0.0135537	0.0544641	0.00391675	0.0386266	0.0367385	0.165641	0.0436004	0.9564
577	-1610.3	-44.5991	-1565.7	0.370439	0.0845356	0.122558	0.575453	0.0135537	0.0544641	0.0030508	0.0166901	0.0367385	0.165641	0.0309657	0.969034
578	-1609.96	-44.6704	-1565.29	0.497367	0.0845356	0.130672	0.418948	0.0134162	0.0544641	0.0039404	0.0238318	0.0693765	0.105654	0.0309657	0.969034
579	-1609.55	-44.1963	-1565.35	0.489448	0.126379	0.130672	0.418948	0.0185534	0.0357982	0.00250055	0.0221972	0.0693765	0.0945411	0.0309657	0.969034
580	-1612.05	-46.9865	-1565.06	0.350616	0.126379	0.205053	0.46697	0.0185534	0.0357982	0.00170859	0.0244558	0.0693765	0.0803962	0.0309657	0.969034
581	-1613.33	-43.578	-1569.75	0.593501	0.126379	0.235257	0.526231	0.013329	0.0357982	0.00170859	0.0537526	0.0693765	0.113223	0.180326	0.819674
582	-1614.32	-42.9103	-1571.41	0.686763	0.0929246	0.356263	0.550607	0.013329	0.0366623	0.00170859	0.0823146	0.0693765	0.135556	0.0242649	0.975735
583	-1615.1	-45.2206	-1569.88	0.461567	0.130003	0.382448	0.550607	0.00920718	0.0249189	0.00247179	0.0690713	0.106662	0.135556	0.0242649	0.975735
584	-1612.35	-44.7144	-1567.63	0.438116	0.130003	0.302668	0.397436	0.00920718	0.0249189	0.00205951	0.057249	0.106662	0.179683	0.0242649	0.975735
585	-1612.69	-45.5436	-1567.15	0.370112	0.153971	0.286902	0.397436	0.00920718	0.0358009	0.00284081	0.057249	0.106662	0.179683	0.0242649	0.975735
586	-1613.61	-46.7295	-1566.88	0.302886	0.129608	0.286902	0.453332	0.00988317	0.0358009	0.00284081	0.065062	0.106662	0.179683	0.0242649	0.975735
587	-1613.5	-44.3146	-1569.19	0.507646	0.0890926	0.286902	0.537463	0.00988317	0.0379421	0.0023884	0.0457844	0.106662	0.179683	0.0242649	0.975735
588	-1613	-42.5754	-1570.43	0.621612	0.0763714	0.370472	0.537463	0.00841051	0.0123422	0.0018976	0.0457844	0.0737487	0.179683	0.0242649	0.975735
589	-1612.75	-43.0714	-1569.68	0.507149	0.0577479	0.370472	0.537463	0.00841051	0.0240963	0.0018976	0.0777637	0.0749351	0.192493	0.0242649	0.975735
590	-1611.44	-43.9589	-1567.48	0.420619	0.0505719	0.370472	0.382452	0.00842507	0.0228821	0.0032218	0.0524138	0.0723027	0.239926	0.0295281	0.970472
591	-1614.12	-43.6898	-1570.43	0.574275	0.0719331	0.370472	0.382452	0.00842507	0.0298139	0.00480647	0.0682527	0.0808815	0.326698	0.0295281	0.970472
592	-1616.03	-45.2547	-1570.78	0.643148	0.071974	0.275008	0.416754	0.00609473	0.0184014	0.00535213	0.0907972	0.0987983	0.326698	0.0295281	0.970472
593	-1613.71	-45.1598	-1568.55	0.553207	0.071974	0.188015	0.366209	0.00609473	0.0207155	0.00378506	0.0842554	0.0638191	0.326698	0.0774697	0.92253
594	-1611.71	-44.5078	-1567.2	0.5012	0.071974	0.18513	0.334957	0.00938451	0.0170452	0.00438942	0.0842554	0.0360252	0.296031	0.0948174	0.905183
595	-1611.34	-44.588	-1566.75	0.541321	0.102091	0.226343	0.235036	0.00938451	0.0130058	0.0045298	0.0842554	0.0360252	0.208829	0.223023	0.776977
596	-1611.26	-44.3311	-1566.93	0.593591	0.146546	0.226343	0.235036	0.0152552	0.0130058	0.00734739	0.0842554	0.0360252	0.140738	0.134923	0.865077
597	-1612.42	-43.4618	-1568.96	0.658791	0.146546	0.226343	0.33284	0.0175401	0.0331404	0.00734739	0.0842554	0.0488364	0.140738	0.14989	0.85011
598	-1612.11	-42.4444	-1569.66	0.69033	0.146546	0.196835	0.446869	0.0111866	0.0463245	0.00734739	0.0842554	0.0449597	0.140738	0.05103	0.94897
599	-1611.42	-43.8489	-1567.58	0.472525	0.190783	0.196012	0.446869	0.0127726	0.0463245	0.00734739	0.0842554	0.0449597	0.140738	0.0242161	0.975784
600	-1612.4	-42.8096	-1569.59	0.663922	0.190783	0.196012	0.446869	0.0133592	0.0463245	0.00734739	0.0849588	0.0449597	0.107384	0.0585844	0.941416
601	-1614.06	-42.8358	-1571.22	0.696083	0.250135	0.135061	0.541923	0.0133592	0.0463245	0.00734739	0.119926	0.0449597	0.107384	0.0616	0.9384
602	-1615.35	-42.3152	-1573.04	0.842922	0.319951	0.135061	0.541923	0.0133592	0.0545343	0.00376378	0.0992803	0.0363484	0.10093	0.0567471	0.943253
603	-1616.14	-43.2836	-1572.86	0.748675	0.411507	0.106599	0.541923	0.0174999	0.0724733	0.00341514	0.0992803	0.0458472	0.0936339	0.0448672	0.955133
604	-1614.24	-43.333	-1570.9	0.784319	0.411507	0.107323	0.37901	0.021725	0.0724733	0.00356235	0.0608142	0.0458472	0.0936339	0.0218499	0.97815
605	-1614.47	-43.7419	-1570.73	0.830208	0.411507	0.0757328	0.350218	0.0177845	0.0724733	0.00702809	0.0608142	0.043159	0.0936339	0.0218499	0.97815
606	-1609.66	-45.2028	-1564.46	0.639851	0.107617	0.111078	0.214359	0.0153805	0.0724733	0.00702809	0.0608142	0.0430851	0.0641413	0.0218499	0.97815
607	-1611.33	-47.7945	-1563.53	0.420757	0.107617	0.111149	0.214359	0.0226781	0.0702831	0.00939618	0.0918465	0.0430851	0.0970923	0.0692826	0.930717
608	-1611.43	-46.6595	-1564.77	0.580498	0.119556	0.106463	0.191499	0.0226781	0.0702831	0.00681984	0.0918465	0.042654	0.0970923	0.047836	0.952164
609	-1614.61	-47.0688	-1567.54	0.768579	0.119556	0.158801	0.191499	0.0166097	0.0615745	0.00915213	0.0837679	0.0672741	0.0970923	0.0960593	0.903941
610	-1614.15	-49.1049	-1565.04	0.435384	0.173995	0.172576	0.191499	0.0166097	0.0457556	0.0116857	0.0837679	0.0956902	0.0970923	0.0960593	0.903941
611	-1612.9	-47.5391	-1565.36	0.37559	0.201467	0.167108	0.24202	0.0166097	0.0474911	0.0116857	0.0837679	0.0637353	0.144917	0.10049	0.89951
612	-1614.18	-49.9122	-1564.27	0.35091	0.201467	0.0809182	0.24202	0.0677522	0.0474911	0.0116857	0.130492	0.0637353	0.144917	0.0133081	0.986692
613	-1613.34	-49.4518	-1563.89	0.360022	0.118087	0.0707476	0.237481	0.0677522	0.0321676	0.0178555	0.0801863	0.0460456	0.144917	0.216427	0.783573
614	-1612.47	-47.2559	-1565.21	0.537384	0.0791479	0.0841175	0.330416	0.0878899	0.029937	0.0178555	0.0515718	0.0460456	0.144917	0.0226757	0.977324
615	-1614.62	-51.2405	-1563.38	0.226649	0.0937912	0.0841175	0.330416	0.137835	0.0305525	0.0185827	0.0515718	0.0483099	0.144917	0.0782689	0.921731
616	-1612.48	-50.8453	-1561.64	0.226649	0.0626732	0.0841175	0.266112	0.0938318	0.0255305	0.0185827	0.0515718	0.0472026	0.144917	0.0429163	0.957084
617	-1612.71	-50.4887	-1562.22	0.249785	0.0474057	0.0832309	0.266112	0.108034	0.0231308	0.0182542	0.0515718	0.0472026	0.184774	0.0429163	0.957084
618	-1613.04	-49.2702	-1563.77	0.430394	0.0474057	0.0832309	0.266112	0.0724914	0.0220397	0.0208811	0.0515718	0.0472026	0.193275	0.0429163	0.957084
619	-1613.27	-52.0563	-1561.21	0.210948	0.07111	0.0832309	0.207264	0.0589534	0.0154252	0.0208811	0.0515718	0.0657849	0.193275	0.0429163	0.957084
620	-1612.36	-46.6128	-1565.75	0.540414	0.0607458	0.164315	0.314796	0.0589534	0.018017	0.0208811	0.0515718	0.0657849	0.136361	0.0429163	0.957084
621	-1611.42	-46.2888	-1565.13	0.378754	0.0607458	0.225223	0.351034	0.0377663	0.0177395	0.0208811	0.0321416	0.0657849	0.136361	0.11033	0.88967
622	-1611.16	-46.7826	-1564.38	0.361074	0.0897069	0.17573	0.351034	0.0413143	0.0189977	0.0176051	0.0321416	0.0657849	0.0983394	0.11033	0.88967
623	-1614.26	-45.6751	-1568.59	0.475467	0.0897069	0.2746	0.53876	0.0413143	0.0341013	0.0178933	0.0321416	0.0614497	0.0983394	0.135456	0.864544
624	-1614.98	-48.5422	-1566.43	0.397151	0.139542	0.236028	0.377023	0.0413143	0.0341013	0.039456	0.0448428	0.0614497	0.0793318	0.129252	0.870748
625	-1615.64	-46.4911	-1569.15	0.595655	0.139542	0.236028	0.420693	0.0552365	0.05124	0.038155	0.0448428	0.0614497	0.0793318	0.129252	0.870748
626	-1615.79	-46.916	-1568.87	0.454165	0.139542	0.236028	0.48249	0.0552365	0.0406716	0.038155	0.0448428	0.0638768	0.110262	0.279194	0.720806
627	-1614.46	-45.6007	-1568.86	0.495395	0.204962	0.145805	0.48249	0.0311967	0.0597106	0.038155	0.0616487	0.0626003	0.110262	0.130246	0.869754
628	-1616.07	-45.9329	-1570.13	0.549928	0.204962	0.152665	0.48249	0.0341723	0.0597106	0.0325416	0.101295	0.0790977	0.110262	0.178356	0.821644
629	-1613.98	-45.6118	-1568.37	0.466965	0.204962	0.152665	0.48249	0.0280329	0.120721	0.0138806	0.0851538	0.0790977	0.110262	0.0153015	0.984698
