Iteration	Posterior	Likelihood	Prior	clock_bg	extirpation_rate[1]	extirpation_rate[2]	extirpation_rate[3]	dispersal_rate[1][1]	dispersal_rate[1][2]	dispersal_rate[2][1]	dispersal_rate[2][2]	dispersal_rate[3][1]	dispersal_rate[3][2]	allopatry_prob	sympatry_prob
145	-1612.42	-46.5263	-1565.89	0.345667	0.0126441	0.276025	0.355597	0.0677241	0.0550669	0.00537272	0.0823958	0.0359927	0.184256	0.0743533	0.925647
146	-1612.75	-47.0982	-1565.65	0.345667	0.0157777	0.276025	0.355597	0.103121	0.0672627	0.00739871	0.0823958	0.0359927	0.183907	0.0152488	0.984751
147	-1612.34	-49.1614	-1563.18	0.294431	0.0157777	0.109461	0.320149	0.103121	0.0677977	0.0108538	0.0823958	0.0376525	0.183907	0.0152488	0.984751
148	-1611.85	-46.9908	-1564.86	0.40026	0.0169833	0.171471	0.320149	0.103121	0.0650597	0.0113142	0.0823958	0.0376525	0.185245	0.0152488	0.984751
149	-1614.35	-47.4024	-1566.95	0.400956	0.0169833	0.130936	0.504255	0.103121	0.0650597	0.019939	0.129666	0.046566	0.185245	0.0152488	0.984751
150	-1614.91	-48.0476	-1566.86	0.365855	0.012626	0.130936	0.504255	0.103121	0.0582702	0.019939	0.166855	0.046566	0.185245	0.0152488	0.984751
151	-1613.74	-47.7193	-1566.02	0.287667	0.0144935	0.130936	0.504255	0.0787776	0.0582702	0.0147645	0.100931	0.046566	0.20399	0.064293	0.935707
152	-1612.48	-45.5498	-1566.93	0.463256	0.0144935	0.130936	0.504255	0.0541691	0.0582702	0.00912516	0.0656013	0.046566	0.184895	0.064293	0.935707
153	-1610.32	-47.7434	-1562.57	0.281179	0.0179213	0.130936	0.332679	0.0433607	0.0582702	0.0116228	0.0742671	0.046566	0.184895	0.0108665	0.989133
154	-1613.02	-44.4344	-1568.58	0.463053	0.0208984	0.268147	0.497996	0.0433607	0.0727419	0.0116228	0.0931476	0.046566	0.184895	0.0566341	0.943366
155	-1611.46	-46.1885	-1565.27	0.350772	0.0208984	0.268147	0.343808	0.0433607	0.039191	0.0116228	0.0827635	0.046566	0.184895	0.0368979	0.963102
156	-1611.71	-45.3438	-1566.37	0.408918	0.0208984	0.32168	0.283588	0.0495404	0.0470843	0.0100991	0.0562973	0.0409251	0.257264	0.0412505	0.95875
157	-1610.84	-45.4705	-1565.37	0.408918	0.0249243	0.32168	0.283588	0.0373649	0.0433012	0.0149888	0.0562973	0.0409251	0.21037	0.0159817	0.984018
158	-1612.11	-44.4555	-1567.66	0.570211	0.0249243	0.32168	0.33827	0.0517934	0.03127	0.0209151	0.0596466	0.0409251	0.211212	0.0159817	0.984018
159	-1615.06	-48.0725	-1566.98	0.42236	0.0491064	0.32168	0.236553	0.0677405	0.03127	0.0209151	0.0920912	0.0409251	0.211212	0.170728	0.829272
160	-1619.94	-49.5953	-1570.34	0.599782	0.0630259	0.386728	0.166897	0.0677405	0.0489993	0.0209151	0.0920912	0.0593057	0.324042	0.170728	0.829272
161	-1620.53	-52.9037	-1567.63	0.439451	0.0630259	0.236352	0.166897	0.0677405	0.0510649	0.0209151	0.151514	0.0593057	0.301726	0.170728	0.829272
162	-1616.86	-49.0285	-1567.83	0.373495	0.0630259	0.215884	0.32542	0.0633791	0.0510649	0.0209151	0.151514	0.0687783	0.245381	0.170728	0.829272
163	-1615.04	-48.4033	-1566.64	0.354058	0.0585155	0.215884	0.377504	0.0633791	0.0510649	0.0190554	0.151514	0.0743681	0.175386	0.0286218	0.971378
164	-1616.67	-52.1155	-1564.55	0.264754	0.038392	0.196941	0.259255	0.0531721	0.0455256	0.0190554	0.151514	0.063521	0.175386	0.11469	0.88531
165	-1616.67	-51.1464	-1565.52	0.46442	0.0282087	0.133528	0.259255	0.0531721	0.0371941	0.0127272	0.141122	0.063521	0.137869	0.268537	0.731463
166	-1616.23	-51.8054	-1564.42	0.336381	0.0341109	0.133528	0.259255	0.0305944	0.050376	0.0128079	0.156653	0.063521	0.137869	0.334802	0.665198
167	-1614.38	-48.8741	-1565.51	0.428299	0.0341109	0.133528	0.351994	0.0327858	0.050376	0.0128079	0.139898	0.063521	0.101862	0.159353	0.840647
168	-1613.89	-46.8597	-1567.03	0.600013	0.0400451	0.133528	0.351994	0.0327858	0.0675724	0.0128079	0.109986	0.04418	0.101862	0.185973	0.814027
169	-1615.79	-48.5799	-1567.21	0.526211	0.0400451	0.168563	0.351994	0.0327858	0.0675724	0.0128079	0.156244	0.0625101	0.111891	0.121118	0.878882
170	-1613.8	-46.8705	-1566.93	0.526211	0.0400451	0.168563	0.351994	0.0488974	0.049442	0.0138998	0.156244	0.039385	0.127323	0.0785032	0.921497
171	-1615.2	-48.5546	-1566.65	0.361149	0.0400451	0.218296	0.351994	0.0488974	0.063766	0.0132434	0.156244	0.0450054	0.159986	0.176974	0.823026
172	-1617.32	-48.9468	-1568.37	0.477758	0.0261558	0.218296	0.342429	0.0520024	0.0596481	0.0132434	0.12291	0.0867472	0.232287	0.176974	0.823026
173	-1617.09	-52.6064	-1564.49	0.263187	0.0261558	0.181701	0.287034	0.0520024	0.0434643	0.0275914	0.12291	0.0867472	0.152025	0.176974	0.823026
174	-1618.17	-50.423	-1567.74	0.229487	0.0261558	0.181701	0.521714	0.0520024	0.0664146	0.0275914	0.12291	0.0676188	0.250058	0.357248	0.642752
175	-1617.73	-49.4268	-1568.3	0.252816	0.0381909	0.134235	0.589796	0.0520024	0.0539912	0.0275914	0.12291	0.0800507	0.250058	0.357248	0.642752
176	-1615.33	-49.5384	-1565.8	0.271772	0.0381909	0.15749	0.362115	0.0695026	0.0593546	0.0260756	0.057281	0.0689169	0.250058	0.251483	0.748517
177	-1616	-50.9151	-1565.08	0.238043	0.0234197	0.184921	0.308561	0.0876945	0.0593546	0.0260756	0.057281	0.0546576	0.250058	0.247341	0.752659
178	-1617.61	-52.209	-1565.4	0.203189	0.0413286	0.225496	0.3308	0.0876945	0.0524856	0.0443583	0.057281	0.0546576	0.250058	0.128501	0.871499
179	-1616.62	-51.3244	-1565.3	0.219533	0.072907	0.225496	0.3308	0.0655942	0.0858548	0.0321264	0.0282454	0.0261704	0.250058	0.128501	0.871499
180	-1620.3	-53.5922	-1566.71	0.219533	0.0858121	0.225496	0.368407	0.0846155	0.0784443	0.0321264	0.0680642	0.0261704	0.250058	0.452395	0.547605
181	-1615.81	-47.7401	-1568.07	0.451286	0.13098	0.171113	0.368407	0.0560605	0.0784443	0.0321264	0.0680642	0.0261704	0.192374	0.426313	0.573687
182	-1614.9	-45.8213	-1569.08	0.5197	0.0885312	0.268552	0.368407	0.0350996	0.0784443	0.0427444	0.0680642	0.0261704	0.202451	0.197224	0.802776
183	-1614.95	-46.7215	-1568.23	0.468475	0.0885312	0.268552	0.329197	0.0350996	0.0784443	0.0385845	0.0680642	0.0350492	0.195611	0.242564	0.757436
184	-1614.1	-45.7033	-1568.39	0.532957	0.0885312	0.268552	0.324735	0.0265724	0.0784443	0.0377303	0.050462	0.0241469	0.189616	0.242564	0.757436
185	-1612.81	-45.1494	-1567.66	0.610763	0.0885312	0.227751	0.25835	0.0265724	0.0435085	0.0281164	0.0546628	0.0221388	0.189616	0.233473	0.766527
186	-1611.82	-46.5445	-1565.27	0.460644	0.0839129	0.167099	0.25835	0.0265724	0.0435085	0.0282568	0.0546628	0.0353949	0.152607	0.233473	0.766527
187	-1617.07	-49.1891	-1567.88	0.833729	0.0839129	0.185421	0.172111	0.0265724	0.032612	0.0244782	0.0629474	0.0353949	0.0984449	0.437171	0.562829
188	-1615.46	-47.0414	-1568.42	0.835368	0.107934	0.124448	0.262644	0.0254395	0.0281738	0.0244782	0.0418473	0.0353949	0.123484	0.452469	0.547531
189	-1617.99	-46.9314	-1571.06	0.835368	0.107934	0.124448	0.500444	0.0254395	0.0271925	0.0211524	0.0589516	0.0489039	0.123484	0.478045	0.521955
190	-1617.98	-47.7739	-1570.2	0.90992	0.149952	0.124448	0.268293	0.0251025	0.0326476	0.0341723	0.0774389	0.0419617	0.123484	0.478045	0.521955
191	-1613.5	-47.9987	-1565.5	0.457486	0.149952	0.124448	0.268293	0.0274821	0.0223294	0.0194747	0.0853045	0.035612	0.126951	0.505867	0.494133
192	-1613.09	-48.6505	-1564.44	0.449623	0.149952	0.0718661	0.268293	0.0350192	0.0155498	0.0194747	0.0853045	0.0365825	0.0794132	0.505867	0.494133
193	-1614.51	-50.4921	-1564.02	0.359881	0.0915199	0.0718661	0.315508	0.0314835	0.0316511	0.0267275	0.112161	0.0243997	0.104043	0.505867	0.494133
194	-1613.81	-50.6453	-1563.16	0.297443	0.0915199	0.0545018	0.315508	0.0253027	0.0338445	0.0128692	0.112161	0.0358272	0.104043	0.505867	0.494133
195	-1618.25	-53.5769	-1564.67	0.257085	0.129862	0.0545018	0.315508	0.0196066	0.0370287	0.0170462	0.18586	0.0358272	0.181991	0.505867	0.494133
196	-1617.9	-52.0461	-1565.85	0.343567	0.129862	0.0545018	0.315508	0.0212781	0.0779967	0.0170462	0.175148	0.0358272	0.181991	0.452131	0.547869
197	-1617.46	-49.4085	-1568.05	0.581114	0.188923	0.0545018	0.315508	0.0264489	0.043114	0.0135122	0.185315	0.0358272	0.128799	0.44554	0.55446
198	-1617	-50.4784	-1566.52	0.429674	0.188923	0.082006	0.315508	0.0417737	0.0659996	0.0223645	0.185315	0.0313098	0.0835118	0.177305	0.822695
199	-1615.44	-47.4057	-1568.04	0.620388	0.221924	0.0537906	0.315508	0.0417737	0.0678107	0.0223645	0.123566	0.033897	0.0967506	0.177305	0.822695
200	-1615.03	-48.2596	-1566.77	0.471275	0.221924	0.0537906	0.317387	0.0417737	0.0678107	0.0241751	0.123566	0.0525661	0.0967506	0.177305	0.822695
201	-1614.69	-47.4157	-1567.28	0.60965	0.221924	0.0629577	0.260905	0.0398116	0.0678107	0.0241751	0.089148	0.0774968	0.067639	0.177305	0.822695
202	-1615.36	-49.5553	-1565.81	0.485992	0.171899	0.0629577	0.260905	0.0558653	0.0678107	0.0250159	0.112374	0.0545396	0.067639	0.22973	0.77027
203	-1615.54	-48.3871	-1567.15	0.358427	0.110693	0.0635702	0.578212	0.0430685	0.0678107	0.0250159	0.112374	0.0386792	0.101329	0.22973	0.77027
204	-1616.25	-47.681	-1568.57	0.48542	0.110693	0.0476781	0.578212	0.0430685	0.0422738	0.0250159	0.180032	0.0277058	0.101329	0.22973	0.77027
205	-1616.66	-46.2147	-1570.44	0.690998	0.162962	0.0462254	0.578212	0.0650629	0.0422738	0.0250159	0.112275	0.0277058	0.101329	0.126064	0.873936
206	-1616.15	-45.4569	-1570.69	0.706369	0.242449	0.029222	0.578212	0.0470115	0.0357521	0.0154379	0.112275	0.0277058	0.0828029	0.126064	0.873936
207	-1616.07	-46.4876	-1569.59	0.514971	0.172791	0.0245482	0.764494	0.0470115	0.0357521	0.0184503	0.112275	0.036467	0.0828029	0.0490781	0.950922
208	-1617.58	-45.8804	-1571.7	0.765061	0.117995	0.0313968	0.728166	0.0307852	0.0707598	0.0184503	0.112275	0.036467	0.109533	0.0490781	0.950922
209	-1614.87	-45.6459	-1569.23	0.598396	0.134267	0.0397966	0.632793	0.0253243	0.0603592	0.0242763	0.112275	0.0365058	0.109533	0.0490781	0.950922
210	-1615.01	-46.4302	-1568.58	0.497813	0.0954045	0.0397966	0.659897	0.0238313	0.0752501	0.0242763	0.112275	0.0483177	0.109533	0.0791558	0.920844
211	-1615.53	-46.0921	-1569.44	0.524145	0.0954045	0.0627292	0.659897	0.0252116	0.0752501	0.02462	0.112275	0.0435474	0.109533	0.202999	0.797001
212	-1619.84	-48.3452	-1571.49	0.741993	0.145327	0.0627292	0.517052	0.0312012	0.0752501	0.0475777	0.14112	0.0529853	0.109533	0.304015	0.695985
213	-1618.1	-47.9747	-1570.13	0.706761	0.145327	0.0627292	0.429569	0.04799	0.0752501	0.0349892	0.14112	0.0529853	0.109533	0.180007	0.819993
214	-1619.5	-48.0542	-1571.44	0.447753	0.238327	0.0406653	0.704127	0.04799	0.119093	0.0349892	0.148679	0.0464061	0.109533	0.180007	0.819993
215	-1618.82	-46.9795	-1571.84	0.600033	0.352723	0.0406653	0.582736	0.0389138	0.127914	0.0422308	0.148679	0.0464061	0.0964184	0.0206074	0.979393
216	-1619.16	-48.842	-1570.32	0.418091	0.323599	0.0406653	0.582736	0.0548898	0.127914	0.0439294	0.148679	0.0464061	0.137785	0.0206074	0.979393
217	-1617.74	-50.0218	-1567.72	0.397774	0.231945	0.0406653	0.411365	0.0548898	0.127914	0.068712	0.0763354	0.0464061	0.137785	0.0925791	0.907421
218	-1619.04	-51.6256	-1567.42	0.419052	0.231945	0.0406653	0.411365	0.0548898	0.127914	0.0914994	0.0763354	0.0464061	0.0633705	0.0925791	0.907421
219	-1621.5	-50.1409	-1571.36	0.709226	0.372954	0.0248981	0.411365	0.0548898	0.127914	0.0914994	0.0939451	0.0418998	0.0330517	0.0837472	0.916253
220	-1620.84	-51.3738	-1569.46	0.553034	0.372954	0.0265713	0.411365	0.0366766	0.106513	0.0914994	0.0986433	0.0418998	0.0330517	0.0837472	0.916253
221	-1622.93	-49.9858	-1572.94	0.961142	0.400521	0.0265713	0.303927	0.034592	0.0716058	0.100848	0.149991	0.0379538	0.0330517	0.0837472	0.916253
222	-1621.82	-54.0315	-1567.79	0.641245	0.203488	0.0265713	0.241786	0.034592	0.0716058	0.0716755	0.171197	0.0685701	0.0330517	0.223972	0.776028
223	-1619.48	-52.1292	-1567.35	0.556632	0.32111	0.0419561	0.241786	0.0353747	0.0550104	0.0436215	0.171197	0.0685701	0.0330517	0.0719247	0.928075
224	-1620.94	-51.1461	-1569.79	0.593281	0.32111	0.0419561	0.428407	0.0353747	0.0550104	0.0626132	0.171197	0.0327655	0.0330517	0.168963	0.831037
225	-1621.62	-52.497	-1569.12	0.502401	0.32111	0.0273178	0.455972	0.0291816	0.0700271	0.0626132	0.171197	0.0349781	0.0330517	0.168963	0.831037
226	-1622.62	-52.8108	-1569.81	0.537274	0.293055	0.0273178	0.455972	0.0179154	0.143843	0.0579558	0.171197	0.0349781	0.0330517	0.189089	0.810911
227	-1624.34	-52.0773	-1572.27	0.724984	0.208829	0.0403063	0.455972	0.0281644	0.196954	0.0607379	0.227246	0.0372613	0.0376913	0.189089	0.810911
228	-1624.41	-52.6168	-1571.79	0.667985	0.234914	0.0478897	0.455972	0.039858	0.192868	0.0607379	0.227246	0.0264568	0.0376913	0.114335	0.885665
229	-1624.62	-51.368	-1573.25	0.737655	0.292779	0.0478897	0.455972	0.0394414	0.192868	0.0714166	0.227246	0.0264568	0.0521579	0.0978102	0.90219
230	-1624.68	-51.617	-1573.07	0.65306	0.380072	0.0478897	0.455972	0.0234798	0.141637	0.0698736	0.227246	0.0353134	0.0521579	0.261417	0.738583
231	-1622.88	-54.2523	-1568.63	0.389836	0.230751	0.0312652	0.455972	0.0235408	0.140036	0.0482051	0.227246	0.0437226	0.0521579	0.261417	0.738583
232	-1622.66	-51.6928	-1570.97	0.540737	0.348199	0.0421308	0.455972	0.0155163	0.103533	0.0607656	0.209158	0.0437226	0.0521579	0.306116	0.693884
233	-1621.45	-51.1276	-1570.32	0.611496	0.348199	0.0522678	0.364434	0.0180939	0.0602507	0.0607656	0.189631	0.0437226	0.0521579	0.395604	0.604396
234	-1621.71	-51.4169	-1570.3	0.697952	0.211443	0.0522678	0.373211	0.0180939	0.054585	0.0607656	0.233227	0.0437226	0.053589	0.395604	0.604396
235	-1615.99	-51.5645	-1564.43	0.351544	0.211443	0.0618751	0.373211	0.0180939	0.036634	0.0403988	0.151454	0.0437226	0.053589	0.0181135	0.981887
236	-1614.47	-46.9847	-1567.48	0.677882	0.211443	0.0618751	0.342134	0.0231378	0.025331	0.025919	0.176166	0.0500884	0.053589	0.0181135	0.981887
237	-1614.08	-48.4678	-1565.61	0.521019	0.211443	0.0618751	0.317889	0.0231378	0.0225554	0.025919	0.170266	0.0528355	0.053589	0.0181135	0.981887
238	-1618.86	-47.2287	-1571.64	1.04153	0.211443	0.0413125	0.317889	0.022748	0.0225554	0.037604	0.162321	0.0492109	0.053589	0.165927	0.834073
239	-1616.9	-48.5684	-1568.33	0.770943	0.211443	0.0286701	0.279602	0.030553	0.0252444	0.0353232	0.162321	0.0492109	0.0411468	0.148278	0.851722
240	-1617.28	-49.2356	-1568.05	0.75935	0.207512	0.0178349	0.279602	0.030553	0.0252444	0.0427397	0.162321	0.0406803	0.0411468	0.14505	0.85495
241	-1614.95	-48.4643	-1566.48	0.65324	0.207512	0.0223114	0.279602	0.030553	0.0196136	0.0259666	0.162321	0.0406803	0.0411468	0.069748	0.930252
242	-1615.62	-46.945	-1568.68	0.798941	0.207512	0.0187555	0.400401	0.0370207	0.023439	0.0425972	0.121182	0.0406803	0.0411112	0.0374277	0.962572
243	-1615.86	-46.3499	-1569.51	0.798941	0.227256	0.0376559	0.400401	0.0253724	0.023439	0.0425972	0.1165	0.0414717	0.0411112	0.138032	0.861968
244	-1614.9	-46.6838	-1568.21	0.563328	0.362639	0.0376559	0.400401	0.0253724	0.0139637	0.0425972	0.104972	0.0618746	0.0580058	0.0506291	0.949371
245	-1615.53	-46.6667	-1568.87	0.574361	0.383497	0.0250046	0.38505	0.0153895	0.0224275	0.0557694	0.104972	0.0618746	0.0930911	0.0692425	0.930758
246	-1617.93	-50.3223	-1567.6	0.356611	0.383497	0.0197025	0.38505	0.0153895	0.0263987	0.0876572	0.104972	0.093199	0.122733	0.0692425	0.930758
247	-1623.18	-48.6216	-1574.56	0.900338	0.380232	0.0310778	0.573259	0.0101062	0.0221845	0.135589	0.090361	0.093199	0.122733	0.0166503	0.98335
248	-1618.8	-48.446	-1570.35	0.459712	0.380232	0.0310778	0.573259	0.0101062	0.0324876	0.135589	0.0395904	0.093199	0.176515	0.0190223	0.980978
249	-1617.24	-48.4695	-1568.77	0.404198	0.308134	0.0310778	0.607606	0.00717774	0.0346386	0.112635	0.044801	0.0780054	0.145187	0.0190223	0.980978
250	-1615.15	-48.6635	-1566.49	0.485475	0.249026	0.0395119	0.382492	0.00717774	0.0406563	0.101411	0.0499902	0.0780054	0.111941	0.0190223	0.980978
251	-1616.23	-48.8336	-1567.4	0.526805	0.249026	0.0565877	0.382492	0.00452365	0.0423109	0.101411	0.0436162	0.0780054	0.0714496	0.10423	0.89577
252	-1617	-47.6455	-1569.35	0.657912	0.3497	0.0854016	0.382492	0.00452365	0.0423109	0.117714	0.0431697	0.0780054	0.0652074	0.0213924	0.978608
253	-1620.3	-48.7125	-1571.59	0.878085	0.299113	0.0854016	0.382492	0.00677363	0.0777767	0.119166	0.0431697	0.104502	0.0533192	0.0213924	0.978608
254	-1620.67	-45.4514	-1575.22	1.17682	0.299113	0.13121	0.323289	0.00677363	0.0777767	0.0504711	0.0436747	0.104502	0.106344	0.160866	0.839134
255	-1618.33	-46.0258	-1572.3	0.77168	0.333212	0.224045	0.287208	0.00677363	0.0998817	0.0504711	0.0436747	0.104502	0.106344	0.160866	0.839134
256	-1619.8	-46.5396	-1573.26	0.745632	0.333212	0.224045	0.36326	0.00677363	0.0627137	0.075318	0.0729588	0.104502	0.135376	0.160866	0.839134
257	-1619.42	-47.306	-1572.12	0.745632	0.267311	0.199202	0.36326	0.0122814	0.0398207	0.075318	0.0729588	0.104502	0.135376	0.138167	0.861833
258	-1620.92	-48.2358	-1572.69	0.7615	0.206208	0.199202	0.412043	0.0299011	0.0295098	0.075318	0.0729588	0.104502	0.208686	0.0753526	0.924647
259	-1616.88	-47.2333	-1569.65	0.502319	0.206208	0.199202	0.376554	0.0261597	0.0203033	0.0650542	0.0697066	0.104502	0.199682	0.136491	0.863509
260	-1619.45	-48.3937	-1571.05	0.374269	0.277033	0.256985	0.444483	0.0350703	0.0203033	0.0821464	0.102818	0.104502	0.199682	0.186824	0.813176
261	-1618.26	-47.3695	-1570.89	0.492085	0.277033	0.208018	0.362265	0.0350703	0.0300842	0.0821464	0.115133	0.0819992	0.222458	0.102312	0.897688
262	-1616.38	-48.3342	-1568.05	0.350334	0.178151	0.208018	0.362265	0.0422832	0.029228	0.0663636	0.0736944	0.0544626	0.222458	0.24316	0.75684
263	-1615.47	-45.6263	-1569.85	0.57448	0.178151	0.208018	0.362265	0.0305787	0.0353891	0.0502187	0.0714244	0.0340441	0.222458	0.24316	0.75684
264	-1620.9	-50.4676	-1570.43	0.321623	0.178151	0.435865	0.362265	0.0412779	0.0567486	0.0502187	0.102759	0.0340441	0.242207	0.24316	0.75684
265	-1619.78	-47.2852	-1572.49	0.526951	0.184886	0.367545	0.371934	0.0638966	0.0592492	0.0703267	0.102759	0.0420337	0.242207	0.24316	0.75684
266	-1619.65	-51.6756	-1567.98	0.335317	0.143299	0.367545	0.247492	0.0545375	0.04129	0.0703267	0.0944305	0.0420337	0.201503	0.152735	0.847265
267	-1617.08	-48.5308	-1568.55	0.493377	0.173479	0.229385	0.247492	0.0445853	0.0622755	0.0591517	0.0944305	0.0493887	0.201503	0.152735	0.847265
268	-1619.86	-52.3844	-1567.47	0.358324	0.16203	0.229385	0.247492	0.0445853	0.182904	0.05049	0.0944305	0.0366914	0.140704	0.152735	0.847265
269	-1620.08	-49.7635	-1570.31	0.47051	0.16203	0.115884	0.578481	0.0799274	0.171732	0.05049	0.0944305	0.0426326	0.0651241	0.152735	0.847265
270	-1622.03	-47.1187	-1574.91	0.950234	0.16203	0.115884	0.578481	0.0799274	0.171732	0.0620199	0.0956347	0.0425659	0.0651241	0.0733427	0.926657
271	-1615.98	-48.2193	-1567.76	0.532016	0.16203	0.115884	0.432877	0.0264793	0.0921648	0.0620199	0.0742676	0.0450087	0.0651241	0.0733427	0.926657
272	-1616.76	-47.5624	-1569.2	0.651881	0.16203	0.115884	0.432877	0.0269432	0.0921648	0.0536119	0.121487	0.0300011	0.0651241	0.0733427	0.926657
273	-1617.54	-49.7649	-1567.78	0.427086	0.16203	0.188522	0.432877	0.0225062	0.0921648	0.0536119	0.121487	0.0300011	0.0796628	0.0733427	0.926657
274	-1617.95	-50.2904	-1567.66	0.49281	0.16203	0.188522	0.314269	0.0345403	0.060696	0.0536119	0.121487	0.0432102	0.0796628	0.223314	0.776686
275	-1617.23	-50.1078	-1567.13	0.500433	0.16203	0.11919	0.314269	0.039426	0.0425914	0.0536119	0.121487	0.0524425	0.0796628	0.337104	0.662896
276	-1617.04	-47.9373	-1569.1	0.603834	0.16203	0.079859	0.463291	0.039426	0.0603392	0.0536119	0.088443	0.0524425	0.0796628	0.337104	0.662896
277	-1617.01	-46.3562	-1570.66	0.663968	0.25184	0.0940123	0.463291	0.0492695	0.0603392	0.0536119	0.088443	0.0423987	0.0796628	0.250803	0.749197
278	-1618.21	-47.0555	-1571.15	0.747518	0.25184	0.0940123	0.400044	0.123231	0.0603392	0.0536119	0.0605762	0.0403171	0.065207	0.250803	0.749197
279	-1620.79	-47.9152	-1572.87	0.880921	0.30379	0.0940123	0.400044	0.123231	0.0603392	0.0316366	0.0605762	0.0324013	0.0675222	0.505524	0.494476
280	-1622.46	-52.2	-1570.26	0.440767	0.455053	0.121161	0.400044	0.123231	0.0603392	0.0316366	0.0605762	0.0324013	0.0675222	0.483279	0.516721
281	-1619.2	-51.3535	-1567.84	0.424657	0.292428	0.0825246	0.413508	0.112876	0.0603392	0.0246667	0.0516263	0.0313667	0.0572693	0.483279	0.516721
282	-1617.56	-49.9281	-1567.63	0.442187	0.268242	0.0786755	0.413508	0.0905267	0.0603392	0.0246667	0.0506708	0.0313667	0.069746	0.483279	0.516721
283	-1618.06	-48.4041	-1569.66	0.584216	0.259287	0.0683008	0.47055	0.100865	0.0603392	0.0199298	0.0680057	0.0313667	0.069746	0.483279	0.516721
284	-1616.72	-48.9137	-1567.81	0.392095	0.206323	0.0683008	0.509628	0.100865	0.0603392	0.0285815	0.0515298	0.0313667	0.103071	0.356441	0.643559
285	-1615.36	-49.3118	-1566.05	0.378143	0.206323	0.0683008	0.350339	0.113885	0.0593937	0.0285815	0.0283872	0.033979	0.109188	0.356441	0.643559
286	-1614.54	-47.7858	-1566.75	0.509259	0.145136	0.0817463	0.350339	0.11548	0.0436249	0.0263868	0.0283872	0.033979	0.112223	0.356441	0.643559
287	-1612.15	-46.1954	-1565.95	0.509259	0.145136	0.0817463	0.350339	0.0700457	0.0436249	0.0278853	0.0242961	0.0289125	0.112223	0.158983	0.841017
288	-1611.56	-47.7528	-1563.81	0.384863	0.145136	0.0585107	0.328824	0.0696875	0.0453266	0.0278853	0.0242961	0.022201	0.122838	0.0518405	0.948159
289	-1612.85	-48.3704	-1564.48	0.419736	0.168506	0.0485322	0.328824	0.0696875	0.0462677	0.0425455	0.0391947	0.022201	0.110559	0.0518405	0.948159
290	-1615.74	-51.9346	-1563.81	0.260472	0.23727	0.0485322	0.328824	0.115105	0.0462677	0.0297171	0.0245923	0.0276211	0.110559	0.0518405	0.948159
291	-1617.72	-53.896	-1563.82	0.203104	0.23727	0.0327376	0.328824	0.131614	0.0403699	0.0297171	0.0187396	0.0351871	0.173088	0.0518405	0.948159
292	-1615.3	-51.7397	-1563.56	0.319224	0.219475	0.0327376	0.276166	0.131614	0.0316697	0.0297171	0.0187396	0.0236655	0.173088	0.0178104	0.98219
293	-1620.75	-53.2188	-1567.53	0.631675	0.219475	0.0327376	0.276166	0.131614	0.0316697	0.0545285	0.0350393	0.0420332	0.173088	0.0296686	0.970331
294	-1617.29	-50.5151	-1566.78	0.599126	0.219475	0.0369736	0.318805	0.113934	0.0284342	0.0531887	0.0350393	0.0387494	0.150422	0.0127453	0.987255
295	-1614.68	-49.1197	-1565.56	0.402503	0.263284	0.051896	0.318805	0.113934	0.0213007	0.0531887	0.0514949	0.0387494	0.150422	0.0145607	0.985439
296	-1614.33	-48.737	-1565.59	0.350791	0.285995	0.0702254	0.318805	0.110837	0.0213007	0.0531887	0.0347725	0.0562084	0.166831	0.0145607	0.985439
297	-1616.65	-49.6195	-1567.03	0.411246	0.211127	0.0702254	0.318805	0.176573	0.0179785	0.0531887	0.0383852	0.0476869	0.166831	0.122141	0.877859
298	-1615.96	-49.5852	-1566.38	0.353055	0.211127	0.0702254	0.321704	0.176573	0.0179785	0.0414809	0.0402886	0.0671715	0.147651	0.122141	0.877859
299	-1616.06	-47.1945	-1568.87	0.575953	0.211127	0.0940433	0.375495	0.138297	0.011947	0.0495341	0.0402886	0.0671715	0.132111	0.122141	0.877859
300	-1616.32	-48.1283	-1568.19	0.575633	0.186571	0.0674683	0.375495	0.138297	0.011947	0.0495341	0.0468545	0.0642443	0.112125	0.122141	0.877859
301	-1616.88	-48.4171	-1568.46	0.681925	0.186571	0.0674683	0.384565	0.136945	0.00926217	0.0827459	0.0468545	0.048402	0.0482326	0.0531507	0.946849
302	-1615.44	-50.6128	-1564.83	0.488319	0.186571	0.0735474	0.203084	0.136945	0.0118257	0.0827459	0.0443427	0.0748431	0.0482326	0.0348061	0.965194
303	-1616.64	-50.7332	-1565.91	0.428784	0.186571	0.0500024	0.348605	0.136945	0.00852016	0.0827459	0.0358277	0.0748431	0.0482326	0.120239	0.879761
304	-1617.26	-53.3588	-1563.9	0.32283	0.186571	0.0728682	0.255828	0.0942056	0.00852016	0.104259	0.036222	0.109896	0.0482326	0.0509007	0.949099
305	-1617.71	-52.9989	-1564.71	0.348336	0.178844	0.0997421	0.255828	0.139464	0.00852016	0.104259	0.0272851	0.109896	0.0482226	0.0509007	0.949099
306	-1619.37	-49.7166	-1569.65	0.982063	0.178844	0.0997421	0.202559	0.099518	0.00541457	0.116124	0.0272851	0.07254	0.0302407	0.0509007	0.949099
