Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	dir_alpha	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	pi_prior[1]	pi_prior[2]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
6000	-336.811	-358.578	21.7675	1.4026	12.862	0.0315211	0.0364764	0.107308	0.0994917	0.13516	0.0128372	0.0015672	0.0523939	0.00237739	0.186909	0.0246831	0.0236791	0.0062819	0.000983003	0.0462107	0.20754	0.152574	0.188084	0.221659	0.0356616	0.0626275	0.0440925	0.0150653	0.395727	0.104047	0.0998926	0.0031322	0.0112511	0.025462	0.0444481	0.138424	0.298898	0.100983	0.0873872	4.15042e-05	0.0134645	6.16439e-05	0.986432	0.0873872	0.0873872	0.209877	0.571498	1.04415	2.17448	2.91745
6010	-338.197	-355.123	16.9263	3.56353	10.7021	0.0333856	0.0623556	0.0411383	0.106691	0.16457	0.0143562	0.0165509	0.0234233	0.00896207	0.0550991	0.255267	0.0299576	0.00212397	0.0026121	0.0242947	0.126723	0.109446	0.438116	0.137134	0.0314826	0.0786018	0.0940341	0.0116527	0.184978	0.187542	0.116976	0.00143438	0.0327952	0.0488442	0.0947549	0.057637	0.56924	0.0912288	0.213193	7.51806e-05	0.0247343	0.000106009	0.975085	0.213193	0.213193	0.428649	0.75862	1.08417	1.72856	3.25341
6020	-336.762	-353.431	16.6691	3.49845	13.2582	0.0799439	0.0815499	0.0395299	0.0611795	0.0853433	0.0135504	0.021941	0.0316518	0.0169183	0.0276836	0.114585	0.0407496	0.00198874	0.00146297	0.0224629	0.108354	0.168953	0.371939	0.298885	0.0693738	0.192772	0.043815	0.0317667	0.357718	0.223024	0.243945	0.00444685	0.0193105	0.0330158	0.143479	0.0928782	0.193421	0.046202	0.137609	3.3531e-05	0.0112606	7.34836e-05	0.988632	0.137609	0.137609	0.42449	0.755859	1.08407	1.73558	3.28384
6030	-343.989	-357.406	13.4175	2.21814	7.38875	0.0374298	0.039494	0.180674	0.110441	0.191451	0.0105405	0.00507288	0.0543546	0.0238239	0.087153	0.334852	0.0929588	0.015603	0.00379138	0.0133445	0.142342	0.0930417	0.603648	0.0908111	0.0091403	0.137307	0.0512162	0.0245686	0.272283	0.184675	0.162737	0.00817886	0.00509568	0.124221	0.157277	0.059242	0.217778	0.11228	0.369852	0.000289533	0.0913386	0.000615517	0.907756	0.369852	0.369852	0.317994	0.676371	1.0746	1.93104	3.65683
6040	-348.274	-365.987	17.7125	1.4921	8.61927	0.112133	0.0306326	0.115719	0.0862783	0.182636	0.0130598	0.0135876	0.115767	0.0912321	0.209725	0.10613	0.213555	0.00850066	0.0103485	0.00532937	0.136381	0.108046	0.367667	0.170932	0.0243944	0.18219	0.0964242	0.041788	0.0738621	0.104579	0.296047	0.0173858	0.0115557	0.207011	0.05542	0.0201603	0.159501	0.163376	0.16853	0.000777335	0.183515	0.00195434	0.813753	0.16853	0.16853	0.224099	0.587236	1.04995	2.13871	3.55135
6050	-347.298	-359.996	12.6977	2.43003	8.2323	0.109917	0.0333244	0.0400136	0.0408782	0.180082	0.00715397	0.0193275	0.0947328	0.123795	0.159777	0.10702	0.100824	0.0200776	0.0240812	0.0126934	0.157682	0.168713	0.286053	0.407132	0.0152971	0.208055	0.0588442	0.0589177	0.247891	0.0600889	0.199518	0.0337705	0.00887137	0.257168	0.117829	0.0210692	0.184361	0.0912146	0.1928	0.000374325	0.0267498	0.00171299	0.971163	0.1928	0.1928	0.339721	0.694127	1.07779	1.88836	3.65617
6060	-335.469	-351.275	15.806	1.05894	8.65806	0.0332263	0.0215644	0.052118	0.162453	0.090982	0.00932046	0.00540971	0.0228064	0.107173	0.123884	0.0733815	0.0685746	0.0485044	0.0357306	0.0420472	0.165145	0.0464918	0.699839	0.59502	0.0336227	0.266285	0.0318129	0.0210293	0.172621	0.0366919	0.110691	0.0275587	0.0201634	0.340542	0.115302	0.0171	0.123741	0.0363183	0.154654	0.00101338	0.188836	0.00458802	0.805563	0.154654	0.154654	0.148562	0.493778	1.00912	2.34854	3.75715
6070	-353.487	-366.798	13.3113	0.772701	9.62433	0.0971192	0.17187	0.135771	0.114478	0.145509	0.0166362	0.0161496	0.0317513	0.0762622	0.196063	0.0885361	0.0351652	0.0126981	0.0175727	0.0480872	0.078977	0.0975815	0.491484	0.733448	0.0127467	0.185934	0.0122634	0.0168883	0.114279	0.0131554	0.310039	0.0114917	0.0126315	0.243268	0.13212	0.0125226	0.0350148	0.0264847	0.215314	0.00121649	0.501495	0.00138574	0.495903	0.215314	0.215314	0.0897381	0.395907	0.949094	2.56526	3.744
6080	-339.101	-369.304	30.2027	1.7399	11.1801	0.0567937	0.0537005	0.0869806	0.185076	0.0466627	0.00607401	0.018237	0.0206204	0.0596858	0.0357248	0.0765067	0.0162722	0.00804281	0.0281309	0.0387295	0.0272227	0.101104	0.136598	0.279304	0.0519133	0.222231	0.00719962	0.0439901	0.189893	0.0218054	0.126712	0.0436919	0.0211349	0.0926009	0.0269013	0.00727661	0.0192417	0.0186733	0.138899	0.0013966	0.586739	0.00216601	0.409698	0.138899	0.138899	0.260119	0.624161	1.06188	2.05385	2.17473
6090	-334.862	-363.751	28.8886	0.762578	13.4361	0.0868616	0.066526	0.0693308	0.155423	0.158729	0.0158099	0.00784218	0.00645223	0.0137144	0.0478145	0.124666	0.0414704	0.00772632	0.0112727	0.0519555	0.0330314	0.0727671	0.130325	0.344024	0.134819	0.133262	0.0292489	0.0753203	0.239085	0.0449107	0.0380382	0.0341101	0.0181383	0.126666	0.0420731	0.00821151	0.014446	0.0137315	0.169782	0.0010876	0.476946	0.00274308	0.519224	0.169782	0.169782	0.0875747	0.39162	0.946021	2.57478	2.3978
6100	-334.242	-354.557	20.315	1.2911	10.1789	0.0261335	0.0543361	0.0667231	0.191913	0.11567	0.0557449	0.00255747	0.0127692	0.00943324	0.187102	0.139491	0.0863533	0.00872115	0.0235579	0.0138805	0.118783	0.0474938	0.189831	0.416429	0.109694	0.442044	0.0537469	0.226118	0.148252	0.0514431	0.00478805	0.0631652	0.00975086	0.0521875	0.0684563	0.00464624	0.0104728	0.009596	0.337362	0.000429552	0.645951	0.00135923	0.352261	0.337362	0.337362	0.191175	0.549639	1.03537	2.22381	3.02128
6110	-339.279	-363.521	24.2415	1.38822	11.3269	0.0537266	0.101614	0.0640618	0.175369	0.0628963	0.0528053	0.000386385	0.00745973	0.0237076	0.273153	0.0718884	0.0840822	0.0120124	0.0178907	0.0285824	0.0676232	0.0757552	0.215953	0.238961	0.0802573	0.289884	0.0224028	0.217885	0.0915779	0.147356	0.00632319	0.114009	0.0179332	0.102613	0.0997981	0.00557112	0.0200323	0.0123611	0.226559	0.00115324	0.425184	0.00133987	0.572323	0.226559	0.226559	0.207527	0.568827	1.04312	2.18052	2.85593
6120	-332.83	-358.288	25.4573	1.77389	10.9961	0.0488327	0.081371	0.0936123	0.120882	0.0816473	0.0712799	0.000204431	0.0104943	0.0324009	0.139638	0.0385832	0.0733252	0.0165079	0.011821	0.0235968	0.0851865	0.0831431	0.204904	0.402792	0.0536164	0.401029	0.0185779	0.135143	0.0937811	0.127076	0.0299846	0.0458283	0.0131684	0.0970221	0.058031	0.00448079	0.0362674	0.0321597	0.201585	0.001719	0.424643	0.00204409	0.571594	0.201585	0.201585	0.264704	0.628593	1.06315	2.04356	2.76639
6130	-341.419	-365.998	24.5787	0.698971	10.8466	0.018968	0.138647	0.123425	0.128626	0.0630877	0.0293111	0.000226372	0.00908215	0.0228282	0.267831	0.0673625	0.0335172	0.0121008	0.0258187	0.0787767	0.061604	0.098118	0.313412	0.302659	0.065632	0.259249	0.0736726	0.0816269	0.117952	0.0857806	0.0345536	0.0435537	0.00280046	0.119118	0.0894855	0.00521679	0.0263935	0.0242526	0.13505	0.00202035	0.290711	0.00152933	0.705739	0.13505	0.13505	0.0739686	0.363044	0.924487	2.6385	2.82469
6140	-324.498	-355.838	31.3398	0.70091	14.3292	0.0315325	0.0642191	0.0770704	0.215644	0.070165	0.0108951	0.00182005	0.0131435	0.0272633	0.151616	0.0575615	0.0163149	0.0525779	0.0115655	0.0267847	0.094186	0.0839721	0.151393	0.172359	0.0226674	0.106057	0.0356432	0.129337	0.160015	0.0173299	0.0381141	0.0272097	0.00611298	0.197077	0.0714009	0.00335794	0.015784	0.0221037	0.0580415	0.000517542	0.782539	0.000177603	0.216765	0.0580415	0.0580415	0.0743826	0.363959	0.925205	2.63645	2.18229
6150	-323.739	-353.126	29.3869	0.701449	16.0079	0.0594407	0.0451643	0.074428	0.0894624	0.0601497	0.00613062	0.0022332	0.00924432	0.022096	0.239998	0.0632128	0.0331002	0.0302016	0.0134945	0.036235	0.0355729	0.0893742	0.253217	0.200839	0.0621467	0.0294428	0.0575245	0.0684816	0.252428	0.0103499	0.127906	0.0722872	0.00190759	0.161779	0.0634309	0.0189723	0.00966695	0.031628	0.274134	0.000979278	0.658202	0.00032801	0.340491	0.274134	0.274134	0.0744979	0.364213	0.925404	2.63588	2.33155
6160	-331.202	-364.1	32.8985	0.822242	13.0059	0.0249541	0.0140406	0.0542699	0.0670573	0.0971541	0.00657776	0.00366783	0.0159294	0.0091244	0.127905	0.024314	0.0468858	0.0229225	0.0404957	0.0292953	0.0618372	0.0458299	0.146246	0.204221	0.0681776	0.02484	0.0168726	0.0433796	0.235934	0.0108427	0.1152	0.0556837	0.00287352	0.148678	0.103245	0.0233648	0.0107168	0.0956044	0.269842	0.000614585	0.730616	0.000178112	0.268591	0.269842	0.269842	0.100282	0.415937	0.962932	2.52085	1.99814
6170	-330.005	-356.783	26.7771	0.466213	14.114	0.00727169	0.0220062	0.0788309	0.0520286	0.10996	0.00471105	0.00263865	0.00839934	0.00601842	0.235771	0.0418524	0.0337089	0.0225728	0.0539331	0.0206258	0.070482	0.110038	0.218286	0.308251	0.0877153	0.0904916	0.0461326	0.0745731	0.141301	0.0316931	0.217313	0.0483769	0.00303468	0.0987468	0.109971	0.0601042	0.0627573	0.0441103	0.0800803	0.000537024	0.762975	0.00010282	0.236385	0.0800803	0.0800803	0.0273098	0.229288	0.794037	2.94937	2.52371
6180	-336.876	-361.539	24.6628	0.714709	14.2685	0.0397275	0.0342911	0.0751766	0.117265	0.0876263	0.00123859	0.00882283	0.0246962	0.00806323	0.09772	0.0208703	0.0253349	0.017475	0.0687597	0.0123881	0.0551466	0.0457374	0.418072	0.259861	0.105276	0.0234508	0.0140683	0.0741508	0.276825	0.0218974	0.146802	0.0550366	0.006926	0.0764608	0.0285787	0.049993	0.145103	0.0632009	0.044703	0.00148893	0.520463	6.84593e-05	0.47798	0.044703	0.044703	0.0773325	0.370388	0.9302	2.62208	2.50604
6190	-318.138	-349.825	31.6871	0.810094	14.1161	0.0545754	0.0684674	0.028501	0.044978	0.0418272	0.0011467	0.00726865	0.0106186	0.0184235	0.11897	0.014478	0.011509	0.00935291	0.0385645	0.0146034	0.0726573	0.114688	0.231229	0.34347	0.0236817	0.036557	0.0100484	0.0951912	0.262378	0.0057883	0.190907	0.0294252	0.028802	0.0759274	0.0714021	0.0380354	0.0699109	0.0163062	0.0880226	0.0230697	0.409225	5.56136e-05	0.56765	0.0880226	0.0880226	0.0977048	0.411166	0.959713	2.53142	2.19969
6200	-332.243	-350.106	17.8631	1.92969	12.2986	0.0445397	0.0221009	0.0476928	0.0191739	0.0443906	0.00400281	0.0283081	0.0117653	0.0294922	0.265037	0.0435482	0.0103305	0.0126905	0.016385	0.0128787	0.0715503	0.260397	0.63879	0.323662	0.0190082	0.0043404	0.023437	0.130734	0.220025	0.00438568	0.123611	0.0686482	0.0459827	0.0645463	0.112009	0.0579138	0.103567	0.0629246	0.282731	0.0210113	0.555985	6.75279e-05	0.422936	0.282731	0.282731	0.284735	0.647322	1.06813	1.99982	2.94787
6210	-334.559	-356.029	21.47	0.61513	13.2882	0.0537228	0.084456	0.0710573	0.0582489	0.182115	0.0142028	0.0207683	0.00909122	0.0589323	0.157189	0.112984	0.00765716	0.0252404	0.004054	0.0168191	0.0657521	0.0845685	0.344202	0.36864	0.0225083	0.0117746	0.0207812	0.0996937	0.0794082	0.00408064	0.200408	0.0593831	0.0650896	0.158434	0.0892585	0.0844135	0.220367	0.0253721	0.147106	0.0112272	0.563475	3.23379e-05	0.425265	0.147106	0.147106	0.0562428	0.320578	0.888846	2.73433	2.88067
6220	-340.813	-357.543	16.7296	0.759404	7.94787	0.057978	0.0364142	0.0853714	0.209664	0.128995	0.014007	0.0295933	0.0110591	0.0607091	0.254799	0.14299	0.00359075	0.021746	0.0122356	0.0240486	0.100915	0.0573376	0.18005	0.445169	0.00907863	0.0138966	0.0394575	0.0688596	0.19193	0.0225755	0.431477	0.073482	0.0248993	0.155605	0.111591	0.0578607	0.0848941	0.0285585	0.183128	0.00456106	0.747567	1.7474e-05	0.247855	0.183128	0.183128	0.086896	0.390261	0.945039	2.5778	3.19084
6230	-341.887	-361.524	19.6369	1.71133	9.09861	0.0550819	0.017719	0.0738913	0.0924827	0.0624277	0.0398183	0.0756579	0.0190133	0.0756838	0.168571	0.287014	0.00502267	0.041436	0.0141873	0.0282242	0.0786533	0.0705102	0.135397	0.45092	0.024271	0.0321993	0.106409	0.0295535	0.18232	0.0283252	0.338432	0.0181307	0.0272345	0.20144	0.0631835	0.0667239	0.161082	0.059295	0.135968	0.00576724	0.599927	5.24321e-05	0.394253	0.135968	0.135968	0.256201	0.620329	1.06075	2.06272	3.13031
6240	-339.707	-358.147	18.4401	1.20085	9.36855	0.0354214	0.00374868	0.0906649	0.0405846	0.120049	0.025152	0.0849364	0.00955081	0.0773002	0.137792	0.210239	0.00867373	0.103985	0.0106114	0.0090836	0.0794829	0.0483383	0.447391	0.345885	0.0735934	0.0832415	0.0999983	0.0247241	0.258562	0.0162618	0.187905	0.0329488	0.0456768	0.158181	0.0569729	0.128183	0.0961674	0.0271909	0.095474	0.00539696	0.731662	1.74977e-05	0.262924	0.095474	0.095474	0.175207	0.52979	1.02668	2.26833	3.1785
6250	-334.586	-355.279	20.693	0.862984	8.34029	0.0474499	0.00152986	0.11046	0.0399123	0.11718	0.0126165	0.0284432	0.00677562	0.0528971	0.183399	0.136646	0.032707	0.0185227	0.00838308	0.00856496	0.128096	0.0400394	0.332428	0.43343	0.0585288	0.119389	0.0798805	0.0395924	0.291916	0.0541847	0.199454	0.0441159	0.105111	0.0609633	0.074137	0.106797	0.0569916	0.00728311	0.144543	0.00653786	0.582233	7.97359e-05	0.411149	0.144543	0.144543	0.108873	0.431308	0.972987	2.48683	3.03782
6260	-337.437	-350.366	12.9292	0.628712	7.15161	0.0878885	0.00463993	0.0479578	0.087866	0.0802441	0.0220346	0.0233515	0.00682731	0.0540754	0.426119	0.11574	0.0195148	0.011601	0.0158858	0.0301714	0.100868	0.197218	0.466105	0.532182	0.044662	0.124584	0.182839	0.0559019	0.210455	0.0414435	0.23294	0.0372721	0.0698573	0.0501867	0.138006	0.107005	0.11105	0.00573601	0.287814	0.00291751	0.510689	7.40429e-05	0.486319	0.287814	0.287814	0.0590787	0.32786	0.895289	2.71777	3.74223
6270	-345.823	-356.674	10.8513	0.960815	8.44027	0.264208	0.00592239	0.0420313	0.0797693	0.0310079	0.0176182	0.0648009	0.0193813	0.0875787	0.408838	0.222074	0.0294867	0.0475394	0.0130442	0.0502502	0.0761259	0.136643	0.432236	0.697806	0.0446644	0.0660745	0.0763627	0.0135336	0.410864	0.0325279	0.0903027	0.0241792	0.128036	0.159289	0.0528485	0.0342961	0.088106	0.0105549	0.134957	0.000864239	0.561846	0.000170119	0.437119	0.134957	0.134957	0.129071	0.464649	0.993191	2.41309	3.958
6280	-345.573	-358.079	12.5065	0.746788	7.80295	0.125549	0.00939679	0.015534	0.0442045	0.0195935	0.0259753	0.0830086	0.003512	0.0503068	0.462185	0.164192	0.0535975	0.0312766	0.0111788	0.03024	0.122335	0.151479	0.342421	0.732884	0.0431106	0.0823972	0.042332	0.0110264	0.37204	0.0294128	0.03921	0.061933	0.194815	0.18316	0.0577309	0.0659308	0.240399	0.0187673	0.130937	0.000243777	0.0449618	0.000136087	0.954658	0.130937	0.130937	0.0841972	0.384794	0.941045	2.58996	3.92113
6290	-352.854	-362.313	9.45923	0.766097	7.65023	0.233169	0.00713366	0.0255272	0.0479658	0.0191648	0.0384742	0.0330429	0.00666382	0.08445	0.696242	0.189652	0.0176496	0.0343545	0.00920287	0.0735612	0.0933433	0.0941391	0.334162	0.451385	0.0385695	0.0184072	0.113634	0.00493088	0.212204	0.110207	0.058688	0.132148	0.0749405	0.116049	0.0410854	0.160969	0.397139	0.0240306	0.250517	0.000258951	0.249681	0.000166077	0.749894	0.250517	0.250517	0.088327	0.393118	0.947099	2.57146	3.99229
6300	-363.018	-367.589	4.57152	1.82654	5.05852	0.108346	0.0148867	0.0869438	0.0281188	0.0285051	0.0256233	0.0374986	0.00451202	0.0599971	0.621815	0.0557003	0.0245004	0.0266137	0.0297295	0.056177	0.113924	0.109266	0.261506	0.303014	0.144549	0.0345954	0.223617	0.0165933	0.175428	0.030124	0.141178	0.337185	0.301302	0.0678109	0.0194531	0.143459	0.517223	0.0294312	0.242572	0.000191079	0.201092	0.000147301	0.79857	0.242572	0.242572	0.271651	0.635202	1.06497	2.02817	4.17863
6310	-348.912	-357.497	8.58526	1.18142	6.8435	0.0579454	0.0269472	0.174347	0.0830709	0.0108808	0.0272524	0.00666143	0.00510474	0.0988268	0.388698	0.0836205	0.0504807	0.0244927	0.0162382	0.0661925	0.238827	0.187773	0.271455	0.138376	0.0967327	0.0160282	0.191833	0.0522458	0.0380908	0.0113339	0.0624403	0.134419	0.323054	0.184193	0.0210797	0.262422	0.759707	0.0308967	0.1569	0.000565983	0.331398	0.000217324	0.667819	0.1569	0.1569	0.17167	0.525229	1.02458	2.27852	4.14167
6320	-345.83	-358.525	12.6951	1.14155	6.5285	0.0228746	0.0672858	0.183179	0.0448897	0.0138674	0.0222888	0.0520497	0.00423057	0.0921511	0.18731	0.122087	0.0502578	0.00887889	0.0337978	0.0836062	0.110286	0.136719	0.337769	0.127744	0.0941818	0.024356	0.119491	0.0710826	0.0463534	0.0126898	0.0883832	0.0942651	0.208962	0.122474	0.0420378	0.19286	0.583864	0.0439918	0.164825	0.000877605	0.381871	0.00040773	0.616843	0.164825	0.164825	0.164302	0.515523	1.02	2.30018	3.44626
6330	-344.208	-357.602	13.394	0.779243	7.93678	0.0270529	0.145079	0.101505	0.0556339	0.0367526	0.021211	0.0132295	0.00440352	0.085498	0.152642	0.158319	0.11984	0.00886952	0.0337878	0.0126781	0.145403	0.177978	0.48317	0.187065	0.157344	0.0527211	0.0961418	0.0840162	0.0195458	0.0063985	0.060666	0.0988521	0.0954528	0.0285577	0.0939066	0.281915	0.408151	0.0432385	0.349893	0.00109669	0.197428	0.000942056	0.800533	0.349893	0.349893	0.0911348	0.398641	0.951033	2.55919	3.49702
6340	-354.477	-371.911	17.4341	0.888124	11.9558	0.00636776	0.134483	0.18117	0.0183265	0.0500019	0.0206574	0.00662658	0.0157864	0.0892052	0.161255	0.149458	0.14461	0.0073929	0.0245597	0.0105265	0.150306	0.0944956	0.226899	0.141336	0.039672	0.0686661	0.148309	0.0496677	0.0222328	0.00537151	0.0376245	0.126976	0.0857502	0.147702	0.257206	0.259588	0.383987	0.0372207	0.157936	0.00116965	0.510802	0.00181094	0.486218	0.157936	0.157936	0.114127	0.440335	0.978671	2.46687	3.30344
6350	-339.334	-356.297	16.9637	0.723605	13.4431	0.0196811	0.0490638	0.121982	0.052013	0.128974	0.0232148	0.00902948	0.0288416	0.0272276	0.289902	0.0520455	0.201157	0.0126709	0.00927338	0.0103816	0.093891	0.0778167	0.221833	0.111384	0.0350709	0.0741225	0.184792	0.0422191	0.0653797	0.00528272	0.0591892	0.1481	0.128734	0.0280172	0.132168	0.202076	0.358945	0.0231465	0.346294	0.00310317	0.7591	0.00342969	0.234367	0.346294	0.346294	0.0792357	0.374458	0.933311	2.613	3.02763
6360	-333.287	-359.168	25.881	0.802686	11.8225	0.0307323	0.0660865	0.058138	0.0774868	0.0383611	0.0513926	0.0213357	0.0285087	0.02176	0.173544	0.0759877	0.0476978	0.0167492	0.00630591	0.0138435	0.0543082	0.0573475	0.151559	0.10729	0.114935	0.199777	0.162467	0.0495181	0.0294234	0.0105538	0.141814	0.0921404	0.141089	0.0435546	0.122071	0.0988036	0.19993	0.0193522	0.226974	0.00432806	0.73887	0.00245076	0.254351	0.226974	0.226974	0.0961301	0.408213	0.957696	2.53796	2.52386
6370	-337.999	-361.468	23.4696	1.18453	12.3508	0.0759939	0.0953098	0.0342547	0.206619	0.0642259	0.0356484	0.0432445	0.0294889	0.0292389	0.135939	0.135009	0.00940373	0.0204994	0.00139915	0.0500941	0.0816212	0.0950356	0.291603	0.032903	0.132281	0.184734	0.201521	0.0174637	0.0504364	0.0474411	0.0583431	0.0319506	0.220251	0.0185321	0.0815578	0.0969184	0.0583615	0.047023	0.0946285	0.00779889	0.853125	0.00318095	0.135895	0.0946285	0.0946285	0.172238	0.525966	1.02492	2.27687	2.71435
6380	-353.153	-369.713	16.5594	0.604643	10.2237	0.0230848	0.0683091	0.199021	0.130258	0.124914	0.0574865	0.0701201	0.0752915	0.0173397	0.135243	0.220897	0.0353591	0.0110052	0.00176521	0.0261507	0.0574319	0.123206	0.361453	0.124981	0.0633747	0.0972219	0.127968	0.0350046	0.0274071	0.132089	0.019994	0.021177	0.301296	0.0155391	0.305278	0.0528987	0.0681874	0.25508	0.045466	0.0023904	0.948522	0.000381967	0.0487052	0.045466	0.045466	0.0540671	0.314843	0.883669	2.74742	3.38583
6390	-342.887	-362.56	19.6727	0.398158	10.8623	0.0292288	0.106115	0.0614809	0.244362	0.0534415	0.0541135	0.00759319	0.0378226	0.0240644	0.184285	0.0831844	0.00893092	0.0209433	0.00105948	0.0102325	0.0691808	0.158603	0.309922	0.155969	0.0832159	0.0337931	0.369048	0.0268416	0.0153251	0.0865702	0.0168562	0.0341265	0.338248	0.00880421	0.584238	0.0373878	0.0374942	0.0808565	0.115362	0.00658372	0.933699	0.000475988	0.0592414	0.115362	0.115362	0.0164495	0.180379	0.729279	3.07389	3.37334
6400	-339.832	-365.076	25.2436	0.844112	12.0989	0.019856	0.0626839	0.107729	0.0563502	0.0616021	0.010549	0.00365388	0.0407513	0.0409057	0.133217	0.0479095	0.0164791	0.00913289	0.00178578	0.0198622	0.091243	0.183253	0.261363	0.151948	0.0279275	0.0579819	0.227219	0.0264356	0.0504544	0.0283381	0.0228854	0.121329	0.210377	0.00728595	0.448155	0.0285974	0.0333916	0.0443503	0.0476082	0.00824408	0.890598	0.00173813	0.0994195	0.0476082	0.0476082	0.104905	0.424305	0.968466	2.50232	2.655
6410	-336.365	-359.384	23.0192	1.04656	9.31376	0.058048	0.0917809	0.067254	0.104137	0.100119	0.030879	0.00549203	0.0206479	0.0659053	0.116286	0.0731792	0.0132117	0.00948431	0.00211184	0.0609615	0.0941523	0.110837	0.361497	0.152986	0.0293562	0.0152075	0.141776	0.0365652	0.0273012	0.0547983	0.0598336	0.0555455	0.230017	0.0104383	0.512366	0.0118223	0.0437582	0.0188285	0.113447	0.00675663	0.843962	0.00380842	0.145473	0.113447	0.113447	0.146149	0.490313	1.00731	2.35623	2.78658
6420	-343.586	-362.512	18.9263	1.14419	9.54562	0.0155378	0.0621802	0.0588152	0.0421952	0.0425839	0.0209247	0.0041782	0.0203476	0.0233192	0.384926	0.266614	0.0170895	0.0385589	0.00456245	0.0275795	0.126438	0.189325	0.169976	0.201104	0.025263	0.0871131	0.0414882	0.0216719	0.0292078	0.0566126	0.0377476	0.151596	0.175323	0.00327719	0.516022	0.00704757	0.223065	0.0299942	0.205118	0.00812188	0.602173	0.00707798	0.382627	0.205118	0.205118	0.164794	0.516181	1.02031	2.29871	3.12168
6430	-340.635	-354.838	14.2024	1.67257	11.0666	0.00891803	0.155323	0.0700749	0.0636015	0.134746	0.0179485	0.00910623	0.0205168	0.0781821	0.209926	0.200051	0.0347636	0.0211241	0.00617786	0.0468193	0.150238	0.11726	0.467563	0.158014	0.0179586	0.105804	0.0417797	0.0434798	0.0358605	0.0729474	0.0248201	0.0790231	0.29327	0.00394856	0.529223	0.00594035	0.273636	0.0244398	0.225474	0.00848417	0.74517	0.014039	0.232307	0.225474	0.225474	0.250793	0.61497	1.05913	2.07511	3.52248
6440	-333.582	-351.576	17.9944	0.884344	8.56466	0.0241904	0.121508	0.058735	0.167691	0.098588	0.038492	0.0086183	0.00784149	0.0777842	0.0833711	0.21389	0.0159401	0.0434037	0.0074551	0.0215965	0.0686979	0.0927512	0.315406	0.231692	0.0696993	0.186706	0.0422491	0.0378901	0.0293537	0.122942	0.0312802	0.0568138	0.142068	0.00400992	0.544936	0.0058145	0.222413	0.0754497	0.0486541	0.0158888	0.554995	0.0214369	0.407679	0.0486541	0.0486541	0.11334	0.438999	0.977841	2.46982	3.26928
6450	-331.849	-356.551	24.7012	0.458339	13.0745	0.0140989	0.0596618	0.0591137	0.0716694	0.0367235	0.0217324	0.011414	0.0106674	0.0322567	0.152251	0.0992996	0.0348953	0.0211394	0.0169304	0.117839	0.161155	0.0753682	0.279762	0.180605	0.0626334	0.110033	0.0563607	0.0374844	0.025347	0.046924	0.0586089	0.0429704	0.118573	0.00616894	0.421291	0.0100078	0.181883	0.0901806	0.146698	0.0042071	0.434611	0.0137907	0.547391	0.146698	0.146698	0.0259512	0.223851	0.787417	2.96278	2.72505
6460	-333.299	-357.716	24.4172	1.67865	9.92297	0.0310341	0.0520715	0.0937384	0.20762	0.0363615	0.087455	0.020748	0.00464007	0.0353395	0.0451277	0.0451272	0.0371601	0.0493817	0.011611	0.0641781	0.11541	0.0805496	0.220532	0.21176	0.045494	0.083643	0.0535182	0.0418136	0.0574418	0.061713	0.030646	0.0139246	0.0772687	0.00784128	0.532109	0.0317777	0.15357	0.0640736	0.206558	0.00875535	0.17447	0.00535061	0.811424	0.206558	0.206558	0.251648	0.615822	1.05939	2.07314	2.70468
6470	-327.677	-355.249	27.5714	1.66732	15.1394	0.0261581	0.0439798	0.152761	0.096302	0.0288298	0.0210892	0.0338273	0.0037198	0.0129234	0.134858	0.0609459	0.0253545	0.0509471	0.00918848	0.0851224	0.0609575	0.183348	0.169536	0.146196	0.0343524	0.110345	0.0279726	0.0286707	0.102069	0.0738667	0.0429462	0.0276364	0.15184	0.0110506	0.359873	0.0106215	0.0902105	0.104375	0.103151	0.0078399	0.267753	0.00559921	0.718808	0.103151	0.103151	0.250052	0.614229	1.0589	2.07681	2.52187
6480	-336.384	-364.293	27.9092	0.774169	10.7369	0.0151155	0.0128638	0.0509312	0.0686254	0.0326045	0.0578347	0.0258624	0.00349255	0.047031	0.117378	0.0505886	0.0309852	0.0609432	0.0220075	0.0555351	0.0487552	0.135381	0.254205	0.204927	0.131541	0.101577	0.0735434	0.0292473	0.0848787	0.0570241	0.0265905	0.0529921	0.0795119	0.015922	0.316273	0.0132321	0.204215	0.0389474	0.160396	0.00422354	0.542277	0.0125281	0.440971	0.160396	0.160396	0.0900516	0.396523	0.949532	2.56389	2.52056
