Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	dir_alpha	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	pi_prior[1]	pi_prior[2]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
1080	-315.225	-352.784	37.5587	0.420377	17.3165	0.0684516	0.03062	0.0388598	0.000501195	0.0447004	0.00912074	0.00352816	0.000660544	0.00581305	0.0317845	0.0673111	0.0181197	0.0217048	0.0358593	0.0510879	0.110126	0.114897	0.154962	0.00423809	0.11215	0.00690717	0.0572235	0.184226	0.00127918	0.0403234	0.227409	0.0601371	0.0971249	0.0317947	0.0395421	0.0149766	0.00602229	0.26924	0.155869	0.849229	0.112783	0.0248365	0.0131524	0.155869	0.155869	0.0197605	0.196807	0.752422	3.03101	1.9607
1090	-314.576	-355.897	41.3207	0.61991	18.6082	0.0376827	0.0219178	0.0365596	0.000223557	0.0679256	0.0104171	0.00709859	0.00336068	0.0211951	0.0188644	0.0398429	0.051218	0.00408183	0.0547394	0.0330718	0.0403299	0.0920572	0.210293	0.00694405	0.0775964	0.0364634	0.0501752	0.118715	0.00703883	0.0250572	0.203229	0.0408731	0.138064	0.0275412	0.0220493	0.00678487	0.0166801	0.122221	0.138418	0.831261	0.118209	0.0185542	0.031975	0.138418	0.138418	0.0572387	0.32316	0.891146	2.72846	1.65031
1100	-321.765	-353.923	32.1578	1.54451	16.4841	0.0177344	0.0496881	0.0239986	0.000610889	0.0669385	0.00914768	0.0267508	0.00263027	0.0826193	0.0233593	0.070024	0.0185291	0.00206446	0.0593261	0.0176184	0.0725546	0.0395927	0.27211	0.00656514	0.22903	0.02623	0.0961086	0.154189	0.00760274	0.0579938	0.35256	0.0602048	0.0962352	0.0306705	0.0236879	0.00306535	0.0586584	0.169809	0.223866	0.877005	0.0707665	0.0414756	0.010753	0.223866	0.223866	0.232117	0.595801	1.05293	2.11915	2.22791
1110	-336.719	-365.582	28.8626	1.67869	11.9711	0.0121763	0.0954133	0.0336705	0.000620882	0.0612196	0.0103841	0.0395714	0.00396082	0.0943652	0.0269399	0.167842	0.0142342	0.00141657	0.0619042	0.0124901	0.0559525	0.0622643	0.114965	0.0486164	0.205723	0.0325241	0.12744	0.119233	0.0256315	0.0375241	0.477075	0.14268	0.0675383	0.0809821	0.0983964	0.00480742	0.0451062	0.120323	0.141644	0.839533	0.0875976	0.0574537	0.015416	0.141644	0.141644	0.251655	0.615829	1.05939	2.07312	2.50299
1120	-337.747	-364.957	27.2097	0.942274	8.73381	0.0592208	0.0596604	0.0309182	0.00035504	0.0772624	0.0140008	0.0340718	0.0072325	0.060592	0.00936256	0.139793	0.0138788	0.00176043	0.0298559	0.0694805	0.0576554	0.115752	0.103607	0.0226765	0.127843	0.00843679	0.0632701	0.254617	0.0644514	0.0363894	0.550111	0.259746	0.0546664	0.175265	0.0694062	0.00420976	0.0571874	0.206087	0.105472	0.699978	0.234445	0.0389073	0.0266695	0.105472	0.105472	0.125297	0.458686	0.989735	2.42628	2.83882
1130	-324.274	-356.855	32.5815	0.617637	13.6859	0.02919	0.0531915	0.0301522	5.78752e-05	0.181986	0.00504347	0.0330554	0.0304434	0.0456043	0.0112714	0.089609	0.00367573	0.00194593	0.0237267	0.0264638	0.0514628	0.0568548	0.268606	0.0151041	0.186074	0.0106095	0.0782752	0.192671	0.0586731	0.115048	0.41795	0.118864	0.0864278	0.0853677	0.0322173	0.0138327	0.0364696	0.231387	0.148444	0.494765	0.375939	0.0500988	0.0791964	0.148444	0.148444	0.0567648	0.321935	0.890057	2.73124	2.62131
1140	-318.593	-355.166	36.5722	1.04052	16.532	0.0202057	0.0540707	0.0895085	0.000183901	0.0539738	0.00547612	0.0306442	0.0136909	0.0297598	0.026581	0.0692915	0.0101242	0.00229231	0.0464423	0.0409241	0.0866496	0.0161376	0.349681	0.0106554	0.210218	0.0531079	0.079956	0.234921	0.0538987	0.033056	0.171095	0.0746297	0.0183681	0.0729144	0.0336381	0.00463075	0.0627311	0.219376	0.167556	0.0708069	0.783483	0.0839089	0.0618015	0.167556	0.167556	0.144968	0.488603	1.0064	2.36003	2.27883
1150	-317.796	-354.305	36.5085	0.905316	10.9519	0.059872	0.0483711	0.0664782	0.000178931	0.0255068	0.00440264	0.0152306	0.0177408	0.021216	0.0115657	0.0398204	0.0182308	0.0106781	0.0320726	0.0356266	0.116437	0.0115571	0.303786	0.00811205	0.204048	0.0784024	0.11831	0.163603	0.049935	0.117395	0.192456	0.102617	0.0341378	0.062453	0.190523	0.00561963	0.0621571	0.20739	0.107341	0.264913	0.543583	0.131458	0.0600456	0.107341	0.107341	0.117696	0.446318	0.98235	2.45364	2.43593
1160	-311.843	-356.13	44.2867	0.600576	14.1722	0.0420714	0.0247775	0.054119	0.000137164	0.0598897	0.00263857	0.0251862	0.021425	0.0532321	0.0190052	0.0253721	0.0115929	0.0161876	0.0182058	0.0338798	0.0473839	0.00495699	0.271892	0.00285596	0.112923	0.0769491	0.0347699	0.25635	0.0328972	0.0631262	0.123595	0.0974715	0.00917029	0.0534777	0.116017	0.0188268	0.0558009	0.120921	0.188338	0.277506	0.588709	0.109125	0.0246598	0.188338	0.188338	0.0532268	0.312592	0.881612	2.75257	1.9071
1170	-307.835	-354.407	46.5722	0.404661	16.4808	0.0580202	0.0135905	0.0225182	0.00021468	0.0969935	0.00365562	0.017779	0.0238268	0.0202245	0.0329801	0.0459368	0.0214573	0.0389366	0.00913444	0.0268356	0.0653232	0.00796659	0.0926358	0.00555142	0.272836	0.0195277	0.0899476	0.114877	0.0304304	0.0758226	0.204134	0.113118	0.00336789	0.0443248	0.134146	0.017275	0.0448241	0.166265	0.0908092	0.251271	0.508601	0.183298	0.0568301	0.0908092	0.0908092	0.0173926	0.18523	0.736276	3.0611	1.93448
1180	-304.296	-350.866	46.5693	0.687432	18.5003	0.04179	0.00608674	0.0669293	0.000650906	0.0480757	0.00811212	0.0126372	0.0355335	0.00931477	0.0681951	0.0679663	0.0372988	0.020772	0.0106218	0.0128626	0.0819942	0.00205334	0.295823	0.0104466	0.159447	0.0353961	0.0582273	0.083903	0.0565394	0.0875671	0.173483	0.119869	0.00651579	0.0341847	0.0957976	0.0290693	0.0348087	0.139027	0.117654	0.286828	0.299596	0.349919	0.0636564	0.117654	0.117654	0.0715059	0.357539	0.92012	2.65083	1.951
1190	-310.613	-350.993	40.3796	0.517586	16.9898	0.0411152	0.00851686	0.0886739	0.000968775	0.0877522	0.00516052	0.0125288	0.0422803	0.00614048	0.0828337	0.0805346	0.0138356	0.0282279	0.0043945	0.0180834	0.117598	0.00779328	0.313599	0.0189482	0.198713	0.0437631	0.063086	0.135713	0.04464	0.0294196	0.251807	0.0714617	0.0216023	0.0236977	0.0795173	0.0438385	0.0281039	0.181049	0.167398	0.73028	0.0887087	0.128611	0.0524009	0.167398	0.167398	0.0366916	0.263241	0.832654	2.86741	2.1954
1200	-319.905	-362.275	42.3698	0.36099	16.3373	0.0392586	0.00325122	0.0599084	0.000720188	0.12991	0.00810638	0.0398597	0.0724626	0.00399078	0.106235	0.0536052	0.00774546	0.0348284	0.0143197	0.0172269	0.0699709	0.0196774	0.252668	0.00837951	0.112258	0.0447545	0.0359344	0.116763	0.0464554	0.0509629	0.179006	0.175816	0.0211772	0.00679235	0.0467223	0.0355112	0.0217117	0.189699	0.143062	0.59383	0.203344	0.0620922	0.140734	0.143062	0.143062	0.0115121	0.152075	0.685365	3.15105	2.02569
1210	-329.334	-365.95	36.6158	0.907434	15.7118	0.0583051	0.00655672	0.026868	0.00105793	0.0671639	0.0111873	0.0137696	0.0466809	0.00504502	0.0837969	0.105462	0.0322864	0.086992	0.0272353	0.0281081	0.0700442	0.0814255	0.29429	0.0300624	0.17206	0.030503	0.0144915	0.21351	0.0248634	0.0153695	0.280325	0.0812936	0.0425701	0.00308612	0.0720857	0.040532	0.0241042	0.0982506	0.069896	0.576334	0.317304	0.0201249	0.0862367	0.069896	0.069896	0.118134	0.447044	0.982792	2.45203	2.18938
1220	-326.025	-357.489	31.4639	1.07172	13.0422	0.0189861	0.0388838	0.0178273	0.00511959	0.0424119	0.0131145	0.00753213	0.108054	0.00199823	0.111927	0.0827371	0.0189408	0.0165755	0.0509796	0.0355543	0.0549815	0.141881	0.332205	0.0233164	0.0940155	0.0780477	0.0173025	0.116459	0.0572714	0.0179475	0.42708	0.227847	0.0448804	0.00383434	0.0640318	0.0182428	0.0377143	0.0910429	0.0275222	0.623301	0.214477	0.0210336	0.141188	0.0275222	0.0275222	0.151037	0.497295	1.01094	2.34073	2.41874
1230	-333.873	-359.546	25.6728	0.604036	17.4409	0.0477818	0.0470866	0.0135158	0.00578948	0.126734	0.0109188	0.00898825	0.121748	0.00767438	0.134857	0.167938	0.0258973	0.064352	0.0352278	0.03125	0.0870371	0.123856	0.303892	0.0234565	0.180171	0.0567368	0.0276033	0.0621872	0.106039	0.0204817	0.287087	0.327272	0.0399068	0.00767002	0.0424273	0.012027	0.0409182	0.0446015	0.0344409	0.580462	0.219528	0.0455981	0.154412	0.0344409	0.0344409	0.0539416	0.314508	0.883364	2.74819	2.64313
1240	-326.39	-360.724	34.3331	0.980303	11.1018	0.0169572	0.0329575	0.0134825	0.00876697	0.0827572	0.00907949	0.00790847	0.0276906	0.0154917	0.186754	0.15136	0.00863723	0.0508216	0.0151836	0.00772603	0.121618	0.0939862	0.264673	0.0327814	0.106701	0.0349248	0.0155062	0.0511695	0.0554355	0.102739	0.358227	0.211703	0.0564149	0.025572	0.102297	0.0143665	0.0463824	0.0698668	0.0656173	0.551142	0.151566	0.118357	0.178936	0.0656173	0.0656173	0.133007	0.47075	0.996658	2.39958	2.39994
1250	-314.489	-348.944	34.4549	1.87776	15.2352	0.0293908	0.0417914	0.0237959	0.00633242	0.0907212	0.0044875	0.00392409	0.0220417	0.00273972	0.212801	0.0297424	0.0109515	0.0168799	0.0124993	0.0353786	0.071172	0.0961125	0.209538	0.00989906	0.281021	0.0558721	0.0109568	0.0950012	0.0682195	0.0441759	0.333359	0.152344	0.0176622	0.0190514	0.0452555	0.00755816	0.0333502	0.196438	0.072912	0.169272	0.791156	0.00686578	0.0327069	0.072912	0.072912	0.278233	0.641352	1.06661	2.01381	2.29046
1260	-317.633	-355.409	37.7764	0.382031	12.5488	0.0116611	0.0432323	0.0191527	0.00412864	0.0376766	0.00155361	0.00348552	0.0163635	0.00540649	0.140515	0.042917	0.00505086	0.0228629	0.0165766	0.0450951	0.0490533	0.0531283	0.179963	0.0479304	0.184174	0.0173287	0.0197864	0.113601	0.0970075	0.0393519	0.243313	0.121	0.0370787	0.0425304	0.0659113	0.0139527	0.129213	0.314549	0.183917	0.130734	0.822661	0.0129276	0.0336772	0.183917	0.183917	0.0142097	0.168211	0.71108	3.1065	2.18455
1270	-310.692	-351.359	40.6667	0.707999	12.2067	0.0226374	0.0362176	0.0348684	0.00479508	0.0505726	0.00370526	0.00330759	0.00920034	0.00788099	0.0771492	0.025495	0.00688412	0.029571	0.0213809	0.0495015	0.0490655	0.0701829	0.312787	0.0282753	0.134214	0.0504621	0.0236056	0.088661	0.0306781	0.0616424	0.147784	0.106551	0.0661143	0.0409317	0.0583279	0.00739514	0.0999481	0.114872	0.128978	0.537054	0.39593	0.0111748	0.0558416	0.128978	0.128978	0.0758976	0.36728	0.927797	2.62903	1.87467
1280	-314.688	-347.276	32.5878	0.883918	9.37492	0.00675843	0.0273919	0.0696393	0.00275609	0.0248754	0.00758827	0.0113682	0.0100486	0.0244437	0.176583	0.0771732	0.0288867	0.0169919	0.00850721	0.0274315	0.0986655	0.0856694	0.397559	0.0446491	0.101577	0.0542905	0.0400198	0.0458476	0.0195398	0.117711	0.321152	0.134797	0.0304148	0.0794369	0.0961921	0.00261839	0.117196	0.141267	0.0541808	0.636642	0.353752	0.00252765	0.00707806	0.0541808	0.0541808	0.113251	0.438848	0.977746	2.47015	2.44905
1290	-321.408	-351.835	30.4268	1.52824	9.8863	0.00236408	0.033962	0.0798196	0.0024252	0.0756052	0.0109752	0.0104558	0.00483108	0.0185614	0.196638	0.0989591	0.0105193	0.059871	0.00938428	0.0424463	0.132129	0.0511304	0.45573	0.0438896	0.199505	0.0333468	0.0573186	0.0357797	0.0530061	0.100995	0.239013	0.0577138	0.014455	0.0571232	0.0716907	0.00651486	0.18791	0.102024	0.0826767	0.829508	0.165078	0.00361052	0.00180361	0.0826767	0.0826767	0.229652	0.593191	1.05204	2.12512	2.55609
1300	-332.426	-355.943	23.5166	0.390006	12.5533	0.00235193	0.0557766	0.169553	0.00177791	0.0881167	0.0165117	0.0111501	0.0256394	0.0192526	0.354458	0.0346042	0.0380141	0.056091	0.00993777	0.0778451	0.0902997	0.0653917	0.376261	0.0147855	0.186136	0.0142375	0.065614	0.0477437	0.0451132	0.125596	0.368965	0.0988174	0.000903157	0.026716	0.0304723	0.0236248	0.252931	0.227166	0.0921633	0.621583	0.365737	0.00912558	0.00355447	0.0921633	0.0921633	0.0152994	0.174252	0.720236	3.09021	3.02185
1310	-335.108	-357.676	22.5677	0.659647	12.5533	0.0211069	0.0617036	0.0670778	0.00276421	0.0387647	0.0148465	0.0213227	0.012987	0.0214152	0.362495	0.0466077	0.013194	0.0273378	0.0408943	0.0554227	0.0450068	0.0361202	0.39166	0.047988	0.449409	0.0571141	0.176567	0.0188002	0.0821051	0.177782	0.229794	0.0831458	0.00175576	0.0243647	0.0195021	0.00673209	0.21071	0.255949	0.0919287	0.0839754	0.911133	0.00321767	0.00167381	0.0919287	0.0919287	0.0655987	0.343852	0.908945	2.6816	3.12245
1320	-330.671	-355.34	24.6694	1.44647	10.1125	0.035913	0.0411561	0.0885189	0.0150901	0.0269953	0.022619	0.0355262	0.0150034	0.0782261	0.239896	0.0466777	0.122755	0.0422604	0.0459638	0.0379982	0.0728684	0.0254198	0.273596	0.039514	0.262647	0.0364167	0.228365	0.0170902	0.0447806	0.092034	0.400625	0.274123	0.0101952	0.0333871	0.0364219	0.00435682	0.0697238	0.149576	0.130488	0.0632959	0.920422	0.00951497	0.00676692	0.130488	0.130488	0.216934	0.579397	1.04712	2.15655	2.96574
1330	-332.133	-354.397	22.2644	1.87623	12.6851	0.0464039	0.0739368	0.0816135	0.0287989	0.098811	0.0384308	0.032075	0.0121665	0.0476398	0.235605	0.0339035	0.0197646	0.0379718	0.0384594	0.0722051	0.0340263	0.0566538	0.345014	0.0377633	0.18635	0.015773	0.162983	0.0520496	0.0531804	0.0741764	0.362979	0.21489	0.00393965	0.0292814	0.0659818	0.00328713	0.0539886	0.258609	0.115201	0.145378	0.665816	0.175752	0.0130539	0.115201	0.115201	0.278039	0.641172	1.06656	2.01423	2.90871
1340	-338.84	-360.871	22.0308	0.980887	12.6444	0.141757	0.0500278	0.0641283	0.0223535	0.0541704	0.0548154	0.0285335	0.0324774	0.0215228	0.194806	0.0431919	0.0104299	0.109993	0.0454955	0.119581	0.0672194	0.0819279	0.257007	0.0308914	0.165335	0.010141	0.0891052	0.128082	0.0188506	0.16565	0.309322	0.13388	0.00340856	0.0118351	0.110366	0.00457285	0.0792726	0.378798	0.154845	0.204458	0.615105	0.171436	0.00900124	0.154845	0.154845	0.133125	0.470931	0.996759	2.39919	3.03895
1350	-337.871	-361.819	23.948	1.11969	12.4501	0.108898	0.0823102	0.106679	0.0545266	0.108619	0.0387362	0.0340353	0.0168776	0.0213862	0.0664854	0.132718	0.00500454	0.0803666	0.0535099	0.0659721	0.175023	0.0624634	0.187781	0.0384476	0.193175	0.00596115	0.0646341	0.0852851	0.0347475	0.0828506	0.442599	0.120057	0.00514506	0.0266466	0.106451	0.00446741	0.010551	0.219151	0.161219	0.0831523	0.204962	0.709385	0.00249988	0.161219	0.161219	0.160198	0.509992	1.01731	2.3125	2.84156
1360	-330.42	-350.866	20.4464	2.15478	10.7072	0.05111	0.0653294	0.0599319	0.0322686	0.0849717	0.0135072	0.0173657	0.00365854	0.0108435	0.0577381	0.0708551	0.0108785	0.0577385	0.0937627	0.0500465	0.0752976	0.0695139	0.393621	0.119757	0.253148	0.00859487	0.02128	0.151562	0.0232689	0.113168	0.401095	0.179954	0.00318968	0.0812449	0.107004	0.00418387	0.0416999	0.334243	0.223848	0.138063	0.392327	0.459308	0.0103015	0.223848	0.223848	0.311076	0.670524	1.07342	1.94498	3.06183
1370	-334.912	-356.037	21.1242	2.41155	10.7285	0.0586795	0.16015	0.111147	0.0231421	0.102504	0.0172254	0.0229286	0.011784	0.00984973	0.0955485	0.0360836	0.00809076	0.0587777	0.0548647	0.102773	0.0822063	0.0591135	0.61189	0.0206291	0.109153	0.0262875	0.0161461	0.15969	0.0243563	0.130238	0.432713	0.0917214	0.00531773	0.0719738	0.0749995	0.00179398	0.0529798	0.138896	0.214978	0.0509358	0.87471	0.0706696	0.0036844	0.214978	0.214978	0.337907	0.692679	1.07755	1.89186	2.98365
1380	-336.213	-356.989	20.7752	1.07624	10.2581	0.0470602	0.145395	0.081019	0.0221813	0.101906	0.065339	0.011368	0.00526457	0.00393493	0.217334	0.0755142	0.0034254	0.0625349	0.0610072	0.0343745	0.0998978	0.0704638	0.388735	0.010798	0.155311	0.0232461	0.0168227	0.0742533	0.0191401	0.0657891	0.534579	0.252777	0.00540136	0.194469	0.0647981	0.00369724	0.0135998	0.192921	0.0882488	0.0115023	0.890872	0.096647	0.000978312	0.0882488	0.0882488	0.15191	0.498526	1.01157	2.338	3.12436
1390	-337.025	-360.811	23.7853	0.776302	8.7988	0.0983318	0.102137	0.0948938	0.0390872	0.0421241	0.02043	0.0168771	0.00178899	0.0210447	0.327558	0.0353625	0.00203684	0.0186121	0.0635501	0.0506734	0.107673	0.0867209	0.369574	0.015096	0.162286	0.0252886	0.030484	0.100322	0.00649518	0.136972	0.305947	0.0575441	0.00222101	0.323483	0.0563583	0.00352506	0.0175538	0.185728	0.100097	0.0242655	0.764453	0.210204	0.00107833	0.100097	0.100097	0.090507	0.397415	0.950166	2.56191	2.92778
1400	-331.854	-357.648	25.7939	0.365329	9.5989	0.0675295	0.0625524	0.115455	0.0279597	0.124458	0.0147014	0.00596764	0.00572634	0.0162111	0.178791	0.10188	0.00195111	0.0468486	0.0714726	0.0360402	0.158752	0.152929	0.214124	0.00917592	0.269571	0.0431695	0.0226436	0.139561	0.00678145	0.0683367	0.177607	0.0203458	0.00756327	0.249959	0.0563961	0.00102548	0.0571198	0.252377	0.0993908	0.0504292	0.758564	0.184399	0.00660843	0.0993908	0.0993908	0.0120467	0.155424	0.690861	3.14167	2.78498
1410	-331.311	-355.491	24.1794	0.514449	9.03628	0.0379969	0.0618566	0.0848223	0.0148408	0.122082	0.0346972	0.0086602	0.0151516	0.00600103	0.247494	0.0988986	0.00124242	0.0515521	0.0294381	0.0344781	0.0943566	0.0699631	0.19675	0.0157066	0.106741	0.049619	0.0901558	0.151998	0.0612013	0.0598089	0.154312	0.0512578	0.0337786	0.100052	0.0722626	0.0013204	0.0319088	0.414757	0.240145	0.113973	0.634762	0.240461	0.0108038	0.240145	0.240145	0.036096	0.261244	0.830503	2.87216	2.60516
1420	-326.238	-354.995	28.7571	0.525121	12.9766	0.018198	0.0379429	0.038337	0.00794295	0.114639	0.037423	0.00894263	0.028722	0.0257627	0.058769	0.0111719	0.000596461	0.0304511	0.0516005	0.0114266	0.0552981	0.0697112	0.207307	0.0247701	0.167938	0.0625521	0.0252822	0.162629	0.13181	0.0728085	0.30897	0.0294458	0.00489389	0.183693	0.0728959	0.00527844	0.0256561	0.145234	0.24617	0.161618	0.578706	0.249976	0.00970057	0.24617	0.24617	0.038133	0.267999	0.83772	2.85615	2.2381
1430	-337.217	-365.552	28.3347	0.740792	10.7867	0.0160439	0.0473495	0.0287247	0.0500016	0.0846609	0.031458	0.00908152	0.0145454	0.0668621	0.0894818	0.0239114	0.00132796	0.0809512	0.0695238	0.0159876	0.00931981	0.0850532	0.207117	0.0318277	0.158692	0.0764944	0.011892	0.131906	0.0736713	0.126797	0.167266	0.0666001	0.0104577	0.0785479	0.0792289	0.00490078	0.0374148	0.24636	0.15598	0.365089	0.522881	0.102355	0.00967399	0.15598	0.15598	0.082914	0.382158	0.939095	2.59583	2.23346
1440	-340.337	-363.943	23.6057	1.32871	12.5586	0.0295303	0.0651806	0.139846	0.159921	0.0290789	0.0280175	0.0197965	0.00553767	0.0155475	0.0439505	0.0079097	0.0017533	0.100174	0.0373511	0.00864543	0.0116229	0.0956192	0.199438	0.0536473	0.0955236	0.0588839	0.0143226	0.13921	0.0778086	0.195883	0.266992	0.157883	0.0371007	0.0830708	0.0241613	0.0029749	0.0165284	0.285824	0.315225	0.154552	0.621233	0.215851	0.00836493	0.315225	0.315225	0.197608	0.557317	1.03855	2.20652	2.50873
1450	-339.981	-366.161	26.18	2.64995	14.0606	0.0158205	0.0416267	0.18537	0.0909679	0.0743918	0.0177492	0.0565838	0.00143666	0.015891	0.0453389	0.0246147	0.00333909	0.139832	0.0566186	0.0152941	0.0509857	0.0579557	0.198257	0.028192	0.230034	0.185919	0.025227	0.152547	0.0631674	0.0857977	0.0829181	0.155684	0.0170561	0.0430278	0.0822024	0.00731339	0.0158677	0.125587	0.149795	0.0631903	0.865452	0.0566934	0.0146646	0.149795	0.149795	0.360227	0.710099	1.08014	1.84953	2.39261
1460	-341.436	-360.303	18.8668	0.971376	15.2172	0.0345682	0.0397584	0.0671346	0.0658061	0.0964161	0.0175498	0.0254532	0.00110334	0.0605118	0.162729	0.0709001	0.00255118	0.0766873	0.0397242	0.00622459	0.0279396	0.0381273	0.343152	0.0268085	0.110207	0.207283	0.102875	0.264978	0.115087	0.0493404	0.0830193	0.181224	0.0148248	0.0803839	0.0890795	0.00954374	0.0431619	0.292423	0.298203	0.0379383	0.845218	0.0789356	0.0379079	0.298203	0.298203	0.131208	0.467976	0.99509	2.40573	2.84658
1470	-337.195	-362.505	25.3105	1.23457	15.1213	0.0244342	0.0624362	0.0877683	0.0451438	0.0354237	0.0223678	0.0319962	0.000258655	0.0366109	0.153047	0.0933382	0.00196644	0.0522342	0.0720817	0.00923254	0.0269438	0.0188494	0.329877	0.0868632	0.114334	0.0347192	0.0923253	0.101066	0.0479571	0.0732085	0.235334	0.174313	0.0313612	0.0262785	0.0633175	0.0163063	0.0165187	0.223354	0.142665	0.0553498	0.858162	0.0665314	0.0199571	0.142665	0.142665	0.181261	0.537455	1.03012	2.25117	2.44127
1480	-334.294	-359.477	25.1829	0.986272	10.221	0.0142342	0.0591018	0.032713	0.0366242	0.0710813	0.036674	0.0144346	0.000525427	0.0334457	0.150276	0.149339	0.0035888	0.108794	0.0222368	0.00879986	0.147386	0.0226402	0.214838	0.0354165	0.154452	0.0297922	0.163317	0.314309	0.0314943	0.0328262	0.232646	0.0814173	0.0121199	0.0140247	0.0380958	0.0198941	0.0599575	0.20929	0.151111	0.137631	0.588593	0.25317	0.0206062	0.151111	0.151111	0.134207	0.472586	0.997688	2.39552	2.55579
1490	-336.32	-359.848	23.5282	1.13295	13.2139	0.015341	0.105645	0.0504454	0.0754572	0.131231	0.0270717	0.00227225	0.000648467	0.0683724	0.302766	0.089595	0.00429522	0.0834335	0.00868129	0.016613	0.071918	0.0129854	0.254641	0.00755574	0.109838	0.0668852	0.125173	0.270464	0.0654267	0.0157642	0.336063	0.111219	0.012168	0.123163	0.0382595	0.0084818	0.0419365	0.146086	0.103413	0.0998551	0.422008	0.466415	0.0117218	0.103413	0.103413	0.162692	0.513364	1.01896	2.30499	2.7999
1500	-341.042	-357.147	16.1041	1.77653	9.28729	0.0338001	0.101371	0.123148	0.263784	0.435437	0.0129901	0.00174837	0.00112399	0.0854218	0.105002	0.0871017	0.00538042	0.0649268	0.00492166	0.0181098	0.0512572	0.0148417	0.335723	0.012434	0.163016	0.0898354	0.169763	0.286925	0.121687	0.0037382	0.367241	0.204042	0.0238565	0.101967	0.0274614	0.0144607	0.0302941	0.338636	0.17482	0.0445251	0.325176	0.623647	0.00665166	0.17482	0.17482	0.265058	0.628932	1.06324	2.04277	3.70145
1510	-347.157	-361.514	14.3562	1.07494	8.08534	0.0701628	0.172039	0.099269	0.160477	0.173416	0.0301598	0.00121343	0.00418336	0.0628491	0.0464454	0.226586	0.0184722	0.0370179	0.0119556	0.0774461	0.11665	0.035404	0.5938	0.0210631	0.324171	0.0860389	0.246435	0.150239	0.124426	0.00209486	0.534128	0.119939	0.022197	0.105671	0.0305251	0.0085307	0.0189596	0.224406	0.28219	0.017826	0.692109	0.288083	0.00198205	0.28219	0.28219	0.15166	0.498175	1.01139	2.33878	3.95637
1520	-343.456	-359.422	15.9663	0.984191	9.05617	0.0706525	0.402668	0.0726987	0.0310672	0.151573	0.0457467	0.000735107	0.00199666	0.0272843	0.139098	0.246537	0.0177823	0.0382964	0.0693329	0.0320712	0.134648	0.0270661	0.311408	0.0306647	0.221953	0.0959984	0.0933139	0.373828	0.029474	0.00155783	0.360405	0.173475	0.0974144	0.149111	0.0493261	0.0241145	0.00960663	0.311127	0.0589429	0.0410266	0.593686	0.361659	0.0036286	0.0589429	0.0589429	0.133789	0.471948	0.99733	2.39693	3.84203
1530	-329.013	-353.056	24.0436	1.39855	9.06584	0.0448498	0.110657	0.147705	0.0269606	0.30379	0.0334871	0.000887407	0.00482729	0.0442185	0.134948	0.0957158	0.0304053	0.0126693	0.0399901	0.0447964	0.0503354	0.0230691	0.419295	0.0653099	0.186658	0.0233454	0.112667	0.434211	0.0413221	0.00243293	0.354105	0.244272	0.0646587	0.0462171	0.0341128	0.0786553	0.0122611	0.132497	0.103666	0.03663	0.719313	0.241387	0.00267062	0.103666	0.103666	0.209217	0.570751	1.04386	2.17617	3.40133
1540	-337.029	-359.418	22.3899	1.58897	6.45734	0.0598449	0.039105	0.090103	0.108017	0.174285	0.100097	0.00130087	0.0416734	0.0462438	0.212292	0.0344185	0.0644935	0.00996705	0.0442993	0.052959	0.0424197	0.0527262	0.394773	0.0478397	0.212586	0.0125701	0.0532514	0.251397	0.0880333	0.00320379	0.344332	0.203375	0.0375858	0.0306015	0.0102516	0.0115185	0.00572695	0.0711838	0.191476	0.0686848	0.417791	0.50858	0.00494418	0.191476	0.191476	0.238744	0.602725	1.05525	2.10329	2.95247
1550	-338.516	-359.645	21.1289	1.05043	9.48651	0.0109451	0.0328313	0.15776	0.17211	0.109142	0.0894784	0.00156219	0.107255	0.045995	0.104224	0.0419392	0.059528	0.00596768	0.0217673	0.0417015	0.0592102	0.0413916	0.460072	0.19601	0.240959	0.0229914	0.0889988	0.2455	0.0569479	0.0111461	0.274879	0.242954	0.0483611	0.111203	0.00766028	0.0149364	0.00708375	0.0393981	0.303597	0.0789977	0.415922	0.498054	0.00702676	0.303597	0.303597	0.146905	0.491402	1.00788	2.35382	3.17191
