Iteration	Posterior	Likelihood	Prior	r_gain	r_loss	dp	widespread_sympatry	subset_sympatry	allopatry	clock_bg
14970	-135.582	-137.675	2.09299	0.511987	0.488013	0.105633	0.424624	0.359169	0.216207	0.00194773
14980	-134.258	-134.7	0.442088	0.328102	0.671898	0.305024	0.287961	0.412994	0.299044	0.00260007
14990	-136.94	-130.396	-6.54405	0.250484	0.749516	1.03637	0.202138	0.323189	0.474673	0.00172117
15000	-136.748	-134.139	-2.60968	0.482661	0.517339	0.535342	0.662919	0.0959342	0.241147	0.00241431
15010	-136.813	-130.927	-5.88615	0.556599	0.443401	0.965613	0.213199	0.634588	0.152213	0.00188863
15020	-132.537	-132.388	-0.148618	0.278589	0.721411	0.613092	0.0182014	0.667577	0.314221	0.00212259
15030	-135.559	-132.263	-3.29604	0.122945	0.877055	0.687917	0.254818	0.496212	0.24897	0.00452503
15040	-135.263	-128.966	-6.2972	0.506742	0.493258	0.964532	0.342093	0.246115	0.411792	0.00151822
15050	-137.961	-128.692	-9.26916	0.502146	0.497854	1.23451	0.464444	0.221328	0.314228	0.00122153
15060	-138.372	-138.233	-0.139163	0.180012	0.819988	0.318969	0.474232	0.116455	0.409313	0.00188205
15070	-134.868	-135.148	0.279979	0.395373	0.604627	0.291124	0.403484	0.388388	0.208128	0.00235319
15080	-134.858	-137.446	2.58844	0.287616	0.712384	0.103423	0.246804	0.235968	0.517228	0.00344686
15090	-132.229	-137.107	4.87784	0.211584	0.788416	0.100246	0.0200767	0.560339	0.419585	0.0034967
15100	-134.035	-136.95	2.91522	0.337925	0.662075	0.0948492	0.191939	0.303068	0.504992	0.00197019
15110	-134.334	-133.933	-0.400657	0.387727	0.612273	0.389066	0.290816	0.226461	0.482724	0.00194534
15120	-134.823	-135.979	1.15554	0.542941	0.457059	0.255183	0.230098	0.329693	0.44021	0.00128522
15130	-134.941	-137.253	2.31183	0.384737	0.615263	0.0867334	0.412058	0.147872	0.44007	0.00166602
15140	-127.793	-130.817	3.02421	0.451982	0.548018	0.047053	0.289369	0.360646	0.349985	0.00192053
15150	-127.975	-127.984	0.00890096	0.57928	0.42072	0.372794	0.221438	0.659235	0.119327	0.00179063
15160	-128.777	-122.312	-6.46543	0.492895	0.507105	0.92392	0.648481	0.030162	0.321357	0.0013932
15170	-128.01	-124.215	-3.79445	0.459702	0.540298	0.720689	0.31665	0.409268	0.274082	0.00204204
15180	-128.668	-122.241	-6.42763	0.445463	0.554537	0.95947	0.416138	0.546857	0.0370048	0.00198962
15190	-130.107	-130.694	0.586516	0.544243	0.455757	0.283193	0.313565	0.569667	0.116768	0.00232194
15200	-128.948	-130.831	1.8834	0.911896	0.0881037	0.192952	0.205186	0.484073	0.310741	0.00104342
15210	-127.765	-122.657	-5.10756	0.794923	0.205077	1.05343	0.0342702	0.601006	0.364723	0.00072527
15220	-126.292	-122.618	-3.6737	0.580637	0.419363	0.8904	0.0423197	0.500738	0.456943	0.00138419
15230	-127.91	-125.114	-2.79578	0.530535	0.469465	0.636016	0.268802	0.0952593	0.635939	0.00159239
15240	-130.137	-123.113	-7.02409	0.542026	0.457974	1.05534	0.278193	0.227259	0.494548	0.00200878
15250	-127.73	-126.934	-0.79547	0.397104	0.602896	0.414285	0.34016	0.527479	0.132361	0.00210164
15260	-129.88	-120.416	-9.46414	0.645028	0.354972	1.23561	0.568916	0.256806	0.174279	0.00135623
15270	-129.212	-122.211	-7.00167	0.392398	0.607602	1.01352	0.434036	0.236063	0.329901	0.00155533
15280	-128.004	-130.49	2.48528	0.679235	0.320765	0.132635	0.204568	0.398709	0.396723	0.00144257
15290	-129.941	-131.681	1.74068	0.512809	0.487191	0.178133	0.27913	0.375969	0.344902	0.00243546
15300	-134.604	-132.813	-1.79058	0.52331	0.47669	0.522651	0.310686	0.629624	0.0596907	0.00140429
15310	-137.198	-130.045	-7.15236	0.552264	0.447736	1.19025	0.0712945	0.295073	0.633632	0.00246454
15320	-134.271	-127.438	-6.83304	0.670241	0.329759	1.18981	0.0509304	0.21083	0.73824	0.00123828
15330	-132.053	-129.853	-2.20001	0.564832	0.435168	0.880001	0.0092113	0.461961	0.528827	0.00164949
15340	-130.761	-124.654	-6.1074	0.236513	0.763487	1.10011	0.0591204	0.541065	0.399814	0.00495316
15350	-129.663	-126.068	-3.59505	0.277674	0.722326	0.790443	0.117769	0.393105	0.489126	0.00136414
15360	-130	-119.792	-10.2079	0.25304	0.74696	1.33202	0.438546	0.252767	0.308686	0.00274512
15370	-127.402	-125.486	-1.91611	0.551032	0.448968	0.565381	0.222698	0.420859	0.356443	0.00119431
15380	-128.583	-123.645	-4.93767	0.297245	0.702755	0.909058	0.139567	0.242648	0.617785	0.0017273
15390	-125.919	-128.131	2.21162	0.670062	0.329938	0.324938	0.0329058	0.418996	0.548098	0.000958811
15400	-130.176	-137.169	6.99255	0.616011	0.383989	0.16549	0.00095373	0.919683	0.0793628	0.00100676
15410	-129.942	-132.421	2.47911	0.397896	0.602104	0.597089	0.00117035	0.960334	0.0384958	0.00233008
15420	-133.228	-134.215	0.987577	0.248059	0.751941	0.402325	0.0526058	0.500229	0.447165	0.00375086
15430	-135.792	-129.79	-6.0022	0.1729	0.8271	0.921746	0.386735	0.386912	0.226353	0.00376428
15440	-137.107	-130.078	-7.02867	0.588121	0.411879	1.02563	0.38997	0.209538	0.400492	0.00178022
15450	-138.255	-129.541	-8.7143	0.298394	0.701606	1.1944	0.390244	0.336278	0.273479	0.00150577
15460	-134.74	-135.765	1.0243	0.373242	0.626758	0.233254	0.338314	0.431246	0.23044	0.00164481
15470	-128.543	-126.719	-1.82382	0.59219	0.40781	0.469398	0.58152	0.27522	0.14326	0.00156302
15480	-128.976	-126.16	-2.81621	0.277464	0.722536	0.536023	0.829103	0.085534	0.0853628	0.00225432
15490	-128.091	-125.835	-2.25575	0.334788	0.665212	0.525126	0.501979	0.0411748	0.456846	0.00226683
15500	-128.177	-128.949	0.772004	0.477464	0.522536	0.202241	0.632227	0.279618	0.0881556	0.00161383
15510	-128.11	-122.777	-5.33262	0.614137	0.385863	0.861786	0.368438	0.557876	0.0736862	0.00112967
15520	-128.273	-127.05	-1.22273	0.380087	0.619913	0.461495	0.326022	0.358996	0.314981	0.00143852
15530	-129.622	-126.052	-3.57043	0.360812	0.639188	0.681411	0.377643	0.564748	0.0576088	0.00306456
15540	-127.989	-126.489	-1.50072	0.307813	0.692187	0.497962	0.292089	0.255105	0.452806	0.00266192
15550	-130.344	-124.525	-5.81823	0.663945	0.336055	0.884266	0.489858	0.105836	0.404306	0.001574
15560	-129.735	-124.871	-4.86368	0.740178	0.259822	0.812807	0.375281	0.326091	0.298628	0.00155787
15570	-127.526	-125.635	-1.89079	0.504219	0.495781	0.563496	0.220158	0.451671	0.328171	0.00157999
15580	-134.541	-133.512	-1.0292	0.456973	0.543027	0.451642	0.292513	0.171379	0.536107	0.00169936
15590	-135.986	-133.331	-2.65433	0.535605	0.464395	0.678242	0.142488	0.337769	0.519744	0.00234528
15600	-134.881	-131.186	-3.69473	0.676142	0.323858	0.757351	0.189716	0.611773	0.198511	0.00151125
15610	-134.963	-134.547	-0.41624	0.416212	0.583788	0.37276	0.356371	0.413298	0.230331	0.00151384
15620	-139.789	-141.24	1.45123	0.321191	0.678809	0.172676	0.41593	0.347952	0.236118	0.000942483
15630	-135.008	-135.716	0.707993	0.428049	0.571951	0.240808	0.442385	0.200731	0.356884	0.00158362
15640	-137.765	-134.503	-3.26201	0.809817	0.190183	0.603509	0.650399	0.262988	0.0866134	0.00119742
15650	-134.73	-126.904	-7.82606	0.412343	0.587657	1.23767	0.089603	0.382973	0.527424	0.0018414
15660	-136.378	-129.969	-6.40878	0.73276	0.26724	0.956855	0.421919	0.222103	0.355978	0.00147722
15670	-135.528	-134.716	-0.811695	0.423046	0.576954	0.4467	0.243999	0.236349	0.519652	0.0012127
15680	-132.297	-129.95	-2.34654	0.560433	0.439567	0.961507	0.00440264	0.824822	0.170776	0.00123608
15690	-132.903	-138.557	5.65349	0.661325	0.338675	0.218918	0.00230938	0.495333	0.502358	0.00189312
15700	-123.819	-131.685	7.86602	0.739263	0.260737	0.0759876	0.000972109	0.359257	0.639771	0.00144364
15710	-125.327	-124.889	-0.437341	0.427363	0.572637	0.699462	0.00958676	0.477479	0.512934	0.00232487
15720	-125.135	-126.814	1.67859	0.358502	0.641498	0.412208	0.0223514	0.518586	0.459063	0.00180071
15730	-130.14	-127.802	-2.33763	0.26371	0.73629	0.548066	0.429508	0.102536	0.467956	0.00154755
15740	-127.373	-125.434	-1.93851	0.401746	0.598254	0.548304	0.274673	0.335968	0.389359	0.00163219
15750	-128.245	-124.165	-4.0793	0.392686	0.607314	0.677225	0.705583	0.287815	0.00660231	0.00188061
15760	-129.019	-126.004	-3.01497	0.456328	0.543672	0.582275	0.618331	0.267076	0.114593	0.00227677
15770	-129.508	-121.541	-7.96691	0.568825	0.431175	1.07842	0.616237	0.127752	0.25601	0.00163108
15780	-130.245	-126.841	-3.40361	0.497366	0.502634	0.652115	0.445452	0.192162	0.362386	0.000815895
15790	-130.571	-124.588	-5.98281	0.715634	0.284366	0.925298	0.372654	0.221534	0.405812	0.00161221
15800	-128.453	-125.518	-2.935	0.662969	0.337031	0.596253	0.491712	0.224909	0.283379	0.000924589
15810	-127.68	-125.795	-1.88473	0.402794	0.597206	0.561064	0.222946	0.550389	0.226666	0.00227268
15820	-127.553	-129.071	1.51751	0.332652	0.667348	0.23375	0.192434	0.531562	0.276004	0.00260866
15830	-129.224	-123.914	-5.30976	0.563891	0.436109	0.903083	0.224831	0.371104	0.404066	0.00199856
15840	-128.57	-122.83	-5.73962	0.350402	0.649598	0.877246	0.483986	0.204729	0.311285	0.00181865
15850	-129.035	-123.672	-5.36281	0.36789	0.63211	0.821492	0.593775	0.251576	0.154648	0.00149089
15860	-128.545	-121.967	-6.57828	0.358804	0.641196	0.9854	0.367766	0.537431	0.0948032	0.00224513
15870	-129.314	-120.888	-8.42533	0.625422	0.374578	1.23764	0.175221	0.729639	0.0951396	0.00143337
15880	-128.322	-129.889	1.56726	0.897413	0.102587	0.246033	0.161941	0.398904	0.439155	0.000877699
15890	-129.154	-130.512	1.35742	0.717448	0.282552	0.164471	0.506554	0.126033	0.367412	0.000786903
15900	-127.806	-126.886	-0.920238	0.595187	0.404813	0.481195	0.188064	0.583289	0.228647	0.0010063
15910	-127.663	-126.653	-1.00989	0.371852	0.628148	0.428761	0.367613	0.144864	0.487524	0.00208275
15920	-129.129	-128.962	-0.16771	0.345422	0.654578	0.341505	0.376032	0.320069	0.303899	0.0030833
15930	-127.682	-126.042	-1.63942	0.423424	0.576576	0.474309	0.448017	0.38952	0.162462	0.00168594
15940	-128.223	-128.604	0.380451	0.557392	0.442608	0.293917	0.352014	0.339901	0.308085	0.00179522
15950	-129.576	-126.834	-2.7417	0.571846	0.428154	0.657609	0.197771	0.368856	0.433372	0.00220861
15960	-128.789	-126.635	-2.15373	0.425308	0.574692	0.528995	0.434303	0.195153	0.370544	0.00122883
15970	-126.073	-123.494	-2.57925	0.592936	0.407064	0.78123	0.0422364	0.507398	0.450366	0.00128729
15980	-124.683	-128.724	4.04157	0.561768	0.438232	0.326492	0.00419226	0.662983	0.332825	0.00184696
15990	-124.42	-122.361	-2.0587	0.43465	0.56535	0.96267	0.00314938	0.684813	0.312038	0.00143883
16000	-126.64	-125.234	-1.40597	0.615973	0.384027	0.842643	0.00575009	0.419916	0.574334	0.00201199
16010	-122.066	-124.342	2.27545	0.507038	0.492962	0.762204	0.000237741	0.263334	0.736428	0.00102944
16020	-125.233	-123.924	-1.30926	0.738305	0.261695	0.803316	0.00806295	0.59441	0.397527	0.00124219
16030	-127.123	-126.693	-0.430215	0.623236	0.376764	0.443616	0.164981	0.520342	0.314677	0.00136796
16040	-127.882	-123.692	-4.18943	0.701993	0.298007	0.794311	0.218796	0.207616	0.573588	0.00118688
16050	-127.643	-125.259	-2.38447	0.553899	0.446101	0.677657	0.107952	0.556879	0.335169	0.0009259
16060	-128.523	-123.638	-4.88459	0.636761	0.363239	0.789812	0.497	0.490807	0.0121928	0.00136229
16070	-126.924	-122.12	-4.80405	0.429475	0.570525	0.974906	0.0576834	0.621735	0.320582	0.00203998
16080	-129.22	-119.787	-9.43336	0.450671	0.549329	1.36958	0.123668	0.648311	0.228021	0.00165504
16090	-128.169	-129.157	0.987717	0.692564	0.307436	0.316411	0.140017	0.532024	0.327959	0.00154614
16100	-134.464	-136.191	1.72625	0.416485	0.583515	0.165194	0.32912	0.463131	0.207749	0.0019903
16110	-128.255	-124.935	-3.32031	0.348154	0.651846	0.630167	0.50958	0.168848	0.321572	0.00232864
16120	-128.503	-128.627	0.123994	0.317662	0.682338	0.266499	0.628903	0.341735	0.0293626	0.00263156
16130	-127.885	-129.517	1.63205	0.544423	0.455577	0.18256	0.304257	0.478637	0.217106	0.00111414
16140	-128.968	-131.58	2.61199	0.370029	0.629971	0.0967614	0.260463	0.497742	0.241796	0.0029056
16150	-128.358	-131.22	2.86209	0.819494	0.180506	0.0771066	0.251094	0.568863	0.180043	0.000847954
16160	-127.886	-122.748	-5.13788	0.57313	0.42687	0.914282	0.165714	0.617277	0.217009	0.00106999
16170	-128.61	-127.999	-0.61091	0.301626	0.698374	0.489615	0.118036	0.254095	0.627869	0.00357374
16180	-125.789	-130.331	4.54258	0.376502	0.623498	0.142066	0.0185014	0.442378	0.539121	0.00255709
16190	-124.632	-131.758	7.12669	0.714273	0.285727	0.0305789	0.00366241	0.480214	0.516124	0.00140901
16200	-123.924	-131.276	7.35221	0.38273	0.61727	0.0153855	0.00334275	0.409042	0.587616	0.00226966
16210	-122.256	-131.038	8.78246	0.380639	0.619361	0.0169196	0.000672151	0.488015	0.511313	0.00207636
16220	-122.951	-130.894	7.94275	0.544705	0.455295	0.0274318	0.00153084	0.761316	0.237153	0.00145713
16230	-123.484	-131.899	8.41551	0.759266	0.240734	0.0162961	0.00103192	0.904597	0.0943715	0.000811859
16240	-125.927	-131.05	5.1228	0.220516	0.779484	0.0846998	0.01822	0.654593	0.327187	0.00328046
16250	-127.012	-129.027	2.01537	0.395134	0.604866	0.192936	0.175383	0.60592	0.218696	0.00198649
16260	-130.804	-132.398	1.59381	0.193919	0.806081	0.167133	0.373476	0.0196346	0.606889	0.00191721
16270	-128.902	-125.69	-3.21195	0.30148	0.69852	0.608267	0.571675	0.146356	0.281969	0.00304448
16280	-127.223	-126.397	-0.82636	0.501816	0.498184	0.438687	0.270137	0.32675	0.403112	0.00153251
16290	-128.503	-129.297	0.793496	0.527288	0.472712	0.238111	0.415689	0.462604	0.121707	0.00133291
16300	-132.068	-121.75	-10.3182	0.337776	0.662224	1.31095	0.637417	0.221456	0.141127	0.00118589
16310	-128.393	-128.437	0.0447991	0.772378	0.227622	0.421255	0.124731	0.218561	0.656708	0.00139881
16320	-127.437	-122.962	-4.47531	0.359587	0.640413	0.904907	0.0872315	0.200752	0.712016	0.00194018
16330	-128.291	-128.015	-0.275558	0.227153	0.772847	0.376045	0.289935	0.405086	0.304979	0.00272899
16340	-129.089	-124.05	-5.03961	0.280182	0.719818	0.784642	0.62074	0.121251	0.258009	0.00202426
16350	-136.238	-126.683	-9.5545	0.348913	0.651087	1.3456	0.18485	0.306814	0.508337	0.00158132
16360	-128.083	-125.133	-2.95045	0.265707	0.734293	0.663022	0.233782	0.0996345	0.666584	0.00261584
16370	-128.884	-121.739	-7.14563	0.479416	0.520584	1.10042	0.192944	0.43294	0.374115	0.00201025
16380	-128.809	-130.362	1.55352	0.643019	0.356981	0.123113	0.64015	0.357169	0.00268172	0.00146977
16390	-129.334	-130.572	1.23765	0.336699	0.663301	0.175992	0.496504	0.461131	0.0423649	0.00304803
16400	-133.668	-135.222	1.55404	0.315217	0.684783	0.251523	0.151669	0.583052	0.265279	0.00260752
16410	-132.571	-133.832	1.2611	0.308334	0.691666	0.362365	0.0615324	0.690931	0.247537	0.00225172
16420	-134.708	-134.553	-0.155172	0.649964	0.350036	0.573243	0.0286622	0.496696	0.474641	0.00175937
16430	-128.018	-120.336	-7.6817	0.760679	0.239321	1.32262	0.0300255	0.580316	0.389659	0.000854336
16440	-121.893	-123.33	1.43693	0.542584	0.457416	0.784553	0.000469692	0.332565	0.666965	0.00125284
16450	-122.342	-127.461	5.11874	0.334018	0.665982	0.403457	0.000533287	0.543756	0.455711	0.0027392
16460	-122.811	-129.32	6.50885	0.557677	0.442323	0.198941	0.00112427	0.387132	0.611744	0.00111907
16470	-127.119	-125.81	-1.30987	0.706322	0.293678	0.587933	0.0886237	0.616112	0.295265	0.000945214
16480	-130.111	-121.479	-8.6323	0.34586	0.65414	1.35334	0.0611064	0.689335	0.249559	0.00124664
16490	-128.393	-129.606	1.21249	0.500987	0.499013	0.548821	0.00812913	0.399252	0.592619	0.00282694
16500	-122.136	-122.578	0.441889	0.359342	0.640658	0.986283	0.000148842	0.712265	0.287586	0.00245332
16510	-121.156	-128.643	7.48659	0.598573	0.401427	0.274713	0.000162594	0.549782	0.450055	0.00159976
16520	-121.49	-126.309	4.81967	0.628757	0.371243	0.463607	0.000387453	0.493146	0.506467	0.00124812
16530	-127.339	-129.907	2.56751	0.345081	0.654919	0.283852	0.034858	0.578485	0.386657	0.00126846
16540	-124.505	-128.045	3.53956	0.418602	0.581398	0.377548	0.00412955	0.24803	0.747841	0.00234937
16550	-131.213	-133.495	2.28251	0.687964	0.312036	0.469254	0.00609981	0.331272	0.662628	0.00123954
16560	-124.268	-124.026	-0.24235	0.633024	0.366976	0.736335	0.00518144	0.205066	0.789752	0.00133005
16570	-127.792	-125.363	-2.42898	0.613721	0.386279	0.578081	0.340969	0.403344	0.255687	0.00144399
16580	-129.345	-121.353	-7.99125	0.707577	0.292423	1.09861	0.508861	0.284876	0.206263	0.0011115
16590	-128.708	-127.627	-1.08072	0.437956	0.562044	0.388997	0.623947	0.293646	0.0824071	0.00131629
16600	-128.367	-124.708	-3.65958	0.406919	0.593081	0.770413	0.158375	0.716808	0.124817	0.00118618
16610	-130.675	-122.034	-8.64135	0.430469	0.569531	1.20552	0.319607	0.428138	0.252255	0.00106538
16620	-129.24	-128.554	-0.6866	0.364901	0.635099	0.392571	0.387185	0.427517	0.185298	0.00127532
16630	-127.241	-125.301	-1.94005	0.830768	0.169232	0.648586	0.0910531	0.261491	0.647456	0.000876685
16640	-127.169	-129.124	1.95545	0.583011	0.416989	0.233566	0.11985	0.382973	0.497177	0.0016155
16650	-124.974	-131.829	6.85469	0.514574	0.485426	0.0951151	0.00243315	0.491738	0.505829	0.000876463
16660	-124.858	-129.904	5.04545	0.581174	0.418826	0.119722	0.0137482	0.876101	0.11015	0.00133835
16670	-126.241	-127.83	1.58918	0.463048	0.536952	0.381811	0.0344783	0.468094	0.497428	0.00212821
16680	-124.025	-125.446	1.42149	0.437568	0.562432	0.607965	0.00339324	0.29827	0.698336	0.00141266
16690	-125.817	-127.15	1.33266	0.274978	0.725022	0.488826	0.0137844	0.555824	0.430392	0.00327654
16700	-125.054	-126.578	1.52441	0.447056	0.552944	0.488825	0.0112809	0.469861	0.518858	0.00214199
16710	-124.869	-128.096	3.22647	0.336862	0.663138	0.300063	0.0138736	0.752693	0.233433	0.00207871
16720	-125.728	-127.065	1.33625	0.784982	0.215018	0.506483	0.0115468	0.792742	0.195711	0.00120214
16730	-122.651	-126.559	3.90859	0.422368	0.577632	0.463296	0.00105974	0.63879	0.36015	0.00210968
16740	-125.811	-126.761	0.950238	0.306936	0.693064	0.438375	0.0372198	0.669108	0.293672	0.00257271
16750	-123.979	-130.084	6.10499	0.690186	0.309814	0.122978	0.00409708	0.501134	0.494769	0.00108559
16760	-124.645	-129.581	4.93569	0.750492	0.249508	0.198365	0.00649951	0.514163	0.479337	0.00109786
16770	-125.838	-131.521	5.68236	0.248199	0.751801	0.0633977	0.0125628	0.703285	0.284152	0.0020864
16780	-126.841	-130.753	3.91203	0.603041	0.396959	0.0579288	0.096132	0.548649	0.355219	0.00144106
16790	-128.441	-131.57	3.12899	0.716332	0.283668	0.125692	0.10789	0.307689	0.584421	0.00159646
16800	-126.35	-129.648	3.29736	0.602729	0.397271	0.158338	0.0625644	0.513667	0.423769	0.00115602
16810	-127.378	-122.402	-4.97564	0.455534	0.544466	0.991132	0.0587443	0.703651	0.237605	0.00133165
16820	-128.285	-130.386	2.10171	0.442019	0.557981	0.247461	0.0863281	0.597944	0.315728	0.00262148
16830	-128.73	-125.167	-3.5629	0.569399	0.430601	0.675069	0.408108	0.28785	0.304042	0.00167076
16840	-129.57	-131.11	1.53932	0.923853	0.0761468	0.246325	0.165939	0.561629	0.272432	0.00118465
16850	-126.763	-126.739	-0.0237996	0.704958	0.295042	0.453272	0.0947087	0.464776	0.440516	0.00102333
16860	-126.941	-126.11	-0.83108	0.671841	0.328159	0.591366	0.0498324	0.254153	0.696015	0.0014492
16870	-126.904	-126.574	-0.329118	0.592838	0.407162	0.502194	0.0766892	0.0289096	0.894401	0.00162667
16880	-125.396	-131.457	6.0606	0.80461	0.19539	0.170786	0.0025438	0.43758	0.559876	0.000611728
16890	-128.577	-131.542	2.96428	0.475053	0.524947	0.0731121	0.23384	0.364766	0.401394	0.00102979
16900	-127.308	-130.768	3.45993	0.4291	0.5709	0.0325601	0.210095	0.428126	0.361779	0.00165439
16910	-128.196	-130.692	2.49652	0.484082	0.515918	0.0500078	0.504387	0.22883	0.266783	0.001727
16920	-126.996	-127.653	0.656818	0.295577	0.704423	0.349943	0.138186	0.718104	0.14371	0.00228842
16930	-129.719	-131.346	1.62743	0.387536	0.612464	0.195979	0.257805	0.54041	0.201785	0.003067
16940	-127.466	-129.751	2.285	0.376233	0.623767	0.183771	0.14478	0.262064	0.593156	0.001447
16950	-126.69	-127.419	0.729037	0.684079	0.315921	0.400483	0.0736297	0.349925	0.576445	0.00118678
16960	-128.459	-123.307	-5.15193	0.785555	0.214445	0.866187	0.287078	0.617456	0.0954658	0.00111614
16970	-128.01	-128.536	0.525604	0.656545	0.343455	0.324454	0.215599	0.453214	0.331187	0.000865397
16980	-127.85	-130.208	2.35785	0.731534	0.268466	0.120857	0.269703	0.547982	0.182314	0.00108641
16990	-130.505	-124.408	-6.09657	0.612829	0.387171	1.01574	0.156399	0.197315	0.646285	0.000688335
17000	-129.624	-122.9	-6.72389	0.548333	0.451667	0.991629	0.406959	0.382212	0.210829	0.00146288
17010	-129.974	-127.08	-2.89424	0.297909	0.702091	0.626107	0.335435	0.474637	0.189929	0.00141589
17020	-127.125	-129.172	2.04635	0.388288	0.611712	0.202785	0.152532	0.408782	0.438686	0.00160433
17030	-128.032	-127.362	-0.669541	0.239398	0.760602	0.429596	0.247358	0.386601	0.366041	0.00287026
17040	-129.715	-129.759	0.0441856	0.72613	0.27387	0.324002	0.366802	0.297127	0.336072	0.00163319
17050	-128.24	-124.366	-3.87337	0.634114	0.365886	0.692316	0.478619	0.221243	0.300138	0.0011271
17060	-130.884	-124.606	-6.27737	0.799556	0.200444	0.881394	0.843676	0.0412388	0.115085	0.00143118
17070	-130.733	-123.067	-7.66602	0.427613	0.572387	1.06106	0.538548	0.368989	0.0924627	0.00102598
17080	-129.718	-120.322	-9.39637	0.485904	0.514096	1.22165	0.613358	0.118947	0.267695	0.00176652
17090	-127.357	-128.632	1.27436	0.381051	0.618949	0.246954	0.218723	0.221291	0.559987	0.00219432
17100	-129.622	-129.287	-0.334727	0.927883	0.0721175	0.346902	0.436474	0.227103	0.336423	0.00097231
17110	-128.464	-123.801	-4.66269	0.612141	0.387859	0.802721	0.337945	0.422525	0.23953	0.000975839
17120	-127.39	-120.384	-7.00685	0.64553	0.35447	1.2708	0.0251692	0.349198	0.625633	0.00106639
17130	-127.156	-127.018	-0.138301	0.511162	0.488838	0.377173	0.249333	0.667767	0.0829003	0.00145307
17140	-132.284	-121.049	-11.2355	0.649475	0.350525	1.44029	0.421572	0.170569	0.407859	0.000791903
17150	-127.723	-128.514	0.790916	0.462639	0.537361	0.245047	0.384942	0.409845	0.205213	0.00157047
17160	-127.86	-130.293	2.43304	0.27131	0.72869	0.118247	0.251607	0.334036	0.414357	0.00242831
17170	-128.05	-130.496	2.44614	0.348494	0.651506	0.0830868	0.366812	0.518057	0.115131	0.00235024
17180	-130.838	-133.015	2.17702	0.819019	0.180981	0.0659641	0.61027	0.217743	0.171988	0.000570496
17190	-131.333	-134.605	3.27238	0.362626	0.637374	0.0409637	0.237674	0.370123	0.392203	0.000904595
17200	-125.403	-124.977	-0.425915	0.527495	0.472505	0.674444	0.0125619	0.625649	0.361789	0.00187538
17210	-129.024	-121.801	-7.22303	0.396317	0.603683	1.03869	0.418645	0.444396	0.13696	0.00176907
17220	-128.034	-128.436	0.402637	0.655601	0.344399	0.336447	0.216343	0.321411	0.462246	0.00085935
17230	-130.124	-119.462	-10.6617	0.561375	0.438625	1.34971	0.605562	0.0396472	0.354791	0.00139267
17240	-129.303	-126.666	-2.63728	0.719543	0.280457	0.532233	0.720121	0.159057	0.120822	0.000834443
17250	-129.059	-130.886	1.82701	0.782877	0.217123	0.0967334	0.635488	0.317928	0.0465844	0.00115817
17260	-128.751	-131.446	2.69421	0.647257	0.352743	0.0738731	0.313719	0.486157	0.200124	0.000828951
17270	-129.004	-131.03	2.02588	0.292358	0.707642	0.160555	0.249596	0.302131	0.448273	0.0015582
17280	-129.233	-130.37	1.13696	0.287387	0.712613	0.206709	0.393092	0.301451	0.305457	0.00341837
17290	-126.69	-126.532	-0.158559	0.569172	0.430828	0.443887	0.121886	0.0961103	0.782004	0.00117838
17300	-124.119	-126.624	2.50489	0.299848	0.700152	0.506762	0.00310309	0.600838	0.396059	0.00232056
17310	-129.539	-126.708	-2.83173	0.230529	0.769471	0.752892	0.0736983	0.367372	0.55893	0.00477114
17320	-134.541	-135.558	1.01671	0.333857	0.666143	0.230583	0.350013	0.186965	0.463022	0.00201666
17330	-135.997	-137.068	1.07111	0.568337	0.431663	0.186108	0.545252	0.143481	0.311267	0.00115564
17340	-134.111	-134.374	0.263306	0.244139	0.755861	0.389387	0.137691	0.798207	0.0641014	0.00251822
17350	-135.959	-136.065	0.106219	0.592661	0.407339	0.288501	0.508327	0.278072	0.213601	0.0015631
17360	-137.578	-134.27	-3.30799	0.438583	0.561417	0.599382	0.704475	0.0485655	0.24696	0.00273342
17370	-135.355	-131.631	-3.7248	0.245325	0.754675	0.845556	0.0714167	0.178583	0.75	0.00424327
17380	-134.949	-136.122	1.17292	0.575007	0.424993	0.280758	0.169097	0.524267	0.306636	0.00169548
17390	-136.56	-134.873	-1.68738	0.419362	0.580638	0.513837	0.3006	0.352336	0.347064	0.00286903
17400	-143.133	-143.622	0.488361	0.401766	0.598234	0.302412	0.279679	0.353737	0.366584	0.00321142
17410	-141.328	-142.635	1.30747	0.412263	0.587737	0.196892	0.368417	0.215618	0.415965	0.00201887
17420	-143.082	-144.213	1.13109	0.484601	0.515399	0.184952	0.509956	0.318655	0.171389	0.00233701
17430	-143.023	-145.013	1.99014	0.571192	0.428808	0.135916	0.342885	0.620996	0.0361187	0.00119179
17440	-140.779	-143.998	3.21907	0.438291	0.561709	0.0872363	0.149101	0.707373	0.143527	0.0019287
17450	-142.633	-145.497	2.86443	0.460016	0.539984	0.0183661	0.47816	0.480614	0.0412259	0.00138322
17460	-142.824	-145.975	3.15003	0.550417	0.449583	0.0136361	0.367337	0.210913	0.42175	0.00128338
17470	-143.676	-146.538	2.86134	0.660402	0.339598	0.0377805	0.386688	0.257696	0.355616	0.00138775
17480	-141.528	-145.483	3.95564	0.598416	0.401584	0.0756562	0.0752641	0.468934	0.455802	0.00137737
17490	-147.085	-150.503	3.41817	0.826081	0.173919	0.0820563	0.126967	0.370804	0.502229	0.00166006
