Iteration	Posterior	Likelihood	Prior	r_gain	r_loss	dp	widespread_sympatry	subset_sympatry	allopatry	clock_bg
255090	-127.926	-122.481	-5.44439	0.367481	0.632519	0.914428	0.231595	0.714568	0.0538375	0.00144949
255100	-126.648	-120.85	-5.79789	0.375179	0.624821	1.06047	0.0673119	0.583942	0.348747	0.00196955
255110	-127.392	-123.391	-4.00071	0.195092	0.804908	0.903027	0.0519887	0.308376	0.639636	0.00293909
255120	-127.693	-123.973	-3.7199	0.594034	0.405966	0.725596	0.277312	0.409164	0.313524	0.00161952
255130	-129.391	-125.532	-3.85867	0.693569	0.306431	0.659914	0.677843	0.0429113	0.279246	0.000738717
255140	-124.539	-128.276	3.73748	0.240624	0.759376	0.336237	0.00524406	0.289551	0.705205	0.00236364
255150	-131.467	-129.718	-1.74886	0.500146	0.499854	0.894886	0.00475554	0.378933	0.616311	0.00114993
255160	-124.923	-121.996	-2.92705	0.584488	0.415512	0.954263	0.00904646	0.764744	0.226209	0.00171563
255170	-125.596	-120.015	-5.58133	0.66062	0.33938	1.41413	0.00104179	0.72967	0.269288	0.00180761
255180	-124.204	-120.809	-3.39522	0.512272	0.487728	1.03	0.00657886	0.369421	0.624	0.00145774
255190	-124.41	-119.741	-4.66987	0.512214	0.487786	1.21182	0.00359853	0.26553	0.730871	0.00140715
255200	-127.798	-118.615	-9.1821	0.328226	0.671774	1.34141	0.127482	0.404649	0.467869	0.00196852
255210	-124.986	-121.107	-3.87885	0.443385	0.556615	1.02023	0.0125113	0.254692	0.732797	0.00174805
255220	-126.76	-121.796	-4.96495	0.576346	0.423654	0.898315	0.162794	0.376987	0.460219	0.00134341
255230	-128.624	-129.729	1.10496	0.342327	0.657673	0.555136	0.00872714	0.546946	0.444327	0.000875975
255240	-127.635	-121.544	-6.09181	0.367982	0.632018	0.99531	0.193526	0.265992	0.540483	0.00147202
255250	-126.939	-122.961	-3.9774	0.550625	0.449375	0.790192	0.180231	0.122448	0.697321	0.00155366
255260	-127.224	-126.623	-0.600581	0.571269	0.428731	0.429725	0.231969	0.397212	0.370819	0.00162585
255270	-128.466	-119.065	-9.40098	0.659483	0.340517	1.28508	0.307027	0.231167	0.461806	0.00108437
255280	-127.572	-124.576	-2.99544	0.569727	0.430273	0.622481	0.391283	0.49498	0.113737	0.00130206
255290	-129.644	-126.159	-3.48507	0.356307	0.643693	0.654226	0.47449	0.322098	0.203413	0.00116743
255300	-128.272	-121.749	-6.5227	0.545659	0.454341	1.0371	0.195368	0.503421	0.301211	0.00191421
255310	-128.647	-122.623	-6.02414	0.535382	0.464618	0.951768	0.289286	0.600029	0.110685	0.00206676
255320	-127.927	-122.596	-5.33076	0.807969	0.192031	0.946208	0.144161	0.722025	0.133814	0.000971422
255330	-125.98	-130.313	4.33371	0.742078	0.257922	0.269451	0.00572697	0.547997	0.446276	0.00159919
255340	-123.471	-128.091	4.61945	0.457035	0.542965	0.300678	0.00293267	0.481315	0.515752	0.00203198
255350	-124.079	-129.43	5.35029	0.569459	0.430541	0.150511	0.00695701	0.624921	0.368122	0.00136981
255360	-126.149	-130.561	4.41161	0.355688	0.644312	0.17688	0.01474	0.482093	0.503167	0.00129599
255370	-130.483	-134.802	4.31923	0.383908	0.616092	0.329853	0.00294081	0.395561	0.601498	0.00263027
255380	-131.982	-135.641	3.6598	0.256801	0.743199	0.224335	0.0196109	0.470251	0.510138	0.00332408
255390	-132.48	-128.389	-4.0911	0.333032	0.666968	0.895595	0.0629698	0.636138	0.300892	0.00216402
255400	-128.661	-131.338	2.67683	0.379359	0.620641	0.681788	0.000365326	0.521267	0.478367	0.00264305
255410	-128.325	-135.056	6.73128	0.550174	0.449826	0.310364	0.000253764	0.575283	0.424463	0.00141616
255420	-129.023	-136.797	7.77459	0.52036	0.47964	0.143588	0.000506709	0.89505	0.104443	0.0016243
255430	-126.35	-133.069	6.71913	0.264967	0.735033	0.436702	6.24284e-05	0.544684	0.455254	0.00250928
255440	-131.023	-135.539	4.51643	0.342185	0.657815	0.242969	0.00618774	0.41422	0.579592	0.00284382
255450	-136.165	-124.681	-11.4845	0.418505	0.581495	1.5233	0.219109	0.294829	0.486062	0.00157927
255460	-135.379	-127.05	-8.32888	0.321568	0.678432	1.14727	0.425805	0.275301	0.298893	0.00225015
255470	-137.854	-138.305	0.450974	0.396178	0.603822	0.299112	0.310233	0.292649	0.397118	0.000919367
255480	-135.838	-139.925	4.08718	0.728929	0.271071	0.0468093	0.0894646	0.505181	0.405354	0.00151439
255490	-131.439	-137.987	6.54849	0.522093	0.477907	0.0363114	0.00652909	0.496664	0.496807	0.00146339
255500	-133.823	-139.657	5.83373	0.402879	0.597121	0.0439782	0.0133195	0.742774	0.243907	0.00110513
255510	-131.447	-137.374	5.92734	0.550322	0.449678	0.0965531	0.00667089	0.802374	0.190955	0.00140305
255520	-134.582	-137.657	3.07469	0.385896	0.614104	0.0191652	0.372722	0.408003	0.219276	0.00197878
255530	-134.536	-138.225	3.68852	0.383323	0.616677	0.0315929	0.16504	0.146685	0.688274	0.00148546
255540	-131.401	-137.363	5.9627	0.343558	0.656442	0.0577034	0.00982536	0.416093	0.574082	0.00186693
255550	-132.886	-136.578	3.69205	0.396703	0.603297	0.121278	0.06044	0.50062	0.43894	0.00185579
255560	-134.645	-136.775	2.13057	0.411103	0.588897	0.109142	0.390989	0.0712862	0.537725	0.00210712
255570	-133.798	-136.087	2.28938	0.405106	0.594894	0.181051	0.148282	0.299263	0.552455	0.00157797
255580	-133.845	-133.252	-0.592411	0.586478	0.413522	0.498248	0.1078	0.093026	0.799174	0.00125549
255590	-134.904	-128.861	-6.04241	0.248143	0.751857	0.982151	0.206174	0.256995	0.536831	0.00399238
255600	-136.365	-128.34	-8.02536	0.237892	0.762108	1.1368	0.33931	0.140891	0.519799	0.00279724
255610	-135.513	-130.12	-5.39314	0.188034	0.811966	0.85678	0.40888	0.346448	0.244672	0.00281341
255620	-133.724	-130.905	-2.81876	0.34216	0.65784	0.631485	0.28868	0.339072	0.372248	0.00200014
255630	-134.619	-131.453	-3.16594	0.466178	0.533822	0.615939	0.506242	0.347441	0.146316	0.00171065
255640	-134.363	-127.515	-6.84835	0.533279	0.466721	1.1462	0.0835025	0.857371	0.0591265	0.00188525
255650	-134.694	-132.155	-2.53872	0.54005	0.45995	0.586853	0.348559	0.271531	0.37991	0.00166358
255660	-136.693	-138.815	2.12235	0.528289	0.471711	0.155648	0.234535	0.355824	0.409641	0.00242034
255670	-134.875	-137.409	2.53426	0.246462	0.753538	0.0802819	0.343391	0.435635	0.220974	0.00228167
255680	-135.859	-137.768	1.90904	0.588216	0.411784	0.153425	0.306651	0.661724	0.0316252	0.00184432
255690	-135.113	-138.865	3.75212	0.699967	0.300033	0.0508227	0.124671	0.592813	0.282516	0.00114171
255700	-135.185	-137.782	2.59711	0.452676	0.547324	0.0909522	0.284389	0.510907	0.204704	0.00229362
255710	-134.143	-137.271	3.12851	0.367278	0.632722	0.111409	0.124901	0.338957	0.536142	0.0027504
255720	-133.973	-135.387	1.41477	0.322791	0.677209	0.223838	0.242368	0.388759	0.368873	0.00203125
255730	-134.97	-127.406	-7.56457	0.227465	0.772535	1.11729	0.253238	0.0578443	0.688917	0.00256581
255740	-135.903	-131.138	-4.76484	0.437234	0.562766	0.755359	0.630309	0.0232903	0.346401	0.00245448
255750	-136.638	-136.911	0.272434	0.708487	0.291513	0.303062	0.362326	0.40424	0.233434	0.000852915
255760	-134.908	-132.022	-2.88578	0.542748	0.457252	0.589826	0.497845	0.408205	0.0939503	0.00131303
255770	-135.302	-129.848	-5.45396	0.682804	0.317196	0.927354	0.203259	0.750803	0.0459386	0.00122619
255780	-136.006	-132.208	-3.79807	0.253333	0.746667	0.685708	0.47008	0.3956	0.13432	0.00182525
255790	-137.541	-138.204	0.662733	0.459076	0.540924	0.285142	0.279809	0.488579	0.231612	0.00300293
255800	-136.169	-131.28	-4.88881	0.784269	0.215731	0.845245	0.270399	0.541121	0.18848	0.00113296
255810	-137.235	-139.295	2.0595	0.550995	0.449005	0.0857567	0.556131	0.38971	0.0541586	0.000890208
255820	-135.924	-136.023	0.0986864	0.60131	0.39869	0.293173	0.485988	0.345985	0.168026	0.00168941
255830	-139.356	-138.712	-0.644148	0.34249	0.65751	0.511628	0.0974395	0.709154	0.193406	0.00214319
255840	-136.033	-133.001	-3.0328	0.347814	0.652186	0.609185	0.472521	0.482242	0.0452373	0.00135551
255850	-134.345	-130.616	-3.72931	0.554923	0.445077	0.741174	0.23574	0.327868	0.436392	0.00159922
255860	-134.771	-133.207	-1.56435	0.197428	0.802572	0.445002	0.557787	0.0604976	0.381715	0.00376212
255870	-134.342	-136.015	1.67276	0.460098	0.539902	0.203333	0.229966	0.637828	0.132206	0.00146451
255880	-135.244	-131.224	-4.02065	0.386983	0.613017	0.740992	0.322009	0.493645	0.184347	0.00284848
255890	-129.2	-127.113	-2.0867	0.245709	0.754291	0.582539	0.221238	0.649364	0.129397	0.00168615
255900	-129.334	-130.727	1.39341	0.20751	0.79249	0.305422	0.100515	0.505147	0.394338	0.00179654
255910	-126.429	-125.643	-0.786069	0.208902	0.791098	0.609984	0.0381093	0.314791	0.647099	0.00246907
255920	-126.984	-124.016	-2.96724	0.343634	0.656366	0.72031	0.127424	0.19909	0.673486	0.00162406
255930	-126.306	-128.051	1.74563	0.408234	0.591766	0.374507	0.0312976	0.40141	0.567293	0.00249904
255940	-128.108	-133.103	4.99479	0.548217	0.451783	0.230443	0.0041868	0.334636	0.661177	0.00269122
255950	-126.582	-123.929	-2.65239	0.569679	0.430321	0.693	0.121974	0.382797	0.495229	0.00138465
255960	-129.161	-122.516	-6.64534	0.67882	0.32118	1.0521	0.190031	0.462177	0.347792	0.00167811
255970	-129.42	-123.52	-5.89949	0.385644	0.614356	0.895766	0.473993	0.315302	0.210705	0.00116312
255980	-127.017	-125.967	-1.04975	0.830629	0.169371	0.576726	0.0753443	0.427675	0.496981	0.000749925
255990	-125.821	-125.062	-0.759126	0.277015	0.722985	0.626318	0.0309189	0.246206	0.722875	0.00225881
256000	-125.993	-124.963	-1.02978	0.410932	0.589068	0.643173	0.0349949	0.135062	0.829943	0.00132446
256010	-126.442	-118.762	-7.67984	0.71056	0.28944	1.36316	0.0190214	0.24784	0.733139	0.00121239
256020	-127.13	-121.27	-5.85997	0.518695	0.481305	0.974338	0.188722	0.273972	0.537306	0.00152118
256030	-128.151	-123.123	-5.02762	0.512594	0.487406	0.886145	0.198417	0.454945	0.346638	0.00197148
256040	-127.451	-122.669	-4.78271	0.510734	0.489266	0.843169	0.245912	0.241993	0.512095	0.00114166
256050	-125.419	-124.513	-0.905198	0.486889	0.513111	0.6236	0.0377465	0.388629	0.573624	0.00162714
256060	-126.274	-130.932	4.65819	0.399781	0.600219	0.239639	0.00559968	0.377919	0.616482	0.000986159
256070	-122.177	-129.732	7.55567	0.498519	0.501481	0.149928	0.00060092	0.618837	0.380562	0.00182914
256080	-120.215	-128.207	7.99201	0.530536	0.469464	0.281356	8.64883e-05	0.622653	0.37726	0.00122679
256090	-120.767	-130.362	9.59503	0.680074	0.319926	0.0911791	0.000120762	0.535524	0.464355	0.00105894
256100	-122.986	-132.413	9.42656	0.787938	0.212062	0.0515857	0.000227113	0.810755	0.189017	0.000653776
256110	-116.686	-129.93	13.2436	0.542879	0.457121	0.102859	1.83297e-06	0.584552	0.415447	0.0014295
256120	-118.163	-130.417	12.2536	0.431125	0.568875	0.130463	4.06185e-06	0.866461	0.133535	0.0012156
256130	-122.23	-131.974	9.7443	0.430927	0.569073	0.382555	4.03418e-06	0.385432	0.614564	0.000668653
256140	-117.608	-129.565	11.957	0.72197	0.27803	0.214544	2.22002e-06	0.305344	0.694654	0.00116254
256150	-120.448	-132.535	12.087	0.749621	0.250379	0.160355	3.53292e-06	0.3133	0.686696	0.000543317
256160	-118.463	-130.688	12.2246	0.627578	0.372422	0.0571076	9.48449e-06	0.057716	0.942274	0.0011512
256170	-119.299	-131.439	12.1396	0.320604	0.679396	0.0505427	1.09905e-05	0.579335	0.420654	0.00295166
256180	-119.703	-130.542	10.8392	0.331891	0.668109	0.0642407	4.03785e-05	0.232721	0.767238	0.00217898
256190	-120.944	-130.429	9.48495	0.665476	0.334524	0.387908	4.99029e-06	0.421034	0.578961	0.00210736
256200	-117.755	-123.174	5.41928	0.683374	0.316626	0.782578	5.74633e-06	0.482857	0.517137	0.00130954
256210	-119.016	-122.194	3.1782	0.284767	0.715233	1.01841	4.93026e-06	0.897017	0.102978	0.00337086
256220	-118.405	-126.193	7.78838	0.487784	0.512216	0.538222	6.18729e-06	0.637023	0.362971	0.00210083
256230	-117.444	-126.349	8.90537	0.48944	0.51056	0.423636	6.4409e-06	0.628006	0.371987	0.00137215
256240	-118.198	-125.79	7.59198	0.307976	0.692024	0.495399	1.23876e-05	0.820569	0.179418	0.00208551
256250	-119.875	-122.919	3.04461	0.509136	0.490864	0.955931	1.15927e-05	0.720538	0.27945	0.00225997
256260	-124.144	-129.799	5.65434	0.556691	0.443309	0.716462	9.05723e-06	0.573989	0.426002	0.00296844
256270	-120.431	-117.743	-2.68786	0.484454	0.515546	1.59352	5.68329e-06	0.823179	0.176816	0.00207092
256280	-119.95	-119.424	-0.525789	0.450072	0.549928	1.33882	8.7241e-06	0.920749	0.0792424	0.00199704
256290	-121.789	-119.025	-2.76346	0.44839	0.55161	1.31867	0.000131781	0.670883	0.328985	0.00155572
256300	-121.026	-126.78	5.75323	0.555739	0.444261	0.463029	0.000137359	0.188161	0.811701	0.00179952
256310	-122.29	-122.936	0.646425	0.794087	0.205913	0.967057	0.000148781	0.257721	0.74213	0.00126315
256320	-125.237	-125.224	-0.0135991	0.459451	0.540549	0.649433	0.0104595	0.138743	0.850798	0.00213902
256330	-127.809	-120.246	-7.56306	0.542614	0.457386	1.38143	0.0135067	0.41808	0.568413	0.00207936
256340	-126.686	-122.589	-4.09715	0.551759	0.448241	0.927385	0.0446403	0.397176	0.558184	0.00194007
256350	-124.905	-125.402	0.497177	0.214245	0.785755	0.701433	0.00332955	0.545512	0.451158	0.0020813
256360	-134.76	-124.716	-10.0439	0.426289	0.573711	1.4465	0.103668	0.51904	0.377292	0.00166759
256370	-134.166	-131.835	-2.33138	0.435489	0.564511	0.673407	0.104824	0.531997	0.363179	0.0025128
256380	-134.519	-127.489	-7.0304	0.264119	0.735881	1.03712	0.340905	0.0583037	0.600791	0.00255802
256390	-140.336	-124.359	-15.9772	0.698193	0.301807	1.86933	0.691161	0.213687	0.0951529	0.00142358
256400	-137.69	-129.96	-7.72991	0.636686	0.363314	1.10088	0.367587	0.388056	0.244357	0.00196803
256410	-138.131	-134.221	-3.90939	0.617419	0.382581	0.695544	0.47481	0.173307	0.351883	0.00222008
256420	-133.944	-129.005	-4.93913	0.322941	0.677059	0.826593	0.346662	0.479323	0.174015	0.00245566
256430	-135.251	-130.275	-4.97577	0.456862	0.543138	0.78428	0.584785	0.346639	0.0685759	0.00137207
256440	-136.04	-131.162	-4.8781	0.514851	0.485149	0.80825	0.403389	0.133074	0.463537	0.00105726
256450	-134.431	-133.033	-1.39755	0.451368	0.548632	0.489209	0.291122	0.200636	0.508243	0.00139673
256460	-136.148	-129.903	-6.24513	0.203968	0.796032	0.894965	0.694069	0.267072	0.0388589	0.0022048
256470	-134.392	-134.9	0.507983	0.302936	0.697064	0.281982	0.344658	0.378609	0.276732	0.00287719
256480	-136.941	-127.26	-9.68121	0.360596	0.639404	1.24492	0.643202	0.0567195	0.300079	0.00270491
256490	-134.565	-131.095	-3.47039	0.288006	0.711994	0.642501	0.526618	0.199011	0.274371	0.00204339
256500	-128.478	-120.318	-8.16037	0.480732	0.519268	1.12383	0.461733	0.187953	0.350313	0.0015479
256510	-126.967	-122.052	-4.91505	0.26994	0.73006	0.931571	0.104861	0.266472	0.628668	0.00268485
256520	-128.93	-122.105	-6.82439	0.885911	0.114089	1.0117	0.366215	0.449189	0.184596	0.000933508
256530	-127.245	-125.442	-1.80313	0.600442	0.399558	0.53733	0.268526	0.08044	0.651034	0.00110494
256540	-126.93	-123.909	-3.02113	0.659615	0.340385	0.744036	0.104703	0.372832	0.522466	0.000963125
256550	-126.941	-123.797	-3.1438	0.52213	0.47787	0.744418	0.118495	0.29338	0.588125	0.00171112
256560	-128.593	-121.36	-7.23365	0.708355	0.291645	1.03398	0.449876	0.0285361	0.521588	0.00106989
256570	-128.736	-119.847	-8.88955	0.34288	0.65712	1.23211	0.311631	0.12516	0.563209	0.00156978
256580	-128.162	-123.637	-4.52443	0.410148	0.589852	0.746719	0.531955	0.294243	0.173802	0.00232089
256590	-129.109	-119.498	-9.61098	0.610179	0.389821	1.32175	0.256213	0.5971	0.146687	0.00169962
256600	-126.983	-126.338	-0.64521	0.513247	0.486753	0.420513	0.270833	0.024494	0.704673	0.00136033
256610	-125.094	-126.675	1.58075	0.58673	0.41327	0.425963	0.0214372	0.428405	0.550158	0.00158878
256620	-127.134	-129.573	2.43967	0.203984	0.796016	0.398033	0.0112194	0.442614	0.546167	0.00190001
256630	-124.324	-127.912	3.58781	0.20004	0.79996	0.476713	0.00127551	0.575233	0.423492	0.00409258
256640	-122.731	-129.964	7.23328	0.757138	0.242862	0.163671	0.000743576	0.575133	0.424123	0.00115418
256650	-123.6	-131.702	8.10219	0.574554	0.425446	0.0824254	0.000692079	0.597705	0.401603	0.00196831
256660	-128.668	-135.947	7.27847	0.329532	0.670468	0.168122	0.000665226	0.767414	0.231921	0.0022049
256670	-118.056	-121.707	3.6505	0.527233	0.472767	0.961956	5.58019e-06	0.396313	0.603681	0.00144879
256680	-119.631	-126.622	6.99122	0.793931	0.206069	0.687351	2.87836e-06	0.437916	0.562081	0.00156281
256690	-117.323	-123.798	6.47568	0.587657	0.412343	0.698138	4.53565e-06	0.717704	0.282292	0.00140224
256700	-118.562	-120.353	1.79054	0.285593	0.714407	1.17535	4.07779e-06	0.36811	0.631886	0.00228376
256710	-117.384	-122.392	5.00858	0.445557	0.554443	0.867496	3.49986e-06	0.163144	0.836853	0.00208693
256720	-119.846	-129.787	9.94144	0.20459	0.79541	0.351067	4.53465e-06	0.536883	0.463112	0.00191731
256730	-118.714	-124.68	5.96625	0.291267	0.708733	0.666108	1.12409e-05	0.513042	0.486947	0.00269246
256740	-120.226	-121.014	0.788286	0.337786	0.662214	1.0729	3.85598e-05	0.830331	0.16963	0.00275312
256750	-123.247	-124.375	1.12801	0.331912	0.668088	0.969246	8.27506e-05	0.209988	0.789929	0.0037134
256760	-121.087	-124.461	3.37453	0.430382	0.569618	0.686243	0.000160917	0.675373	0.324466	0.0022099
256770	-128.82	-117.699	-11.1215	0.509777	0.490223	1.98673	0.000856799	0.617239	0.381905	0.000813415
256780	-122.403	-120.467	-1.93664	0.58524	0.41476	1.09808	0.000612533	0.614742	0.384645	0.00118427
256790	-121.844	-123.055	1.21143	0.25958	0.74042	0.818742	0.000406877	0.307024	0.692569	0.00253396
256800	-121.022	-127.034	6.01194	0.51877	0.48123	0.362229	0.000317302	0.745154	0.254528	0.0013757
256810	-120.475	-128.956	8.48061	0.456254	0.543746	0.194512	0.000131512	0.719044	0.280824	0.00149326
256820	-120.508	-127.473	6.96459	0.420259	0.579741	0.337108	0.000145255	0.644794	0.355061	0.00155457
256830	-123.493	-125.873	2.37958	0.377578	0.622422	0.756135	0.000220872	0.596237	0.403542	0.00331015
256840	-125.173	-130.847	5.67361	0.544159	0.455841	0.328923	0.000660533	0.292465	0.706875	0.00252755
256850	-128.72	-131.929	3.20877	0.584835	0.415165	0.134405	0.0890962	0.486343	0.424561	0.00213125
256860	-125.517	-126.842	1.32508	0.47291	0.52709	0.431989	0.0265004	0.303867	0.669632	0.00204593
256870	-124.441	-125.957	1.51676	0.483523	0.516477	0.455531	0.0166015	0.525741	0.457658	0.00142679
256880	-124.803	-130.499	5.69642	0.21866	0.78134	0.176475	0.00344688	0.509757	0.486796	0.00399769
256890	-131.338	-124.743	-6.59472	0.388644	0.611356	1.11042	0.0919288	0.261049	0.647023	0.00364756
256900	-127.24	-124.49	-2.74935	0.59941	0.40059	0.655769	0.205923	0.48268	0.311398	0.00117869
256910	-127.751	-122.849	-4.90195	0.438455	0.561545	0.819915	0.359868	0.260297	0.379835	0.00205119
256920	-126.771	-124.174	-2.59757	0.44627	0.55373	0.70263	0.103321	0.423868	0.472811	0.00120904
256930	-129.897	-130.88	0.982625	0.506391	0.493609	0.21161	0.447027	0.334027	0.218946	0.00237931
256940	-126.578	-120.73	-5.84861	0.491241	0.508759	1.06578	0.0671854	0.127455	0.805359	0.00189272
256950	-127.868	-122.809	-5.05985	0.527772	0.472228	0.918615	0.143383	0.67135	0.185267	0.00196077
256960	-125.458	-123.629	-1.82852	0.475875	0.524125	0.749404	0.0260991	0.794364	0.179537	0.00136399
256970	-126.999	-123.992	-3.00725	0.514428	0.485572	0.705783	0.157119	0.197353	0.645527	0.00129904
256980	-125.801	-123.336	-2.46482	0.608689	0.391311	0.779225	0.0381105	0.438271	0.523618	0.00110079
256990	-124.302	-120.788	-3.51423	0.416778	0.583222	1.10162	0.00336996	0.427684	0.568946	0.00195446
257000	-123.458	-129.311	5.85275	0.283199	0.716801	0.197586	0.00234009	0.429925	0.567734	0.00210953
257010	-125.229	-130.195	4.96596	0.272271	0.727729	0.164997	0.00902563	0.426509	0.564466	0.00188811
257020	-125.707	-121.784	-3.92347	0.366194	0.633806	0.967701	0.0233807	0.283639	0.69298	0.00246118
257030	-128.775	-119.955	-8.82009	0.371902	0.628098	1.20906	0.36922	0.353488	0.277292	0.00241197
257040	-128.355	-124.219	-4.13582	0.388637	0.611363	0.718736	0.470923	0.192283	0.336794	0.00241044
257050	-127.997	-127.041	-0.955238	0.361734	0.638266	0.417544	0.394475	0.377073	0.228452	0.00148678
257060	-128.062	-121.584	-6.47835	0.4285	0.5715	0.975394	0.370877	0.509416	0.119707	0.00149975
257070	-126.949	-124.303	-2.64586	0.65281	0.34719	0.675024	0.148513	0.24074	0.610746	0.000988809
257080	-128.608	-125.759	-2.84888	0.629772	0.370228	0.625656	0.319311	0.265359	0.41533	0.00176406
257090	-129.365	-121.695	-7.66988	0.549325	0.450675	1.09018	0.389023	0.262555	0.348422	0.00156964
257100	-127.366	-127.981	0.61426	0.466286	0.533714	0.291015	0.281871	0.270475	0.447653	0.00131548
257110	-127.922	-130.462	2.53974	0.351724	0.648276	0.187016	0.105416	0.608818	0.285766	0.0012846
257120	-124.21	-128.362	4.15186	0.347509	0.652491	0.259404	0.00779839	0.608106	0.384095	0.00204589
257130	-125.418	-125.322	-0.0957138	0.484641	0.515359	0.573101	0.0267991	0.674744	0.298457	0.0020053
257140	-129.695	-117.831	-11.8639	0.304382	0.695618	1.70533	0.0440525	0.482914	0.473033	0.00186622
257150	-125.778	-120.476	-5.30129	0.310988	0.689012	1.16621	0.0119104	0.441405	0.546684	0.00243549
257160	-128.362	-124.714	-3.64765	0.46091	0.53909	0.840917	0.0702851	0.250146	0.679569	0.00260467
257170	-133.593	-128.785	-4.80752	0.318367	0.681633	0.906491	0.123983	0.568899	0.307118	0.00193549
257180	-128.637	-124.31	-4.32695	0.306703	0.693297	0.951259	0.0432916	0.211153	0.745555	0.0038069
257190	-122.97	-120.582	-2.38812	0.366026	0.633974	1.07987	0.00123039	0.480688	0.518082	0.00176722
257200	-127.684	-117.769	-9.91509	0.758224	0.241776	1.7222	0.00421415	0.611976	0.38381	0.00133696
257210	-123.115	-125.867	2.75155	0.497916	0.502084	0.525739	0.00191791	0.256562	0.74152	0.00198263
257220	-127.42	-122.561	-4.85996	0.464561	0.535439	0.989318	0.0521032	0.537207	0.41069	0.00237518
257230	-126.807	-125.807	-1.00029	0.513787	0.486213	0.473679	0.222007	0.546124	0.231869	0.00159387
257240	-126.899	-126.559	-0.339662	0.645238	0.354762	0.446135	0.14546	0.482695	0.371845	0.00112789
257250	-128.479	-122.838	-5.64136	0.759876	0.240124	0.881108	0.420202	0.407052	0.172746	0.000849826
257260	-128.584	-126.372	-2.21205	0.380914	0.619086	0.509446	0.574573	0.0869685	0.338458	0.0014208
257270	-127.708	-128.535	0.827125	0.499375	0.500625	0.292765	0.21652	0.426232	0.357248	0.00201843
257280	-127.715	-124.348	-3.36678	0.352883	0.647117	0.653252	0.417094	0.41365	0.169256	0.00191544
257290	-128.291	-120.145	-8.14576	0.427624	0.572376	1.09901	0.598189	0.306045	0.0957662	0.00159792
257300	-128.029	-120.955	-7.07391	0.499093	0.500907	0.988223	0.623764	0.336167	0.0400685	0.00143682
257310	-131.552	-122.012	-9.53986	0.287053	0.712947	1.24815	0.537553	0.0407337	0.421713	0.0014927
257320	-127.495	-126.209	-1.28662	0.349831	0.650169	0.470083	0.317178	0.0518829	0.63094	0.00171501
257330	-127.504	-124.803	-2.7017	0.368152	0.631848	0.621973	0.281092	0.195968	0.52294	0.00220312
257340	-127.63	-121.062	-6.56827	0.496467	0.503533	1.05758	0.163563	0.210834	0.625603	0.00198959
257350	-127.092	-120.835	-6.25644	0.537105	0.462895	1.00874	0.200377	0.711373	0.0882498	0.00137059
257360	-128.517	-122.883	-5.63405	0.477172	0.522828	0.858531	0.529417	0.372787	0.0977964	0.00190123
257370	-126.657	-126.358	-0.299096	0.533994	0.466006	0.515819	0.0635214	0.45538	0.481098	0.00195448
257380	-127.716	-127.832	0.116105	0.40575	0.59425	0.303473	0.42396	0.138308	0.437732	0.00193681
257390	-126.765	-128.482	1.71748	0.318809	0.681191	0.245936	0.134767	0.586146	0.279086	0.00248448
257400	-128.237	-125.302	-2.93555	0.194614	0.805386	0.615191	0.387996	0.32678	0.285224	0.0033616
257410	-129.611	-125.035	-4.57621	0.249661	0.750339	0.761772	0.467601	0.306469	0.22593	0.00405183
257420	-132.164	-129.626	-2.53726	0.452491	0.547509	0.835285	0.0220515	0.731625	0.246323	0.00152434
257430	-126.349	-127.545	1.19582	0.276751	0.723249	0.368321	0.0615203	0.475035	0.463444	0.0028412
257440	-127.939	-127.628	-0.310776	0.467984	0.532016	0.574053	0.0334176	0.322835	0.643747	0.00269506
257450	-128.712	-124.25	-4.46212	0.145159	0.854841	0.990774	0.0319629	0.48817	0.479867	0.00511341
257460	-129.093	-128.145	-0.94742	0.191923	0.808077	0.384439	0.557124	0.288053	0.154823	0.00273991
257470	-127.516	-126.879	-0.636557	0.616771	0.383229	0.384636	0.399731	0.121132	0.479137	0.00133595
257480	-128.002	-130.425	2.42287	0.603152	0.396848	0.0838886	0.376848	0.543205	0.0799476	0.00144609
257490	-129.169	-130.592	1.42301	0.896131	0.103869	0.166325	0.460413	0.178616	0.360971	0.0009697
257500	-128.41	-127.404	-1.00545	0.564186	0.435814	0.384578	0.601312	0.19438	0.204308	0.00153408
257510	-127.853	-125.303	-2.54982	0.484925	0.515075	0.559576	0.476324	0.17651	0.347166	0.0019452
257520	-128.708	-123.344	-5.36471	0.37386	0.62614	0.904326	0.233592	0.309056	0.457351	0.00280987
257530	-128.066	-126.652	-1.41395	0.315311	0.684689	0.454967	0.427526	0.1287	0.443774	0.00269461
257540	-128.379	-131.41	3.03097	0.307336	0.692664	0.200163	0.0513213	0.494638	0.454041	0.0037986
257550	-126.509	-128.24	1.73088	0.317815	0.682185	0.351629	0.0414604	0.370577	0.587963	0.00154303
257560	-127.393	-129.307	1.91435	0.597084	0.402916	0.166894	0.263887	0.279381	0.456731	0.00136139
257570	-127.82	-123.959	-3.86043	0.286182	0.713818	0.776372	0.184104	0.716652	0.0992444	0.0017638
257580	-127.16	-129.067	1.90705	0.645984	0.354016	0.240257	0.117514	0.467335	0.415152	0.00153566
257590	-127.87	-128.427	0.557256	0.412378	0.587622	0.236352	0.547567	0.232957	0.219476	0.00191622
