Iteration	Posterior	Likelihood	Prior	allopatry	clock_bg	d[1][2]	d[1][3]	d[2][1]	d[2][3]	d[3][1]	d[3][2]	e[1]	e[2]	e[3]	subset_sympatry	widespread_sympatry
148	-13.2982	-24.2233	10.9252	0.672737	0.0588065	0.00733457	0.0110459	0.414464	0.167051	0.269181	0.0279375	0.248246	0.0174217	0.0578935	0.139296	0.187967
149	-6.20601	-22.9658	16.7598	0.728138	0.0135635	0.00866594	0.0146843	0.316209	0.148395	0.0435233	0.0279375	0.0131442	0.0519032	0.0578935	0.26233	0.00953163
150	-8.30592	-27.6683	19.3623	0.367968	0.032935	0.0299762	0.0124966	0.0742612	0.148395	0.0435233	0.0179644	0.00956803	0.0477484	0.0187983	0.184569	0.447464
151	-6.11145	-25.8724	19.761	0.320193	0.0214551	0.0299762	0.0124966	0.106965	0.0190102	0.0291984	0.0179644	0.0998429	0.0400942	0.0187983	0.426298	0.253509
152	-7.8749	-24.93	17.0551	0.311744	0.027486	0.0124674	0.0206412	0.222117	0.0190102	0.0137571	0.0179644	0.0392652	0.251397	0.0422839	0.529669	0.158587
153	-7.70939	-23.4799	15.7705	0.454561	0.0321773	0.226182	0.0206412	0.222117	0.0190102	0.0497504	0.0428149	0.0392652	0.0397329	0.103161	0.530673	0.014766
154	-8.54117	-23.3925	14.8513	0.552149	0.0547708	0.0963213	0.0227018	0.256985	0.0190102	0.140178	0.0428149	0.111097	0.0397329	0.103161	0.435789	0.0120623
155	-9.27769	-24.2115	14.9338	0.488598	0.0601016	0.0963213	0.0227018	0.20629	0.0362819	0.140178	0.0428149	0.111097	0.0595735	0.103161	0.493261	0.0181408
156	-9.60817	-24.263	14.6548	0.5966	0.0563424	0.0486042	0.0227018	0.198301	0.0450374	0.0218335	0.0428149	0.169014	0.130963	0.170804	0.299298	0.104102
157	-9.67382	-24.3323	14.6585	0.51868	0.0510004	0.166423	0.0227018	0.198301	0.0224173	0.0154978	0.0286019	0.169014	0.0612879	0.170804	0.260208	0.221113
158	-7.64612	-23.7662	16.1201	0.782979	0.0277765	0.166423	0.0227018	0.198301	0.0360647	0.063205	0.0286019	0.0310151	0.00700162	0.178801	0.0397869	0.177234
159	-8.04813	-24.1651	16.117	0.479905	0.0569183	0.121683	0.0227018	0.198301	0.00549159	0.063205	0.0286019	0.0774965	0.00700162	0.178801	0.09535	0.424745
160	-6.134	-24.082	17.948	0.359465	0.0452296	0.187418	0.0227018	0.194214	0.00549159	0.0603845	0.0286019	0.00438025	0.00700162	0.0216739	0.551736	0.0887991
161	-9.64688	-24.0052	14.3584	0.562562	0.0582761	0.33867	0.0227018	0.193218	0.00549159	0.0603845	0.0329116	0.071275	0.131461	0.0216739	0.376795	0.0606432
162	-7.76508	-24.0501	16.2851	0.431537	0.0549858	0.123422	0.0227018	0.193218	0.00549159	0.0603845	0.0329116	0.00600588	0.0569677	0.187304	0.398753	0.16971
163	-12.1739	-27.4868	15.3129	0.366458	0.117138	0.0222995	0.0326613	0.134714	0.088881	0.0603845	0.0329116	0.107349	0.0569677	0.187304	0.460557	0.172985
164	-11.3823	-24.5457	13.1635	0.587718	0.0235055	0.0179434	0.0738264	0.359708	0.088881	0.0603845	0.0575656	0.107349	0.0569677	0.20942	0.050705	0.361577
165	-9.94719	-25.4813	15.5341	0.535721	0.0693272	0.149815	0.0738264	0.253307	0.088881	0.0434065	0.0575656	0.038555	0.0370157	0.00679316	0.344834	0.119445
166	-9.93165	-25.8687	15.9371	0.595256	0.0115363	0.126371	0.123566	0.253307	0.088881	0.0281729	0.0575656	0.038555	0.0370157	0.0132214	0.0920014	0.312742
167	-12.7959	-22.9362	10.1402	0.620666	0.0182674	0.126371	0.161158	0.626911	0.0615668	0.0281729	0.0575656	0.00169195	0.0370157	0.239157	0.241853	0.137481
168	-18.2674	-25.2824	7.01504	0.470374	0.0747974	0.126371	0.290918	0.626911	0.0615668	0.0189414	0.0454663	0.00169195	0.0370157	0.386716	0.113307	0.41632
169	-19.7772	-24.8414	5.0642	0.325729	0.0156761	0.270185	0.0342392	0.868685	0.0615668	0.459849	0.0454663	0.0414298	0.0370157	0.0313676	0.390977	0.283294
170	-18.2163	-24.0098	5.79349	0.294203	0.0284115	0.0261027	0.0321715	0.868685	0.0615668	0.459849	0.038708	0.0414298	0.16509	0.0705369	0.589417	0.11638
171	-7.28685	-23.4534	16.1665	0.506136	0.0279123	0.00425851	0.020918	0.282121	0.0615668	0.0116598	0.00946199	0.00594948	0.169891	0.161506	0.41243	0.0814339
172	-9.26442	-23.627	14.3626	0.629876	0.0279123	0.0266022	0.020918	0.255513	0.00774412	0.0116598	0.320676	0.0163219	0.169891	0.0784037	0.317623	0.0525013
173	-10.7333	-24.2751	13.5417	0.575167	0.0422981	0.00849055	0.020918	0.206861	0.0222293	0.293118	0.320676	0.0163219	0.00841131	0.0784037	0.318292	0.10654
174	-10.796	-25.9667	15.1706	0.611688	0.0273597	0.00849055	0.020918	0.113958	0.115135	0.00451891	0.320676	0.158144	0.00723383	0.0784037	0.315984	0.0723287
175	-9.663	-26.5974	16.9344	0.579661	0.0163392	0.00642578	0.020918	0.113502	0.115135	0.00451891	0.088252	0.204567	0.00723383	0.101567	0.351797	0.0685417
176	-7.1199	-23.1718	16.0519	0.446153	0.0218121	0.00642578	0.115355	0.339347	0.0946938	0.0435602	0.047428	0.0208409	0.00723383	0.0700095	0.546338	0.00750938
177	-10.1641	-23.4617	13.2976	0.524559	0.0521568	0.0778889	0.0490846	0.339347	0.0633207	0.0435602	0.118508	0.153056	0.0752107	0.0700095	0.466612	0.00882908
178	-11.0517	-23.394	12.3423	0.520122	0.0331858	0.10787	0.0490846	0.339347	0.00430231	0.0435602	0.118508	0.31497	0.0568299	0.0700095	0.462665	0.0172128
179	-11.6716	-24.4406	12.7689	0.929144	0.0955116	0.15522	0.0292501	0.2076	0.00430231	0.0435602	0.118508	0.31497	0.0560751	0.0700095	0.052337	0.0185193
180	-10.8343	-22.9633	12.129	0.828598	0.0291855	0.15522	0.0292501	0.371821	0.0386771	0.023277	0.0469525	0.31497	0.0389918	0.110651	0.14211	0.0292919
181	-9.68855	-23.7869	14.0984	0.503765	0.0616614	0.0552299	0.0292501	0.371821	0.0386771	0.0168484	0.0833631	0.186396	0.0389918	0.0798225	0.329457	0.166778
182	-6.55018	-22.2454	15.6952	0.554167	0.0250156	0.0552299	0.0405898	0.420131	0.0126868	0.0168484	0.0730398	0.0786244	0.0389918	0.0412239	0.36242	0.0834137
183	-5.19078	-23.1535	17.9627	0.518262	0.0463505	0.0576102	0.0164635	0.176341	0.0126868	0.0168484	0.0730398	0.0911627	0.0102242	0.0749033	0.442936	0.0388019
184	-10.2742	-26.8121	16.5379	0.502146	0.0368624	0.105106	0.138733	0.0634956	0.151407	0.0384804	0.0730398	0.0280626	0.00802268	0.0749033	0.460259	0.0375954
185	-9.68974	-26.3292	16.6394	0.691741	0.0465076	0.146243	0.00128018	0.0576925	0.151407	0.0349841	0.0911018	0.0794394	0.00897413	0.0903255	0.304612	0.00364779
186	-11.3198	-25.2033	13.8835	0.531623	0.0465076	0.0896493	0.00295617	0.144867	0.151407	0.024766	0.154011	0.0794394	0.00897413	0.280969	0.464403	0.00397458
187	-12.3674	-24.9094	12.5421	0.581972	0.0260354	0.0404367	0.210113	0.208761	0.0602344	0.0935965	0.0908906	0.0976828	0.00897413	0.280969	0.397457	0.0205708
188	-8.36645	-23.5211	15.1547	0.824343	0.0296366	0.0404367	0.0573254	0.208761	0.0602344	0.0935965	0.0908906	0.0976828	0.0120364	0.165832	0.146519	0.0291378
189	-7.82787	-24.1114	16.2835	0.570235	0.0619199	0.082059	0.0383186	0.220809	0.0602344	0.0935965	0.0416079	0.0615117	0.041255	0.042237	0.416403	0.0133622
190	-5.75347	-22.8993	17.1458	0.771742	0.0352247	0.0640823	0.0383186	0.220809	0.0186725	0.0935965	0.0416079	0.0615117	0.041255	0.042237	0.123196	0.105062
191	-6.3354	-24.1661	17.8307	0.476481	0.0270908	0.0408107	0.0383186	0.155584	0.0186725	0.157784	0.00556602	0.0615117	0.041255	0.042237	0.458653	0.0648661
192	-5.98728	-23.6163	17.629	0.666456	0.0327421	0.0408107	0.119242	0.155584	0.0186725	0.0156678	0.0457527	0.0272241	0.0935831	0.059721	0.292217	0.0413275
193	-5.77362	-24.9105	19.1369	0.658993	0.0181758	0.0408107	0.119242	0.0959466	0.0186725	0.0156678	0.0457527	0.0325628	0.0116612	0.059721	0.287529	0.053478
194	-9.83399	-24.8216	14.9876	0.38785	0.058419	0.0408107	0.119242	0.486442	0.0186725	0.0132494	0.0457527	0.0489267	0.0116612	0.0299591	0.564012	0.048138
195	-8.59203	-22.014	13.4219	0.722011	0.0247996	0.084452	0.0690604	0.486442	0.0186725	0.0132494	0.0930705	0.20109	0.00890962	0.0299591	0.227009	0.0509798
196	-8.58009	-22.5071	13.927	0.527192	0.0300853	0.084452	0.0690604	0.594303	0.140673	0.00408862	0.00304381	0.0146243	0.00890962	0.0299591	0.448837	0.0239703
197	-9.53077	-22.2503	12.7195	0.639606	0.0286234	0.03223	0.0927984	0.570845	0.140673	0.00408862	0.0475214	0.0965448	0.0305089	0.0561169	0.288857	0.0715371
198	-17.5325	-23.8879	6.35548	0.482489	0.0516698	0.0375239	0.0927984	0.570845	0.0276039	0.338987	0.345095	0.0965448	0.0305089	0.144776	0.414787	0.102724
199	-15.3708	-23.2147	7.84393	0.665676	0.0337775	0.0163894	0.0236031	0.479387	0.0276039	0.338987	0.406963	0.0508998	0.0651202	0.144776	0.192598	0.141726
200	-13.4392	-24.304	10.8647	0.464583	0.0476656	0.0163894	0.0236031	0.479387	0.0276039	0.0411767	0.406963	0.0508998	0.107272	0.0844652	0.20427	0.331147
201	-16.432	-26.644	10.212	0.398842	0.0265384	0.0163894	0.0341539	0.262167	0.0349024	0.0411767	0.303931	0.337707	0.251425	0.0423067	0.270635	0.330524
202	-16.0638	-24.2996	8.23576	0.461577	0.0455592	0.0163894	0.206574	0.398287	0.0349024	0.135796	0.303931	0.139494	0.251425	0.0159651	0.504676	0.0337468
203	-15.5306	-23.7135	8.18286	0.377428	0.0305615	0.0307466	0.206574	0.580257	0.0349024	0.135796	0.20803	0.139494	0.171287	0.0159651	0.576497	0.0460752
204	-10.9977	-24.9528	13.9551	0.352232	0.0533213	0.00250945	0.0105608	0.373919	0.00677089	0.0875171	0.20803	0.139494	0.0783003	0.0159651	0.316148	0.33162
205	-7.69105	-24.2759	16.5849	0.41623	0.0542342	0.00232338	0.0364117	0.242312	0.00677089	0.0875171	0.0529406	0.139494	0.0754423	0.0159651	0.373589	0.210181
206	-9.14989	-24.2581	15.1082	0.86745	0.0805215	0.00232338	0.00523447	0.171835	0.0227606	0.0875171	0.0529406	0.139494	0.0754423	0.22301	0.0929344	0.0396159
207	-10.0954	-27.6097	17.5143	0.157911	0.0466969	0.00974315	0.014404	0.228455	0.0227606	0.00129481	0.211238	0.0247755	0.0219126	0.0391931	0.329394	0.512695
208	-8.89517	-24.3748	15.4796	0.496645	0.0299627	0.000721233	0.031797	0.33037	0.00940215	0.0534656	0.0479305	0.0376001	0.23964	0.04305	0.167209	0.336146
209	-4.28022	-24.6411	20.3608	0.373943	0.0381916	0.00249665	0.031797	0.106206	0.00880075	0.0534656	0.000734827	0.0376001	0.0289326	0.0275916	0.268025	0.358033
210	-7.09596	-25.6515	18.5556	0.36664	0.102204	0.0147033	0.031797	0.113176	0.00880075	0.0534656	0.000132385	0.0376001	0.0181005	0.136363	0.588801	0.0445595
211	-6.00329	-24.0297	18.0264	0.700009	0.0602584	0.0147033	0.031797	0.113176	0.00880075	0.0534656	0.00863974	0.074513	0.0675384	0.136363	0.247066	0.0529247
212	-12.4987	-25.2069	12.7082	0.415528	0.0592277	0.0987911	0.0579319	0.287382	0.00880075	0.0767821	0.233751	0.074513	0.0675384	0.136363	0.123699	0.460773
213	-15.5839	-24.5472	8.96335	0.527722	0.0825206	0.0376492	0.070026	0.410344	0.00880075	0.0767821	0.233751	0.337851	0.081477	0.136363	0.299715	0.172563
214	-11.907	-23.6056	11.6986	0.575035	0.0420009	0.017472	0.070026	0.394517	0.00880075	0.0767821	0.233751	0.00618814	0.232194	0.120304	0.271545	0.153419
215	-15.9698	-31.6334	15.6636	0.301085	0.0851104	0.101968	0.070026	0.059217	0.15847	0.0767821	0.00675928	0.00618814	0.232194	0.00882737	0.337579	0.361337
216	-15.4883	-28.2283	12.74	0.431542	0.0214771	0.246331	0.070026	0.059217	0.18982	0.0767821	0.172443	0.0207831	0.232194	0.00882737	0.410323	0.158135
217	-16.1718	-30.2758	14.104	0.277772	0.0227812	0.0068331	0.070026	0.059217	0.18982	0.0767821	0.0994406	0.0207831	0.232194	0.183625	0.268802	0.453426
218	-12.9141	-28.2859	15.3717	0.660061	0.0826021	0.0181246	0.070026	0.059217	0.18982	0.0767821	0.0969694	0.0096607	0.0478986	0.183625	0.325312	0.0146267
219	-8.31939	-27.2394	18.92	0.604432	0.0231567	0.0181246	0.0177814	0.059217	0.18982	0.0121217	0.0969694	0.0096607	0.00793652	0.0451106	0.165212	0.230355
220	-10.0799	-26.0385	15.9585	0.604432	0.0128227	0.12111	0.0321975	0.177251	0.18982	0.086499	0.0969694	0.0096607	0.011958	0.0377582	0.165212	0.230355
221	-11.3583	-26.8581	15.4999	0.440742	0.0253512	0.0105894	0.0321975	0.132	0.141081	0.0895485	0.158293	0.0967249	0.00408835	0.13204	0.213478	0.345779
222	-8.78948	-23.5549	14.7654	0.554095	0.0385489	0.0298299	0.000186397	0.290417	0.141081	0.0895485	0.158293	0.0967249	0.0020093	0.0487207	0.413154	0.0327507
223	-8.47441	-24.7844	16.31	0.634555	0.0695584	0.0298299	0.000186397	0.20649	0.141081	0.015808	0.0601932	0.0967249	0.00257387	0.118452	0.258933	0.106512
224	-6.58381	-24.5686	17.9847	0.634555	0.113439	0.0298299	0.0113469	0.127566	0.000754528	0.015808	0.00852087	0.145139	0.00256857	0.118452	0.258933	0.106512
225	-6.66568	-24.7173	18.0516	0.621574	0.113439	0.0298299	0.0152572	0.118509	0.000754528	0.015808	0.0117138	0.145139	0.00117774	0.115108	0.0913407	0.287085
226	-7.13938	-24.6557	17.5163	0.627	0.0438328	0.15936	0.0152572	0.118509	0.00113289	0.00137812	0.0117138	0.145139	0.00883455	0.115108	0.085842	0.287158
227	-7.23068	-24.4248	17.1941	0.490655	0.028796	0.15936	0.0152572	0.176633	0.0114216	0.105879	0.00885965	0.0294281	0.00175044	0.115108	0.136761	0.372584
228	-6.70512	-23.6008	16.8957	0.562717	0.0310494	0.0218539	0.0152572	0.230811	0.0114216	0.105879	0.0275376	0.0400585	0.0919021	0.106564	0.219747	0.217536
229	-15.2745	-27.5441	12.2696	0.220047	0.0292464	0.273337	0.0152572	0.230811	0.0423003	0.105879	0.0275376	0.240152	0.0499807	0.130437	0.295085	0.484868
230	-14.8888	-29.1237	14.2349	0.16274	0.111572	0.2761	0.0889986	0.0613435	0.0423003	0.105879	0.00355557	0.0782407	0.0499807	0.130437	0.478664	0.358595
231	-9.48599	-27.797	18.311	0.156586	0.0447058	0.040548	0.00861598	0.125521	0.0423003	0.105879	0.00613527	0.0782407	0.0499807	0.038875	0.282679	0.560735
232	-9.02506	-26.8359	17.8109	0.299408	0.069929	0.040548	0.00861598	0.201757	0.0423003	0.105879	0.0288611	0.0422258	0.0118239	0.038875	0.314224	0.386368
233	-5.37267	-23.4179	18.0453	0.606847	0.0697823	0.0598793	0.00861598	0.201757	0.00784486	0.00236043	0.0201661	0.146269	0.0118239	0.038875	0.254616	0.138537
234	-4.91845	-24.8106	19.8921	0.606847	0.0727466	0.0447331	0.00861598	0.0468289	0.00784486	0.00186231	0.0201661	0.0346861	0.0118239	0.133382	0.254616	0.138537
235	-13.9163	-23.5085	9.59216	0.525239	0.0471241	0.0447331	0.210762	0.535874	0.00771004	0.024195	0.0201661	0.21308	0.0892981	0.219741	0.19611	0.278651
236	-13.3682	-24.2177	10.8496	0.525239	0.0736107	0.0119466	0.0760427	0.535874	0.0136719	0.024195	0.0566905	0.185873	0.0892981	0.219741	0.19611	0.278651
237	-7.72969	-24.5654	16.8357	0.306809	0.0260283	0.00966958	0.0760427	0.316442	0.0136719	0.024195	0.0363902	0.0352037	0.0684029	0.0822788	0.354135	0.339056
238	-7.03025	-23.9713	16.941	0.428875	0.0230907	0.0161417	0.0455159	0.322793	0.0136719	0.024195	0.068429	0.0352037	0.04648	0.0822788	0.213793	0.357332
239	-9.46593	-24.7763	15.3103	0.241157	0.0329052	0.0897714	0.0455159	0.322793	0.00809177	0.024195	0.068429	0.0431382	0.123747	0.0822788	0.557915	0.200928
240	-7.36133	-22.4854	15.1241	0.860486	0.0364314	0.0557357	0.0455159	0.322793	0.0273661	0.024195	0.068429	0.0800482	0.123747	0.0752326	0.13687	0.00264356
241	-5.73434	-23.6695	17.9351	0.631649	0.0629473	0.0557357	0.0455159	0.146861	0.0273661	0.024195	0.068429	0.0370497	0.0350558	0.0752326	0.359482	0.00886906
242	-7.69977	-24.0079	16.3081	0.414158	0.0444243	0.0557357	0.0455159	0.207866	0.0273661	0.024195	0.230789	0.00219914	0.0277648	0.0752326	0.571736	0.0141058
243	-5.62049	-23.2422	17.6218	0.540619	0.0278258	0.0012941	0.201954	0.207866	0.0273661	0.024195	0.0140577	0.0150737	0.0807828	0.00930831	0.448321	0.0110609
244	-3.7365	-22.9851	19.2486	0.766346	0.029071	0.0211969	0.00616007	0.137613	0.0273661	0.024195	0.0891518	0.0280025	0.0807828	0.00349844	0.223159	0.0104946
245	-5.61642	-24.6949	19.0784	0.604937	0.0249092	0.0145635	0.0729148	0.088989	0.0273661	0.0289288	0.0891518	0.0969152	0.0197843	0.00053248	0.387441	0.00762184
246	-7.08919	-25.3155	18.2263	0.658319	0.079746	0.0145635	0.0729148	0.088989	0.0273661	0.0289288	0.118339	0.0969152	0.0202785	0.00122991	0.334811	0.00686965
247	-6.71346	-23.7365	17.0231	0.881168	0.0225684	0.0151133	0.0729148	0.234794	0.0273661	0.0289288	0.159766	0.0246895	0.0822222	0.00122991	0.00565448	0.113178
248	-10.4171	-24.9949	14.5779	0.689276	0.0214531	0.00281301	0.0729148	0.234794	0.0273661	0.0289288	0.159766	0.104682	0.260166	0.00122991	0.165053	0.145671
249	-8.4951	-23.7698	15.2747	0.348692	0.0300973	0.0309129	0.0729148	0.436813	0.0273661	0.0289288	0.09855	0.082354	0.0352594	0.00122991	0.434228	0.217081
250	-11.4564	-23.5121	12.0557	0.416859	0.0325824	0.17908	0.0729148	0.436813	0.0273661	0.0168057	0.09855	0.082354	0.218638	0.00122991	0.50624	0.0769005
251	-10.263	-25.6327	15.3697	0.176846	0.0401398	0.17908	0.0729148	0.381873	0.033179	0.0168057	0.00010615	0.082354	0.0270251	0.00145614	0.64164	0.181514
252	-8.25941	-25.6666	17.4072	0.338249	0.0495563	0.17908	0.0335139	0.0984814	0.00312298	0.0168057	0.00140775	0.082354	0.162066	0.00479649	0.529601	0.13215
253	-8.60188	-25.6487	17.0468	0.709587	0.0250424	0.0871959	0.0335139	0.128224	0.0936878	0.00385758	0.00140775	0.0717837	0.22015	0.00235847	0.154818	0.135595
254	-8.81865	-26.1173	17.2987	0.390115	0.0304878	0.0871959	0.0335139	0.128224	0.197725	0.0392136	0.00140775	0.0717837	0.0501241	0.00235847	0.410187	0.199698
255	-13.4087	-26.6017	13.193	0.589711	0.0337345	0.0223497	0.226542	0.128224	0.197725	0.0392136	0.00140775	0.172118	0.229306	0.00198067	0.318513	0.0917753
256	-16.1728	-26.385	10.2122	0.359909	0.0184655	0.0697858	0.226542	0.26175	0.197725	0.105023	0.0482388	0.172118	0.229306	0.021725	0.53267	0.107421
257	-10.1562	-22.7344	12.5782	0.603779	0.0374773	0.0275569	0.00417437	0.57242	0.0632363	0.105023	0.0482388	0.172118	0.0808576	0.00297928	0.240382	0.155839
258	-20.2821	-26.3899	6.10773	0.263455	0.0682333	0.313118	0.153729	0.602911	0.128185	0.105023	0.0482388	0.28436	0.0537886	0.0035398	0.454504	0.28204
259	-11.9835	-25.0839	13.1004	0.545045	0.0213551	0.0192073	0.184655	0.229932	0.0851464	0.0805164	0.0482388	0.28436	0.0506277	0.0578241	0.416751	0.0382045
260	-10.2423	-25.0464	14.804	0.58541	0.0443045	0.0192073	0.184655	0.13988	0.0851464	0.0184832	0.214748	0.0132182	0.0888614	0.0829912	0.40652	0.00807015
261	-8.18409	-24.2572	16.0731	0.612412	0.0505756	0.0106881	0.0980156	0.172045	0.0851464	0.0184832	0.214748	0.0132182	0.0186744	0.0829912	0.339306	0.0482819
262	-9.989	-25.9261	15.9371	0.534053	0.0125842	0.0106881	0.0980156	0.172045	0.200639	0.0434444	0.214748	0.00151714	0.00295118	0.0215601	0.339732	0.126215
263	-7.79645	-25.1341	17.3377	0.485502	0.0303414	0.0106881	0.0980156	0.12216	0.00822612	0.0962782	0.214748	0.00305004	0.00295118	0.0516744	0.308847	0.205651
264	-9.05311	-22.7389	13.6857	0.704724	0.0346288	0.146913	0.0980156	0.343825	0.00822612	0.101352	0.214748	0.0139675	0.0177296	0.0239201	0.170492	0.124784
265	-14.7459	-24.8193	10.0734	0.490258	0.0397964	0.146913	0.0969409	0.343825	0.256417	0.101352	0.0212856	0.307059	0.0177296	0.0332428	0.319915	0.189827
266	-9.82945	-24.3072	14.4777	0.423041	0.0397964	0.0316914	0.0858494	0.343825	0.11975	0.101352	0.068274	0.0311097	0.0692383	0.0332428	0.413158	0.163801
267	-11.9148	-23.494	11.5792	0.716508	0.0430951	0.259004	0.0858494	0.343825	0.11975	0.101352	0.068274	0.0311097	0.023771	0.137946	0.103105	0.180386
268	-10.9822	-24.1811	13.1989	0.795989	0.0593134	0.0971119	0.0858494	0.343825	0.11975	0.101352	0.068274	0.0311097	0.0482777	0.0971459	0.00651836	0.197492
269	-6.88103	-24.588	17.707	0.821594	0.0382818	0.0626453	0.0858494	0.106827	0.0254122	0.0412439	0.0585448	0.0311097	0.0482777	0.103006	0.00570026	0.172706
270	-5.69487	-24.6846	18.9898	0.521127	0.0275726	0.0186617	0.0858494	0.106827	0.00249009	0.0319182	0.0585448	0.0311097	0.0349842	0.0749669	0.295176	0.183696
271	-5.73082	-24.5832	18.8523	0.390021	0.0372611	0.0696368	0.104682	0.106827	0.00249009	0.0319182	0.0442024	0.0292726	0.0209904	0.0393863	0.506456	0.103523
272	-10.6411	-24.5074	13.8663	0.418417	0.0181314	0.0585228	0.104682	0.327456	0.00249009	0.117967	0.0993262	0.221239	0.0198858	0.0155751	0.482879	0.0987041
273	-11.5471	-24.6813	13.1343	0.668045	0.040096	0.0585228	0.0650242	0.187542	0.0896343	0.117967	0.0993262	0.221239	0.0433247	0.135799	0.198144	0.133811
274	-14.8022	-25.0202	10.2181	0.412654	0.0402524	0.200077	0.00616951	0.25121	0.0896343	0.117967	0.0993262	0.221239	0.0433247	0.280895	0.516247	0.0710986
275	-10.6103	-25.0313	14.421	0.413445	0.0650896	0.137899	0.0099015	0.25121	0.0896343	0.0510159	0.0993262	0.0405583	0.0433247	0.141837	0.442841	0.143714
276	-8.80296	-23.1709	14.3679	0.497401	0.0253537	0.00340511	0.0099015	0.376885	0.0896343	0.0510159	0.0993262	0.238566	0.0273197	0.0136984	0.459938	0.0426612
277	-12.1329	-24.4632	12.3303	0.419304	0.0473902	0.0278511	0.0524699	0.287422	0.0896343	0.0335755	0.0679613	0.238566	0.201946	0.0920516	0.555534	0.025162
278	-12.6835	-25.0265	12.3431	0.404141	0.0339647	0.0724549	0.0744961	0.376847	0.0896343	0.0335755	0.0679613	0.238566	0.0580441	0.0920516	0.156233	0.439625
279	-13.0343	-24.8341	11.7997	0.375668	0.0384389	0.0724549	0.0744961	0.376847	0.0896343	0.220126	0.0679613	0.101872	0.0580441	0.0920516	0.314462	0.30987
280	-12.9926	-25.7954	12.8028	0.469291	0.0594549	0.0560782	0.0408212	0.136701	0.0896343	0.220126	0.0679613	0.101872	0.0149311	0.304042	0.256902	0.273807
281	-10.8797	-26.8135	15.9338	0.782239	0.100666	0.0560782	0.0408212	0.0578494	0.0104592	0.0111561	0.0101415	0.101872	0.0854312	0.304042	0.102266	0.115495
282	-10.1633	-26.0156	15.8523	0.90812	0.127415	0.0560782	0.0408212	0.168529	0.0045952	0.144184	0.0101415	0.114582	0.0150987	0.105226	0.0712817	0.0205979
283	-15.9096	-26.8038	10.8943	0.90758	0.127415	0.408243	0.0408212	0.181118	0.062099	0.0809539	0.280889	0.0317773	0.018536	0.0506208	0.0717008	0.020719
284	-12.9375	-25.1073	12.1698	0.683209	0.0925604	0.225791	0.0938297	0.228319	0.045513	0.0174197	0.280889	0.0317773	0.035406	0.103415	0.293419	0.0233716
285	-8.81502	-25.2146	16.3996	0.474011	0.0118514	0.0381886	0.0739869	0.206803	0.00346815	0.0050603	0.280889	0.0167779	0.035406	0.0595116	0.509774	0.0162152
286	-13.6407	-26.1996	12.5588	0.567047	0.103498	0.236597	0.0739869	0.228561	0.0226029	0.0332557	0.305818	0.0167779	0.035406	0.0595116	0.413555	0.0193979
287	-10.5051	-25.596	15.0909	0.449697	0.0782433	0.163869	0.0392193	0.228561	0.0734932	0.0557357	0.0925094	0.0167779	0.035406	0.0789932	0.540446	0.00985687
288	-13.0154	-25.1223	12.1069	0.433183	0.069366	0.163869	0.00982007	0.228561	0.0688013	0.0758334	0.0925094	0.384494	0.035406	0.0325516	0.45893	0.107887
289	-10.1499	-26.3815	16.2316	0.242304	0.0569519	0.0118667	0.0177954	0.191799	0.0456716	0.0522937	0.0241755	0.0310007	0.157051	0.160133	0.256706	0.50099
290	-8.70665	-26.381	17.6744	0.295674	0.0261269	0.0118667	0.0177954	0.191799	0.0456716	0.0522937	0.0241755	0.0319824	0.0426207	0.160133	0.0929883	0.611337
291	-8.87368	-25.6787	16.805	0.550026	0.05463	0.0105325	0.0177954	0.1459	0.0456716	0.0522937	0.191214	0.0319824	0.125923	0.0154555	0.130816	0.319158
292	-13.8307	-26.8923	13.0616	0.436416	0.0490759	0.0101185	0.264749	0.124308	0.0625797	0.0522937	0.191214	0.25246	0.0450178	0.0139208	0.103795	0.459789
293	-11.3933	-25.032	13.6387	0.37028	0.027878	0.0536768	0.111981	0.326904	0.124459	0.0192169	0.0325207	0.25246	0.0450178	0.0139208	0.317963	0.311757
294	-8.79258	-26.0924	17.2999	0.203539	0.00873607	0.0536768	0.111981	0.326904	0.0314166	0.00404277	0.0325207	0.0243059	0.0450178	0.00331223	0.690113	0.106348
295	-8.49408	-25.4591	16.9651	0.339441	0.00873607	0.108451	0.0847647	0.316289	0.0314166	0.0372318	0.0325207	0.0243059	0.00899874	0.0226791	0.483204	0.177355
296	-6.40535	-23.0938	16.6885	0.471846	0.0168614	0.108451	0.0847647	0.316289	0.0314166	0.0372318	0.0325207	0.0243059	0.00424445	0.0469662	0.5036	0.0245542
297	-5.78959	-24.3361	18.5465	0.653684	0.0644677	0.108451	0.0847647	0.0945136	0.0314166	0.0372318	0.00283787	0.00367259	0.0276576	0.0622388	0.327562	0.0187544
298	-11.4694	-24.6557	13.1863	0.334163	0.0373963	0.0879225	0.0847647	0.31249	0.0647958	0.267824	0.00283787	0.00367259	0.155426	0.0361371	0.587621	0.078216
299	-8.5723	-24.1021	15.5298	0.345794	0.0290125	0.0879225	0.0847647	0.31249	0.0647958	0.129769	0.0461674	0.00367259	0.0213207	0.0390046	0.575717	0.078489
300	-9.483	-23.4368	13.9538	0.548457	0.0558682	0.0879225	0.0847647	0.31249	0.0647958	0.0105477	0.0218885	0.164175	0.0213207	0.152747	0.397369	0.0541743
