Iteration	Posterior	Likelihood	Prior	allopatry	clock_bg	clock_scale_bg	d[1][2]	d[1][3]	d[2][1]	d[2][3]	d[3][1]	d[3][2]	e[1]	e[2]	e[3]	er_mol[1]	er_mol[2]	er_mol[3]	er_mol[4]	er_mol[5]	er_mol[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi_mol[1]	pi_mol[2]	pi_mol[3]	pi_mol[4]	subset_sympatry	widespread_sympatry
3820	-13251.1	-13141.6	-109.503	0.782675	0.0100243	0.666151	0.0375832	0.00629908	0.268657	0.489193	0.0378308	0.0289774	0.0874575	0.0402534	0.0894506	0.0128608	0.413738	0.0317857	0.0402222	0.462243	0.0391504	0.00281781	0.0768156	0.529683	3.39068	0.361578	0.362692	0.0594708	0.216259	0.14738	0.0699448
3830	-13253	-13143.8	-109.245	0.394847	0.0128627	0.823732	0.0304908	0.286589	0.0707672	0.101741	0.0893344	0.145432	0.134711	0.072486	0.0962921	0.0122395	0.403185	0.0249158	0.0395172	0.469814	0.050329	0.00110211	0.048434	0.442526	3.50794	0.378694	0.356312	0.0611258	0.203868	0.160891	0.444262
3840	-13242.9	-13138.9	-103.992	0.246589	0.0341903	2.09106	0.0264707	0.00448269	0.0710119	0.077087	0.0711985	0.0780597	0.00103609	0.00269778	0.075975	0.0109635	0.43306	0.0246687	0.0408258	0.431679	0.0588029	0.000960121	0.0452493	0.430823	3.52297	0.371777	0.369876	0.0595925	0.198754	0.561432	0.191979
3850	-13255.5	-13144.1	-111.337	0.367421	0.0162907	0.945319	0.106712	0.0448661	0.0292754	0.115705	0.180366	0.100951	0.357394	0.302898	0.0248779	0.0111408	0.431872	0.0241612	0.0300272	0.459279	0.0435191	0.000705905	0.0388741	0.405705	3.55471	0.389598	0.346895	0.0621595	0.201347	0.593893	0.0386858
3860	-13239.6	-13133.3	-106.372	0.416686	0.0277802	1.72253	0.125983	0.132108	0.00677814	0.245256	0.0111274	0.0581512	0.0292816	0.0317437	0.011959	0.0109963	0.389614	0.0349928	0.0299807	0.482811	0.0516046	0.00118901	0.0502798	0.449083	3.49945	0.375711	0.359132	0.0615786	0.203578	0.346758	0.236556
3870	-13249.7	-13139.3	-110.439	0.484098	0.0366169	2.32123	0.0814334	0.160932	0.134117	0.200753	0.117736	0.0364432	0.123565	0.166359	0.000727296	0.0138874	0.366963	0.0276175	0.0317983	0.501396	0.0583386	0.00171202	0.0601597	0.481768	3.45636	0.371362	0.35941	0.062524	0.206703	0.189562	0.326339
3880	-13245.2	-13141	-104.186	0.571241	0.0117848	0.727333	0.124281	0.0295764	0.0173077	0.114217	0.117736	0.00469114	0.00857438	0.068941	0.0390647	0.0138106	0.345573	0.0426175	0.0188004	0.541654	0.0375438	0.00130568	0.0526522	0.457287	3.48875	0.359025	0.359379	0.0679124	0.213683	0.279974	0.148785
3890	-13239	-13134.3	-104.706	0.542651	0.0247885	1.51213	0.0472342	0.0514527	0.0391061	0.205863	0.00674408	0.0859035	0.0356412	0.0658138	0.0142981	0.010081	0.429533	0.0259002	0.0433225	0.423697	0.0674665	0.00143735	0.0552022	0.465843	3.47752	0.369584	0.367675	0.0527005	0.21004	0.0507188	0.40663
3900	-13246.9	-13136	-110.878	0.229439	0.0288117	1.76788	0.289213	0.0777051	0.0201317	0.244535	0.00788844	0.0785725	0.030952	0.0670861	0.256294	0.00986145	0.371956	0.0291199	0.0233577	0.506744	0.0589607	0.001343	0.0533879	0.459783	3.48549	0.376348	0.362267	0.0606071	0.200778	0.361538	0.409023
3910	-13243.3	-13138.1	-105.264	0.214035	0.011534	0.63202	0.0196901	0.0251492	0.239271	0.166629	0.00832651	0.0348954	0.0711743	0.00842428	0.0577519	0.0106278	0.43447	0.0293336	0.0228425	0.459251	0.043475	0.000846931	0.0425332	0.420418	3.5362	0.359349	0.371999	0.0581672	0.210485	0.489188	0.296778
3920	-13243	-13132.4	-110.653	0.579531	0.0282829	1.84494	0.0726368	0.0138373	0.17452	0.12232	0.0212939	0.190399	0.149584	0.0143976	0.169481	0.0117932	0.423233	0.0242175	0.0200572	0.435762	0.0849368	0.00121902	0.050901	0.451255	3.49662	0.356626	0.374692	0.051082	0.2176	0.273675	0.146795
3930	-13251	-13138.2	-112.751	0.339043	0.0329564	1.9977	0.0145054	0.368041	0.048057	0.0377484	0.222176	0.190399	0.0684422	0.0148773	0.127728	0.0126579	0.487375	0.0271507	0.0172683	0.407279	0.0482691	0.00164544	0.0589981	0.478115	3.46124	0.331137	0.395848	0.053582	0.219433	0.16334	0.497617
3940	-13242.6	-13132.9	-109.761	0.787491	0.0480329	3.18337	0.0892126	0.0110785	0.0173018	0.143099	0.00209874	0.179683	0.0788648	0.00505514	0.11269	0.00989771	0.412837	0.0275842	0.0414499	0.425506	0.0827258	0.00149077	0.0562023	0.469128	3.47318	0.361387	0.382582	0.0531369	0.202894	0.137695	0.0748139
3950	-13233.3	-13130.1	-103.273	0.624027	0.0152225	0.813194	0.0892126	0.0110785	0.012242	0.0424825	0.110009	0.028358	0.0788648	0.0216761	0.0256316	0.00909153	0.395319	0.023821	0.0366512	0.471582	0.0635355	0.00102158	0.0466555	0.436054	3.51627	0.374511	0.368487	0.0569806	0.200021	0.0655894	0.310384
3960	-13240.8	-13132.8	-108.026	0.194498	0.0461801	2.75907	0.0119711	0.194363	0.0062383	0.0891814	0.127364	0.0161492	0.0509581	0.0216761	0.083718	0.00940089	0.408521	0.0329345	0.0330824	0.458297	0.0577642	0.00109523	0.0482847	0.441989	3.50863	0.355903	0.372053	0.0584451	0.213599	0.612443	0.19306
3970	-13242.3	-13136.1	-106.228	0.498817	0.0234849	1.35769	0.0456059	0.043155	0.125352	0.0962648	0.127364	0.0559173	0.0597097	0.0645739	0.0318392	0.0140067	0.397312	0.0292885	0.0252785	0.472249	0.0618654	0.00152229	0.0567838	0.471021	3.47067	0.361147	0.362774	0.0579345	0.218144	0.222524	0.278659
3980	-13248.6	-13134	-114.52	0.661137	0.0460064	2.80681	0.121511	0.231532	0.138241	0.360706	0.0291165	0.108903	0.204877	0.0888244	0.0531036	0.0152763	0.397845	0.0194516	0.0255677	0.481754	0.0601055	0.000979133	0.0456892	0.43247	3.52086	0.376118	0.354339	0.0641407	0.205403	0.172789	0.166074
3990	-13242.5	-13134.2	-108.367	0.66823	0.0330516	1.8914	0.0619876	0.0294748	0.0146611	0.264427	0.172868	0.0662993	0.0751849	0.0132803	0.15292	0.00941972	0.391108	0.0283045	0.0276908	0.483928	0.0595486	0.00123394	0.0512069	0.452319	3.49524	0.360342	0.366169	0.0611529	0.212336	0.165531	0.166239
4000	-13251.6	-13141.9	-109.743	0.578216	0.0335629	1.8914	0.0106871	0.124323	0.158756	0.10151	0.016529	0.0662993	0.0853694	0.0805417	0.270582	0.0101808	0.367746	0.0267488	0.0326014	0.504479	0.058244	0.00157274	0.0577016	0.473983	3.46674	0.3888	0.348346	0.0620015	0.200853	0.256372	0.165412
4010	-13243.7	-13136.8	-106.897	0.559243	0.0286212	1.57479	0.0609173	0.0188263	0.00526996	0.205636	0.126316	0.223469	0.00197374	0.0724784	0.0297041	0.00959587	0.368016	0.0306178	0.0338161	0.511348	0.0466058	0.0015123	0.0566001	0.470425	3.47146	0.385431	0.36022	0.0573226	0.197026	0.254189	0.186568
4020	-13241.1	-13135.7	-105.371	0.517617	0.0166011	0.962751	0.0981042	0.0188263	0.0396753	0.128081	0.036584	0.00185554	0.0504264	0.0115353	0.251904	0.00977275	0.425381	0.0268256	0.0288282	0.432454	0.0767388	0.00117454	0.0499774	0.44802	3.50083	0.366398	0.368976	0.0620859	0.20254	0.378255	0.104127
4030	-13251.1	-13132	-119.028	0.244325	0.0453987	2.50478	0.115854	0.0426561	0.0856697	0.491388	0.0612003	0.567255	0.0769194	0.155103	0.190104	0.00830616	0.409394	0.0281394	0.025139	0.457846	0.071176	0.00120096	0.0505282	0.449954	3.49832	0.367637	0.369734	0.0579071	0.204722	0.274938	0.480737
4040	-13253.5	-13142.4	-111.155	0.330275	0.0387973	2.32601	0.0566642	0.0152103	0.12583	0.222834	0.181436	0.10524	0.0389823	0.0880132	0.15393	0.00679199	0.437096	0.0330595	0.0238604	0.462663	0.0365297	0.000967055	0.0454103	0.431427	3.5222	0.37397	0.359053	0.0534347	0.213542	0.487524	0.182201
4050	-13245	-13134.1	-110.966	0.299571	0.0204322	1.13172	0.130835	0.0843284	0.0442747	0.492394	0.159291	0.120748	0.0389823	0.0225393	0.0882877	0.00680367	0.407999	0.0282763	0.029665	0.472982	0.0542739	0.000944042	0.0448739	0.429409	3.52477	0.385976	0.354947	0.0593877	0.19969	0.610492	0.0899368
4060	-13241.9	-13136.3	-105.659	0.50204	0.0125101	0.775366	0.0482599	0.0395772	0.108281	0.246609	0.0630232	0.00883709	0.00998606	0.085645	0.0677815	0.00689779	0.439313	0.0223918	0.033521	0.415493	0.0823842	0.00107626	0.0478707	0.440493	3.51056	0.378048	0.360963	0.0544059	0.206583	0.428391	0.0695694
4070	-13243	-13132.5	-110.588	0.559284	0.019364	1.18979	0.0237942	0.0273459	0.0270339	0.00470408	0.285681	0.239406	0.115844	0.0230021	0.303475	0.00955822	0.434184	0.026976	0.0282916	0.435466	0.0655246	0.00150534	0.0564717	0.470007	3.47202	0.371588	0.367239	0.0554787	0.205694	0.152355	0.288361
4080	-13259.7	-13148.9	-110.734	0.54114	0.0311347	1.77252	0.0266073	0.197474	0.103751	0.0118351	0.285681	0.239406	0.136199	0.0780565	0.00837418	0.0112669	0.41168	0.0285368	0.017874	0.439382	0.0912605	0.00130658	0.0526701	0.457348	3.48867	0.355606	0.376621	0.0494845	0.218288	0.318109	0.14075
4090	-13253.2	-13145.1	-108.139	0.284492	0.00738	0.564844	0.0878476	0.0177747	0.103751	0.0247924	0.210654	0.0429341	0.0773986	0.272156	0.0710471	0.0117486	0.47394	0.0280834	0.0452593	0.380908	0.0600614	0.00291304	0.0780753	0.533014	3.386	0.359937	0.374217	0.0499573	0.215889	0.278079	0.437428
4100	-13250.7	-13141.4	-109.325	0.351179	0.00785754	0.564844	0.193948	0.171335	0.159029	0.199468	0.0176531	0.112805	0.0565011	0.00663835	0.0419982	0.00947256	0.468816	0.024625	0.0363476	0.383706	0.0770332	0.00140469	0.0545812	0.463784	3.48023	0.378018	0.361532	0.0564056	0.204044	0.525528	0.123293
4110	-13247.2	-13140.9	-106.272	0.397357	0.00817909	0.505744	0.0234901	0.257246	0.0112007	0.16476	0.0903108	0.0124762	0.00466112	0.0577678	0.0608856	0.00998639	0.402129	0.0347695	0.0346367	0.461977	0.0565015	0.00227249	0.0691334	0.508536	3.42006	0.36346	0.372233	0.0582453	0.206062	0.270075	0.332568
4120	-13254.7	-13141.9	-112.794	0.250783	0.0138429	0.733644	0.144909	0.108314	0.317666	0.519094	0.0903108	0.100659	0.034993	0.0577678	0.00999295	0.00917423	0.343426	0.0286538	0.0246709	0.526275	0.0677996	0.000812708	0.0416758	0.417045	3.54047	0.37662	0.362288	0.0520731	0.209019	0.468617	0.2806
4130	-13242.2	-13137.1	-105.113	0.471436	0.0256286	1.43011	0.0212358	0.0350711	0.0475539	0.0764521	0.0903108	0.192927	0.0275592	0.00951327	0.0279023	0.00891519	0.42217	0.0227999	0.0407483	0.446662	0.0587046	0.00153541	0.0570238	0.471799	3.46964	0.371214	0.357292	0.0549527	0.216541	0.455909	0.0726552
4140	-13245.4	-13133.7	-111.692	0.452505	0.0369886	2.28725	0.0244864	0.233475	0.0475539	0.237536	0.0232316	0.0930887	0.254981	0.0230954	0.116783	0.00801814	0.439551	0.0275173	0.0322454	0.436033	0.0566358	0.00116472	0.0497709	0.447292	3.50177	0.376292	0.359268	0.0579877	0.206453	0.11695	0.430545
4150	-13246.9	-13137.3	-109.651	0.572396	0.0191716	1.04472	0.254548	0.207284	0.007282	0.0205449	0.131699	0.0872046	0.0361309	0.0262445	0.112912	0.0099777	0.458332	0.0239366	0.0239062	0.442183	0.0416645	0.000846554	0.0425238	0.420381	3.53625	0.372484	0.367028	0.0561594	0.204329	0.184337	0.243267
4160	-13240.2	-13134.4	-105.765	0.466904	0.0237874	1.22729	0.0617955	0.0783216	0.0163914	0.141652	0.0120765	0.0296823	0.0361309	0.100091	0.0321094	0.00570733	0.387595	0.0263174	0.0357427	0.488008	0.0566301	0.000990445	0.0459487	0.433438	3.51962	0.376308	0.358642	0.0605319	0.204517	0.274345	0.258751
4170	-13241.2	-13133.8	-107.472	0.0799537	0.0262962	1.33192	0.062953	0.0783216	0.0123546	0.0222781	0.203401	0.287706	0.00989572	0.100091	0.0806714	0.0071497	0.390555	0.0287639	0.0212205	0.493251	0.0590602	0.00113152	0.0490667	0.444792	3.50501	0.366186	0.36247	0.0640665	0.207278	0.555967	0.364079
4180	-13247.6	-13136	-111.646	0.442233	0.0267657	1.77183	0.0708496	0.169412	0.0182597	0.226311	0.148245	0.0328037	0.231548	0.0222745	0.0806714	0.0114987	0.413837	0.0285343	0.0337239	0.452939	0.0594669	0.00279813	0.0765526	0.528983	3.39167	0.377034	0.355236	0.0590601	0.20867	0.465267	0.0925009
4190	-13246.7	-13136.3	-110.422	0.299223	0.00795761	0.51384	0.208118	0.00570077	0.00795515	0.397889	0.0528168	0.0257333	0.0357508	0.105325	0.0402131	0.0123697	0.447245	0.0261095	0.0270388	0.431024	0.0562125	0.002304	0.0696017	0.509869	3.41823	0.367146	0.364733	0.0531907	0.21493	0.500577	0.2002
4200	-13240.3	-13133.2	-107.155	0.731094	0.0156931	1.0176	0.0474202	0.0419903	0.0727554	0.139017	0.00453926	0.0737118	0.0252433	0.0223939	0.0748173	0.00817796	0.431467	0.0371901	0.0364578	0.448562	0.0381448	0.00212641	0.0669166	0.502147	3.42881	0.368267	0.368778	0.0600211	0.202934	0.16304	0.105866
4210	-13240.1	-13130.3	-109.864	0.393473	0.0192602	1.0176	0.0581266	0.00414252	0.0455544	0.380659	0.156995	0.150556	0.0360695	0.0696113	0.0649617	0.0063895	0.454335	0.0250153	0.027676	0.441826	0.0447581	0.000711169	0.039017	0.406296	3.55398	0.366668	0.365578	0.0542283	0.213526	0.575147	0.0313796
4220	-13249.5	-13143.3	-106.142	0.503641	0.0260667	1.28886	0.0153643	0.000959389	0.00881579	0.189348	0.0659438	0.127207	0.00086356	0.118046	0.00226708	0.0102582	0.479974	0.01936	0.0244977	0.382807	0.0831036	0.00140782	0.054641	0.463983	3.47997	0.357847	0.374399	0.0585788	0.209175	0.411312	0.0850469
4230	-13239.7	-13129.7	-109.959	0.269461	0.040486	2.35937	0.0480956	0.089167	0.0375722	0.257481	0.100504	0.127207	0.105549	0.0701884	0.00948109	0.00877265	0.40948	0.0286883	0.0260946	0.448421	0.0785437	0.00129106	0.052361	0.456294	3.49005	0.373197	0.358929	0.0600399	0.207834	0.350756	0.379783
4240	-13244.9	-13136.5	-108.463	0.307715	0.0150032	0.989099	0.060467	0.0332615	0.0375722	0.120416	0.0923257	0.0320618	0.196602	0.0527925	0.0589812	0.0112067	0.495402	0.0202945	0.026052	0.385628	0.0614171	0.0011365	0.0491731	0.445171	3.50452	0.360877	0.364918	0.0584785	0.215727	0.31179	0.380496
4250	-13243.4	-13136	-107.396	0.607768	0.0152031	0.890979	0.174722	0.00474504	0.0712518	0.235461	0.10789	0.00260689	0.0257523	0.196718	0.00385734	0.0115642	0.42033	0.0207213	0.0228178	0.433168	0.0913985	0.00133558	0.0532424	0.459291	3.48613	0.368955	0.362649	0.0558167	0.212579	0.231863	0.160369
4260	-13247.4	-13133.6	-113.718	0.462382	0.0145985	0.887647	0.151573	0.0131666	0.463593	0.274116	0.247399	0.00323903	0.156885	0.123342	0.0404504	0.0127657	0.429086	0.0193563	0.0374632	0.436524	0.064805	0.000904682	0.0439408	0.425862	3.52929	0.379467	0.358822	0.0555495	0.206162	0.398652	0.138966
4270	-13245.9	-13139.5	-106.36	0.229602	0.0166997	1.11115	0.0057363	0.020112	0.0113036	0.0624723	0.00120238	0.327618	0.0151606	0.0489193	0.199945	0.0131885	0.315249	0.0277037	0.0124506	0.54243	0.0889776	0.00163163	0.0587541	0.477342	3.46227	0.401421	0.339968	0.0654226	0.193189	0.375336	0.395062
4280	-13246.6	-13139.5	-107.115	0.562236	0.0149763	1.11115	0.0574309	0.020112	0.00580841	0.398911	0.0253976	0.0862787	0.0464394	0.0590233	0.0236176	0.0110796	0.493245	0.0254945	0.0378173	0.370931	0.0614323	0.00235979	0.070423	0.512191	3.41503	0.354572	0.38135	0.0533301	0.210749	0.146826	0.290938
4290	-13255.8	-13145.4	-110.446	0.543457	0.021578	1.3198	0.0209497	0.195965	0.00584748	0.320276	0.049298	0.143828	0.0464394	0.0995329	0.202505	0.00759993	0.313409	0.0388563	0.0385162	0.553822	0.047797	0.00205381	0.0657856	0.498833	3.43333	0.388958	0.355411	0.0544239	0.201208	0.29516	0.161383
4300	-13254.2	-13141	-113.226	0.440706	0.0249416	1.48679	0.139236	0.0727945	0.0475216	0.392358	0.354411	0.0458853	0.00316789	0.0730446	0.202505	0.0120683	0.394849	0.0164977	0.0315599	0.458838	0.0861871	0.00105045	0.0473012	0.438422	3.51323	0.379947	0.347857	0.0556234	0.216572	0.204251	0.355043
4310	-13238.3	-13131.4	-106.927	0.488782	0.0214241	1.43844	0.00905917	0.0127434	0.00393	0.392358	0.0104953	0.022745	0.138229	0.00417357	0.0257101	0.0144617	0.443998	0.0324409	0.03183	0.422536	0.0547335	0.00216146	0.0674555	0.503713	3.42667	0.345814	0.369634	0.0581365	0.226415	0.296068	0.21515
4320	-13253.5	-13147.8	-105.652	0.487602	0.0108512	0.89126	0.00717786	0.0590587	0.0285782	0.143782	0.168134	0.022745	0.00650324	0.109451	0.0339681	0.0124773	0.493368	0.0247038	0.0324079	0.362341	0.0747021	0.001722	0.0603318	0.482305	3.45564	0.332869	0.393246	0.0560363	0.217848	0.152378	0.360021
4330	-13240.2	-13132.8	-107.375	0.397966	0.0266911	1.72575	0.00532928	0.0441143	0.132699	0.0706329	0.0683053	0.364963	0.0290899	0.0682739	0.0255981	0.00979082	0.448053	0.0262795	0.0357857	0.414115	0.0659765	0.00148701	0.0561325	0.4689	3.47348	0.361493	0.361456	0.0575809	0.21947	0.549368	0.0526662
4340	-13244.2	-13136.3	-107.95	0.237595	0.0267907	1.72575	0.0352274	0.152215	0.0207231	0.150954	0.087085	0.0824079	0.000666924	0.0682573	0.10097	0.015133	0.347913	0.0233871	0.0305345	0.507308	0.0757245	0.00142806	0.0550263	0.465261	3.47828	0.365111	0.357725	0.0606302	0.216534	0.0619734	0.700432
4350	-13244.9	-13139.6	-105.259	0.553988	0.0302326	1.98613	0.0825431	0.0812203	0.0105813	0.017885	0.087085	0.017874	0.0879765	0.0618805	0.04332	0.0134036	0.384815	0.0240482	0.0197144	0.492117	0.0659018	0.0019771	0.0645677	0.495222	3.43823	0.393672	0.343816	0.0592686	0.203244	0.0839786	0.362033
4360	-13238.8	-13130.2	-108.512	0.384561	0.0109493	0.78712	0.0825431	0.0175619	0.00961865	0.0792158	0.155966	0.202416	0.145452	0.0994795	0.0809343	0.0162161	0.417446	0.0297299	0.0229655	0.455492	0.0581514	0.0016391	0.0588862	0.477761	3.46171	0.358412	0.36575	0.0572093	0.218629	0.449345	0.166095
4370	-13247.9	-13140.4	-107.478	0.248331	0.0103659	0.753134	0.0825431	0.0569846	0.0276449	0.0648611	0.00010941	0.0563025	0.0484836	0.282419	0.145489	0.0146515	0.368327	0.0363346	0.0247473	0.478434	0.0775053	0.00183812	0.0622975	0.488371	3.44749	0.358321	0.362817	0.0622821	0.21658	0.521479	0.23019
4380	-13239.5	-13127.8	-111.693	0.344816	0.0276927	1.94723	0.0138403	0.0560241	0.285482	0.422534	0.0722499	0.00590978	0.00074579	0.00419179	0.0108664	0.0162879	0.403193	0.0320853	0.0269729	0.474221	0.0472394	0.00267215	0.0748454	0.524399	3.39808	0.369545	0.359039	0.0615444	0.209871	0.138517	0.516667
4390	-13243.9	-13131.1	-112.775	0.252845	0.0295854	1.94723	0.0412386	0.200867	0.000588442	0.257261	0.0722499	0.0296777	0.00127771	0.255577	0.296731	0.0141015	0.396782	0.027378	0.0353898	0.459892	0.0664559	0.00226622	0.0690397	0.508269	3.42043	0.360023	0.364435	0.0586429	0.216899	0.525517	0.221638
4400	-13252.2	-13139.8	-112.375	0.133415	0.0311402	1.94723	0.343847	0.0392848	0.082521	0.376477	0.0512689	0.156376	0.0214817	0.0478439	0.0510273	0.0134712	0.444488	0.0175798	0.0378823	0.410875	0.0757031	0.00115897	0.0496497	0.446863	3.50233	0.351938	0.374019	0.0534256	0.220618	0.348732	0.517854
4410	-13248.7	-13139.7	-109.026	0.302554	0.0179782	0.996984	0.01028	0.00620349	0.0863029	0.40856	0.0230359	0.045014	0.0653542	0.16912	0.167043	0.00816209	0.465583	0.0259688	0.0286671	0.415831	0.0557872	0.000769573	0.0405683	0.412622	3.54604	0.345002	0.373424	0.0559483	0.225626	0.348305	0.349141
4420	-13251.9	-13142.7	-109.153	0.472291	0.0553091	3.25562	0.01028	0.0221026	0.136168	0.0980198	0.00570693	0.000387458	0.00259465	0.16912	0.226069	0.0117502	0.423643	0.0198093	0.0357401	0.454217	0.0548403	0.000707132	0.0389074	0.405843	3.55454	0.371158	0.365654	0.0542063	0.208982	0.376545	0.151164
4430	-13245.7	-13137.9	-107.834	0.268753	0.0125588	0.652186	0.117719	0.213972	0.0881488	0.0529818	0.140224	0.0994954	0.00259465	0.10925	0.201157	0.00868419	0.491844	0.0212477	0.0297876	0.390528	0.0579083	0.000631433	0.0367899	0.396928	3.56565	0.367093	0.369303	0.0550195	0.208584	0.260519	0.470728
4440	-13241.4	-13139.1	-102.279	0.484063	0.0369875	1.78879	0.0051945	0.0314832	0.00442996	0.0626742	0.101818	0.000952598	0.0176044	0.00282831	0.0693292	0.00902672	0.416859	0.0201794	0.0186683	0.451331	0.0839349	0.000880156	0.0433488	0.423586	3.53219	0.360244	0.377062	0.0551077	0.207586	0.261836	0.254101
4450	-13242.9	-13134.2	-108.636	0.399025	0.0312117	1.78879	0.111023	0.121781	0.00495248	0.168658	0.0749586	0.0406244	0.0575768	0.0288078	0.0095332	0.00817858	0.463036	0.0242022	0.0201713	0.412758	0.0716534	0.000797743	0.0412951	0.415533	3.54237	0.369726	0.36535	0.0553774	0.209547	0.549248	0.0517269
4460	-13250.8	-13135.5	-115.249	0.490313	0.0512449	3.17162	0.0918119	0.121781	0.00413445	0.10766	0.126451	0.320763	0.0941205	0.125074	0.150579	0.00891894	0.431976	0.0202823	0.0292133	0.41966	0.0899494	0.00126006	0.0517381	0.454155	3.49285	0.38937	0.348186	0.0584678	0.203976	0.456824	0.0528634
4470	-13256.4	-13146.6	-109.785	0.634206	0.0150525	0.993244	0.0307586	0.176918	0.118895	0.35966	0.106777	0.0323663	0.018921	0.315674	0.021542	0.0101082	0.470835	0.0270733	0.0372602	0.420897	0.0338258	0.00128155	0.0521707	0.455642	3.49091	0.389295	0.342597	0.0540192	0.21409	0.107276	0.258518
4480	-13245.7	-13136.5	-109.215	0.396613	0.0213226	1.3675	0.406979	0.174594	0.00672992	0.340292	0.0259763	0.0323663	0.0103988	0.0108286	0.00290263	0.010802	0.349012	0.0270979	0.0274986	0.533786	0.0518031	0.000772119	0.0406346	0.412889	3.5457	0.397693	0.350339	0.0603661	0.191602	0.275389	0.327998
4490	-13248.7	-13135.7	-112.962	0.351636	0.0225481	1.29143	0.297517	0.457751	0.00131389	0.237531	0.0259763	0.0106286	0.134235	0.000986247	0.00929708	0.0160738	0.321679	0.025641	0.0216719	0.558925	0.0560085	0.00161401	0.0584413	0.476348	3.4636	0.388314	0.352971	0.05866	0.200055	0.086726	0.561638
4500	-13255.1	-13134.7	-120.427	0.295766	0.0455638	2.80081	0.0911297	0.135723	0.0320202	0.352231	0.392134	0.0743724	0.100031	0.0406571	0.0373973	0.0116642	0.323114	0.0333227	0.017809	0.55075	0.0633394	0.00119606	0.0504264	0.449598	3.49878	0.372541	0.368771	0.0610469	0.197642	0.197559	0.506675
4510	-13256.2	-13140.2	-116.007	0.326615	0.0168408	1.11664	0.0478838	0.0980675	0.0399359	0.600156	0.00329861	0.435443	0.189885	0.0427779	0.118877	0.00997331	0.371159	0.0491311	0.0342087	0.488102	0.0474254	0.00240918	0.0711416	0.514209	3.41224	0.369538	0.365877	0.0596856	0.204899	0.27597	0.397415
4520	-13239.9	-13134.4	-105.479	0.323559	0.0219226	1.11664	0.0603389	0.0980675	0.00428254	0.240065	0.0812398	0.0260963	0.061971	0.0427779	0.118877	0.0110216	0.414681	0.0232752	0.0269729	0.470128	0.0539214	0.000840213	0.0423663	0.419764	3.53703	0.347816	0.376693	0.0583039	0.217187	0.302788	0.373653
4530	-13236.7	-13132	-104.65	0.562476	0.0222964	1.11664	0.154186	0.0727005	0.106118	0.182672	0.0518194	0.00215158	0.00462849	0.00987677	0.000517027	0.00848582	0.366803	0.0226794	0.0328428	0.516688	0.0525012	0.000643277	0.0371295	0.39838	3.56385	0.385309	0.355202	0.0597295	0.19976	0.197168	0.240355
4540	-13248.4	-13136.2	-112.234	0.611638	0.0269844	1.43932	0.0030765	0.0727005	0.0965854	0.503139	0.249447	0.0936583	0.00964854	0.176619	0.0511875	0.00765742	0.381729	0.0275392	0.03928	0.488352	0.0554425	0.00119679	0.0504416	0.449651	3.49871	0.37253	0.359408	0.0641246	0.203938	0.309477	0.0788847
4550	-13248.7	-13136.1	-112.598	0.485643	0.0316771	1.72952	0.119455	0.00100127	0.035544	0.230017	0.0389579	0.212324	0.130537	0.150422	0.312359	0.00809053	0.371571	0.0270643	0.0311946	0.502019	0.0600608	0.00088413	0.0434453	0.423958	3.53171	0.379949	0.355608	0.0581611	0.206282	0.121207	0.39315
4560	-13256.1	-13144.8	-111.303	0.362745	0.0278941	1.72952	0.0106563	0.0886053	0.0479335	0.219386	0.361097	0.0712216	0.158924	0.0167402	0.015113	0.00745289	0.432319	0.0229475	0.0465488	0.414267	0.0764655	0.001219	0.0509006	0.451254	3.49663	0.38921	0.354688	0.0544445	0.201658	0.311209	0.326046
4570	-13246.4	-13137.6	-108.867	0.549306	0.026588	1.61114	0.00352157	0.0479321	0.024686	0.136801	0.0279768	0.234717	0.0780246	0.196947	0.0456091	0.0123861	0.379287	0.0260743	0.0286269	0.517645	0.0359807	0.00120467	0.0506049	0.450222	3.49797	0.380338	0.354036	0.063121	0.202505	0.241358	0.209336
4580	-13249.7	-13141	-108.705	0.3229	0.0159834	0.877833	0.084082	0.116029	0.0599104	0.283303	0.00564768	0.0178872	0.108909	0.00359617	0.234673	0.0102283	0.407162	0.028818	0.0252768	0.454229	0.0742861	0.00150707	0.0565037	0.470111	3.47188	0.349656	0.376492	0.0588323	0.21502	0.369779	0.307321
4590	-13254.3	-13141	-113.281	0.298648	0.0120533	0.746609	0.251262	0.0844577	0.0609758	0.519585	0.031893	0.089473	0.129648	0.034757	0.142609	0.01184	0.416926	0.0315184	0.032964	0.453278	0.0534735	0.00192998	0.0638076	0.492946	3.44132	0.365202	0.366606	0.0548841	0.213307	0.439278	0.262073
4600	-13252.5	-13140.7	-111.823	0.317344	0.0124303	0.746609	0.009147	0.0030507	0.0397391	0.511926	0.116684	0.281495	0.0988329	0.0650379	0.0305542	0.00833697	0.448232	0.026784	0.0240413	0.423164	0.0694411	0.00144748	0.0553933	0.466474	3.47669	0.354202	0.384355	0.0533241	0.208118	0.507151	0.175504
