Iteration	start_0	end_0	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44
100	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	6	4	2	2	2	2	2	2	2	2	2	2	2	2	6	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	6	6	6	6	2	2	2	2	2	2	2	2	6	2	6	6	6	6	1	1	1	1	1	1	6	1	2	2	6	2	6	6	6	6	6	6	6	6
110	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
120	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
130	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	1	3	3	3
140	2	2	2	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	3
150	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
160	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
170	2	2	6	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
180	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
190	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
200	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
210	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
220	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	2	3	6	6
230	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	6	1	1	1	1	1	1	1	1	2	2	2	2	6	6	4	6	5	5	5	5
240	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
250	2	2	2	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	3
260	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
270	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
280	2	2	4	4	2	2	6	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	6	6	6	6	6	6	6	6	3	7	3	3
290	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
300	2	2	4	4	2	2	6	6	6	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	6	2	2	2	6	2	2	3	3	3	3
310	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
320	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
330	2	2	2	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	3
340	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
350	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	1	3	3	3
360	2	2	4	4	6	2	6	6	2	2	3	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	6	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	6	6	6	6	2	2	2	2	2	2	2	2	2	2	6	6	6	6	1	1	1	1	3	1	2	3	6	6	6	6	6	6	6	6	6	6	6	6
370	2	2	4	4	6	2	6	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	1	1	1	1	1	1	4	1	6	6	6	6	6	6	4	6	4	4	6	6
380	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
390	2	2	2	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	3
400	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	6	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	6	6	6	6	2	2	2	2	2	2	2	2	2	2	6	6	6	6	1	1	1	1	1	1	4	1	2	2	2	2	2	6	2	2	6	6	6	6
410	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	6	6	6	6	3	7	3	3
420	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
430	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
440	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
450	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	3	2	3	3	3	3
460	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
470	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	5	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	7	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
480	2	2	2	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	3
490	2	2	2	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	3
500	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
510	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	5	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	7	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
520	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
530	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	1	1	1	1	1	1	4	1	2	2	2	2	6	6	6	6	6	6	6	6
540	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	3	1	2	2	2	2	2	6	2	2	1	3	3	3
550	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
560	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
570	2	2	4	4	4	2	6	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	6	2	4	4	4	4	6	2	2	2	2	2	2	2	6	6	4	4	6	6	6	6	2	2	2	2	2	2	2	2	2	2	4	6	4	4	1	1	1	1	1	1	1	1	4	6	4	4	4	6	4	4	5	5	5	5
580	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
590	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
600	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	6	6	6	6	2	2	2	2	2	2	2	2	2	2	6	6	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
610	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	6	1	2	1	1	3	3
620	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
630	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
640	2	2	4	4	2	2	6	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	6	6	6	6	2	2	2	2	2	2	2	2	2	2	6	6	2	6	1	1	1	1	1	1	1	1	6	6	6	6	6	6	6	6	3	7	3	3
650	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	6	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
660	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	1	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
670	2	2	2	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	3
680	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
690	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	6	6	6	6	2	2	2	2	2	2	2	2	2	2	6	6	2	6	1	1	1	1	1	1	1	1	2	2	2	2	6	6	2	6	3	3	3	3
700	2	2	4	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	6	6	2	6	3	3	3	3
710	2	2	6	4	2	2	2	6	2	2	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	2	2	2	2	2	2	4	4	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	1	2	2	2	2	2	6	2	2	3	3	3	3
