Aristolochia_anguicida	3
Aristolochia_arborea	0
Aristolochia_burelae	2
Aristolochia_californica	0
Aristolochia_cauliflora	3
Aristolochia_esperanzae	3
Aristolochia_gaudichaudi	3
Aristolochia_hookeriana	3
Aristolochia_indica	3
Aristolochia_kerrii	3
Aristolochia_littoralis	3
Aristolochia_maxima_JM011	3
Aristolochia_maxima_SETS37	3
Aristolochia_mollisima	0
Aristolochia_neolongifolia_SETS52	0
Aristolochia_neolongifolia_SETS96	0
Aristolochia_paulistana	3
Aristolochia_peruviana	3
Aristolochia_pilosa	3
Aristolochia_praevenosa	1
Aristolochia_promissa	1
Aristolochia_saccata	0
Aristolochia_serpantaria	0
Aristolochia_sp_JM02	?
Aristolochia_sp_JM04	?
Aristolochia_sp_JM06	?
Aristolochia_tagala	3
Aristolochia_tagala_040521	3
Aristolochia_tagala_SETS48	3
Aristolochia_taliscana	3
Aristolochia_tentaculata	3
Aristolochia_tomentosa	0
Aristolochia_triactina	1
Aristolochia_wardiana	0
